KEY,ChineseSimplified
E_C19_Jun_Fluss01_01,啊…好冷。到底因为什么事一大早叫我到这雪山来。
E_C19_Jun_Fluss01_02,嗯？你是！！！罗迪娜？
E_C19_Jun_Fluss01_03,你好，米特拉。好久不见。
E_C19_Jun_Fluss01_04,听说你退役了，居然在这里再见到你。
E_C19_Jun_Fluss01_05,呵呵…以前在帝国射击大赛见过面，没想到居然能在这种地方再见到你。
E_C19_Jun_Fluss01_06,可你在这里做什么啊？
E_C19_Jun_Fluss01_07,今天我是来帮弗鲁斯的。
E_C19_Jun_Fluss01_08,啊？你也是？
E_C19_Jun_Fluss01_09,哎呀～看来我来迟了一点。两个人已经来了，那就还差一个了，是吗？
E_C19_Jun_Fluss01_10,喂！什么委托啊？虽然是奉老头命来的，但还不知道内容呢～
E_C19_Jun_Fluss01_11,嘿！再等一会。啊！说曹操曹操就到了！
E_C19_Jun_Fluss01_12,对不～～～起！！！露娜迟到了吗？
E_C19_Jun_Fluss01_13,（好…好可爱！！！！！）
E_C19_Jun_Fluss01_14,不…不对。这小鬼是怎么回事？现在在干嘛？
E_C19_Jun_Fluss01_15,今天诸君，不，你们要帮我做的事情就是这个！
E_C19_Jun_Fluss01_16,寻找只在这个雪山上生长的不灭的玫瑰。
E_C19_Jun_Fluss01_17,从露娜开始！你可以记住这玫瑰的香味，然后帮我在雪地里找找吗？
E_C19_Jun_Fluss01_18,嗯～～～露娜在雪中的嗅觉也很灵敏～啊！那边也有味道！
E_C19_Jun_Fluss01_19,要找特别的玫瑰的话，只要有那个小鬼不就好了吗？怎么连我们也要？
E_C19_Jun_Fluss01_20,问题没有那么简单。你们马上就会知道的，先装好弹药吧。
E_C19_Jun_Fluss01_21,????
E_C19_Jun_Fluss01_22,这里有玫瑰花～！呃啊啊啊啊！走开！怪物！！！
E_C19_Jun_Fluss01_23,快！快过去吧！
E_C19_Jun_Fluss01_24,该死的！！！小鬼！没事吧？
E_C19_Jun_Fluss01_25,喂！那个怪物是什么啊？
E_C19_Jun_Fluss01_26,可以说是守护不灭的玫瑰的守护者吧？
E_C19_Jun_Fluss01_27,要想得到玫瑰，就必须铲除它。那诸君们！展现你们的实力吧？
E_C19_Jun_Fluss01_28,所谓的委托…只是要弄到那个玫瑰？
E_C19_Jun_Fluss01_29,你这样说太失礼了，那可是摘下来之后也能永保美丽的玫瑰啊！
E_C19_Jun_Fluss01_30,遵…命。
E_C19_Jun_Fluss01_31,从老头叫我来的时候我就知道了…果然是这种麻烦事。该死的…
E_C19_Jun_Fluss01_32,露娜也要作战！
E_C19_Jun_Fluss01_33,呵呵…你们果然是帝国最强的实力者。
E_C19_Jun_Fluss01_34,好～那么得去找下一个玫瑰了吧？
E_C19_Jun_Fluss01_35,当晚
E_C19_Jun_Fluss01_36,我不知道您是怎样的人。
E_C19_Jun_Fluss01_37,仅仅是…小时候爷爷给我讲过的故事中高尚的女士…
E_C19_Jun_Fluss01_38,您的牺牲让我们家族…还有我得以生存。
E_C19_Jun_Fluss01_39,虽然无法与您相见，
E_C19_Jun_Fluss01_40,但我内心总是对您有着深深地向往。
E_C19_Jun_Fluss01_41,请您一定要一起庆祝我的生日。不灭的女士…
E_C19_Jun_Shea01_01,终于到今天了。修特！
E_C19_Jun_Shea01_02,是啊，希娅！！就是今天！！！我的心都扑通扑通跳了…准备好了吧？
E_C19_Jun_Shea01_03,当然了！去年跟修特约好了的。
E_C19_Jun_Shea01_04,16岁生日…一定要在这里的广场上唱歌…
E_C19_Jun_Shea01_05,所…所以说…F#和弦…G弦…是这里…
E_C19_Jun_Shea01_06,哎呀！耳朵好疼！！你这家伙…手指抖成那个样子…就按照我们练习过的做就行了！
E_C19_Jun_Shea01_07,话虽如此…只要站在人们面前…我就会非常紧张…
E_C19_Jun_Shea01_08,沉着点，希娅。还有时间，再练习一下就行了。
E_C19_Jun_Shea01_09,好…那么去安静点的地方…
E_C19_Jun_Shea01_10,在这里的话就可以尽情歌唱～
E_C19_Jun_Shea01_11,沙啦啦…哗啦啦…哗啦啦…沙啦啦…
E_C19_Jun_Shea01_12,啊！！！好像有人来了！！！
E_C19_Jun_Shea01_13,…分明是…天堂的旋律…
E_C19_Jun_Shea01_14,虽然有点阴森森的…但在这里应该不会有人吧？修特？
E_C19_Jun_Shea01_15,嗯…魔气太强了吧？不过用来培养胆量正好呢。来！！开始吧！
