KEY,French
BATTLE.DAMAGE_TYPE.Critical,Coup Critique
BATTLE.DAMAGE_TYPE.Block,Bloqué
BATTLE.DAMAGE_TYPE.Miss,Raté
BATTLE.DAMAGE_TYPE.Resist,Résisté
BATTLE.DAMAGE_TYPE.ImmunePhysical,Immunité Physique
BATTLE.DAMAGE_TYPE.ImmuneMagical,Immunité Magique
BATTLE.STATE_TYPE_NAME.Allure,Charmé
BATTLE.STATE_TYPE_NAME.Banish,Banni
BATTLE.STATE_TYPE_NAME.Bleeding,Hémorragie
BATTLE.STATE_TYPE_NAME.Blind,Aveuglé
BATTLE.STATE_TYPE_NAME.Burn,Brûlure
BATTLE.STATE_TYPE_NAME.Down,Renversé
BATTLE.STATE_TYPE_NAME.Electronic,Électrocuté
BATTLE.STATE_TYPE_NAME.Frozen,Gelé
BATTLE.STATE_TYPE_NAME.Knockback,Repoussé
BATTLE.STATE_TYPE_NAME.Paralyze,Paralysé
BATTLE.STATE_TYPE_NAME.Poison,Empoisonné
BATTLE.STATE_TYPE_NAME.Shackle,Entravé
BATTLE.STATE_TYPE_NAME.Silence,Silence
BATTLE.STATE_TYPE_NAME.Snow,Boule de Neige
BATTLE.STATE_TYPE_NAME.Stone,Pétrifié
BATTLE.STATE_TYPE_NAME.Stun,Étourdi
BATTLE.STATE_TYPE_NAME.Debuff,Affaibli
BATTLE.STATE_TYPE_NAME.Pulling,Attiré
BATTLE.STATE_TYPE_NAME.CC,Affaibli
BATTLE.STATE_TYPE_NAME.Atkup,Augmentation d'ATQ
BATTLE.STATE_TYPE_NAME.Defup,Augmentation de DEF
BATTLE.STATE_TYPE_NAME.SpdUp,Augmentation de Vitesse
BATTLE.STATE_TYPE_NAME.Shield,Bouclier Protecteur
BATTLE.STATE_TYPE_DESC1,Impossible d'agir pendant un certain temps.
BATTLE.STATE_TYPE_DESC2,Rate toutes les attaques pendant un certain temps.
BATTLE.STATE_TYPE_DESC3,Attaque une cible spécifique avec des attaques automatiques pendant un certain temps.
BATTLE.STATE_TYPE_DESC4,Impossible d'agir et se fait repousser pendant un certain temps.
BATTLE.STATE_TYPE_DESC5,Impossible d'agir et se fait attirer pendant un certain temps.
BATTLE.STATE_TYPE_DESC6,Impossible d'utiliser les compétences actives pendant un certain temps.
BATTLE.STATE_TYPE_DESC7,Augmente l'ATQ.
BATTLE.STATE_TYPE_DESC8,Augmente la DEF.
BATTLE.STATE_TYPE_DESC9,Augmente la Vitesse.
BATTLE.STATE_TYPE_DESC10,Obtient un Bouclier Protecteur.
RAID_WARNING_RED_DREGON_4,[FF8200]Téméraire commence à battre puissamment ses ailes.
RAID_WARNING_BLUE_DREGON_4,[FF8200]Scalaxia commence à battre puissamment ses ailes.
RAID_WARNING_BLUE_DREGON_5,"[FF0000]Scalaxia s'envole, abandonnant un cristal de glace au sol."
RAID_WARNING_GREEN_DREGON_4,[FF8200]Zyrrkinoth commence à battre puissamment ses ailes.
RAID_WARNING_BLACK_DREGON_4,[FF8200]Armarta commence à battre puissamment ses ailes.
RAID_WARNING_MOUNTAIN_FORTRESS_4,[FF8200]Le noyau de Forteresse de la Montagne accumule une quantité phénoménale d'énergie.
RADE_WARNING_PROTIANUS_4,[FF8200]Protianus provoque un Tsunami.
RAID_WARNING_SATRIA_3,[FF8200]Satria concentre le pouvoir des ténèbres dans sa lance.
RAID_WARNING_KERBEREN_4,[FF8200]Kerberen assène un coup dévastateur au sol.
RAID_WARNING_OBRIGARD_4,[FF8200]Le Crâne de démon s'éveille.
RAID_WARNING_MAVIEL_4,[FF8200]Maviel se dissimule dans les ombres.
RAID_WARNING_NUBIS_3,[FF8200]Du venin pestilentiel déborde de la queue de Nubis.
RAID_WARNING_GUSHAK_3,"[FF8200]Gushak charge son épée d'énergie, puis trépigne puissamment."
RAID_WARNING_NORDIK_3,[FF8200]Nordik tord le mana pour créer une tempête.
RAID_WARNING_MANTICORE_4,[FF8200]Manticore s'apprête à donne un coup de griffe à son ennemi.
RAID_WARNING_THORPE_4,[FF8200]Thorpe s'apprête à sauter puissamment.
RAID_WARNING_THORPE_CRASH,Thorpe perd l'équilibre et s'affaisse.
RAID_WARNING_TYRFAS_4,[FF8200]Tyrfas trépigne puissamment pour provoquer une avalanche.
RAID_WARNING_VELKAZAR_2,[FF8200]Velkazar s'entoure de flammes ardentes.
RAID_WARNING_VELKAZAR_4,[FF0000]Velkazar invoque le Cercueil du Bourreau.
MAZE_WARNING_ARCHER_1,[FF8200]El Rosed fait appel aux elfes-sombres.
MAZE_WARNING_WARRIOR_1,[FF8200]Le Squelette prépare une frappe puissante.
MAZE_WARNING_KNIGHT_1,[FF8200]Le Guerrier-Chèvre tente de bannir l'ennemi.
RAID_WARNING_LAKREIL_1,[FF8200]Lakreil commence à lancer le Boomerang Mortels.
RAID_WARNING_LAKREIL_2,[FF8200]Lakreil se prépare pour le Fracas Corporel.
RAID_WARNING_Xanadus_1,Xanadus vous invite dans les abysses.
RAID_WARNING_Xanadus_2,[FF8200]Xanadus étend le Rideau de l'Ombre.
RAID_WARNING_Xanadus_3,Xanadus déploie entièrement ses ailes.
RAID_WARNING_Xanadus_4,[FF0000]Xanadus s'apprête à matérialiser\nle Cauchemar Abyssal
RAID_WARNING_Xanadus_5,[Pierre d'Âme des Abysses] renforce l'ATQ de Xanadus.
RAID_WARNING_KALLAX_3,[FF0000]Kallax s'envole pour préparer le Jugement.
RAID_WARNING_IMET_1,[FF0000]Imet se prépare à enfermer les Héros dans la Prison de Sable\net à les exécuter.
RAID_WARNING_MSAMA_1,[FF0000]Musama se prépare à assembler le pouvoir céleste.
RAID_WARNING_SEKMAHA_1,[FF0000]Les flots de Sekmaha ont été modifiés.
RAID_WARNING_IMET_2,"[FF8200]Le Dieu-Roi vous accorde sa Bénédiction,\net les Héros récupèrent leurs PV."
