KEY,Thai
E_C19_September_Gau01_01,เอ๋? คุณ Yanne มาทำอะไรที่นี่หรอคะ
E_C19_September_Gau01_02,กำลังเตรียมงานเซอร์ไพรส์~ \nพอช่วงเย็นก็จะมีแขกมาเต็มเลยแหละ
E_C19_September_Gau01_03,หือ วันนี้คือวันอะไรหรอคะ
E_C19_September_Gau01_04,อืม วันเกิด Gau น่ะ
E_C19_September_Gau01_05,เอ๊ะ.. วันนี้วันเกิดคุณลุงหรอคะ!
E_C19_September_Gau01_06,เหมือน Gau จะเคยบอกไว้ตอนไปดื่มด้วยกันน่ะ
E_C19_September_Gau01_07,ตอนแรกไม่รู้ว่าเป็นวันเกิด แล้วดันไปชวนคุณลุงแข่งเก็บสตรอเบอร์รี่ป่าซะนี่...
E_C19_September_Gau01_08,อืม.. เพราะว่าลืมว่าเป็นวันเกิดก็เลยงอนงั้นหรอ
E_C19_September_Gau01_09,ดูอารมณ์ไม่ค่อยดีหรือเปล่านะ
E_C19_September_Gau01_10,ถามอะไรก็ไม่ค่อยตอบ แถมเมื่อเช้ายังดูเศร้าๆด้วยค่ะ
E_C19_September_Gau01_11,เพราะรู้สึกผิดสินะ
E_C19_September_Gau01_12,หืม มีเรื่องให้รู้สึกผิดในวันเกิดหรอคะ
E_C19_September_Gau01_13,เพราะเรื่องที่เคยไปมีเรื่องในวันเกิดจนทำให้เผ่าพันธุ์ตัวเองบาดเจ็บหนักยังค้างคาอยู่ในใจ
E_C19_September_Gau01_14,สงสัยจะนึกถึงเรื่องนั้นสินะ
E_C19_September_Gau01_15,ลุงที่เหมือนหมีคนนั้นน่ะหรอคะ!!
E_C19_September_Gau01_16,ลุงที่ไม่กล้าแม้จะทำร้ายนกกระจอกคนนั้นน่ะหรอ...
E_C19_September_Gau01_17,อ้อ Rodina คงจะไม่รู้เรื่องนี้สินะ
E_C19_September_Gau01_18,ตอนนี้อาจจะคิดว่า Gau เป็นคุณลุงขนดกใจดี
E_C19_September_Gau01_19,แต่ว่าเมื่อก่อนที่อาณาจักรบาบาเรียน จัดว่าเป็นนักรบโหดเหี้ยมเลยก็ว่าได้
E_C19_September_Gau01_20,หา เป็นไปไม่ได้ค่ะ!
E_C19_September_Gau01_21,อย่างเรื่องดังๆตอนข้าเด็กๆ
E_C19_September_Gau01_22,พวกชาวบ้านพอเห็นขวานคู่ของบาบาเรียนก็ถึงกับปิดประตูบ้านกันหมดเลยล่ะ
E_C19_September_Gau01_23,คุณลุง... ไม่น่าเชื่อเลย
E_C19_September_Gau01_24,งั้นเรื่องที่บอกว่าสร้างสถานรับเลี้ยงเด็กกำพร้าก็...
E_C19_September_Gau01_25,อืม.. อาจจะเพราะอยากล้างความผิดที่ตัวเองเคยทำมั้ง
E_C19_September_Gau01_26,นึกว่าคุณลุง Gau จะเป็นคนยิ้มแย้มใจดีซะอีก..
E_C19_September_Gau01_27,เรื่องในใจที่แบกรับไว้คงจะหนักมากสินะคะ..
E_C19_September_Gau01_28,ข้าอยากให้ Gau ปล่อยวางเรื่องพวกนั้น
E_C19_September_Gau01_29,แล้วก็เรื่องที่พยายามก่อตั้งอาณาจักรบาบาเรียนที่ล่มสลายไปแล้วนั่นด้วย..
E_C19_September_Gau01_30,อาจจะมีคนที่ยังคิดถึงเรื่อง Gau ในตอนนั้นก็จริงแต่..
E_C19_September_Gau01_31,Rodina ก็รู้ใช่ไหม
E_C19_September_Gau01_32,ว่าเขาน่ะเป็นคนที่อบอุ่นมากๆ
E_C19_September_Gau01_33,ใช่ค่ะ!
E_C19_September_Gau01_34,คุณลุงอบอุ่นมากกว่าใคร ไม่สิ อาจจะอบอุ่นมากจนทำให้ภูเขาน้ำแข็งละลายเลยก็ได้
E_C19_September_Gau01_35,ฮ่าฮ่าฮ่า เพราะงั้น~ ข้าก็เลยจัดงานเลี้ยงเซอร์ไพรส์แล้วก็เรียกแขกพิเศษมาด้วย!
E_C19_September_Gau01_36,แต่ว่าพวก Kasel อยู่ไกล เลยไม่ได้เชิญมา
E_C19_September_Gau01_37,มาจัดงานเลี้ยงตอนเย็นให้สนุกสุดเหวี่ยงกันเถอะ!
E_C19_September_Gau01_38,ค่ะ!! มีอะไรให้ฉันช่วยไหมคะ
E_C19_September_Gau01_39,ข้าเตรียมเหล้ากับเนื้อเอาไว้พร้อมแล้ว
E_C19_September_Gau01_40,Rodina ช่วยไปเก็บสตรอเบอร์รีป่าที่ Gau ชอบหน่อยได้ไหม
E_C19_September_Gau01_41,ค่ะ!! งั้นฉันจะเก็บสตรอเบอร์รีป่ามาเยอะๆเลยค่ะ!
E_C19_September_Gau01_42,แล้วก็จะขอให้คุณ Pavel ช่วยทำไอศครีมเค้กสตรอเบอร์รีป่าให้ด้วยค่ะ!!
E_C19_September_Gau01_43,ดีมาก!
E_C19_September_Gau01_44,เอ่อ.. แต่ว่า..
E_C19_September_Gau01_45,คุณลุงจะยอมมาทานเค้กไหมคะวันนี้
E_C19_September_Gau01_46,เรื่องนั้นไม่ต้องห่วง!\nข้าได้เชิญแขกที่ควบคุม Gau ได้มาแล้ว!
E_C19_September_Gau01_47,ตะกี้ทำไม่ดีใส่ Rodina ไปหรือเปล่านะ...
E_C19_September_Gau01_48,เฮ้อ.. แต่ก็ไม่ได้อยู่ในอารมณ์ที่จะทำอะไรได้
E_C19_September_Gau01_49,ทำไมตอนนั้นข้าถึงทำแบบนั้นไปนะ..
E_C19_September_Gau01_50,แถมยังเป็นวันที่ควรจะมีความสุขอย่างวันเกิด....
E_C19_September_Gau01_51,ทำไมข้าถึงทำแบบนั้นกับคนที่สำคัญได้...
E_C19_September_Gau01_52,.....?
E_C19_September_Gau01_53,แสงสีแดงนั่น..
