KEY,"Spanish"
E_C19_May_Lucias_01,"¿Pudo encontrarme, Sir Ricardo?"
E_C19_May_Lucias_02,"Parece que abandona su lugar bastante seguido en estos días."
E_C19_May_Lucias_03,"La reciente batalla con los demonios generó muchas bajas civiles, junto con los guerreros sagrados."
E_C19_May_Lucias_04,"Me demoré mientras atendía a quienes necesitaban ayuda. Disculpas."
E_C19_May_Lucias_05,"¡Ja, ja, ja! ¡No es necesario disculparse!"
E_C19_May_Lucias_06,"Ya sé que no puedes ignorar a quienes necesitan ayuda."
E_C19_May_Lucias_07,"En fin, Lucias, ¡me enteré de que hoy es tu cumpleaños!"
E_C19_May_Lucias_08,"Podría haber preparado un festejo más temprano,"
E_C19_May_Lucias_09,"pero estoy empezando a olvidar estos eventos con los años. ¡Ja, ja, ja!"
E_C19_May_Lucias_10,"Lamento llegar un poco tarde."
E_C19_May_Lucias_11,"No es mucho, pero aquí te tengo un pequeño regalo."
E_C19_May_Lucias_12,"Gracias."
E_C19_May_Lucias_13,"...Pero ¿cómo sabías que hoy es mi cumpleaños?"
E_C19_May_Lucias_14,"Hoy me llegó una carta del Mago de Stardust."
E_C19_May_Lucias_15,"Debe ser un amigo tuyo si recordó tu cumpleaños. Ese hombre parece ser bastante interesante."
E_C19_May_Lucias_16,"Ja, ja... sí... supongo que sí."
E_C19_May_Lucias_17,"Por cierto, ¿has visitado tu pueblo en algún momento?"
E_C19_May_Lucias_18,"No, nunca tuve la oportunidad."
E_C19_May_Lucias_19,"Todos los padres tienden a extrañar a los hijos cuando se van a vivir solos."
E_C19_May_Lucias_20,"Siempre se preocupan por la salud y seguridad de sus hijos."
E_C19_May_Lucias_21,"Eso, a su vez, hace que no duerman a la noche."
E_C19_May_Lucias_22,"Y hoy resulta ser un día importante para ti."
E_C19_May_Lucias_23,"¿Por qué no te das un respiro y visitas tu pueblo?"
E_C19_May_Lucias_24,"Lucias, lleva esto a tus padres."
E_C19_May_Lucias_25,"¡Gracias por compartir los cultivos como siempre!"
E_C19_May_Lucias_26,"Ja, ja, ja. No hace falta que me agradezcas. Tú eres quien está manteniendo este pueblo seguro."
E_C19_May_Lucias_27,"Siempre agradezco a la Diosa."
E_C19_May_Lucias_28,"Después de todo, ella ha puesto a un hijo bendecido de nuestro lado..."
E_C19_May_Lucias_29,"Me avergüenza escuchar eso de todo el mundo..."
E_C19_May_Lucias_30,"Fuera de este pueblo, el mundo está lleno de tristeza y dolor."
E_C19_May_Lucias_31,"Hemos pasado por desgracias similares hasta que tú naciste."
E_C19_May_Lucias_32,"Tú eres la razón por la que hoy podemos sonreír."
E_C19_May_Lucias_33,"También me hace bien saber.... que todos son felices..."
E_C19_May_Lucias_34,"(Si puedo usar lo poco que me queda de fuerza para ayudar a los habitantes de este pueblo...)"
E_C19_May_Lucias_35,"(¿Podré salvar también a quienes vivan fuera del pueblo?)"
E_C19_May_Lucias_36,"(Para crear un mundo... donde todos puedan ser felices... sin dolor ni sufrimiento...)"
E_C19_May_Lucias_37,"Hay personas en el mundo que no pude salvar."
E_C19_May_Lucias_38,"Incluso ahora, puedo escuchar las voces entre el caos y horror que venían del palacio."
E_C19_May_Lucias_39,"No creo que pueda volver a casa todavía."
E_C19_May_Lucias_40,"(No hasta que complete mi misión...)"
E_C19_May_Lucias_41,"(Debo salvar a quienes sufren... y traerles paz)."
