KEY,ChineseTraditional
ITEM_NAME_1,凱瑟
ITEM_NAME_2,芙萊兒
ITEM_NAME_3,克麗歐
ITEM_NAME_4,羅伊
ITEM_NAME_5,高爾
ITEM_NAME_6,菲洛普
ITEM_NAME_7,拉克拉克
ITEM_NAME_8,卡爾洛
ITEM_NAME_9,愛比絲
ITEM_NAME_10,瑟琳
ITEM_NAME_11,瑪莉亞
ITEM_NAME_12,米露露
ITEM_NAME_13,羅蘭
ITEM_NAME_14,瑪雅
ITEM_NAME_15,克勞斯
ITEM_NAME_16,樂皮
ITEM_NAME_17,迪麥
ITEM_NAME_18,蕾娜
ITEM_NAME_19,帕菲
ITEM_NAME_20,黛彌兒
ITEM_NAME_21,奈拉
ITEM_NAME_22,羅迪娜
ITEM_NAME_23,莫拉
ITEM_NAME_24,巴杜因
ITEM_NAME_25,珍
ITEM_NAME_26,愛紗
ITEM_NAME_27,里歐
ITEM_NAME_28,弗魯斯
ITEM_NAME_29,露娜
ITEM_NAME_30,萊雅絲
ITEM_NAME_31,亞克
ITEM_NAME_32,露伊希亞
ITEM_NAME_33,尼克斯
ITEM_NAME_34,安妮特
ITEM_NAME_35,米特拉
ITEM_NAME_36,瑞卡德
ITEM_NAME_37,譚雅
ITEM_NAME_38,伊茲凱爾
ITEM_NAME_39,卡珊卓
ITEM_NAME_40,希歐
ITEM_NAME_41,梅蒂安娜
ITEM_NAME_42,歐迪
ITEM_NAME_43,薇絲卡
ITEM_NAME_44,普莉西拉
ITEM_NAME_45,雅妮
ITEM_NAME_46,查畢勒
ITEM_NAME_48,蕾哈特娜
ITEM_NAME_47,尤利婭
ITEM_NAME_49,歐菲莉亞
ITEM_NAME_50,芮奎娜
ITEM_NAME_51,艾希莉卡
ITEM_NAME_52,克洛
ITEM_NAME_53,薩蜜拉
ITEM_NAME_54,拉薇兒
ITEM_NAME_55,賽莉亞
ITEM_NAME_56,愛兒琪
ITEM_NAME_57,黎莉雅
ITEM_NAME_58,勞蒂亞
ITEM_NAME_59,魯西亞司
ITEM_NAME_60,克莉莎
ITEM_NAME_61,奈洛希思
ITEM_NAME_62,史嘉蕾
ITEM_NAME_63,索妮亞
ITEM_NAME_64,阿蒂蜜雅
ITEM_NAME_65,米芮安
ITEM_NAME_66,希婭
ITEM_NAME_67,卡菈
ITEM_NAME_68,倪婭
ITEM_NAME_69,艾斯克
ITEM_NAME_70,塞西莉亞
ITEM_NAME_71,凱樂潔
ITEM_NAME_72,潘希洛奈
ITEM_NAME_73,伽司
ITEM_NAME_74,基裴拉
ITEM_NAME_75,塔卡利斯
ITEM_NAME_78,伯倫海姆
ITEM_NAME_87,格蘭薇絲
ITEM_NAME_90,梅伊
ITEM_NAME_91,格拉帝
ITEM_NAME_92,薇若妮卡
ITEM_NAME_93,洛曼
ITEM_NAME_94,朱諾
ITEM_NAME_95,妮琪
