KEY,Vietnamese
Sub1_Dimael_1_1_1,Cái ngày tủi hổ một trăm năm trước ấy.
Sub1_Dimael_1_1_2,Đoạn ký ức mà ta không thể và sẽ không bao giờ quên được. \n
Sub1_Dimael_1_1_3,"Khắp nơi đều im hơi lặng tiếng, còn mọi thứ quanh ta dần vỡ vụn."
Sub1_Dimael_1_1_4,"Chúng ta tự cô lập mình với thế giới bên ngoài, nên chẳng có ai tới cứu giúp cả."
Sub1_Dimael_1_1_5,Lưỡi kiếm của bọn chúng đâm xuyên qua lồng ngực cha mẹ ta.
Sub1_Dimael_1_1_6,"Ngày đó, chúng ta thất bại hoàn toàn."
Sub1_Dimael_1_1_7,"Dimael, không còn thời gian đâu! Cứ thế này thì ta bị giết sạch đấy."
Sub1_Dimael_1_1_8,Phải lùi về Pháo đài thôi!
Sub1_Dimael_1_1_9,Cậu đi đi.
Sub1_Dimael_1_1_10,Tôi sẽ cầm chân bọn chúng một lát.
Sub1_Dimael_1_1_11,Không được!
Sub1_Dimael_1_1_12,Chúng ta nên rời khỏi đây cùng với những người chưa trốn chạy!
Sub1_Dimael_1_1_13,"Không! Phải có người trấn thủ lối vào Pháo đài, không thì quân dịch sẽ ồ ạt xông vào mất!"
Sub1_Dimael_1_1_14,Nghe đây này! Cậu sẽ chết đấy!
Sub1_Dimael_1_1_15,Tôi có chết thì cũng phải kéo theo vài tên khốn nạn đã giết hại cha mẹ tôi!
Sub1_Dimael_1_1_16,Đồ ương gàn!
Sub1_Dimael_1_1_17,Vậy thì tôi cũng thế. Tôi không bỏ cậu lại đâu.
Sub1_Dimael_1_1_18,Đi đi mà!
Sub1_Dimael_1_2_1,Ngươi đừng hòng bước thêm một bước nào nữa.
Sub1_Dimael_1_2_2,"A, một gã bạo gan."
Sub1_Dimael_1_2_3,Có dũng khí đấy. Ta sẽ để cho ngươi sống. Tránh ra.
Sub1_Dimael_1_2_4,"Câm mồm, ngươi có giỏi thì lại đây!"
Sub1_Dimael_1_2_5,*Cười khoái trá* Lại một tên thân tàn ma dại đi tìm chết.
Sub1_Dimael_1_2_6,Tiên bóng tối không bao giờ khuất phục lũ quái vật như các ngươi.
Sub1_Dimael_1_2_7,Ngu xuẩn... Ngươi không thế cả thế giới sắp sửa cúi đầu trước Angmund sao?
Sub1_Dimael_1_2_8,Lũ phản bội các ngươi trốn chạy ánh sáng và ẩn mình trong bóng tối.
Sub1_Dimael_1_2_9,Hãy quy phục bóng tối và tuân theo luật lệ của người.
Sub1_Dimael_1_2_10,Chờ đón một thế giới tà ác sắp đến.
Sub1_Dimael_1_3_1,Hừ...
Sub1_Dimael_1_3_2,Đừng kháng cự nữa. Chỉ có cái chết chờ đón ngươi thôi.
Sub1_Dimael_1_3_3,Tránh đường.
Sub1_Dimael_1_3_4,Hãy trông chừng Epigael.
Sub1_Dimael_1_3_5,Cậu nói gì vậy?
Sub1_Dimael_1_3_6,Đừng có bảo tôi bỏ mặc cậu chứ. Tôi cố gắng tới tận giờ đâu phải để làm thế.
Sub1_Dimael_1_3_7,Đấy là mong muốn cuối cùng của tôi.
Sub1_Dimael_1_3_8,Cha mẹ tôi bị sát hại rồi.
Sub1_Dimael_1_3_9,Tôi không thể mất thêm cậu hay em gái tôi nữa.
Sub1_Dimael_1_3_10,Nhưng còn cậu thì sao!?
Sub1_Dimael_1_3_11,Đi đi mà! Dù sao thì cậu còn hơi sức đâu mà chiến đấu nữa!
Sub1_Dimael_1_3_12,.....
Sub1_Dimael_1_3_13,Tôi sẽ đưa Epigael đến Pháo đài.
Sub1_Dimael_1_3_14,Nhớ trở về nguyên vẹn đấy.
Sub1_Dimael_1_4_1,Khhh... Cái mồm làm hại cái thân là thế này đây.
Sub1_Dimael_1_4_2,.... Oa ha ha! Thật là thú vị!
Sub1_Dimael_1_4_3,Không ngờ trong đám hạ đẳng này lại lẫn một chiến binh dũng mãnh như thế.
Sub1_Dimael_1_4_4,Nhưng ngươi vẫn thua thôi. Chẳng có gì thay đổi cả.
Sub1_Dimael_1_4_5,Câm... đi...
Sub1_Dimael_1_4_6,*Cười khoái trá* Ngươi đúng là gan lì đấy.
Sub1_Dimael_1_4_7,Ta rất đề cao những kẻ không chịu bỏ cuộc.
Sub1_Dimael_1_4_8,Giống như ngươi. *Cười khoái trá*
Sub1_Dimael_1_4_9,Ngươi sắp chết rồi...
Sub1_Dimael_1_4_10,.....?!!!
Sub1_Dimael_1_4_11,Hự! Ngươi vừa làm cái quái gì với ta thế!?
Sub1_Dimael_1_4_12,Là lời cảm ơn ngươi vì đã giết ta.
Sub1_Dimael_1_4_13,Ngươi xứng đáng với món quà này hơn bất cứ kẻ nào khác. Ha ha ha!
Sub1_Dimael_1_4_14,*Khục... khục...*
Sub1_Dimael_1_4_15,Hãy giữ lấy cái mạng ngươi bằng tinh thần gan lì ấy.
Sub1_Dimael_1_4_16,Hãy trở thành cội rễ của một giống loài mới sẽ ngự trị trên mặt đất.
Sub1_Dimael_1_4_17,Ngài ấy sẽ hài lòng khi thấy ngươi. Mua ha ha!
Sub1_Dimael_1_4_18,"Angmund, đây là cách tôi kế thừa ý chí của ngài..."
Sub1_Dimael_1_4_19,Tên khốn!
Sub1_Dimael_1_4_20,Ngươi đã làm... gì...
Sub1_Dimael_2_1_1,Dimael! Dimael!
Sub1_Dimael_2_1_2,"Epigael, em ở đâu?"
Sub1_Dimael_2_1_3,"Cứu em. Cứu em với, Dimael. Ở đây tối quá."
Sub1_Dimael_2_1_4,Epigael!
Sub1_Dimael_2_1_5,"Dimael, em ở đây."
Sub1_Dimael_2_1_6,A... Mình đang mơ à...?
Sub1_Dimael_2_1_7,Mình ... còn sống.
Sub1_Dimael_2_1_8,Ta còn... sống!
Sub1_Dimael_2_1_9,Epigael!
Sub1_Dimael_2_1_10,Anh trai em còn sống.
Sub1_Dimael_2_1_11,Đợi anh nhé. Đợi...
Sub1_Dimael_2_1_12,"Lorraine, tôi vừa đảo quanh. Arrovina cũng bị hạ rồi."
Sub1_Dimael_2_1_13,Tình hình rất tệ.
Sub1_Dimael_2_1_14,Kẻ địch di chuyển nhanh hơn dự kiến. Chúng ta phải mau lên.
Sub1_Dimael_2_1_15,"Tôi sẽ cố gắng cầm chân chúng, để chúng không cản trở cô nữa."
Sub1_Dimael_2_1_16,Những chuyện vừa xảy ra khiến tôi thấy lo lắm. Chẳng mấy nữa là quái vật sẽ tràn ngập cả lục địa này.
Sub1_Dimael_2_1_17,Kế hoạch hiện giờ là tập hợp những người còn sống và lập một phòng tuyến tạm thời.
Sub1_Dimael_2_1_18,"Tôi muốn đi cùng cô hỗ trợ cho Chiến binh kiếm thánh,"
Sub1_Dimael_2_1_19,nhưng giờ cần ưu tiên cứu càng nhiều người càng tốt... Nơi này giao cho tôi đi.
Sub1_Dimael_2_1_20,"Bằng mọi giá, tôi sẽ mở đường cho cô đến đích trong vài ngày nữa."
Sub1_Dimael_2_1_21,"Công chúa, cảm ơn cô. Nhanh nào."
Sub1_Dimael_2_1_22,Hể!?
Sub1_Dimael_2_1_23,Đợi đã! Ở đây có một người còn sống!
Sub1_Dimael_2_1_24,.....?!
Sub1_Dimael_2_1_25,Giờ thì là gì đây? Arrovina thực sự thất thủ rồi sao?
Sub1_Dimael_2_1_26,Tránh ra.
Sub1_Dimael_2_1_27,Chúng tôi không định hại cậu. Có một vài người cậu cần gặp.
Sub1_Dimael_2_1_28,"Bớt nói nhảm đi, tránh đường!"
Sub1_Dimael_2_1_29,Cút! Ta chỉ cần gặp Epigael thôi!
Sub1_Dimael_2_1_30,Hắn không chịu nghe. Hay là hắn cũng bị bóng tối nhập rồi?
Sub1_Dimael_2_1_31,"Trói hắn lại, đừng để hắn chạy mất!"
Sub1_Dimael_2_1_32,"Lũ khốn, đừng mơ chạm vào ta!"
Sub1_Dimael_2_1_33,Có chuyện gì vậy?
Sub1_Dimael_2_1_34,"Công chúa, ở đây có một Tiên bóng tối còn sống!"
Sub1_Dimael_2_1_35,....!
Sub1_Dimael_2_1_36,"Lorraine, có một người sống sót ở Arrovina."
Sub1_Dimael_2_1_37,"..... Ha, đám Tiên khó ưa cũng có mặt ở đây luôn!"
Sub1_Dimael_2_1_38,"Tránh đường, trước khi ta làm những việc không hay ho gì với các ngươi."
Sub1_Dimael_2_1_39,"Quá ngạo mạn và hung tợn. Ngươi chả có tí gì gọi là lễ độ cả, giống hệt dòng tộc của ngươi."
Sub1_Dimael_2_1_40,Chúng tôi muốn nói chuyện.
Sub1_Dimael_2_1_41,Việc này rất quan trọng.
Sub1_Dimael_2_1_42,Câm mồm. Đừng để ta phải nói lại.
Sub1_Dimael_2_1_43,Cút xéo khỏi Arrovina ngay!
Sub1_Dimael_2_1_44,"Tiên bóng tối, xin hãy bình tĩnh. Chúng tôi tới đây không phải để đánh nhau."
Sub1_Dimael_2_1_45,Chúng tôi chỉ muốn giúp đỡ thôi.
Sub1_Dimael_2_1_46,Bớt lảm nhảm mấy câu lừa lọc ấy cho ta. Cút về Elidora đi!
Sub1_Dimael_2_1_47,Các ngươi còn ngáng đường là ta giết tất đấy!
Sub1_Dimael_2_1_48,"Đồ lai căng tạp nham,"
Sub1_Dimael_2_2_1,ngươi dám nói năng với Lorraine như thế hả?
Sub1_Dimael_2_2_2,"Hừ, giống loài bọn ngươi có nói gì cũng không lay chuyển được ta đâu."
Sub1_Dimael_2_2_3,Ta phát bực vì bọn ngươi cứ lảm nhảm rồi. Thôi thì ta giết sạch các ngươi cho xong vậy.
Sub1_Dimael_2_2_4,Xin hãy bình tĩnh. Chúng tôi không phải là kẻ thù.
