KEY,English
E_C19_Nov_Aisha01_01,"Happy birthday, Lady Aisha!"
E_C19_Nov_Aisha01_02,Your beauty shines brighter every day! I'm afraid my present may look dull compared to your beauty.
E_C19_Nov_Aisha01_03,"Also, look at this gorgeous garden! This place is perfect for hosting parties."
E_C19_Nov_Aisha01_04,What a place befitting the esteemed lady of the Daphnel Family.
E_C19_Nov_Aisha01_05,"Thank you, everyone. You are all too kind with your compliments. And thank you all for making the time to visit my party."
E_C19_Nov_Aisha01_06,"May I have the honor of dancing with you, Lady Aisha?"
E_C19_Nov_Aisha01_07,"I thank you for the offer, but I have other guests to attend to."
E_C19_Nov_Aisha01_08,Then may I accompany you for a walk over there?
E_C19_Nov_Aisha01_09,I really have to attend to other guests. I’m afraid I have to refuse.
E_C19_Nov_Aisha01_10,But thank you for your kind offer.
E_C19_Nov_Aisha01_11,There really is no end to this... This is why I told my father that I don’t need a birthday party.
E_C19_Nov_Aisha01_12,If only my father didn’t insist so much on hosting it...
E_C19_Nov_Aisha01_13,"Oh, Prisci-"
E_C19_Nov_Aisha01_14,"Oh, there you are! Happy birthday, Lady Aisha!"
E_C19_Nov_Aisha01_15,Th-thank you. It's been a while.
E_C19_Nov_Aisha01_16,"Were you surprised? Please forgive me, I was just too excited to see you."
E_C19_Nov_Aisha01_17,It’s alright. How have you been?
E_C19_Nov_Aisha01_18,"Ugh, I didn't get to hear happy birthday from the one I really wanted to hear it from..."
E_C19_Nov_Aisha01_19,"It's my birthday, for crying out loud."
E_C19_Nov_Aisha01_20,"You look drained. I don't blame you, there are so many people here."
E_C19_Nov_Aisha01_21,"I'm fine, thank you. Everyone is here to congratulate my birthday, after all."
E_C19_Nov_Aisha01_22,I should greet them as best as I can.
E_C19_Nov_Aisha01_23,I wanted to have a quiet birthday this year...
E_C19_Nov_Aisha01_24,"Oh well, what can I do... This is my duty."
E_C19_Nov_Aisha01_25,"She must be nervous, yet she greets them with poise."
E_C19_Nov_Aisha01_26,Expected of the esteemed lady of a reputable noble family.
E_C19_Nov_Aisha01_27,Excuse me! I need some help here!
E_C19_Nov_Aisha01_28,Right away!
E_C19_Nov_Aisha01_29,"By the way, Priscilla, did you say happy birthday to Lady Aisha?"
E_C19_Nov_Aisha01_30,"Not yet, no. The lady is busy, and I too have-"
E_C19_Nov_Aisha01_31,I see... I guess it can't be helped. I’m sure her ladyship will understand.
E_C19_Nov_Aisha01_32,I hope she does...
E_C19_Nov_Aisha01_33,It's no use... It's not like I can push aside the guests and speak to her.
E_C19_Nov_Aisha01_34,"I do have a gift for her, but... I’m not sure if I can give it to her by today."
E_C19_Nov_Aisha01_35,"Priscilla! Over here, please!"
E_C19_Nov_Aisha01_36,I’m going!
E_C19_Nov_Aisha01_37,It’s already late at night...
E_C19_Nov_Aisha01_38,I didn't know that it was this hard to host and maintain a party like this...
E_C19_Nov_Aisha01_39,Ugh! Seriously! When will this darn party end?!
E_C19_Nov_Aisha01_40,I wonder if Lady Aisha is okay... She looks exhausted...
E_C19_Nov_Aisha01_41,I had so much fun today. Please come to the party held at my mansion next time!
E_C19_Nov_Aisha01_42,Thank you. Please take care.
E_C19_Nov_Aisha01_43,It’s finally over... I’m so exhausted... I can finally rest now...
E_C19_Nov_Aisha01_44,I wonder what time it is now. 30 minutes to midnight?
E_C19_Nov_Aisha01_45,"Wait, it's this late already?!"
E_C19_Nov_Aisha01_46,You must be exhausted. Let’s clean up tomorrow morning. We should go to bed now.
E_C19_Nov_Aisha01_47,It’s quite late and tomorrow is about to start...
E_C19_Nov_Aisha01_48,"That sounds like a good--wait, what time is it now?!"
E_C19_Nov_Aisha01_49,10 minutes until midnight...
E_C19_Nov_Aisha01_50,L-lady Aisha! I need to speak to you!
E_C19_Nov_Aisha01_51,Priscilla! So good to see you! I-
E_C19_Nov_Aisha01_52,"Forgive me, but please come to my side."
E_C19_Nov_Aisha01_53,Huh?
E_C19_Nov_Aisha01_54,"You must be really tired, but please..."
E_C19_Nov_Aisha01_55,I really need to tell you this now.
E_C19_Nov_Aisha01_56,It’s okay. How about you Priscilla? Aren't you exhausted?
E_C19_Nov_Aisha01_57,"I’m alright, my lady. Now..."
E_C19_Nov_Aisha01_58,"Happy birthday, Lady Aisha. Although this isn't anything big,"
E_C19_Nov_Aisha01_59,I really wanted to give this to you by today.
E_C19_Nov_Aisha01_60,"Anything is fine as long as it’s from you, Priscilla!"
