KEY,Portuguese
E_C19_May_Lucias_01,"Você me encontrou, Sir Ricardo?"
E_C19_May_Lucias_02,Parece que você tem saído bastante ultimamente.
E_C19_May_Lucias_03,"A recente batalha contra os demônios deixou muitas baixas entre os civis, sem contar os guerreiros sagrados."
E_C19_May_Lucias_04,Eu me atrasei por que estava atendendo os necessitados. Peço desculpas.
E_C19_May_Lucias_05,Hahaha! Não precisa pedir desculpas!
E_C19_May_Lucias_06,Eu já sei muito bem que você não consegue ignorar quem precisa de ajuda.
E_C19_May_Lucias_07,"Enfim, Lucias, eu descobri que hoje é o seu aniversário!"
E_C19_May_Lucias_08,"Eu teria preparado uma celebração mais cedo,"
E_C19_May_Lucias_09,"mas a idade está fazendo eu me esquecer desses eventos, hahaha!"
E_C19_May_Lucias_10,Sinto muito por estar meio atrasado.
E_C19_May_Lucias_11,"Não é muito, mas tenho uma coisinha para você."
E_C19_May_Lucias_12,Obrigado.
E_C19_May_Lucias_13,...Mas como você descobriu que hoje era o meu aniversário?
E_C19_May_Lucias_14,Uma carta do Mago da Stardust chegou para mim hoje.
E_C19_May_Lucias_15,"Ele deve ser um amigo seu, já que lembrou do seu aniversário. Aquele cara parecia ser bem interessante."
E_C19_May_Lucias_16,Ha-ha... pois é... acho que sim.
E_C19_May_Lucias_17,"Falando nisso, você costuma visitar sua cidade natal?"
E_C19_May_Lucias_18,"Não, nunca tive a chance."
E_C19_May_Lucias_19,"Os pais costumam sentir saudades de seus filhos, depois que estes partem para viver por conta própria."
E_C19_May_Lucias_20,Eles sempre se preocupam com a saúde e a segurança deles.
E_C19_May_Lucias_21,Isso faz com que passem noites em claro.
E_C19_May_Lucias_22,E acontece que hoje é um dia importante para você.
E_C19_May_Lucias_23,Por que não tira uma folga e vai visitar sua cidade natal?
E_C19_May_Lucias_24,"Lucias, leve isso para os seus pais."
E_C19_May_Lucias_25,Obrigado por sempre partilhar as verduras.
E_C19_May_Lucias_26,"Ha-ha-ha, não precisa agradecer. Você está sempre mantendo essa vila segura."
E_C19_May_Lucias_27,Tenho sempre muita gratidão pela Deusa.
E_C19_May_Lucias_28,"Afinal de contas, ela nos enviou um filho abençoado para ficar ao nosso lado..."
E_C19_May_Lucias_29,Ouvir isso de todos me deixa envergonhado...
E_C19_May_Lucias_30,"Fora dessa vila, o mundo é cheio de dor e tristeza."
E_C19_May_Lucias_31,Nós passamos por dificuldades parecidas até você nascer.
E_C19_May_Lucias_32,Você é o motivo de podermos sorrir hoje.
E_C19_May_Lucias_33,Também fico aliviado... em saber que todos estão felizes...
E_C19_May_Lucias_34,(Se eu puder usar o pouco da força que me resta para ajudar o povo dessa vila...)
E_C19_May_Lucias_35,(Será que poderei salvar aqueles fora da vila também?)
E_C19_May_Lucias_36,(Para criar um mundo... onde todos possam ser felizes... sem dor ou sofrimento...)
E_C19_May_Lucias_37,Há pessoas nesse mundo que eu não pude salvar.
E_C19_May_Lucias_38,"Até hoje, ainda consigo ouvir as vozes, em meio ao caos e horror, que vinham do palácio."
E_C19_May_Lucias_39,Acho que ainda não posso voltar para casa.
E_C19_May_Lucias_40,(Não até eu completar minha missão...)
E_C19_May_Lucias_41,(Devo salvar aqueles que sofrem... e dar paz a eles.)
E_C19_May_Lucias_42,Sinto muito por recusar sua gentil oferta.
E_C19_May_Lucias_43,"Hahaha, não tem problema!"
E_C19_May_Lucias_44,"Se é o que você quer, não posso forçá-lo a partir."
E_C19_May_Lucias_45,Não havia muita coisa escrita na carta...
E_C19_May_Lucias_46,Eu só sugeri porque senti que aquela pessoa queria que você descansasse um pouco.
E_C19_May_Lucias_47,"Vai ser um pouco complicado fazer isso agora, Ha-ha."
E_C19_May_Lucias_48,"Wahaha, já o enchi bastante por hoje. Você deveria pegar mais leve, pelo menos hoje."
E_C19_May_Lucias_49,...Farei o possível. Que as bênçãos da Deusa estejam com você.
E_C19_May_Lucias_50,Ufa...
E_C19_May_Lucias_51,Hã? Isso é...?
E_C19_May_Lucias_52,Eu sabia que você agiria assim. Tenha um feliz aniversário.
E_C19_May_Lucias_53,"Hahaha, você não mudou nada..."
E_C19_May_Lavril_01,……
E_C19_May_Lavril_02,Uau! Mas que bolo enorme! Que demais! Feliz aniversário!
E_C19_May_Lavril_03,"Feliz aniversário! Aqui está o seu presente! Eu gosto muito disso, mas vou dá-lo a você porque é seu aniversário!"
E_C19_May_Lavril_04,Obrigado! Vamos comer agora! Vejam! Minha mãe fez o meu favorito!
E_C19_May_Lavril_05,Espera! Você ainda não pode comer o bolo! E a canção? E os fogos de artifício?!
E_C19_May_Lavril_06,"Então, vamos cantar rapidinho e comer o bolo!"
E_C19_May_Lavril_07,"Parabéns pra você, nessa data querida!"
E_C19_May_Lavril_08,Aniversário...?
E_C19_May_Lavril_09,"Hum? Seja bem-vinda, Lavril."
E_C19_May_Lavril_10,O que foi?
E_C19_May_Lavril_11,"Olá... Uh, só tenho uma dúvida."
E_C19_May_Lavril_12,"U-uh, então... o que é esse festival que está acontecendo na vila agora?"
E_C19_May_Lavril_13,Um festival?
E_C19_May_Lavril_14,"Sim, tem um bando de gente falando sobre um tal de... aniversário."
E_C19_May_Lavril_15,T-todo mundo parecia estar tão feliz...
E_C19_May_Lavril_16,"Tinha um bolo gigante, presentes... e várias pessoas cantando juntas..."
E_C19_May_Lavril_17,"M-mas se você não sabe o que é, Ophelia... Então não é um festival?"
E_C19_May_Lavril_18,"Ah, você quer dizer uma festa de aniversário?"
E_C19_May_Lavril_19,"Aniversário, festa...?"
E_C19_May_Lavril_20,"Sim! Quando alguém faz aniversário, sua família e amigos se reúnem para comemorar."
E_C19_May_Lavril_21,Você ganha presentes de todo mundo e faz um desejo assoprando as velinhas de um bolo...
E_C19_May_Lavril_22,Ah! E você também come várias das suas comidas favoritas.
E_C19_May_Lavril_23,"Entendo... você também tem um aniversário, Ophelia?"
E_C19_May_Lavril_24,"Heh, meu aniversário é no verão. Não está muito longe."
E_C19_May_Lavril_25,Nós... não temos aniversários. Já que nós somos... nós...
E_C19_May_Lavril_26,Nós queremos... ter uma festa também...
E_C19_May_Lavril_27,Parece muito divertido... comemorar com os amigos...
E_C19_May_Lavril_28,"Hum... Bom, um aniversário não necessariamente tem que ser o dia em que você nasceu."
E_C19_May_Lavril_29,S-sério?
E_C19_May_Lavril_30,Aqueles que não sabem seu aniversário usam um feriado diferente...
E_C19_May_Lavril_31,ou escolhem um dia especial para ser seu aniversário e comemorar.
E_C19_May_Lavril_32,"Então, porque não fazemos do dia de hoje o seu aniversário, Lavril?"
E_C19_May_Lavril_33,Hoje...?
E_C19_May_Lavril_34,Sim. Já que hoje é o dia em que você descobriu os aniversários! O que acha?
E_C19_May_Lavril_35,E-está bem...!
E_C19_May_Lavril_36,"Então, vamos festejar! Você tem algum amigo que queira convidar?"
