KEY,French
DAILYMISSION_LOGIN_NAME,Visite d'un Héros
DAILYMISSION_LOGIN_DESC,{1} connection / {1}j
DAILYMISSION_DUNGEON_CLEAR_NAME,Une aventure continue
DAILYMISSION_DUNGEON_CLEAR_DESC,Accomplissez un donjon x{1}
DAILYMISSION_ITEM_GET_NAME,Chasseur de drésors
DAILYMISSION_ITEM_GET_DESC,Obtenez un équipement ou un objet en donjon x{1}
DAILYMISSION_MONSTER_KILL_NAME,Anéantissez l'armée des ténèbres !
DAILYMISSION_MONSTER_KILL_DESC,Tuez un monstre x{1}
DAILYMISSION_EXPEDITION_NAME,C'est parti pour une expédition !
DAILYMISSION_EXPEDITION_DESC,Tentative de recheche ou de pillage x{1}
DAILYMISSION_ITEM_CRAFT_NAME,"Habile avec vos mains, vraiment ?"
DAILYMISSION_ITEM_CRAFT_DESC,Fabriquez un objet x{1}
DAILYMISSION_ITEM_ENHANCE_NAME,"Allons, martelez plus fort !"
DAILYMISSION_ITEM_ENHANCE_DESC,Améliorez un équipement x{1}
DAILYMISSION_TRIAL_CLEAR_NAME,Lieu où l'âme est endormi
DAILYMISSION_TRIAL_CLEAR_DESC,Accomplissez la Chambre des Épreuves x{1}
DAILYMISSION_GOLD_GET_NAME,Plusieurs peu font un beaucoup 
DAILYMISSION_GOLD_GET_DESC,Obtenez {1} Or en donjon
DAILYMISSION_PVP_NAME,Déterminez le plus fort !
DAILYMISSION_PVP_DESC,Participez à la Ligue de Victoire x{1}
DAILYMISSION_GACHA_NAME,"Mon cœur bat la chamade, ouvrons les coffres"
DAILYMISSION_GACHA_DESC,Ouvrez un coffre au trésor x{1}
DAILYMISSION_ITEM_BUY_NAME,Approvisionnement est également important 
DAILYMISSION_ITEM_BUY_DESC,Achetez un objet à la boutique x{1}
DAILYMISSION_TOWER_JOIN_NAME,Lorsque nous montons étage par étage
DAILYMISSION_TOWER_JOIN_DESC,Utilisez la Tour des Épreuves x{1}
DAILYMISSION_UNDERGROUND_CLEAR_NAME,Jamais tranquille dans la Prison !
DAILYMISSION_UNDERGROUND_CLEAR_DESC,Accomplissez la Prison x{1}
MISSION_HERO_LEVEL20_NAME,Aventurier débutant {1}
MISSION_HERO_LEVEL50_NAME,Plus fort {1}
MISSION_HERO_LEVEL100_NAME,"{1}, tu as atteint tes limites"
MISSION_HERO_LEVEL_DESC,{1} atteint le niveau {2}
MISSION_HERO_STAR_NAME,L'éveil de {1} {2}
MISSION_HERO_STAR_DESC,{1} a atteint le niveau {2} de l'éveil !
MISSION_HERO_GRADE_NAME,{1} {2} a franchi ses limites
MISSION_HERO_GRADE_DESC,{1} a amélioré et a obtenu grade {2} !
MISSION_HERO_SKILL_MASTER_NAME,Maître de compétences {1} {2}
MISSION_HERO_SKILL_MASTER_DESC,{1} a obtenu niveau de compétence {2} pour la première fois !
MISSION_HERO_SKILLMASTER_DESC,{1} maîtrise toutes les compétences !
MISSION_EQUIP_GET_NAME,Collectionneur d'équipements {1}
MISSION_EQUIP_GET_DESC,Obtenez un équipement x{1} !
MISSION_EQUIP_GET_GRADE_NAME,Collectionneur d'équipements de rang {1} {2}
MISSION_EQUIP_GET_GRADE_DESC,Obtenez un équipement de rang {1} x{2} !
MISSION_EQUIP_ENHANCE_NAME,"Martelez, et martelez encore ! {1}"
MISSION_EQUIP_ENHANCE_DESC,Améliorez le niveau d'un équipement x{1} !
MISSION_EQUIP_STAR_NAME,L'éveil de la puissance dissimulée de l'équipement {1}
MISSION_EQUIP_STAR_DESC,Éveillez un équipement x{1} !
MISSION_ITEM_CRAFT_NAME,Et si je le fabriquais moi-même ? {1}
MISSION_ITEM_CRAFT_DESC,Fabriquez un objet x{1}
MISSION_ITEM_MATERIAL_GET_NAME,Collectons des composants ! {1}
MISSION_ITEM_MATERIAL_GET_DESC,Obtenez un objet de composant x{1}
MISSION_ITEM_RECIPE_GET_NAME,Recette pour fabriquer un objet {1}
MISSION_ITEM_RECIPE_GET_DESC,Obtenez un plan d'objet x{1}
MISSION_ITEM_EXCHANGE_GET_NAME,Ceci est lucratif !
MISSION_ITEM_EXCHANGE_GET_DESC,Obtenez un objet à vente unique x{1}
MISSION_EQUIP_CRAFT_GREEN_NAME,Forgeron habile {1}
MISSION_EQUIP_CRAFT_BLUE_NAME,Forgeron extraordinaire {1}
MISSION_EQUIP_CRAFT_PURPLE_NAME,Forgeron légendaire {1}
MISSION_EQUIP_CRAFT_ORANGE_NAME,Forgeron possédant le marteau divin {1}
MISSION_EQUIP_CRAFT_DESC,Obtenez un équipement de rang {1} grâce à l'artisanat x{2}
MISSION_CONSUME_CRAFT_GREEN_NAME,Préparation d'un plat délicieux ! {1}
MISSION_CONSUME_CRAFT_BLUE_NAME,Préparation d'un plat formidable ! {1}
MISSION_CONSUME_CRAFT_PURPLE_NAME,Cuisinier légendaire {1}
MISSION_CONSUME_CRAFT_ORANGE_NAME,Cuisinier divin {1}
MISSION_CONSUME_CRAFT_DESC,Obtenez un plat de rang {1} grâce à l'artisanat x{2}
MISSION_GOLD_NAME,Je veux être riche ! {1}
MISSION_GOLD_DESC,Obtenez plus de {1} Or
MISSION_STAMINA_NAME,Il faut travailler plus dur {1}
MISSION_STAMINA_DESC,Utilisez plus de {1} endurances
MISSION_CHAPTER_NORMAL_NAME,Conquérir {1} (Normal) !
MISSION_CHAPTER_NORMAL_DESC,Accomplissez le chapitre {1} (Normal)
MISSION_CHAPTER_HARD_NAME,Conquérir {1} (Hard) !
MISSION_CHAPTER_HARD_DESC,Accomplissez le chapitre {1} (Hard)
MISSION_HERO_GET_NAME,Nouveau compagnon ! {1}
MISSION_HERO_GET_DESC,{1}ème compagnon a rejoint votre équipe !
MISSION_TRIAL_COUNT_NAME,Un combat contre soi-même {1}
MISSION_TRIAL_COUNT_DESC,Accomplissez la chambre des épreuves x{1} !
MISSION_HERO_TRIAL_CLEAR1_NAME,{1} commence ses épreuves
MISSION_HERO_TRIAL_CLEAR2_NAME,{1} retrouve ses véritables pouvoirs
MISSION_HERO_TRIAL_CLEAR3_NAME,{1} a surmonté un mur
MISSION_HERO_TRIAL_CLEAR4_NAME,{1} a surmonté ses épreuves
MISSION_HERO_TRIAL_CLEAR5_NAME,{1} a franchi ses limites
MISSION_HERO_TRIAL_CLEAR_DESC,Accomplissez la chambre des épreuves de {2} avec {1} pour la première fois
MISSION_COLLECT_EXPLORE_NAME,Formez une équipe de recherche d'expédition ! {1}
MISSION_COLLECT_EXPLORE_DESC,Accomplissez une recherche d'expédition x{1}
MISSION_COLLECT_PLUNDER_NAME,La loi de la jungle {1}
MISSION_COLLECT_PLUNDER_DESC,Accomplissez un pillage avec l'équipe d'expédition x{1}
MISSION_WALL_NAME,Une grande offensive de monstres ! {1}
MISSION_WALL_DESC,Accomplissez la défense du mur du château : {1} vagues 
MISSION_PVP_COUNT_NAME,Pour devenir le plus fort ! {1}
MISSION_PVP_COUNT_DESC,Participez à l'arène x{1}
MISSION_GUILD_JOIN_NAME,Rejoignez une guilde !
MISSION_GUILD_JOIN_DESC,Rejoignez une guilde pour la première fois.
MISSION_GUILD_CREATE_NAME,Créez une guilde !
MISSION_GUILD_CREATE_DESC,Créez une guilde pour la première fois.
MISSION_GUILD_MERCENARY_USE_NAME,Recrutez un mercenaire de guilde ! {1}
