KEY,German
CS_CHE_H1_1_001,May! Lass uns spielen!
CS_CHE_H1_1_002,Möhrenbonbons! Hast du vielleicht Möhrenbonbons?!
CS_CHE_H1_1_003,Möhrenbonbons? Davon hab ich ja noch nie gehört ... wie wäre es stattdessen mit etwas Schokolade?
CS_CHE_H1_1_004,Schokolade ist auch super!
CS_CHE_H1_1_005,"Mampf, mampf ... sag mal, wer ist denn die große Frau dort drüben? Hab sie noch nie gesehen."
CS_CHE_H1_1_006,"Oh, du meinst Yanne?"
CS_CHE_H1_1_007,Sie ist was ganz Besonderes! Sie trägt sogar den Titel 'Drachentöter'!
CS_CHE_H1_1_008,"Da gab es vor ein paar Jahren mal einen bösen, furchteinflößenden Drachen namens Svelta, der Schreckliche. Die hat sie ganz alleine fertig gemacht!"
CS_CHE_H1_1_009,Böse? Warum war der denn ständig schlecht gelaunt?
CS_CHE_H1_1_010,"Manche Drachen werden verrückt durch Korruption. Anstatt die Welt zu beschützen, setzen sie dann alles daran sie zu zerstören."
CS_CHE_H1_1_011,"May, die angeforderten Drachenschuppen, Haut und anderen Materialien liegen draußen."
CS_CHE_H1_1_012,"Hehe, danke sehr!"
CS_CHE_H1_1_013,"Drachen sind doch so riesige, faule Echsen, oder? Wow, du bist wirklich groß und stark, Schwester!"
CS_CHE_H1_1_014,"Lass das aber nicht den Schmied von gegenüber hören, ok?"
CS_CHE_H1_1_015,"Ach, Jin ist richtig nett. Das geht schon in Ordnung."
CS_CHE_H1_1_016,"Übrigens May, irgendwas ist anders! Der Shop ... und deine Klamotten auch!"
CS_CHE_H1_1_017,"Oh, es gab viele Kostümanfragen wegen des Halloween-Fests heute abend."
CS_CHE_H1_1_018,Deswegen hab ich mich richtig ins Zeug gelegt!
CS_CHE_H1_1_019,Mit diesem Talent brauchst du doch keinen Gemischtwarenladen führen! Du könntest stattdessen eine berühmte Schneiderin werden!
CS_CHE_H1_1_020,"Hahaha, nunja, Schneidern ist eher so ein Hobby von mir."
CS_CHE_H1_1_021,"Wow, so niedlich!"
CS_CHE_H1_1_022,Ich will auch eins! Hast du eins für mich?
CS_CHE_H1_1_023,"Ähm, da sollten mehrere Outfits in deiner Größe hängen. Willst du welche anprobieren?"
CS_CHE_H1_1_024,Ja! Gib her!
CS_CHE_H1_1_025,"Ok, einen Moment, bitte. Ich bringe dir welche."
CS_CHE_H1_1_027,Aaaaaah!
CS_CHE_H1_1_028,"May, was ist passiert?!"
CS_CHE_H1_1_030,... keine Antwort. Dann sehen wir wohl selber nach.
CS_CHE_H1_1_031,Häh? Ich kann nichts sehen!
CS_CHE_H1_1_032,"Die Macht der Dunkelheit? Nein, das fühlt sich anders an ..."
CS_CHE_H1_1_034,"Große Schwester, ... ich glaube ..."
CS_CHE_H1_1_035,"... ja, scheint wohl so."
CS_CHE_H1_1_036,Wir faaaaaaalleeeeeeeeeeeen!
CS_CHE_H1_2_001,... urgs ... wo sind wir... ?
CS_CHE_H1_2_002,Auuu! Ich hab mir den Kopf gestoßen!
CS_CHE_H1_2_003,"Aber, wo ist denn May ..? Ah!"
CS_CHE_H1_2_004,Sie ist nur bewusstlos und scheint sonst unverletzt zu sein.
CS_CHE_H1_2_005,"May! Nicht draußen einschlafen, du holst dir noch 'nen Schnupfen!"
CS_CHE_H1_2_006,Uff... ähm... huch? Yanne ..? Luna ..?
CS_CHE_H1_2_007,Wo sind wir? Ich wollte doch nach meinen Kostümen gucken ...
CS_CHE_H1_2_008,"Ich durchwühlte gerade die Gardrobe, aber sechs haben gefehlt, deshalb ..."
CS_CHE_H1_2_009,"Warte, wir sprechen später. Ich fühle irgendwas ... seltsames."
CS_CHE_H1_3_001,Komisch. Diese Kürbismonster ... das sind doch keine gewöhnlichen Untoten.
CS_CHE_H1_3_002,"Sie haben eine ganz andere Aura, als die Untoten, die hier sonst so rumkriechen."
CS_CHE_H1_3_003,"Hey, große Schwester! Das sind aber doch immer noch die Bösen, oder? Ich darf sie doch schlagen, oder?"
CS_CHE_H1_3_004,Obwohl sie wirklich süße Köpfchen haben!
CS_CHE_H1_3_005,Lass sie uns doch in Mays Shop ausstellen!
CS_CHE_H1_3_006,"Hahaha, ich hab doch schon genug Kürbis-Dekorationen in meinem Shop."
CS_CHE_H1_3_007,"Sie mögen anders sein, aber sie sind uns wohl trotzdem feindlich gesinnt. Schlagen wir uns durch!"
CS_CHE_H1_4_001,"Shh, warte mal eben. Das ist ..."
CS_CHE_H1_4_002,... was ist das?
CS_CHE_H1_4_003,"Ich weiß nicht, die sehen wie böse Geister aus. Wahrscheinlich haben sie die Form von Leuten aus dieser Welt angenommen ..."
CS_CHE_H1_4_004,Einer sticht besonders hervor!
CS_CHE_H1_4_006,Häh? Was ist los?
CS_CHE_H1_4_007,"Hahaha, nun ... das ist eins der fehlenden Kostüme aus meinem Shop."
CS_CHE_H1_4_008,"Es ist den Mumien aus der Aegina-Wüste nachempfunden, richtig?"
CS_CHE_H1_4_009,Sie trägt nichts weiter als Verbände! Ob sie verletzt ist?
CS_CHE_H1_4_010,Hahaha ...
CS_CHE_H1_4_011,Verstehe ich trotzdem nicht. Wer ist das und wieso trägt sie eines meiner Kostüme?
CS_CHE_H1_4_012,"Sie scheint wie die anderen bösen Geister zu sein, aber ..."
CS_CHE_H1_4_013,"Trotzdem eine von den Bösen, oder? Ein gemeiner Dieb, der Mays Kostüm gestohlen hat!"
CS_CHE_H1_4_014,Ich werde es zurückholen!
CS_CHE_H1_4_015,Luna! Es ist zu gefährlich alleine zu gehen!
CS_CHE_H1_4_016,???
CS_CHE_H1_4_017,Überstürz jetzt nichts!
CS_CHE_H1_4_018,... hat Lunas Angriff nicht funktioniert?
CS_CHE_H1_4_019,"Mays Angriff hat aber funktioniert, also ... öhm ..."
CS_CHE_H1_4_020,... zwischen den Kostümen ist definitiv etwas übergesprungen ...
CS_CHE_H1_4_021,"Hm? Du meinst die, die May gefertigt hat?"
CS_CHE_H1_4_022,"Jupp. Scheint, als passierte irgendwas mit den Kostümen hier."
CS_CHE_H1_4_024,"May, hast du zufällig noch andere Kostüme dabei?"
CS_CHE_H1_4_025,"Ja, ... die Kostüme, die ich Luna zeigen wollte ... und ..."
CS_CHE_H1_4_026,"... noch ein paar andere, hehe."
CS_CHE_H1_4_027,..?
CS_CHE_H1_4_028,"Nun, zeig mal her."
CS_CHE_H1_4_029,"Oooh! Wow, die sind supersüß!"
CS_CHE_H1_4_030,"Haha, danke Luna. Du bist auch süß!"
CS_CHE_H1_4_032,"... ok, das ist also das einzige Kostüm, dass mir passt, ja?"
CS_CHE_H1_4_033,"Haha, das ist mir wirklich etwas peinlich."
CS_CHE_H1_4_034,"Es ist ein bisschen ... luftig, oder?"
CS_CHE_H1_4_035,A-aber es sieht wirklich toll aus!
CS_CHE_H1_4_036,"Hasenohren, oooooh!"
CS_CHE_H1_4_037,"Du siehst aus wie eine Erwachsene, Luna!"
CS_CHE_H1_4_038,".. haha, naja, da kann man nichts machen."
CS_CHE_H1_4_039,"Egal, hört zu, ich habe eine Idee. Um die kostümtragenden, bösen Geister zu besiegen ..."
CS_CHE_H1_4_040,... müssen wir selber Mays Kostüme tragen.
CS_CHE_H1_4_041,"Ok, aufgepasst jetzt ..."
CS_CHE_H1_4_042,und Angriiiiiiff!
CS_CHE_H1_4_043,"Hahaha, sie ist wirklich lustig."
CS_CHE_H1_4_044,"Ach, zum Kuckuck damit. He! Wartet auf mich!"
CS_CHE_H1_4_045,"Luna! Ich hab doch gesagt, dass es zu gefährlich ist, alleine zu gehen!"
CS_CHE_H1_5_001,"Das macht dann drei! Noch drei übrig, oder?"
CS_CHE_H1_5_002,"Genau, die Hälfte haben wir schon geschafft!"
CS_CHE_H1_5_003,"Ich verstehe immer noch nicht, woher meine Klamotten diese seltsamen Kräfte haben."
CS_CHE_H1_5_004,Die bösen Geister haben sich in Lichtkugeln verwandelt und sind verschwunden! Und die anderen Monster sind gleich mitverschwunden! Seltsam ...
CS_CHE_H1_5_005,Auf jeden Fall ein interessantes Phänomen. Böse Geister wird man eigentlich nicht so leicht los.
CS_CHE_H1_5_006,"Nun, ist nicht so wichtig. Jetzt sollten wir uns erst mal darauf konzentrieren, die Kostüme zurückzubekommen und von hier zu verschwinden."
CS_CHE_H1_5_007,"Es ist aber eindeutig, dass die bösen Geister etwas mit diesen Kostümen zutun haben."
CS_CHE_H1_5_008,Lasst uns ... diesen Weg als nächstes versuchen.
CS_CHE_H1_6_001,"Das sollte die letzte Monstergruppe sein, richtig?"
CS_CHE_H1_6_002,"Wir haben insgesamt fünf Kostüme gefunden, also sollte es nur noch ein weiteres sein, ja."
CS_CHE_H1_6_003,Schon? Ich wollte doch noch weiter Kürbismus aus denen machen!
CS_CHE_H1_6_004,"Es ist ein wenig beunruhigend, dass wir noch keine Ahnung haben, wie wir zurückkommen ..."
CS_CHE_H1_6_005,Aber konzentrieren wir uns erst mal auf das letzte Kostüm.
CS_CHE_H1_7_001,..? Das ist doch ...
CS_CHE_H1_7_002,"Warte mal, hier stimmt was nicht. May, das ist doch eines deiner Kostüme, oder?"
CS_CHE_H1_7_003,"Hm? Ohja! Das ist sogar das erste Kostüm, was ich angefertigt habe!"
CS_CHE_H1_7_004,... das ist doch merkwürdig. Und sieht auch nicht wie ein böser Geist aus.
CS_CHE_H1_7_005,"Das könnte daran liegen, dass ich kein böser Geist bin. Sondern ein einfacher Zauberer."
CS_CHE_H1_7_006,..!
CS_CHE_H1_7_007,"Hahaha, kein Grund zur Besorgnis."
CS_CHE_H1_7_008,"Es ist schön, dich zu sehen, May. Ich entschuldige mich dafür, dich hier mit reingezogen zu haben."
CS_CHE_H1_7_009,"Herr Nyx, sind sie das? Puh, und ich dachte schon einer dieser Geiste hätte ihre Form angenommen ..."
CS_CHE_H1_7_010,"Hah, gar keine schlechte Schlussfolgerung."
CS_CHE_H1_7_011,"Vielen Dank für diese wundervollen Kostüme im Übrigen. Genau das, wonach ich gesucht hatte."
CS_CHE_H1_7_012,Wirklich gute Arbeit.
CS_CHE_H1_7_013,Kostüme?
CS_CHE_H1_7_014,"Nun, Herr Nyx ist ein reisender Zauberer, der ab und zu mal hier vorbeischaut."
CS_CHE_H1_7_015,"Er hat so viele Kostüme für das Halloween-Fest in Auftrag gegeben, weil er ein Experiment oder so etwas damit vorhatte."
CS_CHE_H1_7_016,"Die hochwertigen Materialien hat er sogar selbst zur Verfügung gestellt und mir, bis auf ein paar Grundanweisungen, weitesgehend freie Hand gelassen."
CS_CHE_H1_7_017,"Also waren die Kostüme, die wir bisher gesehen haben ..."
CS_CHE_H1_7_018,"aus dem Material, was er dir gegeben hat?"
CS_CHE_H1_7_019,Genau so ist es. Leider brauchte ich einige der Kostüme schon vorzeitig und wollte sie mir deshalb etwas früher abholen.
CS_CHE_H1_7_020,"Jedoch seid ihr, durch unvorhergesehene Vorkomnisse, mitten hier hereingeraten."
CS_CHE_H1_7_021,"Es tut mir wirklich leid, euch so einen Schrecken eingejagt zu haben."
CS_CHE_H1_7_022,"Nun, da ich das Geld dafür ja bereits im Vorraus erhalten hatte und sogar das Restmaterial behalten durfte, ist es schon ok, wenn Sie sich die Kostüme etwas früher als geplant holen wollten."
CS_CHE_H1_7_023,Aber was genau ist hier eigentlich los?
CS_CHE_H1_7_024,Leider kann ich das in diesem Moment nicht erklären.
CS_CHE_H1_7_025,Zuerst müsst ihr mich besiegen.
CS_CHE_H1_7_026,"Moment mal, wie jetzt?"
CS_CHE_H1_7_027,"Durch einen Fehler während des Experiments, habe ich meinen Körper nicht vollständig unter Kontrolle."
CS_CHE_H1_7_028,Ein böser Geist?
CS_CHE_H1_7_029,"Das ist korrekt. Ich konnte ihn bisher unterdrücken, aber ohne eure Hilfe kann ich ihn nicht loswerden."
CS_CHE_H1_7_030,Ach übrigens ...
CS_CHE_H1_7_031,"... hast du uns doch erst in dieses Schlamassel gebracht, oder?"
CS_CHE_H1_7_032,Das stimmt. Und es tut mir wirklich wahnsinnig le-
CS_CHE_H1_7_033,"Jaja, du kannst dich entschuldigen, nachdem ich dir eine verpasst hab."
CS_CHE_H1_7_034,"Ohje, bist du wütend, große Schwester?"
CS_CHE_H1_7_035,Hahaha ...
CS_CHE_H1_8_001,"Genug, das reicht! Der böse Geist ist davongejagt worden. Du kannst den Pfeil wieder runternehmen."
CS_CHE_H1_8_002,"Pff, du hast ja noch gar nicht richtig was abbekommen."
CS_CHE_H1_8_003,"Hahaha, nunja, wenn ich wirklich etwas abbekomme, wäre ich doch nicht mehr in der Lage, mich angemessen zu entschuldigen."
CS_CHE_H1_8_004,"Ist es nicht so, Drachenschlächterin Yanne - letzte Kriegerin der Barbaren?"
CS_CHE_H1_8_005,"Hmpf, nagut."
CS_CHE_H1_8_006,"Der böse Geist ist verschwunden. Jetzt solltest du uns mal erklären, wie wir zurück in unsere Welt kommen."
CS_CHE_H1_8_007,"Also wenn ihr einfach nur zurückkehren wollt, kann ich euch jederzeit behilflich sein. Die Welt hier besteht schließlich aus meiner Magie."
CS_CHE_H1_8_008,"Nun, das ist nur möglich, weil ihr mir dabei geholfen habt, diesen bösen Geist loszuwerden. Bitte, nimm doch den Pfeil runter."
CS_CHE_H1_8_009,"Hinter mir ist direkt ein Portal, dadurch könnt ihr einfach wieder zurückkehren."
CS_CHE_H1_8_010,Moment! Ich habe noch eine Frage!
CS_CHE_H1_8_011,"Was für Experimente waren das eigentlich genau, Herr Von-und-zu-Seltsam?"
CS_CHE_H1_8_012,"Haha, du bist aber ganz schön neugierig."
CS_CHE_H1_8_013,"Nun, du weißt doch sicherlich, dass Halloween ursprünglich ein Fest zum Gedenken der Toten ist, oder?"
CS_CHE_H1_8_014,"Einige Geister wollen diese Welt aber nicht verlassen, sie werden stattdessen böse und suchen die Lebenden während des Festes heim."
CS_CHE_H1_8_015,"Deshalb wollte ich ein Fest nur für böse Geister kreieren, wo sie den Menschen keinen Schaden zufügen können."
CS_CHE_H1_8_016,"Das Experiment war ursprünglich ein Fehlschlag, aber dank euch konnte ich wenigstens den Schaden beseitigen."
CS_CHE_H1_8_017,Häh? Das war also alles nur eine Party für die bösen Geister?!
CS_CHE_H1_8_018,Genau so ist es.
CS_CHE_H1_8_019,Eine Frage habe ich aber noch! Was hatten denn Mays Kostüme jetzt genau damit zutun?
CS_CHE_H1_8_020,"Oh, das war etwas, was die bösen Geister gern auf dem Fest machen wollten."
CS_CHE_H1_8_021,Einige von ihnen wollten einfach nur kämpfen. Andere wollten sich die Bäuche mit Leckereien vollstopfen. Und wieder andere wünschten sich schöne Kleider.
CS_CHE_H1_8_022,"Deshalb habe ich mich letzten Endes für besondere Kostüme entschieden, die das Gefühl von Halloween richtig einfangen und ihnen Freude bereiten."
CS_CHE_H1_8_023,"Und auch das Kostüm, was du trägst, scheint einem bösen Geist zu gefallen. Sonst hättest du es gar nicht in diese Welt geschafft, Yanne."
CS_CHE_H1_8_026,"Oh, ich habe mich wohl geirrt. Ist das nicht eines der Kostüme, die aus den Materialresten gefertigt wurde ..?"
CS_CHE_H1_8_027,Haha ... ahahahahaha .. neeeeeein!
CS_CHE_H1_8_028,"Nunja, sie hat schließlich gesagt, dass Schneidern ihr Hobby ist."
CS_CHE_H1_8_029,Dadurch interessiert sie sich halt für viele verschiedene Stile.
CS_CHE_H1_8_030,Wie abenteuerlich.
CS_CHE_H1_8_031,"Häh? Aber wieso mussten wir denn dann Mays Kostüme tragen, um die bösen Geister zu bekämpfen?"
CS_CHE_H1_8_032,Wie? Diese Art von Magie habe ich nicht gewirkt.
CS_CHE_H1_8_033,"Haha, vielleicht hatten diese bösen Geister einfach nur Geschmack daran gefunden, mit Verkleideten zu spielen. Und die Unverkleideten fanden sie unpassend."
CS_CHE_H1_8_034,"Wow! Und ich dachte, ich wäre die Einzige hier, die sich amüsiert! Also fanden sie es eigentlich ganz lustig, dass ich ihre Gesichter durch die Möhren gezogen hab?"
CS_CHE_H1_8_035,"Hehe, na dann hoffe ich mal, dass sie gut im Möhrchenhimmel landen."
CS_CCE_C1_1_001,"Hm? Na, wenn das mal nicht die Lady der Daphnel-Familie ist. Was bringt dich denn hier her?"
CS_CCE_C1_1_002,CONVERSATION_SURPRISE
CS_CCE_C1_1_003,... Die Königing von Penthe ..!
CS_CCE_C1_1_004,"Psst, ich habe meine Identität auf dem Weg nach Orvelia, dem Königreich der Helden, die ganze Zeit geheim gehalten."
