KEY,ChineseSimplified
E_C19_September_Gau01_01,哦？雅妮，你在这做什么呢？
E_C19_September_Gau01_02,在准备惊喜派对～\n到晚上客人会更多。
E_C19_September_Gau01_03,咦？今天是什么日子？
E_C19_September_Gau01_04,嗯，今天是高尔的生日。
E_C19_September_Gau01_05,哦哦…今天是叔叔的生日？！
E_C19_September_Gau01_06,在酒局高尔随口说过两句。
E_C19_September_Gau01_07,我连那个都不知道，还找他赌谁摘野草莓摘得多…
E_C19_September_Gau01_08,唔嗯…那刚才不高兴是因为我不知道他的生日？
E_C19_September_Gau01_09,他刚才看起来不高兴吗？
E_C19_September_Gau01_10,他都不怎么理我，还有整个早上心情一直郁闷的样子。
E_C19_September_Gau01_11,难道又是因为愧疚吗。
E_C19_September_Gau01_12,嗯？在生日当天，有什么事可愧疚呢？
E_C19_September_Gau01_13,他说他曾经在生日那天胡闹，导致族人受了严重的伤，这件事一直让他耿耿于怀。
E_C19_September_Gau01_14,看来是想起那件事了吧。
E_C19_September_Gau01_15,你说那个跟熊一样的叔叔会胡闹？？！！
E_C19_September_Gau01_16,连一只小鸟也不敢碰的叔叔怎么会…
E_C19_September_Gau01_17,啊，罗迪娜可能不知道这传闻。
E_C19_September_Gau01_18,虽然高尔现在看起来是个善良的大胡子叔叔，
E_C19_September_Gau01_19,但以前可是恶名昭彰的野蛮人王国最凶恶的战士。
E_C19_September_Gau01_20,啊啊啊，他怎么可能！
E_C19_September_Gau01_21,在我小时候他就很有名了。
E_C19_September_Gau01_22,只要有拿着双手斧的野蛮人经过，所有居民都会把门锁紧。
E_C19_September_Gau01_23,叔叔竟然是…怎么可能。
E_C19_September_Gau01_24,那以前建造了孤儿院也是…
E_C19_September_Gau01_25,嗯…可能是想要藉此洗去自己的过错吧？
E_C19_September_Gau01_26,我以为他只是个既洒脱又豪爽的叔叔…
E_C19_September_Gau01_27,原来心理负担这么重…
E_C19_September_Gau01_28,现在我希望高尔可以稍微放下那些包袱。
E_C19_September_Gau01_29,包括他努力想要重建已经灭绝的野蛮人王国这件事也是…
E_C19_September_Gau01_30,虽然现在还是有一些人会想起以前的高尔…
E_C19_September_Gau01_31,罗迪娜你也知道吧？
E_C19_September_Gau01_32,他其实是个很温暖的人。
E_C19_September_Gau01_33,是的！
E_C19_September_Gau01_34,叔叔是个比谁都，不，应该说他的温暖足以融化这座雪山！
E_C19_September_Gau01_35,啊哈哈，所以啊～我为了开惊喜派对而邀请了特别的客人！
E_C19_September_Gau01_36,虽然因为凯瑟他们离这边太远，所以没能邀请他们，
E_C19_September_Gau01_37,不过就算是这样，我们晚上还是要尽情享受派对！
E_C19_September_Gau01_38,好！！有什么需要帮忙的吗？
E_C19_September_Gau01_39,我已经准备好很多酒和肉，
E_C19_September_Gau01_40,罗迪娜，你能帮我摘高尔喜欢的那个野草莓吗？
E_C19_September_Gau01_41,好！！！我会摘很多雪山野草莓回来的！
E_C19_September_Gau01_42,然后要拜托帕菲做野草莓冰淇淋蛋糕！！
E_C19_September_Gau01_43,很好！
E_C19_September_Gau01_44,啊…可是…
E_C19_September_Gau01_45,叔叔今天会来吃蛋糕吗？
E_C19_September_Gau01_46,这个不用担心！\n我已经邀请了一位唯一能说服高尔的客人！
E_C19_September_Gau01_47,刚才对罗迪娜是不是太冷淡了呢…
E_C19_September_Gau01_48,唉…可是以我现在的心情真的不想做任何事。
E_C19_September_Gau01_49,那时候的我到底为什么那样做呢…
E_C19_September_Gau01_50,甚至是在开心的生日当天…
E_C19_September_Gau01_51,我凭什么对那些重要的人…
E_C19_September_Gau01_52,…？
E_C19_September_Gau01_53,那道红光是…
E_C19_September_Gau01_54,高尔，生日的人在这儿孤零零地干什么呢。
E_C19_September_Gau01_55,露…露儿？
E_C19_September_Gau01_56,你怎么会来这里…
E_C19_September_Gau01_57,就算再怎么忧郁，也无法改变过去，
E_C19_September_Gau01_58,活着的当下才是最重要的，
E_C19_September_Gau01_59,难道你要一直像这次一样，对过去耿耿于怀，而浪费当下宝贵的时光吗？
E_C19_September_Gau01_60,可…可是…我…
E_C19_September_Gau01_61,我让你看看你现在是怎么过日子的，
E_C19_September_Gau01_62,闭上眼睛，牵着我的手慢慢跟我来。
E_C19_September_Gau01_63,哦哦…这么…这么突然…
E_C19_September_Gau01_64,露…露儿…到底要去哪儿。
E_C19_September_Gau01_65,来，现在可以睁开眼睛了。
E_C19_September_Gau01_66,高尔！生日快乐！
E_C19_September_Gau01_67,叔叔生日快乐！！
E_C19_September_Gau01_68,我用叔叔喜欢的野草莓做了蛋糕！
E_C19_September_Gau01_69,野蛮人，我会给你做一个不会融化的冰口琴。
E_C19_September_Gau01_70,咯咯咯！你过生日，我当然要来庆祝！
