KEY,Spanish
E_C19_Nov_Aisha01_01,"¡Feliz cumpleaños, Aisha!"
E_C19_Nov_Aisha01_02,Se hace más bonita cada día. Tanto que mi regalo se ve muy modesto.
E_C19_Nov_Aisha01_03,Encima este lugar de fiestas tan excepcional...
E_C19_Nov_Aisha01_04,Es un lugar que queda bien con la hija de la familia Daphnel.
E_C19_Nov_Aisha01_05,Son demasiados elogios. Gracias a todos por venir.
E_C19_Nov_Aisha01_06,"Aisha, ¿me concede este baile?"
E_C19_Nov_Aisha01_07,Gracias. Pero otros invitados me están esperando.
E_C19_Nov_Aisha01_08,"Entonces, ¿quiere caminar hacia allá por un momento?"
E_C19_Nov_Aisha01_09,Creo que me será difícil porque tengo que seguir recibiendo a los invitados.
E_C19_Nov_Aisha01_10,Pero gracias por la amable propuesta.
E_C19_Nov_Aisha01_11,No puedo descansar ni un momento... Es por esto que había dicho que no necesitaba una fiesta.
E_C19_Nov_Aisha01_12,Si mi padre no hubiera insistido en hacer una gran fiesta...
E_C19_Nov_Aisha01_13,"Oh, Prisc..."
E_C19_Nov_Aisha01_14,"¡Con que aquí estaba, Aisha! ¡Feliz cumpleaños!"
E_C19_Nov_Aisha01_15,"Gr, gracias. Hace mucho que no nos veíamos."
E_C19_Nov_Aisha01_16,¿La he asustado? Disculpe. Es que estoy tan alegre de verla...
E_C19_Nov_Aisha01_17,Está bien. ¿Cómo has estado?
E_C19_Nov_Aisha01_18,Ah... Enserio... No me ha felicitado quien quiero que me felicite...
E_C19_Nov_Aisha01_19,Qué cumpleaños tan...
E_C19_Nov_Aisha01_20,"¿Está agotada? Es de esperarse, hay tanta gente."
E_C19_Nov_Aisha01_21,Estoy bien. Son gente que ha venido a felicitarme.
E_C19_Nov_Aisha01_22,Es lo correcto ser cortés.
E_C19_Nov_Aisha01_23,Quería dejar pasar este cumpleaños en silencio...
E_C19_Nov_Aisha01_24,Pero ya qué. Esto también es algo que debo hacer.
E_C19_Nov_Aisha01_25,Debe estar nerviosa. Tiene tantos invitados como siempre.
E_C19_Nov_Aisha01_26,Es sin duda la hija de una familia noble.
E_C19_Nov_Aisha01_27,¡Disculpe! ¡Ayúdeme por favor!
E_C19_Nov_Aisha01_28,¡A sus ordenes!
E_C19_Nov_Aisha01_29,"Pero Priscilla, ¿ya felicitaste a Aisha?"
E_C19_Nov_Aisha01_30,Todavía no. Aisha se ve ocupada y yo también...
E_C19_Nov_Aisha01_31,Bueno... Ni modo. Seguramente lo entenderá.
E_C19_Nov_Aisha01_32,Eso espero...
E_C19_Nov_Aisha01_33,Ni modo... No puedo hablarle ignorando a los invitados.
E_C19_Nov_Aisha01_34,Preparé un regalo pero... ¿podré dárselo hoy?
E_C19_Nov_Aisha01_35,¡Priscilla! ¡Aquí un segundo!
E_C19_Nov_Aisha01_36,¡Ya voy!
E_C19_Nov_Aisha01_37,Ya es tarde...
E_C19_Nov_Aisha01_38,Hacer una fiesta no es nada fácil...
E_C19_Nov_Aisha01_39,¡Ugh! ¡Cuándo va a acabar esta fiesta!
E_C19_Nov_Aisha01_40,¿Estará bien Aisha...? Se veía cansada...
E_C19_Nov_Aisha01_41,Me divertí mucho hoy. ¡Por favor venga a mi fiesta a la próxima!
E_C19_Nov_Aisha01_42,Gracias. Ve con cuidado.
E_C19_Nov_Aisha01_43,Por fin acabó... Qué cansada estoy... Ya puedo descansar...
E_C19_Nov_Aisha01_44,¿Qué hora es? Faltará media hora hasta la medianoche...
E_C19_Nov_Aisha01_45,"Espera, ¡¿ya es tan tarde?!"
E_C19_Nov_Aisha01_46,"Buen trabajo. Limpiaremos mañana, descansemos por ahora."
E_C19_Nov_Aisha01_47,Aunque hoy ya casi acaba...
E_C19_Nov_Aisha01_48,Está bie... ¿Cómo? ¿Qué hora es?
E_C19_Nov_Aisha01_49,Faltan 10 minutos para la medianoche...
E_C19_Nov_Aisha01_50,¡A... Aisha! ¡Espere un momento!
E_C19_Nov_Aisha01_51,¡Priscilla! ¡Qué bueno! Escucha yo...
E_C19_Nov_Aisha01_52,"Disculpe, pero ¿podría venir para acá un momento?"
E_C19_Nov_Aisha01_53,¿Qué?
E_C19_Nov_Aisha01_54,"Sé que está cansada, disculpe."
E_C19_Nov_Aisha01_55,Pero hay algo que le quiero decir ahora mismo...
E_C19_Nov_Aisha01_56,"Sí, está bien. ¿Pero tú estás bien? ¿No estás cansada?"
E_C19_Nov_Aisha01_57,"Yo estoy bien. Más que eso,"
E_C19_Nov_Aisha01_58,"feliz cumpleaños, Aisha. No es nada grande pero..."
E_C19_Nov_Aisha01_59,Quería dárselo antes de que hoy terminara.
E_C19_Nov_Aisha01_60,"¡Todo está bien para mí, si viene de ti!"
E_C19_Nov_Aisha01_61,Es el mejor regalo que me han dado hoy. ¡Muchas gracias!
E_C19_Nov_May01_01,Hihihi~ Hihi~
E_C19_Nov_May01_02,"May, se ve muy feliz."
E_C19_Nov_May01_03,Ya falta poco para su cumpleaños. Se va a emocionar cada vez más.
E_C19_Nov_May01_04,¿Qué le daré este año...?
E_C19_Nov_May01_05,¡Luna! ¡Hay algo que Luna quiere hacer!
E_C19_Nov_May01_06,¡Quiero darle un 'regalo sorpresa' a May!
E_C19_Nov_May01_07,¿Un 'regalo sorpresa'?
E_C19_Nov_May01_08,¡Sí! Un...
E_C19_Nov_May01_09,2 Días Antes
E_C19_Nov_May01_10,"Oh, qué lindo. ¿Cuánto cuesta?"
E_C19_Nov_May01_11,Hmm... ¿Me esperaré y lo compraré en mi cumpleaños?
E_C19_Nov_May01_12,"¿Fuegos artificiales? Wow... Qué curioso, suena divertido."
E_C19_Nov_May01_13,Pero ahora no tengo tiempo...
E_C19_Nov_May01_14,1 Día Antes
E_C19_Nov_May01_15,Oh... Wow... Enserio lo quiero.
E_C19_Nov_May01_16,Mi cartera... Hmm... ¿Será un disparate?
E_C19_Nov_May01_17,¿Qué?
E_C19_Nov_May01_18,"¡Hola, Luna! Eso es de lo que hablaba."
E_C19_Nov_May01_19,Sí... ¿Lo quieres? ¿Vendemos zanahorias?
E_C19_Nov_May01_20,¿No será absurdo comprarlo vendiendo las zanahorias...?
E_C19_Nov_May01_21,Sí...
