KEY,Russian
Sub1_Prisila_1_1_1,Золотистые глаза были наполнены тревогой.
Sub1_Prisila_1_1_2,Я здесь умру?
Sub1_Prisila_1_1_3,"Подобный вопрос не должен возникать в голове у ребенка, которому нет и десяти."
Sub1_Prisila_1_1_4,"Я бессознательно прикусила губу,"
Sub1_Prisila_1_1_5,глядя на встревоженную девочку.
Sub1_Prisila_1_1_6,Этой малышке суждено было все изменить.
Sub1_Prisila_1_1_7,"Я чувствовала, что назад пути нет, но все же жалела ее."
Sub1_Prisila_1_1_8,Не нужно волноваться. Все будет хорошо.
Sub1_Prisila_1_1_9,И так всегда.
Sub1_Prisila_1_1_10,"Я говорила это всем, кто мне доверял и следовал за мной."
Sub1_Prisila_1_1_11,Это уже стало для нее привычкой.
Sub1_Prisila_1_1_12,"Не нужно волноваться, все будет хорошо."
Sub1_Prisila_1_1_13,"Ребенок беспомощно уставился на нее, когда она собралась выйти из кареты."
Sub1_Prisila_1_1_14,"Снаружи лило, как из ведра."
Sub1_Prisila_1_1_15,"Меня зовут Присцилла, моя госпожа, и с этого момента я буду вам служить."
Sub1_Prisila_1_1_16,"Женщина сказала это с непроницаемым лицом, глядя на девочку."
Sub1_Prisila_1_1_17,"Несмотря на формальность этих слов, произнесены они были голосом, внушающим доверие."
Sub1_Prisila_1_1_18,С-спасибо!
Sub1_Prisila_1_1_19,"Девочка кивнула,"
Sub1_Prisila_1_1_20,"после чего женщина, не оглядываясь, вышла из кареты."
Sub1_Prisila_1_1_21,В ту же секунду воздух вокруг кареты внезапно начал меняться.
Sub1_Prisila_1_1_22,Дзинь!
Sub1_Prisila_1_1_23,Пронзительный лязг металла потряс карету.
Sub1_Prisila_1_1_24,Шум дождя поглощал раздающиеся снаружи крики.
Sub1_Prisila_1_1_25,"Прошло какое-то время, и дождь в конце концов ослабел."
Sub1_Prisila_1_1_26,*Щелк*
Sub1_Prisila_1_1_27,Насквозь промокшая женщина забралась в карету.
Sub1_Prisila_1_1_28,Девочка тут же заплакала.
Sub1_Prisila_1_1_29,Спасибо. Спасибо...
Sub1_Prisila_1_1_30,"Нужно было что-то делать,"
Sub1_Prisila_1_1_31,так как рыдания девочки не прекращались.
Sub1_Prisila_1_1_32,Женщина молча подалась вперед и обняла ребенка.
Sub1_Prisila_1_1_33,"Девочка была маленькой, и плакала очень тихо."
Sub1_Prisila_1_1_34,Все хорошо. Я всегда буду рядом.
Sub1_Prisila_2_1_1,Кх...
Sub1_Prisila_2_1_2,"Тварь издала пронзительный крик,"
Sub1_Prisila_2_1_3,когда ее вязкая и отвратительная кровь хлынула наружу.
Sub1_Prisila_2_1_4,Красивый блестящий клинок ее алебарды окрасился алой кровью.
Sub1_Prisila_2_1_5,"Какие солдаты нужны армии, как ты считаешь?"
Sub1_Prisila_2_1_6,"Солдаты, которые не думают о себе."
Sub1_Prisila_2_1_7,"Солдаты, которым чужда индивидуальность."
Sub1_Prisila_2_1_8,"А теперь подумай, какой солдат ты?"
Sub1_Prisila_2_1_9,У тебя есть свои мысли.
Sub1_Prisila_2_1_10,Свои суждения.
Sub1_Prisila_2_1_11,"Кое-кто считает себя личностью, имеющей собственное мнение."
Sub1_Prisila_2_1_12,И это кое-кто подвергает всех опасности.
Sub1_Prisila_2_1_13,"Вот кто вы, по моему мнению, лейтенант Присцилла."
Sub1_Prisila_2_1_14,У тебя есть выбор.
Sub1_Prisila_2_1_15,"Тебе предстоит решить, кто дойдет до конца этого тернистого пути."
Sub1_Prisila_2_1_16,"Твое «я» или все те, кто следует за тобой."
Sub1_Prisila_2_1_17,Черт...
Sub1_Prisila_2_1_18,"О, вот и она."
Sub1_Prisila_2_1_19,Командир идет!
Sub1_Prisila_2_1_20,Солдаты издалека приветствовали Присциллу взмахом руки.
Sub1_Prisila_2_1_21,Некоторые из них обессилено лежали на полу
Sub1_Prisila_2_1_22,или ухаживали за ранеными.
Sub1_Prisila_2_1_23,Другие копали могилы для своих погибших товарищей.
Sub1_Prisila_2_1_24,Чья это могила?
Sub1_Prisila_2_1_25,Эрокса.
Sub1_Prisila_2_1_26,"Вороны съедят трупы павших, если их не похоронить глубоко под землей."
Sub1_Prisila_2_1_27,"Сколько таких могил уже было вырыто. Сколько солдат лежат в таких могилах,"
Sub1_Prisila_2_1_28,несмотря на мое обещание доставить их тела домой.
Sub1_Prisila_2_1_29,"Да, не раз уже она нарушила свое обещание."
Sub1_Prisila_2_1_30,"Изначально в моем подразделении было восемьдесят солдат,"
Sub1_Prisila_2_1_31,"но бесконечные битвы сократили это число,"
Sub1_Prisila_2_1_32,а о пополнении не приходилось даже и мечтать.
Sub1_Prisila_2_1_33,"Нас посылали в еще более опасные сражения,"
Sub1_Prisila_2_1_34,в которых нам снова приходилось рисковать своими жизнями.
Sub1_Prisila_2_1_35,Запланированная победоносная война
Sub1_Prisila_2_1_36,превратилась в бесконечную борьбу за выживание.
Sub1_Prisila_2_1_37,У всех все в порядке?
Sub1_Prisila_2_1_38,Разумеется. А как иначе?
Sub1_Prisila_2_1_39,"Мы же воины, закаленные сотнями битв."
Sub1_Prisila_2_1_40,"Это был полный энтузиазма ответ,"
Sub1_Prisila_2_1_41,"на который я даже не нашлась, что сказать,"
Sub1_Prisila_2_1_42,поэтому стала молча вглядываться в лицо храбреца.
Sub1_Prisila_2_1_43,Ответивший ей солдат
Sub1_Prisila_2_1_44,был ранен: на его голове белела повязка.
Sub1_Prisila_2_1_45,"Кажется, твоя самоуверенность слегка опережает твои боевые навыки."
Sub1_Prisila_2_1_46,"Ха-ха, да ладно."
Sub1_Prisila_2_1_47,"Солдаты почесали головы и робко засмеялись,"
Sub1_Prisila_2_1_48,и от этого смеха у меня защемило сердце.
Sub1_Prisila_2_1_49,"Нам еще не доводилось бывать в таком опасном месте, как это."
Sub1_Prisila_2_1_50,"Боюсь, эти твари вскоре полезут из всех щелей."
Sub1_Prisila_2_1_51,"Как тогда, сто лет назад..."
Sub1_Prisila_2_1_52,"Эй, не каркай!"
Sub1_Prisila_2_1_53,Ту-у-у!
Sub1_Prisila_2_1_54,"Одиночный длинный звук рога,"
Sub1_Prisila_2_1_55,затем два коротких и в заключение еще один долгий.
Sub1_Prisila_2_1_56,"Сигнал, оповещающий о появлении противника. И явно многочисленного."
Sub1_Prisila_2_1_57,Ну вот! Накаркал!
Sub1_Prisila_2_1_58,"Я, что ли, виноват, что они явились?"
Sub1_Prisila_2_1_59,Противник появился неожиданно.
Sub1_Prisila_2_1_60,"По данным разведки,"
Sub1_Prisila_2_1_61,нападение врага было маловероятным.
Sub1_Prisila_2_1_62,Внезапно
Sub1_Prisila_2_1_63,Ко мне пришло осознание.
Sub1_Prisila_2_1_64,Ее дезинформировали специально.
Sub1_Prisila_2_1_65,Намеренно...
Sub1_Prisila_2_1_66,"В моей голове зазвучал голос,"
Sub1_Prisila_2_1_67,"голос того вышестоящего офицера, который меня отчитывал."
Sub1_Prisila_2_1_68,"К твоим солдатам претензий нет, так как они всего лишь выполняют твои приказы."
Sub1_Prisila_2_1_69,Но с этого момента не жди какой-либо поддержки.
Sub1_Prisila_2_1_70,Мы не станем тратить время и силы на помощь предательнице.
Sub1_Prisila_2_1_71,Он сознательно отправил нас сюда на верную смерть...
Sub1_Prisila_2_1_72,"Черт, этим тварям нет ни конца, ни края..."
Sub1_Prisila_2_1_73,"Солдаты вставали, отряхивая пыль со своей одежды,"
Sub1_Prisila_2_1_74,и руки у них слегка дрожали.
Sub1_Prisila_2_1_75,Присцилла вышла вперед
Sub1_Prisila_2_1_76,и начала говорить мягким голосом.
Sub1_Prisila_2_1_77,"Я благодарна вам за все, что вы сделали."
Sub1_Prisila_2_1_78,О чем это вы?
Sub1_Prisila_2_1_79,Возьмите себя в руки.
Sub1_Prisila_2_1_80,"Может, она немного не в себе, потому что вся в этой крови?"
Sub1_Prisila_2_1_81,"Ага, у этих демонов такая мерзкая кровь."
Sub1_Prisila_2_1_82,"Кажется, меня тоже немного лихорадит."
Sub1_Prisila_2_1_83,"Эй, кончай валять дурака, лучше принеси немного воды."
