KEY,Portuguese
CHAPTER1_TITLE,Capítulo 1. Início da Jornada
CHAPTER2_TITLE,Capítulo 2. Sucessão
CHAPTER3_TITLE,Capítulo 3. Onde a Espada Aponta
CHAPTER4_TITLE,Capítulo 4. Invadindo a Escuridão
CHAPTER5_TITLE,Capítulo 5. Rainha na Neblina
CHAPTER6_TITLE,Capítulo 6. Escuridão Dourada
CHAPTER7_TITLE,Capítulo 7. Caminho da Luz
CHAPTER8_TITLE,Capítulo 8. Portão Infernal
CHAPTER9_TITLE,Capítulo 9. Pandemônio
CHAPTER95_TITLE,O Último Capítulo
CHAPTER1_BACKGROUND,Planícies do Rei
CHAPTER2_BACKGROUND,Floresta de Elidora
CHAPTER3_BACKGROUND,Montanha de Ogria
CHAPTER4_BACKGROUND,Planícies de Galluah
CHAPTER5_BACKGROUND,Costa de Arrovina
CHAPTER6_BACKGROUND,Deserto de Aegina
MAP_LAMUS_PLAIN,Planícies do Rei
MAP_ELLIDORA_FOREST,Floresta de Elidora
MAP_KRAD_MOUNTAIN,Montanha de Ogria
MAP_KRAD_FOREST,Planícies de Galluah
MAP_SICRAKAM_PLAIN,Costa de Arrovina
MAP_HALLA_DESERT,Deserto de Aegina
MAP_BALLUTUA_SNOW_MOUNTAIN,Montanha Gélida da Terra dos Ventos
MAP_DIZARSTOM_VOLCANO,Vulcão de Dragia
MAP_GARGOSS_SWAMP,Pântano de Gargoss
MAP_Mysterious_Ruins,Ruínas Mist.
MAP_ Realm_Empire,Império
MAP_ OrvelianCapital_ Orvel,Orvel
MAP_ LandofDeath_Galua,Galluah
MAP_Border,Fronteira
MAP_Border_Outskirts,Perím. da Fronteira
MAP_Imperial_Office,Esc. Imperial
MAP_Present,Presente
MAP_Past,Passado
TITLE_DARKNESS,Escuridão de
HERO_GROUP_1,Cleo e Roi
HERO_GROUP_2,Equipe
HERO_GROUP_3,Luna e May
HERO_GROUP_4,Luna e Yanne
HERO_GROUP_5,Aisha e Artemia
HERO_GROUP_6,Soldado 1 & 2
HERO_GROUP_7,Pelotão Orc
HERO_GROUP_8,Epis e Jane
HERO_GROUP_9,Pateta
HERO_GROUP_10,Súcubo
HERO_GROUP_11,Theo e ???
HERO_GROUP_12,Shamilla
HERO_GROUP_13,Ezekiel e Viska
HERO_GROUP_14,Cobaia
HERO_GROUP_15,Demia e Clause
HERO_GROUP_16,Rodina e Luna
HERO_GROUP_17,Requina e Mediana
HERO_GROUP_18,Aselica e Arch
HERO_GROUP_19,Miruru e Lakrak
HERO_GROUP_20,Dimael e Ezekiel
HERO_GROUP_21,Dimael e Selene
HERO_GROUP_22,Rephy e Oddy
HERO_GROUP_23,Cavaleiro das Trevas
HERO_GROUP_24,Ezekiel e Viska (?)
HERO_GROUP_25,Sonia e Mirianne
HERO_GROUP_26,Lilia e Neraxis
HERO_GROUP_27,Crow e Theo
HERO_GROUP_28,Ezekiel e Mitra
HERO_GROUP_29,Pansirone e Mitra
HERO_GROUP_30,Ricardo e Demia
HERO_GROUP_31,Zafir e Laudia
HERO_GROUP_32,Leo e Clause
HERO_GROUP_33,Clause e Loman
HERO_GROUP_34,Chase e Leo
HERO_GROUP_35,Nyx e Oddy
HERO_GROUP_36,Scarlet e Artemia
HERO_GROUP_37,Neraxis e Lilia
HERO_GROUP_38,May e Requina
HERO_GROUP_39,Ricardo e Mirianne
HERO_GROUP_40,Fluss e Chrisha
HERO_GROUP_41,Theo e Ezekiel
HERO_GROUP_42,Mitra e Rodina
HERO_GROUP_43,Frey e Kasel
HERO_GROUP_44,Frey e Cleo
HERO_GROUP_45,Glenwys e Chrisha
