KEY,French
NEWBIE_ATTENDANCE_NAME_1_1,Mirianne 3★
NEWBIE_ATTENDANCE_DESC_1_1,"Mirianne vous souhaite la bienvenue. Permettez Mirianne 3★ de se joindre à votre équipe !\n(Si vous possédez déjà ce Héros, vous obtiendrez Fragment d'Arme Unique x200 à la place.)"
NEWBIE_ATTENDANCE_NAME_1_2,"5,000,000 Or"
NEWBIE_ATTENDANCE_DESC_1_2,L'Or est utilisé pour l'achat d'objets et l'amélioration de l'équipement.
NEWBIE_ATTENDANCE_NAME_2_1,Potion d'Endurance
NEWBIE_ATTENDANCE_DESC_2_1,Utilisez des Potions pour recharger d'Endurance requise par les batailles de Chapitres et des Raids.
NEWBIE_ATTENDANCE_NAME_2_2,Fragment de Justice
NEWBIE_ATTENDANCE_DESC_2_2,"Utilisez des Fragments de Justice pour éveiller les Héros des classes : Chevalier, Guerrier et Prêtre.\nAllez au Temple des Héros pour éveiller un Héros."
NEWBIE_ATTENDANCE_NAME_2_3,Fragment de Force
NEWBIE_ATTENDANCE_DESC_2_3,"Utilisez des Fragments de Force pour éveiller les Héros des classes : Guerrier, Archer et Mage.\nAllez au Temple des Héros pour éveiller un Héros."
NEWBIE_ATTENDANCE_NAME_2_4,Fragment de Sagesse
NEWBIE_ATTENDANCE_DESC_2_4,"Utilisez des Fragments de Sagesse pour éveiller les Héros des classes : Assassin, Mécanicien et Mage.\nAllez au Temple des Héros pour éveiller un Héros."
NEWBIE_ATTENDANCE_NAME_2_5,Fragment de Stratégie
NEWBIE_ATTENDANCE_DESC_2_5,"Utilisez des Fragments de Stratégie pour éveiller les Héros des classes : Chevalier, Archer et Mécanicien.\nAllez au Temple des Héros pour éveiller un Héros."
NEWBIE_ATTENDANCE_NAME_2_6,Fragment de Patience
NEWBIE_ATTENDANCE_DESC_2_6,"Utilisez des Fragments de Patience pour éveiller les Héros des classes : Chevalier, Assassin et Prêtre.\nAllez au Temple des Héros pour éveiller un Héros."
NEWBIE_ATTENDANCE_NAME_2_7,Fragment d'Harmonie
NEWBIE_ATTENDANCE_DESC_2_7,"Utilisez des Fragments d'Harmonie pour éveiller les Héros des classes : Archer, Mage et Prêtre.\nAllez au Temple des Héros pour éveiller un Héros."
NEWBIE_ATTENDANCE_NAME_2_8,Fragment de Fortune
NEWBIE_ATTENDANCE_DESC_2_8,"Utilisez des Fragments de Fortune pour éveiller les Héros des classes : Guerrier, Assassin et Mécanicien.\nAllez au Temple des Héros pour éveiller un Héros."
NEWBIE_ATTENDANCE_NAME_3_1,Potion d'EXP (Très Grande)
NEWBIE_ATTENDANCE_DESC_3_1,Utilisez des Potions d'EXP pour faire gagner des niveaux à vos Héros.
NEWBIE_ATTENDANCE_NAME_3_2,"5,000,000 Or"
NEWBIE_ATTENDANCE_DESC_3_2,L'Or est utilisé pour l'achat d'objets et l'amélioration de l'équipement.
NEWBIE_ATTENDANCE_NAME_4_1,"5,000,000 Or"
NEWBIE_ATTENDANCE_DESC_4_1,L'Or est utilisé pour l'achat d'objets et l'amélioration de l'équipement.
NEWBIE_ATTENDANCE_NAME_4_2,Fragment de Justice
NEWBIE_ATTENDANCE_DESC_4_2,"Utilisez des Fragments de Justice pour éveiller les Héros des classes : Chevalier, Guerrier et Prêtre.\nAllez au Temple des Héros pour éveiller un Héros."
NEWBIE_ATTENDANCE_NAME_4_3,Fragment de Force
NEWBIE_ATTENDANCE_DESC_4_3,"Utilisez des Fragments de Force pour éveiller les Héros des classes : Guerrier, Archer et Mage.\nAllez au Temple des Héros pour éveiller un Héros."
NEWBIE_ATTENDANCE_NAME_4_4,Fragment de Sagesse
NEWBIE_ATTENDANCE_DESC_4_4,"Utilisez des Fragments de Sagesse pour éveiller les Héros des classes : Assassin, Mécanicien et Mage.\nAllez au Temple des Héros pour éveiller un Héros."
NEWBIE_ATTENDANCE_NAME_4_5,Fragment de Stratégie
NEWBIE_ATTENDANCE_DESC_4_5,"Utilisez des Fragments de Stratégie pour éveiller les Héros des classes : Chevalier, Archer et Mécanicien.\nAllez au Temple des Héros pour éveiller un Héros."
NEWBIE_ATTENDANCE_NAME_4_6,Fragment de Patience
NEWBIE_ATTENDANCE_DESC_4_6,"Utilisez des Fragments de Patience pour éveiller les Héros des classes : Chevalier, Assassin et Prêtre.\nAllez au Temple des Héros pour éveiller un Héros."
NEWBIE_ATTENDANCE_NAME_4_7,Fragment d'Harmonie
NEWBIE_ATTENDANCE_DESC_4_7,"Utilisez des Fragments d'Harmonie pour éveiller les Héros des classes : Archer, Mage et Prêtre.\nAllez au Temple des Héros pour éveiller un Héros."
NEWBIE_ATTENDANCE_NAME_4_8,Fragment de Fortune
NEWBIE_ATTENDANCE_DESC_4_8,"Utilisez des Fragments de Fortune pour éveiller les Héros des classes : Guerrier, Assassin et Mécanicien.\nAllez au Temple des Héros pour éveiller un Héros."
NEWBIE_ATTENDANCE_NAME_5_1,Ticket d'Équipement Ombre-Éclair Légendaire T6
NEWBIE_ATTENDANCE_DESC_5_1,"Choisissez l'un des types de Héros suivants : Tank/DPS/Soutien, pour obtenir le Coffret d'Équipement Ombre-Éclair Légendaire T6.\nCe coffret contient 4 types de pièces d'Équipement Ombre-Éclair Légendaire T6 dotées des options recommandées pour le type de Héros choisi."
NEWBIE_ATTENDANCE_NAME_5_2,Potion d'EXP (Deluxe)
