KEY,Vietnamese
E_C19_Oct_Laudia01_01,Đằng đấy xong hết rồi.
E_C19_Oct_Laudia01_02,Đằng này cũng xong rồi. Phù... Quái vật giảm nhiều nhưng cũng không thấy ngớt nhỉ.
E_C19_Oct_Laudia01_03,Ma quỷ mà còn gọi đồng bọn đến thì chúng ta còn phải tiếp tục... Vất vả quá.
E_C19_Oct_Laudia01_04,Không sao đâu. Cũng chỉ là việc mà tôi phải làm thôi.
E_C19_Oct_Laudia01_05,"Vậy là được rồi, bây giờ chúng ta đi thôi chứ?"
E_C19_Oct_Laudia01_06,Hôm nay là sinh nhật của người mà.
E_C19_Oct_Laudia01_07,"Không sao. Ta cũng giống như Zafir, đây cũng chỉ là việc ta phải làm thôi."
E_C19_Oct_Laudia01_08,Nhưng mà....
E_C19_Oct_Laudia01_09,Không sao mà... Ta cũng có nơi phải đi rồi.
E_C19_Oct_Laudia01_10,Nơi phải đi ạ?
E_C19_Oct_Laudia01_11,Ừm. Nơi mà ta đã đi hồi nhỏ... Nếu không sao thì ngươi cũng đi cùng không?
E_C19_Oct_Laudia01_12,Chắc là nơi đặc biệt rồi ạ. Vậy thì tôi cũng xin mạn phép đi cùng vậy ạ.
E_C19_Oct_Laudia01_13,Thì ra là nơi như thế này...
E_C19_Oct_Laudia01_14,Chắc đã được chăm sóc tốt lắm đây. Đây là nơi được dùng để làm lễ phải không?
E_C19_Oct_Laudia01_15,Không phải là nơi như vậy đâu. Dù là nó cũng được quản lý đấy.
E_C19_Oct_Laudia01_16,Nơi này giống như căn cứ bí mật thời còn nhỏ của ta... Mà chuyện cũng dài lắm.
E_C19_Oct_Laudia01_17,Nếu không sao thì người có thể kể cho tôi nghe không? Tôi tò mò quá.
E_C19_Oct_Laudia01_18,Ừm thì chuyện là lúc ta còn rất nhỏ...
E_C19_Oct_Laudia01_19,Ngươi cũng có nghe qua đúng không? Chuyện của Thần rồng ngủ trong Điện thờ thuỷ lưu.
E_C19_Oct_Laudia01_20,À vâng. Tôi cũng có nghe kể lúc nhỏ trước khi đi ngủ.
E_C19_Oct_Laudia01_21,Vì là thời còn nhỏ nên ta cũng không nghĩ nó là chuyện có thật nữa.
E_C19_Oct_Laudia01_22,Ta chỉ nghĩ đó là Thần rồng cao quý mang mưa đến cho sa mạc nên đã rất ngưỡng mộ.
E_C19_Oct_Laudia01_23,Và ta cũng nghĩ là phải làm ra một nơi cho Thần rồng có thể trú ngụ khi thức tỉnh.
E_C19_Oct_Laudia01_24,Bây giờ khi nghĩ lại thì thấy đó chỉ là câu chuyện hoang đường.
E_C19_Oct_Laudia01_25,Thì... vì là trẻ con mà. Laias khi nghe câu chuyện này chắc cũng chỉ cười rồi bỏ qua thôi nhỉ?
E_C19_Oct_Laudia01_26,Cảm ơn. Thế là ta đã tìm đến nơi đẹp thế này.
E_C19_Oct_Laudia01_27,Ta nghĩ khi Thần rồng mà thức dậy thì sẽ chơi đùa cùng nhau nên đã bắt đầu dọn dẹp chỗ này.
E_C19_Oct_Laudia01_28,Nhưng mà khi lớn lên ta lại nhận ra một điều.
E_C19_Oct_Laudia01_29,Nhận ra gì ạ?
E_C19_Oct_Laudia01_30,Nhận ra nơi này quá nhỏ cho Thần rồng có thể trú ngụ.
E_C19_Oct_Laudia01_31,Ahahaha... Đúng rồi.
E_C19_Oct_Laudia01_32,Tuy vậy khi nhìn thấy những bó hoa được đặt gọn gàng hay sàn nhà được lau dọn sạch sẽ thì ta lại thấy rất vui.
E_C19_Oct_Laudia01_33,Mỗi khi có thời gian thì ta đều ghé qua trông coi nơi này.
E_C19_Oct_Laudia01_34,Thì ra là vậy... Vậy người đến đây vào mỗi sinh nhật ạ?
E_C19_Oct_Laudia01_35,Hả? À không. Gần đây ta có nhiều việc phải gặp Laias nên cũng hay nghĩ đến nơi này.
E_C19_Oct_Laudia01_36,Chỉ là đến ngày sinh nhật thì ta cũng rảnh hơn nên cũng muốn đến đây thôi.
E_C19_Oct_Laudia01_37,"Ồ, cô đã đến rồi."
E_C19_Oct_Laudia01_38,Laias?! Sao người lại đến đây...
E_C19_Oct_Laudia01_39,Ta có chuyện muốn nói.
E_C19_Oct_Laudia01_40,Vậy tôi sẽ đi chỗ khác. Hai vị nói chuyện đi nhé.
E_C19_Oct_Laudia01_41,Aegina cũng có những nơi như thế này nhỉ. Cô đang trông coi nơi này hả?
E_C19_Oct_Laudia01_42,Vâng. Tôi thường đến đây chăm sóc khi có thời gian.
E_C19_Oct_Laudia01_43,Thấy bầu không khí thoáng đãng như thế này chắc là cô đã bỏ nhiều công sức để trông nom rồi.
E_C19_Oct_Laudia01_44,Nơi này thật là đẹp. Nếu không sao thì ta có thể thường xuyên đến nơi đây không?
E_C19_Oct_Laudia01_45,Dĩ nhiên rồi ạ. Người có thể đến đây khi nào muốn.
E_C19_Oct_Laudia01_46,Xin cảm ơn cô. Với lại chuyện ta muốn nói...
E_C19_Oct_Laudia01_47,"Vâng, người nói đi ạ."
E_C19_Oct_Laudia01_48,Chúc mừng sinh nhật Laudia. Mong cô sẽ luôn nhận được phúc lành của thuỷ lưu.
E_C19_Oct_Laudia01_49,Và... Có chuyện này nữa.
