KEY,"ChineseTraditional"
Sub1_Rephy_1_1_1,"藍星引渡者"
Sub1_Rephy_1_1_2,"所有生命都有靈魂。"
Sub1_Rephy_1_1_3,"就算生命終結，"
Sub1_Rephy_1_1_4,"靈魂也會停留在光之世界。"
Sub1_Rephy_1_1_5,"所有靈魂都需要回歸，"
Sub1_Rephy_1_1_6,"最終故鄉就在藍星。"
Sub1_Rephy_1_1_7,"藍星女王伊詩琵亞的"
Sub1_Rephy_1_1_8,"安息庭院裡平穩地長存。"
Sub1_Rephy_1_1_9,"直到接受露亞女神的召喚，"
Sub1_Rephy_1_1_10,"才會再次回到光之世界。"
Sub1_Rephy_1_1_11,"但不是所有靈魂都會如此。"
Sub1_Rephy_1_1_12,"只有平安穿越星光之橋的"
Sub1_Rephy_1_1_13,"純潔靈魂才可以回到藍星。"
Sub1_Rephy_1_1_14,"在星光之橋上迷失的靈魂"
Sub1_Rephy_1_1_15,"會沾染上黑暗的氣息，"
Sub1_Rephy_1_1_16,"所以才會需要我們這些靈魂的引渡者。"
Sub1_Rephy_1_1_17,"靈魂引渡者不會在路途中迷失，"
Sub1_Rephy_1_1_18,"在＂幽暗丘陵＂閃耀著燈火..."
Sub1_Rephy_1_1_19,"............................................."
Sub1_Rephy_1_1_20,"你有在聽嗎？"
Sub1_Rephy_1_1_21,"樂皮...樂皮！...樂皮！！"
Sub1_Rephy_1_2_1,"啊？！我...我沒有睡著！我沒有睡著啦！！"
Sub1_Rephy_1_2_2,"樂皮！！你這傢伙！！自己說！第幾次了！！"
Sub1_Rephy_1_2_3,"我現在在跟你說靈鹿族最重要的使命，你居然給我打瞌睡..."
Sub1_Rephy_1_2_4,"沒有啦～不是這樣的～我都有在聽唷！"
Sub1_Rephy_1_2_5,"我們就接過藍星守衛給的＂神之燈火＂，然後在＂幽暗丘陵＂裡唰～～"
Sub1_Rephy_1_2_6,"放火就可以了對吧？"
Sub1_Rephy_1_2_7,"在胡言亂語個什麼啊！"
Sub1_Rephy_1_2_8,"給我仔細聽好！在＂幽暗丘陵＂裡把燈點亮！！像燈塔一樣照亮指引人！！"
Sub1_Rephy_1_2_9,"這樣才可以確保在星光之橋迷失的靈魂可以順利抵達藍星..."
Sub1_Rephy_1_2_10,"Zzzzzz......Zzzzzzzzz....................."
Sub1_Rephy_1_2_11,".....................又睡著了嗎......"
Sub1_Rephy_1_2_12,"唉...前往藍星的賢者怎麼指定這無憂無慮的傢伙作為接班人呢？"
Sub1_Rephy_1_2_13,"我是遭了什麼罪啊？！怎麼把這傢伙託付給我呢...？"
Sub1_Rephy_1_2_14,"咦？（嗅嗅）...有味道...村長！我聞到味道了！！"
Sub1_Rephy_1_2_15,"你這小傢伙！你說誰有味道！上次洗完澡還不到一個月..."
Sub1_Rephy_1_2_16,"咦？不對...等等...這味道的確是...？"
Sub1_Rephy_1_2_17,"是暗黑的氣味...心情不好的氣味！"
Sub1_Rephy_1_2_18,"這是暗黑的靈魂！！"
Sub1_Rephy_1_2_19,"樂皮！！等等我！你不能一個人行動啊！"
Sub1_Rephy_1_3_1,"心情不好的氣味...充斥著暗黑靈魂。這一定是魔族！"
Sub1_Rephy_1_3_2,"竟敢踏入我的地盤！"
Sub1_Rephy_1_3_3,"跟我的夥伴們打個招呼吧！樹靈魂們！幫幫我！！"
Sub1_Rephy_1_4_1,"嘿嘿！怎麼樣呀？身為靈魂引渡者的本大爺實力不假吧！"
Sub1_Rephy_1_4_2,"？？？你是誰？？？"
Sub1_Rephy_1_4_3,"...................................."
Sub1_Rephy_1_4_4,"我們靈鹿族...怎麼會出現暗黑靈魂呢？！！"
Sub1_Rephy_1_4_5,"...一起走嘛...光之靈魂...一...起..."
Sub1_Rephy_1_4_6,"...走向黑暗...墮落..."
Sub1_Rephy_1_4_7,"真是不像話！給我聽好！！你給我打起精神來！！！"
Sub1_Rephy_1_4_8,"這裡！！要跟著光前進啊！！絕對不可以走向黑暗啊！！"
Sub1_Rephy_1_5_1,"......這些都什麼怪事啊..."
Sub1_Rephy_1_5_2,"在艾莉朵拉森林裡若是沒有我們的允許，誰也無法踏入我們的村莊...而現在卻出現了魔族？！"
Sub1_Rephy_1_5_3,"...剛才那個暗黑靈魂曾經是我們族人嗎？"
Sub1_Rephy_1_5_4,"............是的............"
Sub1_Rephy_1_5_5,"我...我沒救到他...他一直說要走向黑暗..."
Sub1_Rephy_1_5_6,"神之燈火照得這麼明亮...到底是哪裡出了問題呢？"
Sub1_Rephy_1_5_7,"大騙子！！你不是說點亮燈就可以幫助靈魂順利平安地走過星光之橋嗎？！"
Sub1_Rephy_1_5_8,"樂皮啊...你冷靜點...這只靠神之燈火是不夠的。"
Sub1_Rephy_1_5_9,"我不是說要在＂幽暗丘陵＂點燈，才可以讓迷失的靈魂重新找到光跟著走嗎..."
Sub1_Rephy_1_5_10,"那麼...只要我在＂幽暗丘陵＂點燈的話..."
Sub1_Rephy_1_5_11,"所有靈魂都可以順利平安地前往靈魂的故鄉...藍星，是嗎？"
Sub1_Rephy_1_5_12,"當然。原來...你這傢伙沒有完全睡著啊！"
Sub1_Rephy_1_5_13,"星光之橋最黑暗的地方就是＂幽暗丘陵＂呀。"
Sub1_Rephy_1_5_14,"在那裡迷失的話就會變成剛剛那樣...成為暗黑的靈魂。"
Sub1_Rephy_1_5_15,"呼～～～那就好！"
Sub1_Rephy_1_5_16,"我還以為神之燈火是假的，嚇死我了！"
Sub1_Rephy_1_5_17,"你這傢伙！！那個神之燈火是我們靈鹿族最珍貴的寶物啊！！！"
Sub1_Rephy_1_5_18,"這可是藍星的守衛神龍查可彼尼，託付給我們一族的神聖任務！"
Sub1_Rephy_1_5_19,"利用燈火照亮星光之橋，引導光之靈魂走向藍星。"
Sub1_Rephy_1_5_20,"原來如此啊～查可叔真是太厲害了！"
Sub1_Rephy_1_5_21,"唉唷喂...我的腦袋瓜兒呀...我應該還要再說的..."
Sub1_Rephy_1_5_22,"總而言之...連靈鹿族的靈魂都會被影響..."
Sub1_Rephy_1_5_23,"幽暗丘陵已經離我們不遠了是嗎...那麼..."
Sub1_Rephy_1_5_24,"時候終於到了！我，靈鹿族的村長，命令樂皮接任靈魂引渡者一職。"
Sub1_Rephy_1_5_25,"啊？嗯？我有在聽，你說什麼？"
Sub1_Rephy_1_5_26,"我命令你尋找幽暗丘陵並在那邊點亮燈火。"
Sub1_Rephy_1_5_27,"馬上動身離開村莊吧！"
Sub1_Rephy_1_5_28,"喔～那我走囉～Bye！"
Sub1_Rephy_1_5_29,"等等！！這可不是去玩耍的，樂皮你不是沒有離開過村莊嗎？"
Sub1_Rephy_1_5_30,"我會告訴你有多危險，你給我好好聽著。"
Sub1_Rephy_1_5_31,"首先呢，不可以跟任何人走...錢我就放在這個口袋..."
Sub1_Rephy_1_5_32,"嗯...嗯......Zzzzzzzzzzzzzz........."
Sub1_Rephy_1_5_33,"還有必須遠離首都奧勒貝爾，那裡滿滿的都是邪惡的靈魂。"
Sub1_Rephy_1_5_34,"賢者羅蘭是值得我們信任的人...嘖！你這傢伙又睡著了！！你自己說說看我剛才說了什麼！"
Sub1_Rephy_1_5_35,"...嗯？就是...說......嗯...賢者樂皮要出發！為了找幽暗丘陵！"
Sub1_Rephy_1_5_36,"要前往～～首都奧勒貝爾！那邊有很多值得信任的人！"
Sub1_Rephy_1_5_37,"那我走囉！！你保重呀～下次見啦！！"
Sub1_Rephy_1_5_38,"好～你也要注意身體！你可是我們靈鹿族的賢者啊！！"
Sub1_Rephy_1_5_39,"...咦？等等！！你是說你要去首都奧勒貝爾！！！"
Sub1_Rephy_1_5_40,"這傢伙！！是要去找賢者羅蘭才對呀！！！"
Sub1_Rephy_1_5_41,".........已經...走掉了啊......"
Sub1_Rephy_1_5_42,"藍星的守衛大人...女王大人...祖先們...請務必幫我看好這個孩子啊！"
Sub1_Rephy_2_1_1,"嗚～哇！！這裡就是首都奧勒貝爾啊～！！"
Sub1_Rephy_2_1_2,"真是太～～大了！人也好～～～多啊！！"
Sub1_Rephy_2_1_3,"靈魂也好～～多啊！欸？光之靈魂...暗黑靈魂...灰色靈魂..."
Sub1_Rephy_2_1_4,"哇～果然首都什麼都有啊～～！！"
Sub1_Rephy_2_1_5,"唷～是沒看過的種族吶！你來首都有什麼事？"
Sub1_Rephy_2_1_6,"嗯？你沒聽過靈鹿族嗎？"
Sub1_Rephy_2_1_7,"我們是靈魂引渡者，你死後我可以指引你前往藍星喔～"
Sub1_Rephy_2_1_8,"什麼啊...你這毛茸茸的傢伙...現在是咒我死嗎？！"
Sub1_Rephy_2_1_9,"現在這人心惶惶的時期隨便講話可是會出大事的啊！你有帶通行證嗎？"
Sub1_Rephy_2_1_10,"通行證？那是什麼？可以吃嗎？？"
Sub1_Rephy_2_1_11,"你不知道通行證嗎？連獸人族也通通都有通行證啊...不管怎麼說太可疑了。你！跟我過來一下！"
Sub1_Rephy_2_1_12,"喔～啊！村長說不可以跟著陌生人走。"
Sub1_Rephy_2_1_13,"那麼我走囉～"
Sub1_Rephy_2_1_14,"你...給我等等！站住！！小毛球！！！"
Sub1_Rephy_2_1_15,"那個紅色貓耳的人！我是第一次看到獸人族耶！！哇～真是一隻筋肉大貓咪啊！"
Sub1_Rephy_2_1_16,"啊！好涼！！圓圓的石頭裡面有流出水耶！！這是水妖精的魔法嗎？"
Sub1_Rephy_2_1_17,"哈哈哈！首都果然是一個很酷的地方吶！欸？這又是什麼？"
Sub1_Rephy_2_1_18,"（悄聲）那...那是什麼？獸人族？？還是新型寵物呀？"
Sub1_Rephy_2_1_19,"（悄聲）我也不知道耶～但是你看那毛茸茸的尾巴...噢！我的天吶！！"
Sub1_Rephy_2_1_20,"（悄聲）啊...你有看到那豎起來的耳朵絨毛了嗎？像翩翩飛舞的蝴蝶一樣在那邊抖動著..."
Sub1_Rephy_2_1_21,"（悄聲）噢！那邊還有別的，那個不是穿著衣服的赤毧族嗎？？"
Sub1_Rephy_2_1_22,"好～可～愛～啊！！！！"
Sub1_Rephy_2_1_23,"咦？...怎麼有一股黏呼呼的氣味...啊哈！樂皮還有正事該做呢！"
Sub1_Rephy_2_1_24,"是說想要找到幽暗丘陵就要去問問賢者！賢者...是誰呢？"
Sub1_Rephy_2_1_25,"那...那邊那位小不點，你有什麼事嗎？有問題的話都可以問我喔～"
Sub1_Rephy_2_1_26,"我不是小不點！我是靈鹿族的賢者樂皮！"
Sub1_Rephy_2_1_27,"唉呀呀～賢者大人，真是抱歉吶～不要理他啦，有問題問我吧～我教你～"
Sub1_Rephy_2_1_28,"...這裡的賢者到底是誰呀？如果遇見賢者後又要去哪裡呢？"
Sub1_Rephy_2_1_29,"賢者？...我們首都有賢者嗎？我好像有印象又想不太起來～"
Sub1_Rephy_2_1_30,"賢者小不點呀～我們可以告訴你其他有賢者的地方...但是...先給我們..."
Sub1_Rephy_2_1_31,"先給我們摸摸你那鬆軟的毛毛！！！！！"
Sub1_Rephy_2_1_32,"喂！給我放手！！不要摸我的毛！！我要生氣了！！！"
Sub1_Rephy_2_1_33,"還不快放手！！你看看你們這些不成體統的樣子！"
Sub1_Rephy_2_1_34,"給我滾開！！咦？這是誰呀？"
Sub1_Rephy_2_1_35,"你們不要太誇張！！欸？這小傢伙是誰呀？"
Sub1_Rephy_2_1_36,"你...是靈鹿族的對吧？"
Sub1_Rephy_2_1_37,"耶？原來你知道靈鹿族吶～哇！好開心！"
Sub1_Rephy_2_1_38,"是啊...先前某次有看過，但是就算我知道，說話也不用這麼..."
Sub1_Rephy_2_1_39,"噢天啊！！你看他們兩對話的樣子！！加～倍～可～愛～！！"
Sub1_Rephy_2_1_40,"現在可不是悠閒聊天的時候呢！必須趕快脫離這裡啊！"
Sub1_Rephy_2_1_41,"嗯...但是先前聽說的那招時空扭曲怎麼想都...有點可疑啊...怎麼做才好呢..."
Sub1_Rephy_2_1_42,"在那裡！毛茸茸的小東西！給我站住！什麼...你還找朋友來啊？兩個都給我站住！"
Sub1_Rephy_2_1_43,"小不點...你到底是為什麼過來的呀？"
Sub1_Rephy_2_1_44,"我不是小不點啦！我的名字叫做樂皮～賢者樂皮～"
Sub1_Rephy_2_1_45,"好啦，知道了，樂皮。我們先趕快逃離這裡吧！"
Sub1_Rephy_2_1_46,"拜託...給我個完整的時空扭曲吧！"
Sub1_Rephy_2_1_47,"什呢！跑去哪了？！消失了啊...嘖..."
Sub1_Rephy_2_1_48,"呵呵呵...好像有錢的味道吶？跟著過去瞧瞧吧～嘻嘻！！"
Sub1_Rephy_2_2_1,"哇啊啊啊～～啊！！！"
Sub1_Rephy_2_2_2,"唉呀～好痛喔！咦？這裡是哪裡呀？"
Sub1_Rephy_2_2_3,"一種很不好的氣味...這是暗黑靈魂！而且非常多！！"
Sub1_Rephy_2_2_4,"唉唷喂...我的腰...嗯？這裡不是...地下迷宮嗎？現在幾點了？我來看看...時間還是正確的呀！"
Sub1_Rephy_2_2_5,"危急時相信他還去試了...但沒有移動時空間，只有移動空間而已呀！"
Sub1_Rephy_2_2_6,"（喃喃自語）又把我當白老鼠，老是利用我...下次等著瞧，尼克斯！"
Sub1_Rephy_2_2_7,"那個！紅色熊熊！！我們現在要去哪裡呀？"
Sub1_Rephy_2_2_8,"這小不點講話真得很欠揍...我叫做歐迪，是赤毧...啊不...反正我叫做歐迪啦！"
Sub1_Rephy_2_2_9,"歐迪！那我們快點離開這吧！那邊有好多暗黑靈魂！氣味非常不好啊！"
Sub1_Rephy_2_2_10,"樂皮，你幾歲啊？怎麼對我說話都這麼沒大沒小的？"
Sub1_Rephy_2_2_11,"我喔？我14歲呀！"
Sub1_Rephy_2_2_12,"什麼啊～靈鹿族14歲的話還是個小鬼頭嘛...這小不點！可知道我都活了幾百年了啊..."
Sub1_Rephy_2_2_13,"咳咳...在孩子面前還是別顯露醜態...不管怎麼樣，從現在開始你要叫我叔叔，歐迪叔叔！"
Sub1_Rephy_2_2_14,"好！知道啦！歐叔！"
Sub1_Rephy_2_2_15,"啊？歐叔？？"
Sub1_Rephy_2_2_16,"叫歐迪叔叔的話太長了啦，叫歐叔很好啊！好啦！我們趕快走！！"
Sub1_Rephy_2_2_17,"唉...好吧，都給你說好了...叫歐叔也可以啦..."
Sub1_Rephy_2_3_1,"可是要從哪裡才能離開這裡呀？"
Sub1_Rephy_2_3_2,"我想想喔...如果是王城地下迷宮的話往這裡走就對了。"
Sub1_Rephy_2_3_3,"我兩天前才來過迷宮，一定不會錯的啦！"
Sub1_Rephy_2_3_4,"好耶～那我就相信歐叔囉～"
Sub1_Rephy_2_4_1,"這裡是王城地下迷宮，為什麼有這麼多魔族呢？"
Sub1_Rephy_2_4_2,"樂皮啊...這種問題可不能隨便亂問啊！"
Sub1_Rephy_2_4_3,"這些都是大人的事。"
Sub1_Rephy_2_4_4,"歐叔！你真的知道路嗎？"
Sub1_Rephy_2_4_5,"當...當然啊！我上次才來過呢...所以...就是走這邊～走這邊啦！呃...應該吧？"
Sub1_Rephy_2_4_6,"咦...怪怪的。"
Sub1_Rephy_2_5_1,"啊...是魔族...暗黑靈魂實在是太多了，我們會死在這裡嗎？"
Sub1_Rephy_2_5_2,"別胡說八道啦！誰要死在這裡啊！！雖然我是個路癡，但還是知道出口一定在...嗯..."
Sub1_Rephy_2_5_3,"................................."
Sub1_Rephy_2_5_4,"................................."
Sub1_Rephy_2_5_5,"別擔心啦...就算歐叔你死了，我也一定會引導你的靈魂到藍星去的..."
Sub1_Rephy_2_5_6,"你這小毛頭！！這麼快就放棄啦！！"
Sub1_Rephy_2_5_7,"噠噹～！你們的小幫手來囉！現在有攸關生命的危險嗎？"
Sub1_Rephy_2_5_8,"請委託芮奎娜協助你～可以付費請求援助，保護你寶貴的生命唷！嘻嘻～！"
Sub1_Rephy_2_5_9,"啊？什麼啊...而且怎麼突然講到錢...到底是多少錢啊...？"
Sub1_Rephy_2_5_10,"噢，只要給我（窸窸窣窣）就可以了唷～！"
Sub1_Rephy_2_5_11,"什麼！！這麼多的錢上哪找啊？"
Sub1_Rephy_2_5_12,"噢不不不～請別擔心～除了錢之外，還可以用其他東西來支付喔～！"
Sub1_Rephy_2_5_13,"但是之後不能反悔喔！怎麼樣？要交易嗎？？"
Sub1_Rephy_2_5_14,"好！成交～！所以你要跟我們一起打架嗎？"
Sub1_Rephy_2_5_15,"哪有人可以這樣回答那麼快啦！！"
Sub1_Rephy_2_5_16,"唉...也沒辦法了...現在事態緊急...好啦...成交！"
Sub1_Rephy_2_5_17,"耶嘿嘿～太棒了！交易成功！！"
Sub1_Rephy_2_5_18,"那麼我們就快點脫離迷宮吧～！"
Sub1_Rephy_2_6_1,"欸！欸！快來看！這種毒蘑菇是第一次看到對吧？"
Sub1_Rephy_2_6_2,"蠍尾獅也是可以馬上送你到藍星的劇毒啊！！"
Sub1_Rephy_2_6_3,".....................來喔...快來喔..."
Sub1_Rephy_2_6_4,"這麼小聲！要依照我們合約，好好宣傳呀～！"
Sub1_Rephy_2_6_5,"如果今天銷售低於5倍以下的話要再延長5天唷～！呵呵"
Sub1_Rephy_2_6_6,"來唷來唷～這裡沒有你找不到的毒唷～～！"
Sub1_Rephy_2_6_7,"神秘靈物赤毧族誠心推薦唷！"
Sub1_Rephy_2_6_8,"哇！！歐叔好厲害喔！！"
Sub1_Rephy_2_6_9,"所以樂皮也不能輸啊！！光之國家的神之燈火！！！"
Sub1_Rephy_2_6_10,"你看...那不是之前在廣場看到的小可愛嗎？"
Sub1_Rephy_2_6_11,"噢！！對耶！好像是那個商店的吉祥物耶！！"
Sub1_Rephy_2_6_12,"賣毒啊？也有賣毒死魔族的那種毒嗎？"
Sub1_Rephy_2_6_13,"噢～當然有呀！！來來，快請進～！先來先摸，只開放50分鐘喔！！"
Sub1_Rephy_2_6_14,"每個消費者都可以摸我們店的吉祥物各1分鐘唷～！"
Sub1_Rephy_2_6_15,"什麼！！！！"
Sub1_Rephy_2_6_16,"我我我！！我要先買！！我啊！！快點啦！！！！"
Sub1_Rephy_2_6_17,"好的～好的～請先排隊站好唷！"
Sub1_Rephy_2_6_18,"........................................................."
Sub1_Rephy_2_6_19,"...............救...救...我..........................."
Sub1_Rephy_2_6_20,"780...890...1300...OK！兩位都做得很好！"
Sub1_Rephy_2_6_21,"今天賣的賺了足足有十倍耶！嘿嘿～有長期打工的意願嗎？"
Sub1_Rephy_2_6_22,"...呵呵...我們現在還活著吧？"
Sub1_Rephy_2_6_23,"...是啊...歐叔的靈魂還沒到星光之橋呢..."
Sub1_Rephy_2_6_24,"我不抓不願意的人啦～！來，快收下吧！這是你們的辛苦工錢！"
Sub1_Rephy_2_6_25,"我們狐狸獸人算錢很精的。今天多虧你們，賺了好～多錢喔！"
Sub1_Rephy_2_6_26,"嗯～我要準備關店了...那位熟客怎麼還沒來呢...？"
Sub1_Rephy_2_6_27,"我還是再出去等等他好了～！你們兩位如果改變心意的話，無論何時都可以再連絡我喔！再見～！"
Sub1_Rephy_2_6_28,"咳...終於結束可以離開了！"
Sub1_Rephy_2_6_29,"我看看喔～！哇！這工錢很豐厚的樣子耶？"
Sub1_Rephy_2_6_30,"........................................................."
Sub1_Rephy_2_6_31,"嗯？樂皮，你怎麼啦？"
Sub1_Rephy_2_6_32,"...我...本來想做好我的第一個任務，當一個優秀的靈魂引渡者的..."
Sub1_Rephy_2_6_33,"可是到現在連賢者都沒有找到，聽說首都有賢者...但是都是一些奇怪的人類..."
Sub1_Rephy_2_6_34,"首都的賢者？如果是賢者的話...你是在說羅蘭嗎？"
Sub1_Rephy_2_6_35,"啊！！沒錯！！就是羅蘭！！！好像就是這名字啦！！！"
Sub1_Rephy_2_6_36,"像他這種人你怎麼來首都找呀？應該要去艾莉朵拉精靈森林才對呀～小不點！"
Sub1_Rephy_2_6_37,"所以首都沒有賢者嗎？那就直接前往艾莉朵拉就可以了吧～！"
Sub1_Rephy_2_6_38,"...靈鹿族都跟你一樣...無憂無慮的等級肯定都突破5了嗎？"
Sub1_Rephy_2_6_39,"啊？我不知道耶～但是村長常常說我的神經該繃緊點～"
Sub1_Rephy_2_6_40,"....................................村長大人真是辛苦了..."
Sub1_Rephy_2_6_41,"那個...不好意思，請問這間藥店已經關了嗎？"
Sub1_Rephy_2_6_42,"........................................................."
Sub1_Rephy_2_6_43,"羅蘭你怎麼會在這裡出現啊？！！"
Sub1_Rephy_2_6_44,"這人就是羅蘭嗎？！哇～～～！！首都有賢者！樂皮果然沒錯！！"
Sub1_Rephy_2_6_45,"你是歐迪？好久不見吶，過得還好嗎？我想買個毒所以才來這裡的呀。"
Sub1_Rephy_2_6_46,"這家店煉金術師煉製的毒在打魔族的時候很好用呢！"
Sub1_Rephy_2_6_47,"但是...你隔壁這位朋友是...靈鹿族吧。"
Sub1_Rephy_2_6_48,"嗯！我是樂皮！是靈魂引渡者！"
Sub1_Rephy_2_6_49,"是受到藍星女王祝福的賢者吶。可以直接見到你...是我精靈族賢者羅蘭的榮幸。"
Sub1_Rephy_2_6_50,"什麼！！這傢伙...是這麼一個了不起的人嗎？"
Sub1_Rephy_2_6_51,"嘿嘿！樂皮我呀～可是很帥氣的！賢者羅蘭，幽暗丘陵在哪裡呢？"
Sub1_Rephy_2_6_52,"我得趕緊用這燈指引迷失的靈魂吶！"
Sub1_Rephy_2_6_53,"...幽暗丘陵...在這個王國只剩下兩個地方了。"
Sub1_Rephy_2_6_54,"就是克盧雅平原與歐格利亞高山地。...但是這兩個地方是連星光也不會照入，相當暗黑的地方...可能會有魔族。"
Sub1_Rephy_2_6_55,"現在的幽暗丘陵不知道是否危險...這些都是未知的。"
Sub1_Rephy_2_6_56,"沒關係！樂皮馬上過去確認看看！從哪裡走比較近呢？"
Sub1_Rephy_2_6_57,"現在首都這邊離克盧雅平原比較近。"
Sub1_Rephy_2_6_58,"但是那邊也充斥著暗黑靈魂... 沒有幫助你的光之精靈。"
Sub1_Rephy_2_6_59,"樂皮很強的！！不管再怎麼黑，我也會用這燈火來指引的～"
Sub1_Rephy_2_6_60,"羅蘭...我以我的經驗告訴你吧...你完全拿這小傢伙沒轍的。"
