KEY,Korean
MENU_ARCHIVE,도감
ARCHIVE_SELECT,도감 선택
ARCHIVE_HERO,영웅 도감
ARCHIVE_HERO_DESC,"영웅의 프로필, 보이스 등 영웅에 대한 정보를 볼 수 있습니다."
ARCHIVE_MONSTER,몬스터 도감
ARCHIVE_MONSTER_DESC,"몬스터들에 대한 소개, 스킬 정보 등을 볼 수 있습니다."
ARCHIVE_ITEM,아이템 도감
ARCHIVE_ITEM_DESC,"전용무기, 유물 등 아이템에 대한 소개 및 정보 등을 볼 수 있습니다."
ARCHIVE_UNIQUE_WEAPON,전용 무기 도감
ARCHIVE_UNIQUE_WEAPON_DESC,"전용 무기에 대한 소개, 정보를 볼 수 있습니다."
ARCHIVE_ARTIFACT,유물 도감
ARCHIVE_ARTIFACT_DESC,"유물 아이템에 대한 소개, 정보를 볼 수 있습니다."
ARCHIVE_EQUIMENT,일반 장비 도감
ARCHIVE_EQUIMENT_DESC,"장비 아이템에 대한 소개, 정보를 볼 수 있습니다."
ARCHIVE_NORMAL_ITEM,일반 아이템 도감
ARCHIVE_NORMAL_TEM_DESC,"소모품 등 일반 아이템에 대한 소개, 정보를 볼 수 있습니다."
ARCHIVE_TREASURE,전용 보물 도감
ARCHIVE_TREASURE_DESC,"전용 보물에 대한 정보, 소개를 볼 수 있습니다."
ARCHIVE_COLLECT_RATE,수집률
ARCHIVE_PROFILE,프로필
ARCHIVE_HERO_SKILL_SHOW,스킬 특성 펼치기
ARCHIVE_HERO_SKILL_HIDE,스킬 특성 감추기
ARCHIVE_HERO_SKILL_SHOW2,스킬 특성 보기
ARCHIVE_TRANSCEND,초월
ARCHIVE_VOICE,보이스
ARCHIVE_ILLUST,일러스트
ARCHIVE_UI_HIDE,UI 숨기기
ARCHIVE_SHOW_ANI,동작 보기
ARCHIVE_HERO_NAME,이름
ARCHIVE_HERO_TITLE,타이틀
ARCHIVE_HERO_GENDER,성별
HERO_GENDER_MALE,남
HERO_GENDER_FEMALE,여
HERO_GENDER_PAVEL,남(+여)
HERO_GENDER_KARA,무성 (여성형)
HERO_GENDER_RAVRIL,여 (토끼는 남)
ARCHIVE_HERO_RACE,종족
ARCHIVE_HERO_AGE,나이
ARCHIVE_HERO_AGE_DESC,{1} 세
ARCHIVE_HERO_LENGTH,키
ARCHIVE_HERO_LENGTH_DESC,{1} CM
ARCHIVE_HERO_BIRTH,생일
ARCHIVE_HERO_BIRTH_DESC,{1}월 {2}일
ARCHIVE_HERO_CONSTELL,별자리
ARCHIVE_HERO_LIKE,좋아하는 것
ARCHIVE_HERO_UNLIKE,싫어하는 것
ARCHIVE_HERO_STORY,스토리
ARCHIVE_HERO_NOTHOLDING,보유하지 않은 영웅입니다.
ARCHIVE_CV_NAME,성우(CV)
