KEY,English
NEWBIE_ATTENDANCE_NAME_1_1,3 Star Mirianne
NEWBIE_ATTENDANCE_DESC_1_1,"Mirianne welcomes you. Continue your journey with 3 Star Mirianne!\n(If you already own the Hero, you will obtain 200 Unique Weapon Fragments instead.)"
NEWBIE_ATTENDANCE_NAME_1_2,"5,000,000 Gold"
NEWBIE_ATTENDANCE_DESC_1_2,Gold is used for item purchase and gear Enhancement.
NEWBIE_ATTENDANCE_NAME_2_1,Stamina Potion
NEWBIE_ATTENDANCE_DESC_2_1,Use Stamina Potion to charge Stamina required for Chapter battle and Raid.
NEWBIE_ATTENDANCE_NAME_2_2,Fragment of Justice
NEWBIE_ATTENDANCE_DESC_2_2,"Use Fragment of Justice to Awaken Knight, Warrior, and Priest Class heroes.\nGo to the Hall of Heroes for hero Awakening."
NEWBIE_ATTENDANCE_NAME_2_3,Fragment of Force
NEWBIE_ATTENDANCE_DESC_2_3,"Use Fragment of Force to Awaken Warrior, Archer, and Wizard Class heroes.\nGo to the Hall of Heroes for hero Awakening."
NEWBIE_ATTENDANCE_NAME_2_4,Fragment of Wisdom
NEWBIE_ATTENDANCE_DESC_2_4,"Use Fragment of Wisdom to Awaken Assassin, Mechanic, and Wizard Class heroes.\nGo to the Hall of Heroes for hero Awakening."
NEWBIE_ATTENDANCE_NAME_2_5,Fragment of Strategy
NEWBIE_ATTENDANCE_DESC_2_5,"Use Fragment of Strategy to Awaken Knight, Archer, and Mechanic Class heroes.\nGo to the Hall of Heroes for hero Awakening."
NEWBIE_ATTENDANCE_NAME_2_6,Fragment of Patience
NEWBIE_ATTENDANCE_DESC_2_6,"Use Fragment of Patience to Awaken Knight, Assassin, and Priest Class heroes.\nGo to the Hall of Heroes for hero Awakening."
NEWBIE_ATTENDANCE_NAME_2_7,Fragment of Harmony
NEWBIE_ATTENDANCE_DESC_2_7,"Use Fragment of Harmony to Awaken Archer, Wizard, and Priest Class heroes.\nGo to the Hall of Heroes for hero Awakening."
NEWBIE_ATTENDANCE_NAME_2_8,Fragment of Fortune
NEWBIE_ATTENDANCE_DESC_2_8,"Use Fragment of Fortune to Awaken Warrior, Assassin, and Mechanic Class heroes.\nGo to the Hall of Heroes for hero Awakening."
NEWBIE_ATTENDANCE_NAME_3_1,EXP Potion (X-Large)
NEWBIE_ATTENDANCE_DESC_3_1,Use EXP Potion to level up your heroes.
NEWBIE_ATTENDANCE_NAME_3_2,"5,000,000 Gold"
NEWBIE_ATTENDANCE_DESC_3_2,Gold is used for item purchase and gear Enhancement.
NEWBIE_ATTENDANCE_NAME_4_1,"5,000,000 Gold"
NEWBIE_ATTENDANCE_DESC_4_1,Gold is used for item purchase and gear Enhancement.
NEWBIE_ATTENDANCE_NAME_4_2,Fragment of Justice
NEWBIE_ATTENDANCE_DESC_4_2,"Use Fragment of Justice to Awaken Knight, Warrior, and Priest Class heroes.\nGo to the Hall of Heroes for hero Awakening."
NEWBIE_ATTENDANCE_NAME_4_3,Fragment of Force
NEWBIE_ATTENDANCE_DESC_4_3,"Use Fragment of Force to Awaken Warrior, Archer, and Wizard Class heroes.\nGo to the Hall of Heroes for hero Awakening."
NEWBIE_ATTENDANCE_NAME_4_4,Fragment of Wisdom
NEWBIE_ATTENDANCE_DESC_4_4,"Use Fragment of Wisdom to Awaken Assassin, Mechanic, and Wizard Class heroes.\nGo to the Hall of Heroes for hero Awakening."
NEWBIE_ATTENDANCE_NAME_4_5,Fragment of Strategy
NEWBIE_ATTENDANCE_DESC_4_5,"Use Fragment of Strategy to Awaken Knight, Archer, and Mechanic Class heroes.\nGo to the Hall of Heroes for hero Awakening."
NEWBIE_ATTENDANCE_NAME_4_6,Fragment of Patience
NEWBIE_ATTENDANCE_DESC_4_6,"Use Fragment of Patience to Awaken Knight, Assassin, and Priest Class heroes.\nGo to the Hall of Heroes for hero Awakening."
NEWBIE_ATTENDANCE_NAME_4_7,Fragment of Harmony
NEWBIE_ATTENDANCE_DESC_4_7,"Use Fragment of Harmony to Awaken Archer, Wizard, and Priest Class heroes.\nGo to the Hall of Heroes for hero Awakening."
NEWBIE_ATTENDANCE_NAME_4_8,Fragment of Fortune
NEWBIE_ATTENDANCE_DESC_4_8,"Use Fragment of Fortune to Awaken Warrior, Assassin, and Mechanic Class heroes.\nGo to the Hall of Heroes for hero Awakening."
NEWBIE_ATTENDANCE_NAME_5_1,T6 Legendary Swift Darkness Gear Ticket
NEWBIE_ATTENDANCE_DESC_5_1,You can obtain a T6 Legendary Swift Darkness Gear Box by selecting one of the following Hero types: Tank/Dealer/Support.\nThe T6 Legendary Swift Darkness Gear Box contains 4 types of T6 Legendary Swift Darkness Gear with optimal options for the selected type of Heroes.
NEWBIE_ATTENDANCE_NAME_5_2,EXP Potion (Deluxe)
NEWBIE_ATTENDANCE_DESC_5_2,Use EXP Potion to level up your heroes.
NEWBIE_ATTENDANCE_NAME_6_1,Mysterious Rune: Heroic
NEWBIE_ATTENDANCE_DESC_6_1,Equip Runes on your gear to make it more powerful.
NEWBIE_ATTENDANCE_NAME_6_2,Magic Powder
NEWBIE_ATTENDANCE_DESC_6_2,You can use Magic Powder to enhance the options of your gear and upgrade their tiers.
NEWBIE_ATTENDANCE_NAME_6_3,"10,000,000 Gold"
NEWBIE_ATTENDANCE_DESC_6_3,Gold is used for item purchase and gear Enhancement.
NEWBIE_ATTENDANCE_NAME_7_1,Costume Ticket(School Uniform)
NEWBIE_ATTENDANCE_DESC_7_1,You can view your hero in a different costume.
NEWBIE_ATTENDANCE_NAME_7_2,Essence of Justice
NEWBIE_ATTENDANCE_DESC_7_2,"Use Essence and Stone of Infinity on 5 Star Knight, Warrior, and Priest Class heroes to Transcend them.\nTranscend heroes can learn Transcend Perks.\nGo to the Hall of Heroes for hero Transcendence."
NEWBIE_ATTENDANCE_NAME_7_3,Essence of Force
NEWBIE_ATTENDANCE_DESC_7_3,"Use Essence and Stone of Infinity on 5 Star Warrior, Archer, and Wizard Class heroes to Transcend them.\nTranscend heroes can learn Transcend Perks.\nGo to the Hall of Heroes for hero Transcendence."
NEWBIE_ATTENDANCE_NAME_7_4,Essence of Wisdom
NEWBIE_ATTENDANCE_DESC_7_4,"Use Essence and Stone of Infinity on 5 Star Assassin, Mechanic, and Wizard Class heroes to Transcend them.\nTranscend heroes can learn Transcend Perks.\nGo to the Hall of Heroes for hero Transcendence."
NEWBIE_ATTENDANCE_NAME_7_5,Essence of Strategy
NEWBIE_ATTENDANCE_DESC_7_5,"Use Essence and Stone of Infinity on 5 Star Knight, Archer, and Mechanic Class heroes to Transcend them.\nTranscend heroes can learn Transcend Perks.\nGo to the Hall of Heroes for hero Transcendence."
NEWBIE_ATTENDANCE_NAME_7_6,Essence of Patience
NEWBIE_ATTENDANCE_DESC_7_6,"Use Essence and Stone of Infinity on 5 Star Knight, Assassin, and Priest Class heroes to Transcend them.\nTranscend heroes can learn Transcend Perks.\nGo to the Hall of Heroes for hero Transcendence."
NEWBIE_ATTENDANCE_NAME_7_7,Essence of Harmony
