KEY,German
E_C19_Nov_Aisha01_01,"Fräulein Aisha, alles Gute zum Geburtstag!"
E_C19_Nov_Aisha01_02,Ihr werdet immer schöner. Dagegen sieht mein Geschenk zu normal aus.
E_C19_Nov_Aisha01_03,Und der wunderbare und schöne Gartenpartyplatz ...
E_C19_Nov_Aisha01_04,Es passt gut zur Gnade der Daphnel-Familie.
E_C19_Nov_Aisha01_05,"Ich bin geschmeichelt. Vielen Dank, dass ihr gekommen sind."
E_C19_Nov_Aisha01_06,"Fräulein Aisha, schenkt Ihr mir diesen Tanz?"
E_C19_Nov_Aisha01_07,Danke. Aber andere Gäste warten.
E_C19_Nov_Aisha01_08,Würdet Ihr dann eine Weile mit mir spazieren gehen?
E_C19_Nov_Aisha01_09,"Ich kann nicht, da ich die Gäste empfangen muss."
E_C19_Nov_Aisha01_10,Aber danke für Euren freundlichen Vorschlag.
E_C19_Nov_Aisha01_11,"Ich kann mich kein bisschen ausruhen ... Deshalb habe ich gesagt, dass ich keine Geburtstagsfeier brauche."
E_C19_Nov_Aisha01_12,"Mein Vater bestand trotzdem immer darauf, eine große Geburtstagsfeier zu veranstalten ..."
E_C19_Nov_Aisha01_13,"Oh, Priscill..."
E_C19_Nov_Aisha01_14,"Hier seid Ihr gewesen, Fräulein Aisha! Alles Gute zum Geburtstag!"
E_C19_Nov_Aisha01_15,Danke. Es ist lange her.
E_C19_Nov_Aisha01_16,Seid Ihr überrascht? Es tut mir Leid. Ich war nur froh Euch zu sehen ...
E_C19_Nov_Aisha01_17,Es ist in Ordnung. Wie geht es Euch?
E_C19_Nov_Aisha01_18,"Ah ... Aber wirklich ... Die Person, von der ich beglückwünscht werden wollte, hat dies noch nicht getan ..."
E_C19_Nov_Aisha01_19,"Heute ist mein Geburtstag, also was soll das ..."
E_C19_Nov_Aisha01_20,"Ihr seht müde aus! Nun ja, bei der Anzahl an Menschen kann ich verstehen."
E_C19_Nov_Aisha01_21,"Es ist in Ordnung. Sie alle kamen, um mich zu feiern."
E_C19_Nov_Aisha01_22,Natürlich muss ich mich um sie kümmern.
E_C19_Nov_Aisha01_23,"Dieses Jahr wollte ich meinen Geburtstag ruhig verbringen, aber ..."
E_C19_Nov_Aisha01_24,"Ich kann es nicht ändern. Das ist das, was ich machen muss."
E_C19_Nov_Aisha01_25,"Sie dürfte zwar nervös sein, aber sie heißt Gäste willkommen."
E_C19_Nov_Aisha01_26,Sie ist ein wahres edles Fräulein.
E_C19_Nov_Aisha01_27,Entschuldigt! Könnt Ihr mir bitte kurz helfen?
E_C19_Nov_Aisha01_28,Natürlich!
E_C19_Nov_Aisha01_29,"Aber Priscilla, habt Ihr heute Fräulein Aisha gratuliert?"
E_C19_Nov_Aisha01_30,Noch nicht. Sie ist beschäftigt und ich ...
E_C19_Nov_Aisha01_31,Stimmt ... Man kann halt nichts dagegen tun. Sie wird es schon verstehen.
E_C19_Nov_Aisha01_32,Ich hoffe es ...
