KEY,German
ITEM_TYPE.EQUIP,Ausrüstung
ITEM_TYPE.PACKAGE,Paket
ITEM_TYPE.ENCHANT,Verzauberung
EQUIP_PART_TYPE.WEAPON,Waffe
EQUIP_PART_TYPE.ARMOR,Rüstung
EQUIP_PART_TYPE.ACCESSORY,Schmuck
EQUIP_PART_TYPE.SECOND_GEAR,Sekundärausr.
EQUIP_PART_TYPE.ORB,Kugel
EQUIP_PART_TYPE.ARTIFACT,Artefakt
EQUIP_PART_TYPE.ENHANCE_STONE,Magischer Kristall
EQUIP_PART_TYPE.TREASURE,Schatz
STAT_TYPE.MAX_HP,Max. TP
STAT_TYPE.PHYSICAL_ATTACK,ANG
STAT_TYPE.MAGICAL_ATTACK,ANG
STAT_TYPE.PHYSICAL_DEFENSE,Körp. VERT
STAT_TYPE.MAGICAL_DEFENSE,Mag. VERT
STAT_TYPE.ADD_MAX_HP_R,Max. TP
STAT_TYPE.ADD_PHYSICAL_ATTACK_R,ANG
STAT_TYPE.ADD_MAGICAL_ATTACK_R,ANG
STAT_TYPE.ADD_PHYSICAL_DEFENSE_R,Körp. VERT
STAT_TYPE.ADD_MAGICAL_DEFENSE_R,Mag. VERT
STAT_TYPE.PHYSICAL_CRITICAL_CHANCE,Krit. Chance 
STAT_TYPE.PHYSICAL_CRITICAL_POWER,Krit. Schaden
STAT_TYPE.PHYSICAL_DODGE_CHANCE,Körp. Ausweichen
STAT_TYPE.PHYSICAL_BLOCK_CHANCE,Körp. Blockchance
STAT_TYPE.PHYSICAL_BLOCK_POWER,Körp. Block-VERT
STAT_TYPE.PHYSICAL_HIT_CHANCE,PRÄZ
STAT_TYPE.PHYSICAL_PIERCE_POWER,VERT-Durchdr.
STAT_TYPE.MAGICAL_CRITICAL_CHANCE,Krit. Chance
STAT_TYPE.MAGICAL_CRITICAL_POWER,Krit. Schaden
STAT_TYPE.MAGICAL_DODGE_CHANCE,Mag. Ausweichen
STAT_TYPE.MAGICAL_BLOCK_CHANCE,Mag. Blockchance
STAT_TYPE.MAGICAL_BLOCK_POWER,Mag. Block VERT
STAT_TYPE.MAGICAL_HIT_CHANCE,PRÄZ.
STAT_TYPE.MAGICAL_PIERCE_POWER,Durchdringung
STAT_TYPE.HEAL_POWER,Heilung
STAT_TYPE.RECOVER_POWER,Erholung
STAT_TYPE.ANTI_CC_CHANCE,CC-WDST.
STAT_TYPE.HIT_CC_CHANCE,CC-PRÄZ.
STAT_TYPE.ANTI_DEBUFF_CHANCE,Debuff-WDST.
STAT_TYPE.PHYSICAL_WEAKNESS,Körp. Schwächung
STAT_TYPE.PHYSICAL_TOUGHNESS,Körp. Stärkung
STAT_TYPE.MAGICAL_WEAKNESS,Mag. Schwächung
STAT_TYPE.MAGICAL_TOUGHNESS,Mag. Stärkung
STAT_TYPE.HP_STEAL_POWER,Lebensraub
STAT_TYPE.HP_ON_DAMAGE,TP-Reg./Schaden 
STAT_TYPE.HP_ON_ATTACK,TP-Reg./ANG 
STAT_TYPE.HP_ON_KILL,TP-Reg./Tötung
STAT_TYPE.HP_ON_WAVE,TP-Reg./Welle
STAT_TYPE.HP_ON_SECOND,TP-Reg./Sek.
STAT_TYPE.HP_RATIO_ON_DAMAGE,TP-Reg./Schaden
STAT_TYPE.HP_RATIO_ON_ATTACK,TP-Reg./ANG 
STAT_TYPE.HP_RATIO_ON_KILL,TP-Reg./Tötung
STAT_TYPE.HP_RATIO_ON_WAVE,TP-Reg./Welle
STAT_TYPE.HP_RATIO_ON_SECOND,TP-Reg./Sek.
STAT_TYPE.MAX_MP,Max. TP
STAT_TYPE.MP_ON_DAMAGE,MP-Reg./Schaden
STAT_TYPE.MP_ON_ATTACK,MP-Reg./ANG
STAT_TYPE.MP_ON_KILL,MP-Reg./Tötung
STAT_TYPE.MP_ON_WAVE,MP-Reg./Welle
STAT_TYPE.MP_ON_SECOND,MP-Reg./Sek.
STAT_TYPE.ATTACK_SPEED,ANG-GESCHW.
STAT_TYPE.MOVE_SPEED_MMS,Bewegungs-GESCHW.
STAT_TYPE.PHYSICAL_CRITICAL_DODGE_CHANCE,Körp. Krit. WDST 
STAT_TYPE.MAGICAL_CRITICAL_DODGE_CHANCE,Mag. Krit. WDST 
STAT_TYPE.HP,Derz. TP
STAT_TYPE.CCACCURACY,CC-PRÄZ.
STAT_TEAMLEVEL,Team Lv.
STAT_TEAMEXP,Team EP
STAT_VIPLEVEL,VIP Lv.
STAT_VIPEXP,VIP EP
STAT_LEVEL,Lv.
STAT_EXP,EP
STAT_STAR,Sterne
STAT_GRADE,Rang
STAT_TYPE.ADD_MP_ON_DAMAGE_R,MP-Reg./Schaden
STAT_TYPE.ADD_MP_ON_ATTACK_R,MP-Reg./ANG
STAT_TYPE.ADD_MP_ON_TIME_R,MP-Reg./Sek.
EQUIP_SORT_TYPE.STAR_UP,Anzahl d. Sterne (+)
EQUIP_SORT_TYPE.STAR_DOWN,Anzahl d. Sterne (-)
EQUIP_SORT_TYPE.LEVEL_UP,Verstärkungs-Lv. (+)
EQUIP_SORT_TYPE.LEVEL_DOWN,Verstärkungs-Lv. (-)
EQUIP_SORT_TYPE.GRADE_UP,Rang (+)
EQUIP_SORT_TYPE.GRADE_DOWN,Rang (-)
ITEM_SORT_TYPE.GRADE_UP,Rang (+)
ITEM_SORT_TYPE.GRADE_DOWN,Rang (-)
ITEM_SORT_TYPE.LEVEL_UP,Nach Level (+)
ITEM_SORT_TYPE.LEVEL_DOWN,Nach Level (-)
MATCH_TIER_TYPE.BRONZE,Bronze
MATCH_TIER_TYPE.SILVER,Silber
MATCH_TIER_TYPE.GOLD,Gold
MATCH_TIER_TYPE.PLATINUM,Platin
MATCH_TIER_TYPE.DIAMOND,Diamant
MATCH_TIER_TYPE.MASTER,Meister
MATCH_TIER_TYPE.ROYAL_MASTER,Königlicher Meister
MATCH_TIER_TYPE.CHALLENGER,Herausforderer
MATCH_TIER_TYPE.CHAMPION,Champion
OPERATION_TYPE.MOD_POWER_R,ANG
OPERATION_TYPE.MOD_PHYSICAL_POWER,Körp. ANG
OPERATION_TYPE.MOD_PHYSICAL_POWER_R,Körp. ANG
OPERATION_TYPE.MOD_MAGICAL_POWER,Mag. ANG
OPERATION_TYPE.MOD_MAGICAL_POWER_R,Mag. ANG
OPERATION_TYPE.MOD_MAX_HP,Max. TP
OPERATION_TYPE.MOD_MAX_HP_R,Max. TP
OPERATION_TYPE.MOD_PHYSICAL_DEFENCE,Körp. VERT
OPERATION_TYPE.MOD_PHYSICAL_DEFENCE_R,Körp. VERT
OPERATION_TYPE.MOD_MAGICAL_DEFENCE,Mag. VERT
OPERATION_TYPE.MOD_MAGICAL_DEFENCE_R,Mag. VERT
OPERATION_TYPE.MOD_DEFENCE_R,Alle VERT
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_CHANCE,Körp. Krit. Chance
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_CHANCE,Mag. Krit. Chance
OPERATION_TYPE.MOD_CRITICAL_CHANCE,Krit. Chance
OPERATION_TYPE.MOD_PHYSICAL_DODGE_CHANCE,Körp. Ausweichen
OPERATION_TYPE.MOD_MAGICAL_DODGE_CHANCE,Mag. Ausweichen
OPERATION_TYPE.MOD_DODGE_CHANCE,Ausweichen
OPERATION_TYPE.MOD_PHYSICAL_BLOCK_CHANCE,Körp. Blockchance
OPERATION_TYPE.MOD_MAGICAL_BLOCK_CHANCE,Mag. Blockchance
OPERATION_TYPE.MOD_BLOCK_CHANCE,Blockchance
OPERATION_TYPE.MOD_PHYSICAL_PIERCE_POWER,Körp. VERT-Durchdr.
OPERATION_TYPE.MOD_MAGICAL_PIERCE_POWER,Mag. VERT-Durchdr.
OPERATION_TYPE.MOD_PIERCE_POWER,VERT-Durchdr.
OPERATION_TYPE.MOD_PHYSICAL_HIT_CHANCE,Körp. PRÄZ
OPERATION_TYPE.MOD_MAGICAL_HIT_CHANCE,Mag. PRÄZ
OPERATION_TYPE.MOD_HIT_CHANCE,PRÄZ.
OPERATION_TYPE.MOD_HP_STEAL_POWER,Lebensraub
OPERATION_TYPE.MOD_ANTI_CC_CHANCE,CC-WDST.
OPERATION_TYPE.MOD_HEAL_POWER,Heilung
OPERATION_TYPE.MOD_RECOVER_POWER,Erholung
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_POWER,Körp. Krit. Schaden
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_POWER,Mag. Krit. Schaden
OPERATION_TYPE.MOD_CRITICAL_POWER,Krit. Schaden
OPERATION_TYPE.MOD_ATTACK_SPEED,ANG-GESCHW.
OPERATION_TYPE.MOD_ATTACK_SPEED_R,ANG-GESCHW.
OPERATION_TYPE.MOD_MP_ON_KILL,MP-Reg./Tötung
OPERATION_TYPE.MOD_HP_RATIO_ON_WAVE,TP-Reg./Welle 
OPERATION_TYPE.MOD_MP_ON_WAVE,MP-Reg./Welle 
OPERATION_TYPE.MOD_PHYSICAL_WEAKNESS,Körp. Schwäche
OPERATION_TYPE.MOD_PHYSICAL_TOUGHNESS,Körp. Stärke
OPERATION_TYPE.MOD_MAGICAL_WEAKNESS,Mag. Schwäche
OPERATION_TYPE.MOD_MAGICAL_TOUGHNESS,Mag. Stärke
OPERATION_TYPE.MOD_TOUGHNESS,Robust
OPERATION_TYPE.MOD_MP_ON_ATTACK_R,MP-Reg./ANG
OPERATION_TYPE.MOD_MP_ON_TIME_R,MP-Reg./Sek.
OPERATION_TYPE.MOD_CRITICAL_DODGE_CHANCE,Krit. WDST
OPERATION_TYPE.MOD_PHYSICAL_CRITICAL_DODGE_CHANCE,Körp. Krit. WDST
OPERATION_TYPE.MOD_MAGICAL_CRITICAL_DODGE_CHANCE,Mag. Krit. WDST
OPERATION_TYPE.MOD_MP_ON_DAMAGE_R,MP-Reg./Schaden 
