KEY,Vietnamese
Sub1_Crow_1_1_1,Vậy hãy bắt đầu lại tất cả.
Sub1_Crow_1_1_2,Chúng ta sẽ chỉ phải thực hiện một nhiệm vụ thường nhật.
Sub1_Crow_1_2_1,"Chào, ông già!"
Sub1_Crow_1_2_2,Đồng phục của anh đâu rồi?
Sub1_Crow_1_2_3,Ta thích như thế này. Nó thoải mái hơn nhiều.
Sub1_Crow_1_2_4,"Chà, vậy cũng được."
Sub1_Crow_1_2_5,Tôi đoán là anh đã biết nhiệm vụ hôm nay là gì.
Sub1_Crow_1_2_6,"Vẫn như mọi khi, nếu mục tiêu là một người, chúng ta sẽ giết kẻ đó và nếu là một đồ vật, chúng ta sẽ đánh cắp nó, phải không?"
Sub1_Crow_1_2_7,...
Sub1_Crow_1_2_8,"Ồ, anh nói lạnh lùng quá."
Sub1_Crow_1_2_9,Anh đã biết là nhiệm vụ sẽ bắt đầu sau 10 phút nữa.
Sub1_Crow_1_2_10,Có thể anh sẽ muốn kiểm tra nhiệm vụ trước khi chúng ta bắt đầu công việc.
Sub1_Crow_1_2_11,"Anh lúc nào cũng quá nghiêm túc! Tất cả những gì chúng ta cần làm là bắn, lăn, bắn lại, sau đó rời khỏi vị trí."
Sub1_Crow_1_2_12,...
Sub1_Crow_1_2_13,Nhiệm vụ đã nhận lúc 23:10.
Sub1_Crow_1_2_14,"Người nhận: một là Thủ lĩnh Đơn vị Chó săn, hai là Trung úy Mitra."
Sub1_Crow_1_2_15,Nhiệm vụ bắt đầu lúc 23:00. ETA đến đích: 24:00. Lấy mục tiêu tại Điểm 3 và đưa tới đơn vị vận chuyển lúc 01:10.
Sub1_Crow_1_2_16,"Trong trường hợp thất bại, hãy quay về điểm đầu tiên lúc 00:40 và đợi chỉ thị khác."
Sub1_Crow_1_2_17,Rõ.
Sub1_Crow_1_2_18,Chiến thôi.
Sub1_Crow_1_3_1,"Xem này, chúng ta đang làm tất cả những nhiệm vụ nguy hiểm này cho họ, mạo hiểm tính mạng của chúng ta."
Sub1_Crow_1_3_2,Chúng ta luôn phải thực hiện công việc xấu xa của họ trong bóng tối. Sao họ chưa bao giờ tỏ lòng biết ơn nhỉ?
Sub1_Crow_1_3_3,"Không phải tôi kêu ca gì, nhưng thực sự chúng ta đang làm tất cả những việc xấu xa."
Sub1_Crow_1_3_4,...
Sub1_Crow_1_3_5,"Chà, tôi sẽ bắn bao nhiêu người tùy thích..."
Sub1_Crow_1_3_6,"Thực sự, tôi đoán nó là một sự đền bù."
Sub1_Crow_1_3_7,"Khi anh nói chuyện với Jacks, anh bắt đầu nhận ra những điều khác ngoài chiến đấu."
Sub1_Crow_1_3_8,"Đúng, đó là điều mà tôi sẽ không bao giờ muốn phàn nàn. Thật kỳ lạ."
Sub1_Crow_1_3_9,Gã đó khá là kỳ lạ. Anh ta không bao giờ thấy chán với việc gọi tôi đến và trò chuyện mọi lúc.
Sub1_Crow_1_3_10,Anh ta nói việc đó là để kiểm soát bất kỳ PTSD nào sau chiến dịch.
Sub1_Crow_1_3_11,Pansirone chưa từng đề cập tới điều ấy.
Sub1_Crow_1_3_12,Đó là vì cô ấy luôn chạy trốn khỏi anh ta! Dường như Jacks cũng đã từ bỏ theo đuổi cô ấy rồi.
Sub1_Crow_1_3_13,"Giờ thì anh đã đề cập đến, vậy nên hãy dừng việc phái tôi đi làm nhiệm vụ tới thằng nhóc đó đi."
Sub1_Crow_1_3_14,"Lần trước, gã kỳ cục đó đã nổi điên và tìm cách giết mọi người! Kể cả đồng minh của chúng ta!"
Sub1_Crow_1_3_15,"Thôi nào, kể từ khi nào anh lại quan tâm đến đồng minh thế?"
Sub1_Crow_1_3_16,"Chà, tôi không quan tâm. Tôi chỉ quan tâm tính mạng của mình và đó mới là vấn đề."
Sub1_Crow_1_3_17,Hừm...
Sub1_Crow_1_3_18,"Vậy thì, tôi sẽ phái anh đi cùng Kibera..."
Sub1_Crow_1_3_19,"Không, không, tôi thích Pansirone. Thực sự thích!"
Sub1_Crow_1_3_20,"Hoặc, tôi chỉ có thể đi cùng với ông thôi, ông già, như bây giờ vậy."
Sub1_Crow_1_3_21,Kỳ lạ...
Sub1_Crow_1_3_22,"Binh lính thông thường không phù hợp tham gia một chiến dịch như thế này, nhưng thật lạ khi họ phái chúng ta đi."
Sub1_Crow_1_3_23,"Chà, điều đó không tốt sao? Hai kẻ cướp có vũ trang tham gia nhiệm vụ như thế này. À, nói về điều đó..."
Sub1_Crow_1_3_24,...
Sub1_Crow_1_3_25,"Ông có nghe không vậy? Này, ông già?"
Sub1_Crow_1_3_26,Nó đang tới.
Sub1_Crow_1_3_27,"Xì, thật là phiền phức."
Sub1_Crow_1_4_1,Đang xác định mục tiêu...
Sub1_Crow_1_4_2,Đã xác minh mục tiêu.
