KEY,ChineseTraditional
E_C19_September_Gau01_01,哦？雅妮，妳在這做什麼呢？
E_C19_September_Gau01_02,準備驚喜派對～\n到晚上客人會變很多的。
E_C19_September_Gau01_03,咦？今天是什麼日子嗎？
E_C19_September_Gau01_04,嗯，是高爾的生日。
E_C19_September_Gau01_05,哦哦…今天是叔叔的生日嗎？！
E_C19_September_Gau01_06,之前一起喝酒的時候，有聽高爾提過。
E_C19_September_Gau01_07,我連這個都不知道，還找叔叔比賽覆盆子誰摘得多…
E_C19_September_Gau01_08,嗯…所以剛剛是因為我不知道他生日才那樣鬧脾氣嗎？
E_C19_September_Gau01_09,他看起來心情不太好嗎？
E_C19_September_Gau01_10,他不太搭理我，而且整個上午看起來都悶悶不樂的。
E_C19_September_Gau01_11,難道真的是因為自責嗎？
E_C19_September_Gau01_12,嗯？在生日當天會有什麼事呢？
E_C19_September_Gau01_13,他說他曾經在生日時大鬧，導致族人受了嚴重的傷，這件事讓他一直耿耿於懷。
E_C19_September_Gau01_14,看來是想起那件事了吧。
E_C19_September_Gau01_15,那個像熊一樣憨厚的叔叔會做那種事？？？！！
E_C19_September_Gau01_16,連麻雀都不敢碰的叔叔怎麼會…
E_C19_September_Gau01_17,啊，羅迪娜妳可能不知道，
E_C19_September_Gau01_18,雖然高爾現在看起來像個心地善良的鬍子大叔，
E_C19_September_Gau01_19,但他以前可是野蠻人王國最凶惡的戰士，可說是惡名昭彰。
E_C19_September_Gau01_20,呃啊啊啊，怎麼可能！
E_C19_September_Gau01_21,在我小時候他就很有名了。
E_C19_September_Gau01_22,只要有拿著雙手斧的野蠻人經過，所有居民都會把門鎖緊。
E_C19_September_Gau01_23,叔叔竟然是…怎麼可能。
E_C19_September_Gau01_24,那麼之前建造孤兒院的事也是…
E_C19_September_Gau01_25,嗯…可能是想要藉此洗去自己的過錯吧？
E_C19_September_Gau01_26,我原本以為高爾叔叔只是個豪爽的大叔而已…
E_C19_September_Gau01_27,沒想到他心裡的包袱這麼重…
