KEY,"Spanish"
CONVERSATION_TU_144,"Vamos a echar un vistazo dentro! Espero que no haya demonios."
CONVERSATION_TU_163,"Jaja. Eso fue muy duro ..."
CONVERSATION_TU_164,"¡Felicidades Kasel! Has superado la prueba."
CONVERSATION_TU_165,"Has ganado la batalla contra tu yo corrupto."
CONVERSATION_TU_166,"Gracias, Hillia."
CONVERSATION_TU_167,"Pero, este no es el final."
CONVERSATION_TU_168,"Deberías haber recuperado un Cristal de Tinieblas de tu yo corrupto."
CONVERSATION_TU_169,"¿Quieres decir esto?"
CONVERSATION_TU_170,"Sí. Llévalo al Cuarto de Purificación para purificarla. Entonces puedes desatar tus verdaderos poderes con ella."
CONVERSATION_TU_171,"Asombroso. ¡Siento que estoy lleno de energía!"
CONVERSATION_TU_172,"Bien hecho. Has crecido mucho superando estas pruebas."
CONVERSATION_TU_173,"No te olvides de esta lección, y dedícate a superar cualquier dificultad en el futuro."
CONVERSATION_TU_174,"Gracias, Hillia. Lo recordare."
CONVERSATION_238,"¿Qué ... qué eres?"
CONVERSATION_239,"¿Y tú por qué eres tan fuerte-ak?"
CONVERSATION_240,"¿Dónde está mi hermano?"
CONVERSATION_241,"¿Tu hermano? ¿Porque me preguntas?"
CONVERSATION_242,"¡Cálmate, Kasel!"
CONVERSATION_243,"Relajate"
CONVERSATION_244,"Sólo tomaras malas decisiones."
CONVERSATION_245,"Whew... whew..."
CONVERSATION_246,"En fin..."
CONVERSATION_247,"Estas son todas bombas?"
CONVERSATION_248,"Bombas ¡Estoy orgulloso!"
CONVERSATION_249,"¡Mi capitan felicitar!"
CONVERSATION_250,"¡Yo destruir arbol!"
CONVERSATION_251,"¿Capitán? ¿Árbol? ¿Te refieres al Árbol del Mundo?"
CONVERSATION_252,"Yo decir mal!"
CONVERSATION_253,"Tarokki en problemas!"
CONVERSATION_254,"Árbol del mundo?"
CONVERSATION_255,"Boom, vibraciones"
CONVERSATION_256,"Drat!"
CONVERSATION_257,"¡Viene del Arbol del Mundo!"
CONVERSATION_258,"Kasel, Kasel!"
CONVERSATION_259,"¡Espera!"
CONVERSATION_260,"¡Tontos!"
CONVERSATION_261,"Respira. Roi, encargate de ello y síguenos!"
CONVERSATION_262,"¡Corre Tarokki!"
CONVERSATION_263,"Se ha ido ... bueno, no debería causar demasiados problemas."
CONVERSATION_264,"Está corriendo con una bomba en llamas."
CONVERSATION_272,"Resiste ahi. ¡Voy a ayudarte!"
CONVERSATION_273,"¡Oh mi! No recuerdo haber invitado a un niño caballero"
CONVERSATION_274,"Kasel!"
CONVERSATION_286,"Esto no está sucediendo ..."
CONVERSATION_287,"¡Voy a salvar a mi hermano!"
CONVERSATION_290,"Oh no..."
CONVERSATION_291,"Caray! Kasel!"
CONVERSATION_292,"¡Apártate de mí, demonio!"
CONVERSATION_293,"¡No puedo dejar que hagas eso!"
CONVERSATION_294,"Vamos a luchar justo!"
CONVERSATION_295,"Jajaja."
CONVERSATION_306,"Ahora, prepárate para morir."
CONVERSATION_307,"Maldición, ¿es esto?"
CONVERSATION_308,"Ni siquiera pude rescatar a mi hermano."
CONVERSATION_309,"Frey,"
CONVERSATION_310,"Señorita Cleo,"
CONVERSATION_311,"Roi ..."
CONVERSATION_312,"¿Vamos a morir aquí?"
CONVERSATION_313,"Debería haber sido más cuidadoso."
CONVERSATION_314,"Pero ... llegué hasta aquí"
CONVERSATION_315,"con la ayuda de todos ..."
CONVERSATION_316,"No puedo simplemente rendirme así."
CONVERSATION_317,"Frey,"
CONVERSATION_318,"Clause,"
CONVERSATION_319,"Señorita Cleo,"
CONVERSATION_320,"Roi ... No puedo dejarlos."
CONVERSATION_321,"No voy a ser una vergüenza para mi hermano!"
CONVERSATION_322,"No puedo morir así. ¡Tengo que salvar a mi hermano y a Frey!"
CONVERSATION_323,"Arrrrrrrrrrgh!"
CONVERSATION_324,"Habilidad de lanzamiento No. 3"
CONVERSATION_325,"Esto es...!"
CONVERSATION_326,"Los mantendré a salvo."
CONVERSATION_327,"Frey,"
CONVERSATION_328,"¡Cleo, Roi!"
CONVERSATION_329,"¡Los mantendré a salvo!"
CONVERSATION_330,"¡Aquí vengo, bruja!"
CONVERSATION_343,"Pero sólo espera y verás. Un día tomaré tu espada."
CONVERSATION_346,"¿Qué?"
CONVERSATION_348,"Argh ... espera!"
CONVERSATION_349,"¿Cómo sabe el demonio acerca de mi madre ...?"
CONVERSATION_1453,"Ew, algo se está pudriendo."
CONVERSATION_1454,"Es lo peor que cualquier cosa que he experimentado antes ..."
CONVERSATION_1455,"Bueno, huelo algo. No huele a magia."
CONVERSATION_1456,"Estamos hablando de magia corrupta."
CONVERSATION_1457,"Bueno, también esta ese olor."
CONVERSATION_1458,"Solía ​​haber principados en esta región."
CONVERSATION_1459,"Entonces se convirtió en un campo de batalla contra el Señor Dar."
CONVERSATION_1460,"Cuando esa batalla fue ganada, la humanidad fue capaz de cambiar la marea en su favor."
CONVERSATION_1461,"Pero toda la región estaba completamente arruinada."
CONVERSATION_1462,"Los Muertos Vivientes todavía son comunes aquí."
CONVERSATION_1463,"Esto significa que podemos quedarnos aquí."
CONVERSATION_1464,"No puedes matarlos. Sólo siguen viniendo."
CONVERSATION_1465,"Tenemos que pasar a traves de ellos y hacerlo rápido."
CONVERSATION_1466,"No te preocupes. ¡No soy estúpido!"
CONVERSATION_1467,"Encontraremos a Phillop y saldrás de aquí."
CONVERSATION_1468,"Así debe ser la peste oscura."
CONVERSATION_1469,"Casi puedo sentir el dolor de la mirada."
CONVERSATION_1470,"Mientras que los seres humanos son inmunes, es mortal para los animales."
CONVERSATION_1471,"El dolor los vuelve locos y los hace atacar todo."
CONVERSATION_1472,"¿Hay una cura?"
CONVERSATION_1473,"Nada concreto todavía."
CONVERSATION_1474,"Todavía estamos trabajando en ello. No hay tratamiento por ahora."
CONVERSATION_1475,"Supongo que así es. Vamos a hacerlo rápido!"
CONVERSATION_1476,"Wow, eso fue duro."
CONVERSATION_1477,"Se estaba destruyendo a sí misma. Demasiado para seguir ..."
CONVERSATION_1478,"Pobre cosa."
CONVERSATION_1479,"Los estudios sugieren que nada puede mantenerse sano en ese dolor."
CONVERSATION_1480,"Sería una misericordia terminar con la miseria."
CONVERSATION_1481,"Sí. Una misericordia."
CONVERSATION_1482,"Es demasiado triste."
CONVERSATION_1483,"Hey Mira. Los Muertos Vivientes."
CONVERSATION_1484,"Antes eran guerreros orgullosos."
CONVERSATION_1485,"Ahora todo menos el impulso de luchar se pierde."
