KEY,English
E_C19_July_Maria01_1,"So, you're really sure this is going to work?"
E_C19_July_Maria01_2,*Giggle* Of course. Whatever you have planned will work out just fine.
E_C19_July_Maria01_3,"She's also important and special to me, too, you know."
E_C19_July_Maria01_4,"I wouldn't play the fool with someone like you, who is her right-hand."
E_C19_July_Maria01_5,......
E_C19_July_Maria01_6,"I'm still a little curious, though. Why won't you be celebrating with her?"
E_C19_July_Maria01_7,I am a Draconic who butchered and consumed the Holy Dragon Oricana.
E_C19_July_Maria01_8,I'm in no position to celebrate the birth of someone so noble.
E_C19_July_Maria01_9,"*Giggle* You really think that way? Why, aren't you adorable."
E_C19_July_Maria01_10,Shut up.
E_C19_July_Maria01_11,My business with you is done. I paid the price for what I need. Now leave.
E_C19_July_Maria01_12,*Giggle* How in the world could I leave now?
E_C19_July_Maria01_13,The fun part begins now~!
E_C19_July_Maria01_14,"Where have you been, Morrah? I've been looking everywhere for you."
E_C19_July_Maria01_15,My apologies. I was just on my way to bring you a present.
E_C19_July_Maria01_16,A present?
E_C19_July_Maria01_17,I hope you'll like this.
E_C19_July_Maria01_18,Ugh...!
E_C19_July_Maria01_19,Wait! What is this?
E_C19_July_Maria01_20,"Morrah, stop!"
E_C19_July_Maria01_21,Maria...
E_C19_July_Maria01_22,Who are you...?
E_C19_July_Maria01_23,"It's me, Oricana."
E_C19_July_Maria01_24,With the help from your friend
E_C19_July_Maria01_25,"and the being that holds my spirit,"
E_C19_July_Maria01_26,I'm able to have a little time with you.
E_C19_July_Maria01_27,Oricana...
E_C19_July_Maria01_28,Happy birthday to you.
E_C19_July_Maria01_29,I'm glad I can say it to you in person.
E_C19_July_Maria01_30,"Thank you, Oricana."
E_C19_July_Maria01_31,"Then, smile. I want to see your smile."
E_C19_July_Maria01_32,"I'll be watching over you on your journey,"
E_C19_July_Maria01_33,waiting to see the day you'll finally find your happiness.
E_C19_July_Maria01_34,Oricana! Please stay!
E_C19_July_Maria01_35,Ah...!
E_C19_July_Maria01_36,You're...
E_C19_July_Maria01_37,Urgh...
E_C19_July_Maria01_38,My head is killing me. Where's Maria?
E_C19_July_Maria01_39,"Maria, are you okay?"
E_C19_July_Maria01_40,"So, how'd you like what I prepared for you?"
E_C19_July_Maria01_41,......
E_C19_July_Maria01_42,Maria...?
E_C19_July_Maria01_43,Morrah.
E_C19_July_Maria01_44,I won't say I hated your present.
E_C19_July_Maria01_45,"I was able to talk to Oricana. It was short, but I was happy."
E_C19_July_Maria01_46,Maria...!
E_C19_July_Maria01_47,Let me finish.
E_C19_July_Maria01_48,"What you did was too dangerous!! You forced Oricana's consciousness to emerge, didn't you?"
E_C19_July_Maria01_49,And I have a pretty good idea who was behind this.
E_C19_July_Maria01_50,"You could have destroyed your own consciousness! Now, did I order you take such a risk for my present?"
E_C19_July_Maria01_51,I-I'm sorry!
E_C19_July_Maria01_52,I thought Oricana being here would mean more to you on your special day.
E_C19_July_Maria01_53,"I didn't think it through. I'm sorry, Maria."
E_C19_July_Maria01_54,...It's okay for you to be the one that gives me presents.
E_C19_July_Maria01_55,Pardon?
E_C19_July_Maria01_56,I'd like it just as much if it were you that celebrates or gives me presents on my birthday.
E_C19_July_Maria01_57,"You're the one that's looking after me now, not Oricana."
E_C19_July_Maria01_58,Maria...
E_C19_July_Maria01_59,"So, I forbid you to do something so dangerous in the future. Understood?"
E_C19_July_Maria01_60,I never want to see you hurt yourself.
E_C19_July_Maria01_61,I will take your kind words to heart. And...
E_C19_July_Maria01_62,"Happy birthday to you, Maria!"
E_C19_Jul_Ophelia01_01,Where is Brother Esker...?
E_C19_Jul_Ophelia01_02,"Everyone is busy with the preparations, but he disappeared again!"
E_C19_Jul_Ophelia01_03,"Ophelia, here!"
E_C19_Jul_Ophelia01_04,Esker!
E_C19_Jul_Ophelia01_05,Did Lonian send you to find me?
E_C19_Jul_Ophelia01_06,He asked you to come back quickly
E_C19_Jul_Ophelia01_07,since we can't practice without you.
E_C19_Jul_Ophelia01_08,"Alright, alright. Come on here."
E_C19_Jul_Ophelia01_09,Eh? We have to go back!
E_C19_Jul_Ophelia01_10,Come on~!
E_C19_Jul_Ophelia01_11,*Sigh*... How far are we going?
E_C19_Jul_Ophelia01_12,"I think we are now too far from the troupe. You know the way back, right?"
E_C19_Jul_Ophelia01_13,Just hold on.
E_C19_Jul_Ophelia01_14,"Oh, there it is!"
E_C19_Jul_Ophelia01_15,Why are we here...?
E_C19_Jul_Ophelia01_16,Agh!
E_C19_Jul_Ophelia01_17,That's a golem!
E_C19_Jul_Ophelia01_18,Let's go back quickly before it sees us...
E_C19_Jul_Ophelia01_19,Eh? We came here for that. Why would we go back?
E_C19_Jul_Ophelia01_20,"Wait, we're here for the golem? Why?"
E_C19_Jul_Ophelia01_21,Esker... What are you planning to do this time...?
E_C19_Jul_Ophelia01_22,"Haha, nothing special."
E_C19_Jul_Ophelia01_23,I will give you something special if you defeat it.
E_C19_Jul_Ophelia01_24,"Cheers! Go, Ophelia."
E_C19_Jul_Ophelia01_25,E-Esker! Brother! Don't leave me alone!
E_C19_Jul_Ophelia01_26,…
E_C19_Jul_Ophelia01_27,"H-hello, Mr. Golem?"
E_C19_Jul_Ophelia01_28,"Esker told me to hurt you, but..."
E_C19_Jul_Ophelia01_29,I don't really want to...
E_C19_Jul_Ophelia01_30,Kyaah!
E_C19_Jul_Ophelia01_31,"*Beep, beep, bebeep!*"
