KEY,"Thai"
Sub1_Viska_Title,"ผู้คุมกฎแห่งป่า"
Sub1_Viska_1_1_1,"จริงหรือไม่ที่ว่าพวกปีศาจกำลังออกมาสร้างความปั่นป่วนอีกแล้วน่ะ"
Sub1_Viska_1_1_2,"เจ้ายังไม่ได้ข่าวจากคณะสำรวจอย่างนั้นหรือ ข้าได้ยินมาว่ามีปีศาจที่ทรงพลังปรากฏกายออกมาและไล่เข่นฆ่าทุกคนไปทั่ว"
Sub1_Viska_1_1_3,"แล้วก็ไม่ใช่แค่นั้นนะ... มีเหตุการณ์เกิดขึ้นมากมายและเหล่าอัศวินศักดิ์สิทธิ์แห่ง Church of Lua ก็ถูกเรียกตัวออกมาทุกวันเลย"
Sub1_Viska_1_1_4,"ข้าไม่คิดว่านั่นจะเป็นอะไรที่ทหารเลวอย่างพวกเราจะทำอะไรได้หรอกนะ..."
Sub1_Viska_1_1_5,"นั่นคือเหตุผลที่ Demia จากกลุ่มอัศวินผู้พิทักษ์มีคำสั่งนั่นมาถึงพวกเรา"
Sub1_Viska_1_1_6,"มีคำสั่งมาว่า พวกเราควรจะหนีไปซะ ยกเว้นในกรณีที่หลีกเลี่ยงไม่ได้จริงๆ"
Sub1_Viska_1_1_7,"แน่นอน พวกเราอาจจะสามารถจัดการกับปีศาจชั้นต่ำอย่างพวกโครงกระดูกหรือซอมบี้ได้สักตัวสองตัว"
Sub1_Viska_1_1_8,"แต่พวกผีดิบพวกนี้มันมากันทีเป็นกองทัพ..."
Sub1_Viska_1_1_9,"และไม่มีทางที่พวกเราจะสามารถสู้กับปีศาจระดับสูงได้"
Sub1_Viska_1_1_10,"ยังไงก็ตาม ถ้ามีปีศาจปรากฏตัว เราก็ต้องรายงานเรื่องทันที"
Sub1_Viska_1_1_11,"...!?... เดี๋ยวก่อน... เจ้าได้ยินเสียงนั่นไหม"
Sub1_Viska_1_1_12,"มีใครบางคนอยู่ที่นั่น... ใครน่ะ!?"
Sub1_Viska_1_1_13,"*หาว* ข้าได้กลิ่นแล้ว... ข้าว่า ข้าควรไปเสียที..."
Sub1_Viska_1_1_14,"เอ๋ ทหาร Orvelia สวัสดี"
Sub1_Viska_1_1_15,"หา เด็กนั่นมาจากแถวนี้หรือเปล่า"
Sub1_Viska_1_1_16,"เจ้าหนู เจ้ามาจากที่ไหน ข้างนอกมันอันตรายเพราะมีปีศาจอาละวาดอยู่นะรู้ไหม กลับบ้านไปซะ"
Sub1_Viska_1_1_17,"เจ้าอยากให้ข้าไปส่งบ้านหรือเปล่า"
Sub1_Viska_1_1_18,"หา ไม่ ไม่จำเป็นหรอก ยังไงก็ตาม..."
Sub1_Viska_1_1_19,"...?"
Sub1_Viska_1_1_20,"แล้วตัวเจ้าไม่ได้ตกอยู่ในอันตรายเหรอ"
Sub1_Viska_1_1_21,"เจ้าบอกว่ามีพวกปีศาจออกมาสร้างความปั่นป่วนไม่ใช่เหรอ เจ้าอาจจะตายก็ได้นะ"
Sub1_Viska_1_1_22,"ก็ใช่ แต่นี่เป็นหน้าที่ของเรา..."
Sub1_Viska_1_1_23,"ไหนๆ ก็ไหนๆ แล้ว ข้ามีเรื่องๆ ดีจะบอก"
Sub1_Viska_1_1_24,"มองไปไกลๆ ทางเหนือสิ เจ้าเห็นอะไรนั่นไหม"
Sub1_Viska_1_1_25,"หือ... ไม่อะ ข้าไม่เห็นอะไรเลย..."
Sub1_Viska_1_1_26,"เดี๋ยวๆ ดูเหมือนจะมีควันนะ..."
Sub1_Viska_1_1_27,"นั่นมันหมู่บ้าน Lime ที่อยู่ใกล้ๆ ทะเลทางเหนือไม่ใช่เหรอ"
Sub1_Viska_1_1_28,"โอ หมู่บ้าน Lime ใกล้ทะเลอย่างนั้นหรือ ชื่อฟังดูน่าอร่อยจังนะ"
Sub1_Viska_1_1_29,"ยังไงก็ตาม หมู่บ้านนั่นกำลังจะล่มสลายแล้ว"
Sub1_Viska_1_1_30,"แล้วอีกไม่นานมันก็จะมาถึงที่นี่"
Sub1_Viska_1_1_31,"กองทัพใหญ่ของผีดิบชั้นต่ำยังไงล่ะ"
