KEY,Russian
Sub1_Ophelia_1_1,Мне снился сон.
Sub1_Ophelia_1_2,"Сон, о котором я не хочу вспоминать, где весь мир погряз во тьме."
Sub1_Ophelia_1_3,"Где я ничего не могла сделать, кроме как наблюдать за происходящим."
Sub1_Ophelia_1_4,Такой сон мне снился.
Sub1_Ophelia_1_5,"Тогда я плюхнулась и зарыдала, и словно луч света передо мной явился он."
Sub1_Ophelia_1_6,Когда он протянул руку
Sub1_Ophelia_1_7,"все цветы тут же окрасились во все цвета радуги,"
Sub1_Ophelia_1_8,"жизнь расцвела, и краски обрела земля,"
Sub1_Ophelia_1_9,солнце прогнало тьму.
Sub1_Ophelia_1_10,"Когда я проснулась,"
Sub1_Ophelia_1_11,"я не помнила ни лица,"
Sub1_Ophelia_1_12,ни голоса...
Sub1_Ophelia_1_13,"Однако, я не могла забыть его тепло, что поддерживало меня."
Sub1_Ophelia_1_14,Я обязательно должна его найти.
Sub1_Ophelia_1_15,Мой путеводитель.
Sub1_Ophelia_1_16,Моя звезда.
Sub1_Ophelia_1_17,Моя судьба.
Sub1_Ophelia_2_1,"Мм... Прошёл уже месяц, как осыпалась звёздная пыль."
Sub1_Ophelia_2_2,Наверное командир уже пересёк континент?
Sub1_Ophelia_2_3,"Это паломничество непростое... Я и сон увидела об этом человеке, у меня хорошее предчувствие!"
Sub1_Ophelia_2_4,У вас же тоже?
Sub1_Ophelia_2_5,Карточки! Щекотно же ^^ Хи-хи!
Sub1_Ophelia_2_6,Магические проводники-таро! Поспешим к Древу Мира!
Sub1_Ophelia_3_1,А Вы слышали когда-нибудь шёпот звёзд?!
Sub1_Ophelia_3_2,Таинственные и чистые звуки
Sub1_Ophelia_3_3,Ведь сегодня
Sub1_Ophelia_3_4,"По словам астрологов, все звёзды соберутся на этом небе."
Sub1_Ophelia_3_5,"Над священной землёй Древа Мира, откуда ведут истоки астрологии."
Sub1_Ophelia_3_6,"Ого... Так много людей. Ну хотя да, в такой-то день."
Sub1_Ophelia_3_7,Я - ведьма Офелия.
Sub1_Ophelia_3_8,"Являясь наследной предсказательницей по звёздам, молю Древо Мира."
Sub1_Ophelia_3_9,"Прошу, сделай так, чтобы и в будущем можно было увидеть свет в глазах людей,"
Sub1_Ophelia_3_10,и... Лицо того красавца...
Sub1_Ophelia_3_11,"Тише-е... Вот каждый раз так, когда мы приходим сюда... Это же священное место как - никак."
Sub1_Ophelia_3_12,"А? Велликиа, ты куда?!!"
Sub1_Ophelia_3_13,Здесь легко заблудиться!!!
Sub1_Ophelia_3_14,"Велликиа, это там?"
Sub1_Ophelia_3_15,Какой странный свет?!
Sub1_Ophelia_3_16,Что?! Магический круг?..
Sub1_Ophelia_3_17,А!..
