KEY,Spanish
E_C19_Dec_Pavel01_01,...
E_C19_Dec_Pavel01_02,Verlo personalmente... Hace que tenga sentimientos encontrados.
E_C19_Dec_Pavel01_03,Es inútil pero no la quiero dejar ir...
E_C19_Dec_Pavel01_04,Un sentimiento borroso... Parece dar vueltas en mi cabeza.
E_C19_Dec_Pavel01_05,"(Aquí, en la fría tierra quedará dormido el cuerpo de Arlette por la eternidad.)"
E_C19_Dec_Pavel01_06,(Tan solo queda su frío cadáver... Para llenar su lugar.)
E_C19_Dec_Pavel01_07,(Sin embargo...)
E_C19_Dec_Pavel01_08,Es muy frío...
E_C19_Dec_Pavel01_09,Pensé que esta frialdad nunca llegaría a mí...
E_C19_Dec_Pavel01_10,El frío que parece llegar hasta mis huesos está desgarrando todo mi cuerpo.
E_C19_Dec_Pavel01_11,"Cuando abrí los ojos, se acercaba el nonagésimo invierno."
E_C19_Dec_Pavel01_12,Y ahora... Hoy es el centésimo invierno.
E_C19_Dec_Pavel01_13,Ya veo...
E_C19_Dec_Pavel01_14,Apuntaste tu lanza hacia mí sabiendo que podrías morir...
E_C19_Dec_Pavel01_15,Fue la inminente desesperación...
E_C19_Dec_Pavel01_16,Que no pudiste superar a pesar de que el tiempo que transcurría sin fin acababa con tu corazón.
E_C19_Dec_Pavel01_17,Pero entre la nostalgia que sentía aquel joven...
E_C19_Dec_Pavel01_18,Y la nostalgia que siento yo ahora había una clara diferencia.
E_C19_Dec_Pavel01_19,"Y al igual que la diferencia,"
E_C19_Dec_Pavel01_20,era el tamaño del sufrimiento que debíamos tolerar.
E_C19_Dec_Pavel01_21,(El sentimiento de nostalgia por alguien que debe de estar con vida en algún lugar...)
E_C19_Dec_Pavel01_22,(Y el sentimiento de nostalgia hacia alguien a quien no se podrá volver a ver...)
E_C19_Dec_Pavel01_23,Me preocupas.
E_C19_Dec_Pavel01_24,Estamos juntos ahora...
E_C19_Dec_Pavel01_25,Pero cuando nos vayamos... Volverás a estar solo.
