KEY,ChineseTraditional
E_C19_Mar_Veronica01_01,嗯～今天的公會管理行程…依舊很緊湊呢。
E_C19_Mar_Veronica01_02,…每天都這樣，想要在生日那天休假簡直是做白日夢…
E_C19_Mar_Veronica01_03,哎呀！現在不是這樣的時候，快開始吧！！
E_C19_Mar_Veronica01_04,啊？訓練圖鑑已經整理完了嗎？
E_C19_Mar_Veronica01_05,是的，今天有人來幫忙。
E_C19_Mar_Veronica01_06,幫忙？
E_C19_Mar_Veronica01_07,是個值得信賴的人，請放心。
E_C19_Mar_Veronica01_08,嗯嗯…我知道了，那我明天再來。
E_C19_Mar_Veronica01_09,接下來去杜嵐那就可以了嗎？啊，對了！她今天休假～
E_C19_Mar_Veronica01_10,那要直接去庫牧洛先生那嗎？
E_C19_Mar_Veronica01_11,咦？？？剛才那個是？
E_C19_Mar_Veronica01_12,？？？帳簿您都整理好了？
E_C19_Mar_Veronica01_13,當然～當然～我早就整理好了～
E_C19_Mar_Veronica01_14,您一向是在下班前才交給我的…這次這麼快？
E_C19_Mar_Veronica01_15,放心吧，今天給兩個人確認過了～
E_C19_Mar_Veronica01_16,…知道了，明天見。
E_C19_Mar_Veronica01_17,嗯～今天就悠哉地度過吧～
E_C19_Mar_Veronica01_18,大家都怪怪的，這是怎麼了…
E_C19_Mar_Veronica01_19,................................
E_C19_Mar_Veronica01_20,很抱歉，哈貝洛先生，我這次沒能找到伊科喜歡的食物。
E_C19_Mar_Veronica01_21,嗯？妳在說什麼？我已經收到紅鰻啦。
E_C19_Mar_Veronica01_22,剛才我們伊科吃得可香了，呵呵…
E_C19_Mar_Veronica01_23,鰻魚身上留有獨特的傷口，這是我不曾在這大陸看過的手法。
E_C19_Mar_Veronica01_24,呵呵…果然是這樣。
E_C19_Mar_Veronica01_25,生日快樂啊，妳交了個不錯的朋友呢。
E_C19_Mar_Veronica01_26,謝謝，呵呵…我也這麼覺得。
E_C19_Mar_Veronica01_27,等一下！！！杜嵐！！！站住！！！！
E_C19_Mar_Veronica01_28,糟糕～被發現了。
E_C19_Mar_Veronica01_29,我怎麼可能不知道，妳今天休假還到處幫我的忙嗎？
E_C19_Mar_Veronica01_30,今天是妳的生日，不過事情實在是太多了。
E_C19_Mar_Veronica01_31,來到這個陌生的地方，總是受到妳的幫助...我也想幫妳。
E_C19_Mar_Veronica01_32,希望今天妳能好好休息。
E_C19_Mar_Veronica01_33,呵呵…謝謝，但這一切都是我應盡的義務。
E_C19_Mar_Veronica01_34,下次就別再這麼辛苦地躲躲藏藏了。
E_C19_Mar_Veronica01_35,對不起，薇若妮卡。
E_C19_Mar_Veronica01_36,沒事，謝謝妳擔心我！
E_C19_Mar_Veronica01_37,今天托杜嵐的福，應該能準時下班！！！我們去吃好吃的吧！
E_C19_Mar_Veronica01_38,我都還沒好好祝賀呢。
E_C19_Mar_Veronica01_39,生日快樂，薇若妮卡！明年我也會跟妳說的。
E_C19_Mar_Veronica01_40,呵呵，謝謝，杜嵐！明年我也會期待的。
E_C19_Mar_Kaulah01_01,呵呵…這無人島…好溫暖好舒服。
E_C19_Mar_Kaulah01_02,雖然是因為生日被半強迫地來觀光，
E_C19_Mar_Kaulah01_03,但果然沒有什麼比獨自度過的悠閒時光還要更好的了。
E_C19_Mar_Kaulah01_04,非常…棒…Zzzzzzzzzz…………………
E_C19_Mar_Kaulah01_05,嗯，你這次真的有信心成功嗎？
E_C19_Mar_Kaulah01_06,朋友啊！你是被我騙怕了…嗯、嗯，別擔心。
E_C19_Mar_Kaulah01_07,就是怕有什麼萬一，我們才來無人島的不是嗎？
E_C19_Mar_Kaulah01_08,透過這次的時空扭曲實驗，就可以確認是否有多重次元的存在。
E_C19_Mar_Kaulah01_09,不覺得有一個跟這個世界一模一樣的另一個世界，很好玩嗎？
E_C19_Mar_Kaulah01_10,嗯…反正我先按照你的建議帶了樂皮過來…
E_C19_Mar_Kaulah01_11,哇！！！是大海！！！！！！歐迪！！我可以游泳嗎？
E_C19_Mar_Kaulah01_12,等等！小毛球！你可以先幫我一個忙嗎？
E_C19_Mar_Kaulah01_13,嗯？樂皮要怎麼做？
E_C19_Mar_Kaulah01_14,在靈魂裡面有沒有充滿冒險精神的靈魂啊？像是想去其他世界旅行的靈魂～
E_C19_Mar_Kaulah01_15,嗯！！！有很多啊！要叫它們來嗎？
E_C19_Mar_Kaulah01_16,那你可以叫那些朋友進去那個時空扭曲的空間裡看看嗎？
E_C19_Mar_Kaulah01_17,嗯！沒問題。靈魂們啊！！！幫幫我吧！！！
E_C19_Mar_Kaulah01_18,樂皮，這不會有危險吧？
E_C19_Mar_Kaulah01_19,不會～只要沒有睡午覺的人類靈魂就沒關係～
E_C19_Mar_Kaulah01_20,呃啊啊啊啊！！！怎麼辦？剛剛有一個睡著的靈魂跑進去了！！！！！
E_C19_Mar_Kaulah01_21,什麼！！！！！！！！！！！
E_C19_Mar_Kaulah01_22,嗯…這裡是哪裡？？？
E_C19_Mar_Kaulah01_23,老師，您好！！！
E_C19_Mar_Kaulah01_24,欸！是教導主任！！！快跑！！！
E_C19_Mar_Kaulah01_25,這邊到底是什麼地方？？？？
E_C19_Mar_Kaulah01_26,卡爾洛老師，您有什麼事嗎？
E_C19_Mar_Kaulah01_27,今天是新學期…嗯…今天的靈魂看起來不太一樣呢。
E_C19_Mar_Kaulah01_28,這裡…是哪裡？我明明是在南方的島上睡午覺啊…
E_C19_Mar_Kaulah01_29,哈哈！看來您還沒睡飽，老師。
E_C19_Mar_Kaulah01_30,這裡不是我們奧勒貝利亞私立高中嗎？
E_C19_Mar_Kaulah01_31,……真的嗎？？？？？？
E_C19_Mar_Kaulah01_32,居然是這種荒謬的夢…作為生日禮物也太殘酷了。
E_C19_Mar_Kaulah01_33,難道…是預知夢嗎！！！
E_C19_Mar_Artemia01_01,歡迎光臨！阿蒂蜜雅大人！您好久沒來了！
E_C19_Mar_Artemia01_02,呵呵！你好啊，朱諾，聽說今天有個人想見我？
E_C19_Mar_Artemia01_03,對！有位特別的貴賓在等您，這邊請～
E_C19_Mar_Artemia01_04,好久沒有您的消息了，光之女皇。
E_C19_Mar_Artemia01_05,自從上次下午茶聚會之後我就沒能聯絡您。
E_C19_Mar_Artemia01_06,銀白的公主，您過得好嗎？
E_C19_Mar_Artemia01_07,…噗…噗哈哈哈哈哈…
E_C19_Mar_Artemia01_08,上次明明講好說話不用這麼客氣的…
E_C19_Mar_Artemia01_09,現在又這樣了，呵呵…
E_C19_Mar_Artemia01_10,史嘉蕾，我會努力慢慢適應的。
E_C19_Mar_Artemia01_11,好吧，阿蒂蜜雅。
E_C19_Mar_Artemia01_12,不過沒有隨從，獨自行走不會不方便嗎？
E_C19_Mar_Artemia01_13,不會，像這樣隱藏身分，更適合觀察魔族的動向。
E_C19_Mar_Artemia01_14,話說，今天有什麼事嗎？是不是魔王軍開始行動了？？
E_C19_Mar_Artemia01_15,是因為有更重要的事才請您來這裡的。
E_C19_Mar_Artemia01_16,更重要的事？？？
E_C19_Mar_Artemia01_17,朱諾，把我拜託妳的東西送上來～
E_C19_Mar_Artemia01_18,是，公主殿下！已經帶過來了～！
E_C19_Mar_Artemia01_19,朱諾的特製秘密武器！！！皇家費朗蛋糕！！
E_C19_Mar_Artemia01_20,！！！！！這是！！！！！潘特歐尼亞皇室的蛋糕！！！
E_C19_Mar_Artemia01_21,呵呵，生日快樂，阿蒂蜜雅。
E_C19_Mar_Artemia01_22,妳還滿意嗎？
E_C19_Mar_Artemia01_23,當然…囉。謝謝妳，史嘉蕾…
E_C19_Mar_Artemia01_24,小時候…過生日時總是會吃這種蛋糕，沒想到竟然能在奧勒貝爾王國吃到…
E_C19_Mar_Artemia01_25,…哇！連味道都一模一樣，您是怎麼做到的？
E_C19_Mar_Artemia01_26,這得加入只有在潘特歐尼亞出產的費朗香料才能做出這麼道地的味道…
E_C19_Mar_Artemia01_27,因為我拜託了優秀的煉金術師。
