KEY,"ChineseSimplified"
GAME_GUIDE,"游戏引导"
SELECT_GUIDE,"选择引导"
SHOW_GUIDE,"查看详情"
GUIDE_MENU,"游戏引导"
CONTENT_NOT_OPEN_WORLDBOSS,"世界BOSS尚未开放"
GUIDE_MENU_SHOW,"查看引导"
GAME_GUIDE_TITLE_01,"无条件跟随克丽欧一起认识王之逆袭"
GAME_GUIDE_DESC_01,"专为初来乍到的冒险家而提供的游戏引导"
GAME_GUIDE_0101,"英雄"
GAME_GUIDE_0101_SUM,"确认英雄的职业与攻击属性后，来组一个强而有力的队伍吧！"
GAME_GUIDE_0101_001_TITLE,"英雄可以从哪里获得呢？"
GAME_GUIDE_0101_001_DESC,"可以透过特惠商城使用红宝石来获得英雄，\n另外，培养在英雄旅馆内英雄的好感度，也可以招募该英雄。"
GAME_GUIDE_0101_002_TITLE,"英雄有几种职业呢？"
GAME_GUIDE_0101_002_DESC,"所有英雄总共可以分为7种职业。\n▶职业：骑士／战士／刺客／魔法师／弓箭手／牧师／机械工"
GAME_GUIDE_0101_003_TITLE,"英雄有哪几种属性？"
GAME_GUIDE_0101_003_DESC,"英雄有分物理属性与魔法属性。\n▶攻击属性：物理属性／魔法属性\n由于物理免疫的怪物对物理属性的伤害无效，这时候就需要使用魔法属性攻击。"
GAME_GUIDE_0102,"升级"
GAME_GUIDE_0102_SUM,"在战斗中获得经验值来提升等级吧！让自己变得更加强大！"
GAME_GUIDE_0102_001_TITLE,"可以从哪里获得经验值？"
GAME_GUIDE_0102_001_DESC,"所有战斗皆可获得经验值。\n特别是讨伐战斗可以获得大量的经验值喔！"
GAME_GUIDE_0102_002_TITLE,"升级后会有什么效果呢？"
GAME_GUIDE_0102_002_DESC,"升级时，英雄的基本能力值会上升，技能等级也会一起上升。"
GAME_GUIDE_0103,"觉醒与突破"
GAME_GUIDE_0103_SUM,"透过觉醒与突破可以让英雄变得更加强大！"
GAME_GUIDE_0103_001_TITLE,"觉醒是什么？"
GAME_GUIDE_0103_001_DESC,"英雄达到特定等级后可以提升觉醒★阶段，觉醒的★阶段越高，英雄的能力值与最大等级也会提升。"
GAME_GUIDE_0103_002_TITLE,"要怎么将英雄觉醒？"
