KEY,"ChineseTraditional"
E_C19_July_Maria01_1,"…這樣就沒問題了吧。"
E_C19_July_Maria01_2,"呵呵，那當然，可以實現妳的願望了。"
E_C19_July_Maria01_3,"她對我來說也是既特別又珍貴的存在。"
E_C19_July_Maria01_4,"妳可是她的親信，我怎麼會對妳開這種玩笑呢。"
E_C19_July_Maria01_5,"......"
E_C19_July_Maria01_6,"不過我有點好奇，為什麼妳不直接祝福她呢？"
E_C19_July_Maria01_7,"我是獵食聖龍奧里卡納的惡龍。"
E_C19_July_Maria01_8,"沒有慶祝那位生日的資格。"
E_C19_July_Maria01_9,"呵呵，看不出來妳也有這麼可愛的一面。"
E_C19_July_Maria01_10,"哼，吵死了。"
E_C19_July_Maria01_11,"事情辦完了，也付出代價了，妳可以走了。"
E_C19_July_Maria01_12,"呵呵呵…我怎麼可能這樣就走？"
E_C19_July_Maria01_13,"現在好戲才正要上場～"
E_C19_July_Maria01_14,"莫拉，妳去哪了？我找妳找好久。"
E_C19_July_Maria01_15,"抱歉，我為了帶禮物給您，耽誤了點時間。"
E_C19_July_Maria01_16,"禮物？"
E_C19_July_Maria01_17,"希望您會喜歡。"
E_C19_July_Maria01_18,"呃…！"
E_C19_July_Maria01_19,"等等，這是什麼？"
E_C19_July_Maria01_20,"莫拉，停下來！！"
E_C19_July_Maria01_21,"…瑪莉亞大人…"
E_C19_July_Maria01_22,"你是誰…？"
E_C19_July_Maria01_23,"是我，奧里卡納…"
E_C19_July_Maria01_24,"我向被我附身的她"
E_C19_July_Maria01_25,"還有您的朋友借了一點力量…"
E_C19_July_Maria01_26,"因此爭取到了一點時間。"
E_C19_July_Maria01_27,"奧里卡納…"
E_C19_July_Maria01_28,"衷心地祝您生日快樂。"
E_C19_July_Maria01_29,"即使是用這種方式向您祝賀，我也已經很滿足了。"
E_C19_July_Maria01_30,"…嗯，謝謝你，奧里卡納。"
E_C19_July_Maria01_31,"那可以請您給我一個笑容嗎？我想看看您的笑容。"
E_C19_July_Maria01_32,"我也會在她的身體裡，一直看著您的。"
E_C19_July_Maria01_33,"直到您獲得幸福的日子到來…"
E_C19_July_Maria01_34,"奧里卡納…！別走！"
E_C19_July_Maria01_35,"啊……！！"
E_C19_July_Maria01_36,"啊…你…"
E_C19_July_Maria01_37,"唔唔…"
E_C19_July_Maria01_38,"我的頭好像快裂開一樣，瑪莉亞大人…"
E_C19_July_Maria01_39,"瑪莉亞大人，您還好嗎？"
E_C19_July_Maria01_40,"…那份…禮物不知道您是否滿意。"
E_C19_July_Maria01_41,"......"
E_C19_July_Maria01_42,"……瑪莉亞大人？"
E_C19_July_Maria01_43,"莫拉。"
E_C19_July_Maria01_44,"我不會說我不喜歡妳的禮物。"
E_C19_July_Maria01_45,"…好久沒和那孩子對話了，雖然很短暫…但已經很幸福了。"
E_C19_July_Maria01_46,"瑪莉亞大人…！"
E_C19_July_Maria01_47,"但是，"
E_C19_July_Maria01_48,"這樣太危險了！！妳是硬將體內那個孩子的意識拉出來的對吧？"
E_C19_July_Maria01_49,"雖然我明知是誰慫恿妳使用那種方法…"
E_C19_July_Maria01_50,"妳的意識差一點就崩潰了！是誰讓妳做這麼危險的事？"
E_C19_July_Maria01_51,"抱、抱歉！！"
E_C19_July_Maria01_52,"我以為他比我更適合陪您度過這個特殊的日子。"
E_C19_July_Maria01_53,"這是我的疏忽，很抱歉，瑪莉亞大人。"
E_C19_July_Maria01_54,"……妳幫我過也沒關係。"
