KEY,ChineseSimplified
SKILL_DESC_91000110,[审判之刃]冷却时间减少30%，每次使用伤害量增加4%，此效果最多可堆叠10次。
SKILL_DESC_91000111,[审判之刃]冷却时间减少30%，每次使用伤害量增加4.8%，此效果最多可堆叠10次。
SKILL_DESC_91000112,[审判之刃]冷却时间减少30%，每次使用伤害量增加5.8%，此效果最多可堆叠10次。
SKILL_DESC_91000113,[审判之刃]冷却时间减少30%，每次使用伤害量增加7%，此效果最多可堆叠10次。
SKILL_DESC_91000114,[审判之刃]冷却时间减少30%，每次使用伤害量增加8.4%，此效果最多可堆叠10次。
SKILL_DESC_91000115,[审判之刃]冷却时间减少30%，每次使用伤害量增加10%，此效果最多可堆叠10次。
SKILL_DESC_91000210,[神迹之光]治愈量增加50%，并使对象于1秒内呈现伤害免疫状态。
SKILL_DESC_91000211,[神迹之光]治愈量增加50%，并使对象于1.2秒内呈现伤害免疫状态。
SKILL_DESC_91000212,[神迹之光]治愈量增加50%，并使对象于1.4秒内呈现伤害免疫状态。
SKILL_DESC_91000213,[神迹之光]治愈量增加50%，并使对象于1.7秒内呈现伤害免疫状态。
SKILL_DESC_91000214,[神迹之光]治愈量增加50%，并使对象于2.1秒内呈现伤害免疫状态。
SKILL_DESC_91000215,[神迹之光]治愈量增加50%，并使对象于2.5秒内呈现伤害免疫状态。
SKILL_DESC_91000310,[火焰钻刺]将攻击目标转换为攻击力最高的敌人，并使其魔力减少100。
SKILL_DESC_91000311,[火焰钻刺]将攻击目标转换为攻击力最高的敌人，并使其魔力减少120。
SKILL_DESC_91000312,[火焰钻刺]将攻击目标转换为攻击力最高的敌人，并使其魔力减少140。
SKILL_DESC_91000313,[火焰钻刺]将攻击目标转换为攻击力最高的敌人，并使其魔力减少170。
SKILL_DESC_91000314,[火焰钻刺]将攻击目标转换为攻击力最高的敌人，并使其魔力减少210。
SKILL_DESC_91000315,[火焰钻刺]将攻击目标转换为攻击力最高的敌人，并使其魔力减少250。
SKILL_DESC_91000410,[无情]解除被施予的负面效果，并在施展暴击时回复魔力200。
SKILL_DESC_91000411,[无情]解除被施予的负面效果，并在施展暴击时回复魔力240。
SKILL_DESC_91000412,[无情]解除被施予的负面效果，并在施展暴击时回复魔力290。
SKILL_DESC_91000413,[无情]解除被施予的负面效果，并在施展暴击时回复魔力350。
SKILL_DESC_91000414,[无情]解除被施予的负面效果，并在施展暴击时回复魔力420。
SKILL_DESC_91000415,[无情]解除被施予的负面效果，并在施展暴击时回复魔力500。
SKILL_DESC_91000510,[重力猛击]于10秒内减少对象的攻击力20%，并增加其受到的物理伤害10%。
SKILL_DESC_91000511,[重力猛击]于10秒内减少对象的攻击力20%，并增加其受到的物理伤害12%。
SKILL_DESC_91000512,[重力猛击]于10秒内减少对象的攻击力20%，并增加其受到的物理伤害14%。
SKILL_DESC_91000513,[重力猛击]于10秒内减少对象的攻击力20%，并增加其受到的物理伤害17%。
SKILL_DESC_91000514,[重力猛击]于10秒内减少对象的攻击力20%，并增加其受到的物理伤害21%。
SKILL_DESC_91000515,[重力猛击]于10秒内减少对象的攻击力20%，并增加其受到的物理伤害25%。
SKILL_DESC_91000610,[冲撞]于10秒内减少对象的状态异常抵抗250及物理格档率200。
SKILL_DESC_91000611,[冲撞]于10秒内减少对象的状态异常抵抗250及物理格档率240。
SKILL_DESC_91000612,[冲撞]于10秒内减少对象的状态异常抵抗250及物理格档率290。
SKILL_DESC_91000613,[冲撞]于10秒内减少对象的状态异常抵抗250及物理格档率350。
SKILL_DESC_91000614,[冲撞]于10秒内减少对象的状态异常抵抗250及物理格档率420。
SKILL_DESC_91000615,[冲撞]于10秒内减少对象的状态异常抵抗250及物理格档率500。
SKILL_DESC_91000710,[急剧射击]增加伤害量50%，并于10秒内使对象受到的物理伤害增加10%。
SKILL_DESC_91000711,[急剧射击]增加伤害量50%，并于10秒内使对象受到的物理伤害增加12%。
SKILL_DESC_91000712,[急剧射击]增加伤害量50%，并于10秒内使对象受到的物理伤害增加14%。
SKILL_DESC_91000713,[急剧射击]增加伤害量50%，并于10秒内使对象受到的物理伤害增加17%。
