KEY,Thai
E_C19_May_Lucias_01,มาตามตัวข้าเหรอ ท่าน Ricardo
E_C19_May_Lucias_02,พักหลังมานี้ เจ้าไม่ค่อยจะอยู่ในที่ของเจ้าเลย
E_C19_May_Lucias_03,การต่อสู้กับเหล่าปีศาจเมื่อไม่นานมานี้มีผู้บาดเจ็บล้มตายจำนวนมากพร้อมกับเหล่านักรบศักดิ์สิทธิ์
E_C19_May_Lucias_04,ข้าไม่สามารถไปช่วยผู้ที่ต้องการความช่วยเหลือได้ในทันที ข้าต้องขออภัยด้วย
E_C19_May_Lucias_05,ฮ่าฮ่าฮ่า! ไม่จำเป็นต้องขอโทษเลย!
E_C19_May_Lucias_06,ข้ารู้แล้วว่าเจ้าไม่สามารถเพิกเฉยต่อผู้ที่ต้องการความช่วยเหลือได้
E_C19_May_Lucias_07,ยังไงก็แล้วแต่ Lucias ข้าเพิ่งรู้ว่าวันนี้เป็นวันเกิดของเจ้า!
E_C19_May_Lucias_08,ข้าควรจะเตรียมงานฉลองไว้ก่อน
E_C19_May_Lucias_09,แต่ข้ามักจะลืมวันเหล่านี้เมื่อข้าแก่ลง ฮ่าฮ่าฮ่า!
E_C19_May_Lucias_10,ข้าขอโทษที่รู้ช้าไป
E_C19_May_Lucias_11,นี่เป็นสิ่งเล็กๆ น้อยๆ สำหรับเจ้า มันอาจจะไม่มีค่ามากอะไร
E_C19_May_Lucias_12,ขอบคุณนะ
E_C19_May_Lucias_13,...แต่ท่านรู้ได้ไงว่าวันนี้เป็นวันเกิดของข้า
E_C19_May_Lucias_14,วันนี้มีจดหมายจากนักมายากลแห่ง Stardust ส่งมาถึงข้า
E_C19_May_Lucias_15,เขาต้องเป็นเพื่อนกับเจ้าแน่ๆ ถ้าเขาจำวันเกิดของเจ้าได้ ชายคนนั้นดูน่าสนใจเลยทีเดียว
E_C19_May_Lucias_16,ฮ่าฮ่า... ใช่... คงเป็นงั้นแหละ
E_C19_May_Lucias_17,ว่าแต่ เจ้าเคยกลับไปเยี่ยมบ้านเกิดบ้างมั้ย
E_C19_May_Lucias_18,ไม่ ข้าไม่มีโอกาสเลย
E_C19_May_Lucias_19,พ่อแม่ทุกคนคิดถึงลูกๆ ของพวกเขาเมื่อต้องจากกัน
E_C19_May_Lucias_20,พวกเขากังวลเกี่ยวกับสุขภาพและความปลอดภัยของลูกเสมอ
E_C19_May_Lucias_21,บางคนถึงกับนอนไม่หลับในยามค่ำคืน
E_C19_May_Lucias_22,และวันนี้เป็นวันที่สำคัญสำหรับเจ้า
E_C19_May_Lucias_23,ทำไมเจ้าไม่ลองหยุดพักและกลับไปเยี่ยมบ้านเกิดของเจ้าดูล่ะ
E_C19_May_Lucias_24,Lucias เอานี่ไปให้พ่อแม่ของเจ้านะ
E_C19_May_Lucias_25,ขอบคุณสำหรับพืชผลนะ
E_C19_May_Lucias_26,ฮ่าฮ่าฮ่า ไม่ต้องขอบคุณข้าหรอก เจ้านั่นแหละเป็นคนที่ทำให้หมู่บ้านนี้ปลอดภัย
