KEY,German
Sub1_Viska_Title,Das Gesetz des Dschungels
Sub1_Viska_1_1_1,"Stimmt es, dass die Dämonen wieder Ärger machen?"
Sub1_Viska_1_1_2,"Hast du noch nichts von der Expedition gehört? Mir ist zu Ohren gekommen, mächtige Dämonen seien aufgetaucht und würden noch immer umherstreifen und alles und jeden töten."
Sub1_Viska_1_1_3,"Nicht nur das, es gab auch eine Reihe von Vorfällen. Jeden Tag werden die Heiligen Ritter der Kirche von Lua gerufen."
Sub1_Viska_1_1_4,"Ich glaube nicht, dass einfache Soldaten wie wir da etwas ausrichten können."
Sub1_Viska_1_1_5,Deshalb hat uns Demia von den Rittern der Wache uns auch diesen Auftrag gegeben.
Sub1_Viska_1_1_6,"Wir wurden angewiesen, einfach wegzurennen, sofern es sich irgendwie bewerkstelligen lässt."
Sub1_Viska_1_1_7,Selbstverständlich. Wir können vielleicht etwas gegen einzelne niedere Dämonen wie Skelette oder Zombies tun ...
Sub1_Viska_1_1_8,... aber die Untoten tauchen mit ganzen Heerscharen auf.
Sub1_Viska_1_1_9,"Es ist ausgeschlossen, dass wir gegen einen höheren Dämonen etwas ausrichten können."
Sub1_Viska_1_1_10,"Trotzdem müssen wir erst Bericht erstatten, wenn Dämonen auftauchen."
Sub1_Viska_1_1_11,Hm?! ... Warte ... Hast du das gehört?
Sub1_Viska_1_1_12,Da ist wer ... Wer ist da?!
Sub1_Viska_1_1_13,"*Gähn* Ich rieche es bis hierher ... Schätze, ich sollte mich auf den Weg machen ..."
Sub1_Viska_1_1_14,Oh. Soldaten Orvelias. Hallöchen.
Sub1_Viska_1_1_15,Wie? Kommt die Kleine hier aus der Gegend?
Sub1_Viska_1_1_16,"He, woher kommst du? Hier draußen ist es wegen der Dämonen ziemlich gefährlich. Geh nach Hause."
Sub1_Viska_1_1_17,Soll ich dich nach Hause bringen?
Sub1_Viska_1_1_18,"Was? Nein, nicht nötig ..."
Sub1_Viska_1_1_19,Hm?
Sub1_Viska_1_1_20,Ist es nicht viel zu gefährlich hier für euch?
Sub1_Viska_1_1_21,"Hast du nicht gesagt, Dämonen würden hier für Unruhe sorgen? Ihr könntet sterben."
Sub1_Viska_1_1_22,"Na, das ist ja schließlich unsere Aufgabe ..."
Sub1_Viska_1_1_23,"Wo wir schon mal dabei sind, verrate ich euch etwas Schönes."
Sub1_Viska_1_1_24,"Schaut nach Norden. Ganz in der Ferne, seht ihr da etwas?"
Sub1_Viska_1_1_25,Nein ... Ich sehe gar nichts.
Sub1_Viska_1_1_26,"Moment, ist das nicht Rauch?"
Sub1_Viska_1_1_27,Liegt da nicht Limedorf am Nordmeer?
Sub1_Viska_1_1_28,Limedorf am Meer? Klingt nett.
Sub1_Viska_1_1_29,"Wie auch immer, das Dorf wird demnächst untergehen."
Sub1_Viska_1_1_30,Und sie wird bald hier eintreffen.
Sub1_Viska_1_1_31,Die Armee der Untoten meine ich damit.
Sub1_Viska_1_1_32,"Sei nicht albern. Es ist ausgeschlossen, dass diese niederen Dämonen Schiffe gebaut haben, um das Meer zu überqueren ..."
Sub1_Viska_1_1_33,"Und selbst wenn, woher wüsstest du davon?"
Sub1_Viska_1_1_34,Oh!!!
Sub1_Viska_1_1_35,"Seht nur, da sind sie schon."
Sub1_Viska_1_1_36,"Wäre es nicht angebracht, wenn ihr jetzt davonrennen würdet?"
Sub1_Viska_1_1_37,Sie kamen wirklich über das Meer ... Wo ist denn unsere Flotte?
Sub1_Viska_1_1_38,Kehre in die Hauptstadt zurück und erstatte Demia Bericht!
Sub1_Viska_1_1_39,Was ist mit dir?
Sub1_Viska_1_1_40,Wir können das kleine Mädchen nicht allein lassen. Ich bringe sie zur nächsten Festung.
Sub1_Viska_1_1_41,Hoch mit dir.
Sub1_Viska_1_1_42,Hab keine Angst. Ich werde dich beschützen.
Sub1_Viska_1_1_43,...
Sub1_Viska_1_1_44,*Seufz* Menschen können echt nervtötend sein.
Sub1_Viska_1_1_45,"Leute, die nicht mal auf sich selbst aufpassen können, wollen andere beschützen."
Sub1_Viska_1_1_46,Was?!
Sub1_Viska_1_1_47,Ein Dämon?!
Sub1_Viska_1_1_48,"Ist dir das nicht von Anfang an aufgefallen? Hehe ... Na, ich kann es dir nicht übelnehmen."
Sub1_Viska_1_1_49,Die vormalige Besitzerin des Körpers war ja mal ein Mensch. Hrhrhr!
Sub1_Viska_1_1_50,"Ich bin ein süßes kleines Mädchen, nicht wahr? Natürlich könntest du den Unterschied nicht feststellen."
Sub1_Viska_1_1_51,Du elender Dämon! Du hast den Körper des kleinen Mädchens gestohlen!
Sub1_Viska_1_1_52,Gestohlen? Hehehe ... Sag so etwas nicht.
Sub1_Viska_1_1_53,"Wenn ich nicht gewesen wäre, hätten die Raben sie zerfleischt."
Sub1_Viska_1_1_54,"Ohne den Vertrag mit mir wäre sie an den Wunden gestorben, die ihr ein anderer Dämon zugefügt hat."
Sub1_Viska_1_1_55,Sollte ich nicht vielmehr als ihre Retterin gelobt werden? Hehehe ...
Sub1_Viska_1_1_56,Aber wie dem auch sei ...
Sub1_Viska_1_1_57,"Mir liegt es fern, Schwächlinge wie euch zu töten."
Sub1_Viska_1_1_58,"Das kann sich aber ändern, wenn ihr mich herausfordert."
Sub1_Viska_1_1_59,"Ich gebe euch 10 Sekunden Zeit. Entscheidet, ob ihr kämpfen oder fliehen wollt."
Sub1_Viska_1_1_60,"Entscheidet ihr euch für den Kampf, macht euch bereit, zu sterben. Hehehe!"
Sub1_Viska_1_1_61,Ahhhhhhhhhh!
Sub1_Viska_1_1_62,"Das dachte ich mir schon. Schön, das Hindernis wäre beseitigt."
Sub1_Viska_1_1_63,Ich verspüre Hunger ...
Sub1_Viska_1_1_64,Ach? Ein hochrangiger Dämon scheint die Untoten anzuführen ...
Sub1_Viska_1_1_65,Ich freue mich schon auf das Gemetzel. Mhmhhm...
Sub1_Viska_1_1_66,Schauen wir mal ... Wo soll ich mit der Jagd beginnen?
Sub1_Viska_1_2_1,Ihr niederes Gewürm seid gar nichts!
Sub1_Viska_1_2_2,Für euch muss ich mich nicht einmal anstrengen!
Sub1_Viska_1_2_3,Und ihr schmeckt abscheulich! Kein bisschen nahrhaft oder lecker!
Sub1_Viska_1_2_4,Und das Schlimmste ist: Ihr macht mich nicht einmal stärker.
Sub1_Viska_1_2_5,Wo ist euer stärkster Kämpfer? Wo versteckt er sich?
Sub1_Viska_1_2_6,Ich bringe euch einfach alle um! Muahahaha!
Sub1_Viska_1_3_1,"Ach, du bist der Anführer?"
Sub1_Viska_1_3_2,Du bist ganz schön groß ... Aber trotzdem nur ein niederer Dämon.
Sub1_Viska_1_3_3,"Und du siehst viel zu abscheulich aus, um gut zu schmecken. Nein, du siehst ganz und gar nicht wie der Anführer aus ..."
Sub1_Viska_1_3_4,Muahahaha!
Sub1_Viska_1_3_5,"Hmmm, ich sollte mich nicht so lange mit den Untoten abgeben."
Sub1_Viska_1_3_6,Die erkennen ja nicht einmal einen hochrangigen Dämon wie mich.
Sub1_Viska_1_3_7,Und doch fordert ihr mich heraus? Widerlicher Unrat!
Sub1_Viska_1_4_1,*Spuckt* Igitt. Das schmeckt ja widerlich.
Sub1_Viska_1_4_2,"Na schön. Immerhin habe ich die Informationen, die ich suchte, von dieser mageren Seele erhalten."
Sub1_Viska_1_4_3,"Malduk ist also ihr Meister, was?"
Sub1_Viska_1_4_4,"Malduk ... Ich glaube nicht, dass ich den Namen schon einmal in der Dämonenwelt gehört habe."
Sub1_Viska_1_4_5,Wurde er auf dieser Seite zum Dämon? Er wurde gleich nach seiner Verwandlung zum Lich zu Angmunds Berater.
Sub1_Viska_1_4_6,"Das heißt, er könnte stark sein. Mit gefällt nur nicht, dass er ein Untoter ist ..."
Sub1_Viska_1_4_7,"Ach, egal. Mein Ziel war es so oder so, das ganze Gefolge von Angmund zu fressen und zu absorbieren."
Sub1_Viska_1_4_8,"Ich muss also zu den Galluah-Ebenen? Ich glaube nicht, dass ich ohne Hilfe über das Meer gelangen werde."
Sub1_Viska_1_4_9,"Na, sei’s drum."
Sub1_Viska_1_4_10,"Ich bin sicher, wenn ich einfach weiterlaufe, komme ich schon irgendwann an. La la la."
Sub1_Viska_2_1_1,Dieser Wald ist von einer mächtigen Energie durchdrungen.
Sub1_Viska_2_1_2,"Aber sie wird mir nicht guttun, da ich ja ein Dämon bin."
Sub1_Viska_2_1_3,Hmm?
Sub1_Viska_2_1_4,Rieche ich da etwa Untote auf dieser Seite?
Sub1_Viska_2_1_5,"Hm. Ja, mein Geruchssinn ist in der Tat außergewöhnlich."
Sub1_Viska_2_1_6,Es kommt vom Meer. Die müssen also mit Schiffen von den Galluah-Ebenen hergekommen sein.
Sub1_Viska_2_1_7,Pah! Aber diese paar Menschen sind einfach zu schwach!
Sub1_Viska_2_1_8,Wenn die schon gegen die Skelettschwächlinge Probleme bekommen ...
Sub1_Viska_2_1_9,Einfach nur jämmerlich.
