KEY,French
E_C19_July_Maria01_1,Tu penses que ça va marcher ?
E_C19_July_Maria01_2,"Hi hi, bien sûr. Ton plan va se dérouler sans accroc."
E_C19_July_Maria01_3,"Elle est importante pour moi aussi, tu sais."
E_C19_July_Maria01_4,"Contrairement à toi, je ne vais pas faire l'idiote en sa présence."
E_C19_July_Maria01_5,...
E_C19_July_Maria01_6,Mais une question me taraude. Pourquoi n'iras-tu pas faire la fête avec elle ?
E_C19_July_Maria01_7,Je suis la draconic qui a massacré et dévoré le saint dragon Oricana.
E_C19_July_Maria01_8,Je n'ai pas ma place aux côtés de quelqu'un d'aussi noble.
E_C19_July_Maria01_9,"Hi hi, c'est vraiment ce que tu penses ? Je trouve ça mignon."
E_C19_July_Maria01_10,Arrête.
E_C19_July_Maria01_11,"J'ai payé mon dû, j'en ai fini avec toi. Va-t'en."
E_C19_July_Maria01_12,"Hi hi, comment pourrais-je partir maintenant ?"
E_C19_July_Maria01_13,Je ne voudrais pas rater ce spectacle !
E_C19_July_Maria01_14,"Où étais-tu passée, Morrah ? Je t'ai cherchée partout."
E_C19_July_Maria01_15,Excuse-moi. J'allais justement t'offrir un cadeau.
E_C19_July_Maria01_16,Ah oui ?
E_C19_July_Maria01_17,J'espère qu'il te plaira.
E_C19_July_Maria01_18,Argh !
E_C19_July_Maria01_19,Mais... Que se passe-t-il ?
E_C19_July_Maria01_20,"Morrah, arrête !"
E_C19_July_Maria01_21,Maria...
E_C19_July_Maria01_22,Qui êtes-vous ?
E_C19_July_Maria01_23,Je suis Oricana.
E_C19_July_Maria01_24,Grâce à ton amie
E_C19_July_Maria01_25,"qui accueille mon esprit,"
E_C19_July_Maria01_26,je peux passer un peu de temps avec toi.
E_C19_July_Maria01_27,Oricana...
E_C19_July_Maria01_28,Bon anniversaire.
E_C19_July_Maria01_29,Je suis heureux de pouvoir te le souhaiter de vive voix.
E_C19_July_Maria01_30,"Merci, Oricana."
E_C19_July_Maria01_31,"Alors, souris. Je veux te voir sourire."
E_C19_July_Maria01_32,Je veillerai sur toi pendant ta quête
E_C19_July_Maria01_33,et j'attendrai le moment où tu trouveras enfin le bonheur.
E_C19_July_Maria01_34,Oricana ! Ne pars pas !
E_C19_July_Maria01_35,Ah...
E_C19_July_Maria01_36,Tu es...
E_C19_July_Maria01_37,Argh...
E_C19_July_Maria01_38,"Aïe, ma tête... Où est Maria ?"
E_C19_July_Maria01_39,"Maria, est-ce que ça va ?"
E_C19_July_Maria01_40,As-tu aimé mon cadeau ?
E_C19_July_Maria01_41,...
E_C19_July_Maria01_42,Maria ?
E_C19_July_Maria01_43,Morrah.
E_C19_July_Maria01_44,Je ne dirai pas que j'ai détesté ton cadeau.
E_C19_July_Maria01_45,"J'ai pu parler à Oricana. C'était bref, mais cela m'a rendue heureuse."
E_C19_July_Maria01_46,Maria...
E_C19_July_Maria01_47,Laisse-moi finir.
E_C19_July_Maria01_48,"C'était trop dangereux ! Tu as forcé l'esprit d'Oricana à émerger, je me trompe ?"
E_C19_July_Maria01_49,Et je crois savoir qui est derrière tout ça.
E_C19_July_Maria01_50,Tu aurais pu y perdre ton esprit ! Est-ce que je t'ai demandé de m'offrir un cadeau aussi risqué ?
E_C19_July_Maria01_51,J-je suis désolée !
E_C19_July_Maria01_52,Je pensais que la présence d'Oricana t'aurait réjouie en ce jour spécial.
E_C19_July_Maria01_53,"Je n'ai pas réfléchi. Excuse-moi, Maria."
E_C19_July_Maria01_54,Ta présence me suffit.
E_C19_July_Maria01_55,Ah oui ?
E_C19_July_Maria01_56,"Je serai tout aussi heureuse que tu sois à mes côtés pour mon anniversaire, les cadeaux importent peu."
E_C19_July_Maria01_57,"C'est toi qui veilles sur moi, et non Oricana."
E_C19_July_Maria01_58,Maria...
E_C19_July_Maria01_59,"Je t'interdis de refaire une chose aussi dangereuse, tu comprends ?"
E_C19_July_Maria01_60,Je ne voudrais pas qu'il t'arrive quelque chose.
E_C19_July_Maria01_61,Je garderai ces gentilles paroles à l'esprit et...
E_C19_July_Maria01_62,"Bon anniversaire, Maria !"
E_C19_Jul_Ophelia01_01,Où est frère Esker... ?
E_C19_Jul_Ophelia01_02,"Tout le monde est occupé par les préparatifs, mais il a encore disparu !"
E_C19_Jul_Ophelia01_03,"Ophelia, ici !"
E_C19_Jul_Ophelia01_04,Esker !
E_C19_Jul_Ophelia01_05,C'est Lonian qui t'envoie me chercher ?
E_C19_Jul_Ophelia01_06,"Eh bien, on ne peut pas s'entraîner sans toi."
E_C19_Jul_Ophelia01_07,Il te demande de revenir au plus vite !
E_C19_Jul_Ophelia01_08,"D'accord, d'accord. Viens donc ici."
E_C19_Jul_Ophelia01_09,Hein ? On devrait y retourner maintenant !
E_C19_Jul_Ophelia01_10,Esker !
E_C19_Jul_Ophelia01_11,*Pfff*... Combien de route nous reste-t-il à faire ?
