KEY,Thai
E_C19_Jan_Fray01_01,ข้ากลับมาที่นี่อีกแล้ว... ปีนี้ก็เหมือนกัน...
E_C19_Jan_Fray01_02,นี่ไม่ได้ทำให้ข้านึกถึงความทรงจำเก่าๆ อะไร แต่ว่า...
E_C19_Jan_Fray01_03,เจ้าคือ Frey คนที่ผู้คนเรียกว่านักบวชหญิงแห่งแสงไม่ใช่เหรอ
E_C19_Jan_Fray01_04,นักปราชญ์แห่ง Elidora ที่ยิ่งใหญ่ สวัสดี ข้าคือผู้รับใช้แห่ง Lua
E_C19_Jan_Fray01_05,ฮ่าฮ่าฮ่า ข้าสบายดี ขอบคุณนะ
E_C19_Jan_Fray01_06,เจ้าโตเป็นสาวแล้ว... ตอนที่ข้าเจอเจ้าครั้งแรกเจ้ายังเป็นเพียงแค่เด็กทารกตัวน้อยอยู่เลย
E_C19_Jan_Fray01_07,เด็กทารกงั้นเหรอ นี่เจ้า...
E_C19_Jan_Fray01_08,Iris ไม่ได้บอกเจ้าหรอกเหรอ
E_C19_Jan_Fray01_09,ข้าคือคนแรกที่พบเจ้าอยู่ใต้ต้นไม้กำเนิดโลกนี้
E_C19_Jan_Fray01_10,ข้า... มีคนบอกข้าเพียงแค่ว่าข้าถูกพบอยู่ใต้ต้นไม้กำเนิดโลก
E_C19_Jan_Fray01_11,แปลกมากที่ Iris ไม่ได้บอกอะไรเจ้าเลย ข้ายังจำวันนั้นได้ดีเหมือนเพิ่งเกิดขึ้นเมื่อวานนี้
E_C19_Jan_Fray01_12,มันเป็นวันหนึ่งกลางฤดูหนาวที่อบอุ่นเป็นพิเศษ
E_C19_Jan_Fray01_13,ข้ากำลังเดินรอบๆ ต้นไม้กำเนิดโลกในตอนเช้าตรู่
E_C19_Jan_Fray01_14,และ... เจ้าก็อยู่ตรงนั้น นางฟ้าที่ส่องประกายสีทอง
E_C19_Jan_Fray01_15,นางฟ้าเหรอ
E_C19_Jan_Fray01_16,นางฟ้าตัวจริงเลย! ข้าเห็นรากต้นไม้กำเนิดโลกกำลังเรืองแสงศักดิ์สิทธิ์
E_C19_Jan_Fray01_17,ข้าเดินตรงไปที่นั่น และตรงนั้นก็มีเด็กทารกน่ารักที่กำลังส่องประกายสีทอง
E_C19_Jan_Fray01_18,ข้าคิดว่าทารกคนนั้นเป็นนางฟ้า แต่ข้าก็ไม่เห็นปีก
E_C19_Jan_Fray01_19,ออร่าที่อยู่รอบตัวเด็กทารกนั้นไม่ใช่ออร่าธรรมดาเลย
E_C19_Jan_Fray01_20,.......................................
E_C19_Jan_Fray01_21,ข้าจึงได้รีบไปหา Iris
