KEY,"English"
BATTLE.DAMAGE_TYPE.Critical,"Critical Hit"
BATTLE.DAMAGE_TYPE.Block,"Block"
BATTLE.DAMAGE_TYPE.Miss,"Miss"
BATTLE.DAMAGE_TYPE.Resist,"Resist"
BATTLE.DAMAGE_TYPE.ImmunePhysical,"Physical Immune"
BATTLE.DAMAGE_TYPE.ImmuneMagical,"Magic Immune"
BATTLE.STATE_TYPE_NAME.Allure,"Charm"
BATTLE.STATE_TYPE_NAME.Banish,"Kick"
BATTLE.STATE_TYPE_NAME.Bleeding,"Bleed"
BATTLE.STATE_TYPE_NAME.Blind,"Blind"
BATTLE.STATE_TYPE_NAME.Burn,"Burn"
BATTLE.STATE_TYPE_NAME.Down,"Knockdown"
BATTLE.STATE_TYPE_NAME.Electronic,"Electric Shock"
BATTLE.STATE_TYPE_NAME.Frozen,"Freeze"
BATTLE.STATE_TYPE_NAME.Knockback,"Knockback"
BATTLE.STATE_TYPE_NAME.Paralyze,"Paralyze"
BATTLE.STATE_TYPE_NAME.Poison,"Poison"
BATTLE.STATE_TYPE_NAME.Shackle,"Shackle"
BATTLE.STATE_TYPE_NAME.Silence,"Silence"
BATTLE.STATE_TYPE_NAME.Snow,"Snowball"
BATTLE.STATE_TYPE_NAME.Stone,"Petrify"
BATTLE.STATE_TYPE_NAME.Stun,"Stun"
BATTLE.STATE_TYPE_NAME.Debuff,"Debuff"
BATTLE.STATE_TYPE_NAME.Pulling,"Pull"
BATTLE.STATE_TYPE_NAME.CC,"CC"
BATTLE.STATE_TYPE_NAME.Atkup,"ATK Up"
BATTLE.STATE_TYPE_NAME.Defup,"DEF Up"
BATTLE.STATE_TYPE_NAME.SpdUp,"Spd Up"
BATTLE.STATE_TYPE_NAME.Shield,"Shield"
BATTLE.STATE_TYPE_DESC1,"Becomes unable to move for a certain time."
BATTLE.STATE_TYPE_DESC2,"All attacks miss for a certain time."
BATTLE.STATE_TYPE_DESC3,"Attacks a certain target with normal attacks for a certain time."
BATTLE.STATE_TYPE_DESC4,"Becomes unable to move for a certain time, allowing to be knocked back."
BATTLE.STATE_TYPE_DESC5,"Becomes unable to move for a certain time, allowing to be pulled away."
BATTLE.STATE_TYPE_DESC6,"Becomes unable to use active skills for a certain time."
BATTLE.STATE_TYPE_DESC7,"Increases ATK."
BATTLE.STATE_TYPE_DESC8,"Increases DEF."
BATTLE.STATE_TYPE_DESC9,"Increases Speed."
BATTLE.STATE_TYPE_DESC10,"Obtains a Shield."
RAID_WARNING_RED_DREGON_4,"[FF8200]Temeraire starts to flap its wings powerfully."
RAID_WARNING_BLUE_DREGON_4,"[FF8200]Scalaxia starts to flap its wings powerfully."
RAID_WARNING_BLUE_DREGON_5,"[FF0000]Scalaxia soars, leaving an Ice Crystal on the ground."
RAID_WARNING_GREEN_DREGON_4,"[FF8200]Zyrrkinoth starts to flap its wings powerfully."
RAID_WARNING_BLACK_DREGON_4,"[FF8200]Armarta starts to flap its wings powerfully."
RAID_WARNING_MOUNTAIN_FORTRESS_4,"[FF8200]Mountain Fortress charges enormous energy in its core."
RADE_WARNING_PROTIANUS_4,"[FF8200]Protianus causes Tsunami."
RAID_WARNING_SATRIA_3,"[FF8200]Satria concentrates the power of darkness in her spear."
RAID_WARNING_KERBEREN_4,"[FF8200]Kerberen delivers a devastating smash onto the ground."
RAID_WARNING_OBRIGARD_4,"[FF8200]Skull of Demon wakes up."
RAID_WARNING_MAVIEL_4,"[FF8200]Maviel hides himself in the shadows."
RAID_WARNING_NUBIS_3,"[FF8200]Noxious poison oozes out of Nubis's tail."
RAID_WARNING_GUSHAK_3,"[FF8200]Gushak charges energy into his sword and stomps his foot."
RAID_WARNING_NORDIK_3,"[FF8200]Nordik manipulates Mana to create a storm."
RAID_WARNING_MANTICORE_4,"[FF8200]Manticore lashes out to claw its enemy."
RAID_WARNING_THORPE_4,"[FF8200]Thorpe tries to leap."
RAID_WARNING_THORPE_CRASH,"Thorpe loses his balance and falls to the ground."
RAID_WARNING_TYRFAS_4,"[FF8200]Tyrfas stamps its foot, causing an avalanche."
RAID_WARNING_VELKAZAR_2,"[FF8200]Velkazar summons blazing flames around him."
RAID_WARNING_VELKAZAR_4,"[FF0000]Velkazar summons Executioner's Casket."
MAZE_WARNING_ARCHER_1,"[FF8200]El Rosed calls for Dark Elves."
MAZE_WARNING_WARRIOR_1,"[FF8200]Skeleton is preparing to land a powerful strike."
MAZE_WARNING_KNIGHT_1,"[FF8200]Goth Warrior tries to banish the enemy."
RAID_WARNING_LAKREIL_1,"[FF8200]Lakreil starts to throw deadly boomerang."
RAID_WARNING_LAKREIL_2,"[FF8200]Lakreil gets ready for Body Crash."
RAID_WARNING_Xanadus_1,"Xanadus is inviting you into the abyss."
RAID_WARNING_Xanadus_2,"[FF8200]Xanadus opens the Curtain of Darkness."
RAID_WARNING_Xanadus_3,"Xanadus is flexing its wings all the way back."
RAID_WARNING_Xanadus_4,"[FF0000]Xanadus tries to manifest the Nightmare of Abyss."
RAID_WARNING_Xanadus_5,"The [Abyssal Soul Stone] increases ATK of Xanadus."
