KEY,Thai
CS_CHE_H1_1_001,หนูมาหาพี่ May แล้วน้ะ ~~!!!
CS_CHE_H1_1_002,มีลูกอมแครอทมั้ยอ่า? อยากกิน!!
CS_CHE_H1_1_003,ลูกอมแครอทหรอ...? มีแต่ลูกอมช็อกโกแลต..
CS_CHE_H1_1_004,ช็อกโกแลตก็อร่อย!
CS_CHE_H1_1_005,งั่มๆ.. หืม? พี่คนนั้นใครง่ะ ที่สูงๆ ไม่คุ้นหน้าคุ้นตาเลย
CS_CHE_H1_1_006,อ๋อ พี่ Yanne หรอ?
CS_CHE_H1_1_007,นางเป็นคนที่สุดยอดมากๆ! คนอื่นเขาเรียกกันว่าผู้พิฆาตมังกร!
CS_CHE_H1_1_008,หลายปีก่อนมันมีมังกรที่ชื่อว่า Svelta ที่ร้ายมากๆ แต่นางเป็นผู้ที่กำจัดตัวนั้น!!
CS_CHE_H1_1_009,มังกรนั้น.. ทำไมถึงร้ายอ่ะ?
CS_CHE_H1_1_010,เพราะมันเสื่อมทราม เลยไม่ได้คุ้มกันโลก ทำลายไปทั่ว
CS_CHE_H1_1_011,"May, เราเอาเกล็ดมังกร,ผิวหนัง และไอเทมอื่นๆที่เคยขออ่ะ ไปวางข้าวนอกละน้ะ ~"
CS_CHE_H1_1_012,ขอบคุณมากๆนะคะ ฮิๆ ~
CS_CHE_H1_1_013,อ๋อ มังกร! จิ้งจกตัวใหญ่! หนูรู้จักนะ! พี่ตัวสูงๆ สุดยอดอ่ะ!!
CS_CHE_H1_1_014,อย่าพูดแบบนี้ให้คนตรงข้างได้ยินนะ คนในโรงตีเหล็กอ่ะ
CS_CHE_H1_1_015,แฮร่ ไม่เป็นไรหรอกค่ะ เขาเป็นคนใจดี
CS_CHE_H1_1_016,เห้ย! แต่ว่าพี่ May ทำไมดูไม่คุ้นเคยเลยง่ะ? ทั้งร้านค้าและชุดของพี่!
CS_CHE_H1_1_017,ใช่ เพราะเทศกาลวัน Halloween ของคืนนี้ไง
CS_CHE_H1_1_018,ก็เลยโชว์ฝีมือซะหน่อย!
CS_CHE_H1_1_019,ฝีมือแบบนี้ อาจจะเป็นช่างตัดเสื้อที่มีชื่อเสียงได้แน่ๆเลย
