KEY,"French"
E_C19_Mar_Veronica01_01,"Ah, il y a tant de choses à faire dans la guilde."
E_C19_Mar_Veronica01_02,"Je n'arrive jamais à me libérer une journée pour mon anniversaire..."
E_C19_Mar_Veronica01_03,"Bon ! Pas de temps à perdre. Je ferais mieux de m'y mettre !"
E_C19_Mar_Veronica01_04,"Oh ? Tu as déjà classé tous les manuels de formation ?"
E_C19_Mar_Veronica01_05,"Oui, on a eu un coup de main, aujourd'hui."
E_C19_Mar_Veronica01_06,"Ah oui, de qui ?"
E_C19_Mar_Veronica01_07,"De quelqu'un de très consciencieux, ne t'en fais pas."
E_C19_Mar_Veronica01_08,"Hum... Je vois. Alors, à demain."
E_C19_Mar_Veronica01_09,"Hum... Turan est la prochaine, je crois ? Oh, non, c'est vrai ! Elle ne travaille pas aujourd'hui !"
E_C19_Mar_Veronica01_10,"Alors ça sera M. Kumuro."
E_C19_Mar_Veronica01_11,"Hum ? Qu'est-ce que c'était ?"
E_C19_Mar_Veronica01_12,"Hein ? Plus de comptabilité pour aujourd'hui ?"
E_C19_Mar_Veronica01_13,"C'est ça ! Tout est fini !"
E_C19_Mar_Veronica01_14,"Déjà ? D'habitude, vous me remettez les comptes avant que je parte."
E_C19_Mar_Veronica01_15,"Ne vous en faites pas, on a reçu l'aide de deux personnes aujourd'hui."
E_C19_Mar_Veronica01_16,"... Bien. Dans ce cas, à demain."
E_C19_Mar_Veronica01_17,"À demain. Et surtout, bonne journée !"
E_C19_Mar_Veronica01_18,"Hum... Mais que se passe-t-il aujourd'hui ?"
E_C19_Mar_Veronica01_19,"................................"
E_C19_Mar_Veronica01_20,"Excusez-moi, M. Havelock. Je n'ai pas trouvé le mets favori d'Ikko cette fois."
E_C19_Mar_Veronica01_21,"Comment ? Qu'est-ce que tu racontes ? J'ai déjà reçu l'anguille rouge."
E_C19_Mar_Veronica01_22,"Ikko vient juste de la finir. Ah ah ah !"
E_C19_Mar_Veronica01_23,"La blessure de l'anguille était des plus étranges. Je n'avais jamais vu une technique pareille sur tout le continent."
E_C19_Mar_Veronica01_24,"Ah, vraiment ?"
E_C19_Mar_Veronica01_25,"Bon anniversaire. Tu as une amie qui tient beaucoup à toi."
E_C19_Mar_Veronica01_26,"Merci. Ah, ah, je crois aussi."
E_C19_Mar_Veronica01_27,"Turan, attends !"
