KEY,Spanish
E_C19_July_Maria01_1,¿Estás segura de que funcionará?
E_C19_July_Maria01_2,*Risas* Por supuesto. Lo que sea que hayas planeado funcionará.
E_C19_July_Maria01_3,"Sabes, ella también es importante y especial para mí."
E_C19_July_Maria01_4,"No me haré el tonto con ella, como lo hiciste tú."
E_C19_July_Maria01_5,......
E_C19_July_Maria01_6,"Tengo curiosidad, ¿por qué no celebrarás con ella?"
E_C19_July_Maria01_7,Soy una dracónica que asesinó y se comió al Dragón sagrado Oricana.
E_C19_July_Maria01_8,No me corresponde celebrar el nacimiento de alguien tan noble.
E_C19_July_Maria01_9,*Risas* ¿En serio crees eso? Eres adorable.
E_C19_July_Maria01_10,Silencio.
E_C19_July_Maria01_11,Ya no te debo nada. Vete.
E_C19_July_Maria01_12,*Risas* ¿Cómo podría dejarte?
E_C19_July_Maria01_13,No me perdería por nada del mundo lo que está a punto de ocurrir.
E_C19_July_Maria01_14,"¿Dónde has estado, Morrah? Te busqué por todos lados."
E_C19_July_Maria01_15,Disculpas. Te quería traer un regalo.
E_C19_July_Maria01_16,¿Un regalo?
E_C19_July_Maria01_17,Espero que te guste.
E_C19_July_Maria01_18,¡Ugh…!
E_C19_July_Maria01_19,¡Espera! ¿Qué es esto?
E_C19_July_Maria01_20,"¡Morrah, alto!"
E_C19_July_Maria01_21,Maria...
E_C19_July_Maria01_22,¿Quién eres...?
E_C19_July_Maria01_23,"Soy yo, Oricana."
E_C19_July_Maria01_24,Con la ayuda del ser que contiene mi espíritu
E_C19_July_Maria01_25,"y tu amiga,"
E_C19_July_Maria01_26,puedo pasar algo de tiempo contigo.
E_C19_July_Maria01_27,Oricana...
E_C19_July_Maria01_28,Feliz cumpleaños a ti.
E_C19_July_Maria01_29,Me alegra poder decírtelo personalmente.
E_C19_July_Maria01_30,"Gracias, Oricana."
E_C19_July_Maria01_31,"Entonces, sonríe. Quiero que sonrías."
E_C19_July_Maria01_32,"Vigilaré todo tu camino,"
E_C19_July_Maria01_33,esperando ver el día en el que finalmente encuentres tu felicidad.
E_C19_July_Maria01_34,¡Oricana! ¡Quédate!
E_C19_July_Maria01_35,¡Ah...!
E_C19_July_Maria01_36,Eres...
E_C19_July_Maria01_37,Urgh...
E_C19_July_Maria01_38,La cabeza me está matando. ¿Dónde está Maria?
E_C19_July_Maria01_39,"Maria, ¿estás bien?"
E_C19_July_Maria01_40,"Oh, ¿te gusta lo que te preparé?"
E_C19_July_Maria01_41,......
E_C19_July_Maria01_42,¿Maria...?
E_C19_July_Maria01_43,Morrah.
E_C19_July_Maria01_44,No puedo decir que odié tu regalo.
E_C19_July_Maria01_45,"Pude hablar con Oricana. Por poco tiempo, pero me hizo feliz."
E_C19_July_Maria01_46,¡Maria...!
E_C19_July_Maria01_47,Déjame terminar.
E_C19_July_Maria01_48,"¡Fue demasiado peligroso! Obligaste a la conciencia de Oricana a emerger, ¿cierto?"
E_C19_July_Maria01_49,Tengo una buena idea sobre quién está detrás de esto.
E_C19_July_Maria01_50,¡Podrías haber destruido tu propia conciencia! ¿Acaso te pedí que corrieras semejante riesgo por mi regalo?
E_C19_July_Maria01_51,¡L-Lo siento!
E_C19_July_Maria01_52,Pensé que la presencia de Oricana te resultaría agradable en este día especial.
E_C19_July_Maria01_53,"No lo pensé bien. Lo siento, Maria."
E_C19_July_Maria01_54,Me alegro de que estés aquí.
E_C19_July_Maria01_55,¿Sí?
E_C19_July_Maria01_56,Los regalos no importan. Lo que importa es que estés celebrando conmigo.
E_C19_July_Maria01_57,"Tú eres la que me cuida, no Oricana."
E_C19_July_Maria01_58,Maria...
E_C19_July_Maria01_59,"Ahora, te prohíbo volver a hacer algo tan peligroso en el futuro. ¿Entendido?"
E_C19_July_Maria01_60,No quiero verte lastimada.
E_C19_July_Maria01_61,Atesoraré tus palabras en mi corazón. Por cierto...
E_C19_July_Maria01_62,"¡Feliz cumpleaños, Maria!"
E_C19_Jul_Ophelia01_01,¿Dónde está el hermano Esker...?
E_C19_Jul_Ophelia01_02,"¡Todo el mundo está ocupado con los preparativos, pero él desapareció de nuevo!"
E_C19_Jul_Ophelia01_03,"¡Ophelia, aquí!"
E_C19_Jul_Ophelia01_04,¡Esker!
E_C19_Jul_Ophelia01_05,¿Lonian te envió a buscarme?
E_C19_Jul_Ophelia01_06,"Bueno, no podemos practicar sin ti."
E_C19_Jul_Ophelia01_07,¡Dijo que regreses pronto!
E_C19_Jul_Ophelia01_08,"Bueno, bueno, ven conmigo."
E_C19_Jul_Ophelia01_09,¿Qué? ¡Debemos regresar ahora!
E_C19_Jul_Ophelia01_10,¡Esker!
E_C19_Jul_Ophelia01_11,*Uff*... ¿Cuánto más debemos seguir?
E_C19_Jul_Ophelia01_12,"Creo que estamos bastante lejos del grupo. ¿Sabes volver, cierto?"
E_C19_Jul_Ophelia01_13,Espera.
E_C19_Jul_Ophelia01_14,"¡Ah, ahí está!"
E_C19_Jul_Ophelia01_15,¿Qué hacemos aquí...?
E_C19_Jul_Ophelia01_16,¡Agh!
E_C19_Jul_Ophelia01_17,¡Es un gólem!
E_C19_Jul_Ophelia01_18,Regresemos antes de que nos descubra...
E_C19_Jul_Ophelia01_19,¿Eh? Vinimos por esto. ¿Por qué debemos regresar?
E_C19_Jul_Ophelia01_20,"Espera, ¿estamos aquí por el gólem? ¿Por qué?"
E_C19_Jul_Ophelia01_21,Esker... ¿Qué estás planeando esta vez...?
E_C19_Jul_Ophelia01_22,"Ja, ja, nada especial."
E_C19_Jul_Ophelia01_23,Te daré algo especial si lo derrotas.
E_C19_Jul_Ophelia01_24,"¡Salud! Adelante, Ophelia."
E_C19_Jul_Ophelia01_25,¡E-Esker! ¡Hermano! ¡No me dejes sola!
E_C19_Jul_Ophelia01_26,…
E_C19_Jul_Ophelia01_27,"¿H-hola, sr. Gólem?"
E_C19_Jul_Ophelia01_28,"Esker me dijo que lo lastimara, pero..."
E_C19_Jul_Ophelia01_29,Realmente no quiero hacerlo...
E_C19_Jul_Ophelia01_30,¡Kyaaa!
E_C19_Jul_Ophelia01_31,"*¡Bip, bip, bibip!*"
E_C19_Jul_Ophelia01_32,"¡Cálmese, sr. Gólem!"
E_C19_Jul_Ophelia01_33,¡Esker! ¡Eskerrrrr!
E_C19_Jul_Ophelia01_34,¡Esker! ¿¡Cómo pudisteeee!?
E_C19_Jul_Ophelia01_35,"¡Carta, Vellekia! "
E_C19_Jul_Ophelia01_36,"*Bi, bip, Biiip*"
E_C19_Jul_Ophelia01_37,"*Uff*... Lo siento, sr. Gólem..."
E_C19_Jul_Ophelia01_38,"¡Guau, tus habilidades han mejorado mucho!"
E_C19_Jul_Ophelia01_39,Puedes independizarte del grupo.
E_C19_Jul_Ophelia01_40,¡Esker! Realmente fue una mala...
E_C19_Jul_Ophelia01_41,"Espera, luego te escucho."
E_C19_Jul_Ophelia01_42,"Vamos, ya tenemos lo que buscábamos."
E_C19_Jul_Ophelia01_43,¿Adónde vas ahora?
E_C19_Jul_Ophelia01_44,Si conecto esto aquí...
E_C19_Jul_Ophelia01_45,¡Listo!
E_C19_Jul_Ophelia01_46,"Feliz cumpleaños, Ophelia."
E_C19_Jul_Ophelia01_47,"Es cansador empacar las carpas cada vez que nos mudamos, ¿cierto?"
E_C19_Jul_Ophelia01_48,"Entonces, preparé nuestros propio carruaje."
E_C19_Jul_Ophelia01_49,Esker...
E_C19_Jul_Ophelia01_50,¿Estás emocionada? ¿Sin palabras?
E_C19_Jul_Ophelia01_51,¡Era demasiado peligroso!
E_C19_Jul_Ophelia01_52,¡Tenía mucho miedo! ¡Me dejaste sola!
E_C19_Jul_Ophelia01_53,¿Miedo? Pero ese gólem era solo una alucinación. 
E_C19_Jul_Ophelia01_54,Ya me ocupé del verdadero.
E_C19_Jul_Ophelia01_55,¿Peleaste con un gólem solo? ¿Por qué hiciste algo tan peligroso?
E_C19_Jul_Ophelia01_56,"Cálmate, Ophelia."
E_C19_Jul_Ophelia01_57,"¡Quiero estar con la gente del grupo, no quiero estar sola!"
E_C19_Jul_Ophelia01_58,"Ja, ja, me salió mal, parece..."
E_C19_Jul_Ophelia01_59,¡Esker! ¡Te odio!
E_C19_Jul_Crow01_01,…
E_C19_Jul_Crow01_02,¡Argh! A-anciano! 
E_C19_Jul_Crow01_03,"¡Oh, señor! ¿No sabía que hoy es..."
E_C19_Jul_Crow01_04,"¡Eso duele, mestizo!"
E_C19_Jul_Crow01_05,"(¡Silencio, estúpido!)"
E_C19_Jul_Crow01_06,"(Si el anciano se entera, ¡dirá que estamos haciendo algo estúpido!)"
E_C19_Jul_Crow01_07,"Ja, ja, pero solo te lo diría a ti, ¿cierto, mestizo?"
E_C19_Jul_Crow01_08,"(¿A quién le dices mestizo, ¿¡loca...!?)"
E_C19_Jul_Crow01_09,Uhm...
E_C19_Jul_Crow01_10,"Ja, ja… Ja, ja, ja…"
E_C19_Jul_Crow01_11,¿Qué? ¡Velkinoth! ¿Te sientes destartalado?
E_C19_Jul_Crow01_12,¡Bien! ¡Vamos a disparar ahora!
E_C19_Jul_Crow01_13,(¡Qué chiquillo!)
E_C19_Jul_Crow01_14,…
E_C19_Jul_Crow01_15,"Eh... je, je..."
E_C19_Jul_Crow01_16,"¡Oh, debo alimentar a mi bebito!"
E_C19_Jul_Crow01_17,¡Bebito! ¡Es hora de comer!
E_C19_Jul_Crow01_18,…
E_C19_Jul_Crow01_19,¡Agh!
E_C19_Jul_Crow01_20,¡Eres tan ordinario! ¡Maldito mestizo!
E_C19_Jul_Crow01_21,¿Desde cuándo tienes el derecho a llamarme así?
E_C19_Jul_Crow01_22,"¡Oh, tienes razón! ¡Eso me causa más frustración! ¡Muere!"
E_C19_Jul_Crow01_23,¡Muérete tú!
E_C19_Jul_Crow01_24,"Como saliste corriendo primero, prepara todos los ingredientes para su torta de cumpleaños."
E_C19_Jul_Crow01_25,"¿Entendido? No te ayudaré, ¡así que lo harás tu solo!"
E_C19_Jul_Crow01_26,"¡Ya está todo listo, tonta!"
E_C19_Jul_Crow01_27,¿Trajiste la receta?
E_C19_Jul_Crow01_28,Dudo mucho que hayas traído la correcto. Probablemente la quemaste porque eres torpe.
E_C19_Jul_Crow01_29,Al menos no soy un mestizo torpe como tú.
E_C19_Jul_Crow01_30,La guardé desde que me la dio mi hermana.
E_C19_Jul_Crow01_31,Debemos apurarnos entonces.
E_C19_Jul_Crow01_32,No quiero que el anciano lo descubra antes de que terminemos.
E_C19_Jul_Crow01_33,¿Pero por qué Rose le dio la receta a alguien tan estúpido como tú?
E_C19_Jul_Crow01_34,"Le pedí la receta, "
E_C19_Jul_Crow01_35,¡porque le salió muuuy bien cuando la preparó la última vez!
E_C19_Jul_Crow01_36,Dudo que logres hacerla tan bien como ella.
E_C19_Jul_Crow01_37,"Hablando de eso, escuché que Rose dijo que podía calcinarte "
E_C19_Jul_Crow01_38,y agregarte a la masa. ¡Seguro que le dará mejor sabor!
E_C19_Jul_Crow01_39,¡Oye! ¡Cuidado con la masa!
E_C19_Jul_Crow01_40,¡Argh! ¡Loca...!
E_C19_Jul_Crow01_41,"Hoy, ¡uno de nosotros morirá!"
E_C19_Jul_Crow01_42,"¡Iá, ja, ja, ja! ¿Debería hacer la masa con mestizo calcinado?"
E_C19_Jul_Crow01_43,"Cuando lo dejemos, quedará solo."
E_C19_Jul_Crow01_44,Se ahogará en los recuerdos como un tonto en soledad.
E_C19_Jul_Crow01_45,Así que quiero que lo cubras con recuerdos nuevos.
E_C19_Jul_Crow01_46,"Que sienta que estamos juntos, y que logre avanzar con una sonrisa."
E_C19_Jul_Crow01_47,Posdata: le gustan mucho los dulces.
E_C19_Jul_Crow01_48,Entonces...
E_C19_Jul_Crow01_49,¿Cuál es el gran evento hoy?
E_C19_Jul_Crow01_50,Lo siento.
