KEY,Korean
E_C19_Mar_Veronica01_01,으음~ 오늘 길드 관리 스케줄이...역시 빡빡하네.
E_C19_Mar_Veronica01_02,...매일 이러니 생일날 휴가는 꿈도 못 꾸지...
E_C19_Mar_Veronica01_03,어머! 이러고 있을 때가 아니지. 어서 시작하자!!
E_C19_Mar_Veronica01_04,네? 벌써 훈련도감 정리가 끝났다구요?
E_C19_Mar_Veronica01_05,그렇습니다. 오늘은 이미 도움을 받았습니다. 
E_C19_Mar_Veronica01_06,도움이요?
E_C19_Mar_Veronica01_07,믿을 만한 사람입니다. 걱정하지 마십시오. 
E_C19_Mar_Veronica01_08,흐음.... 알겠습니다. 그럼 내일 다시 올게요.
E_C19_Mar_Veronica01_09,다음은 투란에게 가면 되려나? 아 참! 오늘 휴가였지~
E_C19_Mar_Veronica01_10,그럼 바로 쿠무로 씨한테 가볼까? 
E_C19_Mar_Veronica01_11,응??? 방금 그건?
E_C19_Mar_Veronica01_12,??? 장부 정리를 벌써 다 하셨어요? 
E_C19_Mar_Veronica01_13,그럼~ 그럼~ 내 진작에 끝냈지~
E_C19_Mar_Veronica01_14,항상 퇴근 직전에 넘겨주셨던걸... 벌써요?
E_C19_Mar_Veronica01_15,걱정 마시게. 오늘은 두 사람이 확인했으니 말이야~
E_C19_Mar_Veronica01_16,...알겠습니다. 내일 봬요.
E_C19_Mar_Veronica01_17,그래~ 오늘 하루는 느긋하게 보내게~
E_C19_Mar_Veronica01_18,다들 별일이네. 웬일로....
E_C19_Mar_Veronica01_19,................................
E_C19_Mar_Veronica01_20,죄송해요. 하벨록씨. 이번엔 미쳐 잇코의 특식을 구하지 못했어요.
E_C19_Mar_Veronica01_21,응? 무슨 소린가? 이미 붉은 뱀장어는 잘 받았네.
E_C19_Mar_Veronica01_22,조금 전 우리 잇코가 아주 맛있게 먹어치웠지. 후후..
E_C19_Mar_Veronica01_23,뱀장어에 독특한 상처가 남아 있더군. 이 대륙에선 본 적 없는 솜씨였네.
E_C19_Mar_Veronica01_24,후후... 역시 그렇군요. 
