KEY,German
SKILL_DESC_91000110,[Urteilsklinge] verringert den Cooldown um 30 % und erhöht den Schaden pro Einsatz um 4 %. Dieser Effekt kann bis zu 10-mal gestapelt werden.
SKILL_DESC_91000111,"[Urteilsklinge] verringert den Cooldown um 30 % und erhöht den Schaden pro Einsatz um 4,8 %. Dieser Effekt kann bis zu 10-mal gestapelt werden."
SKILL_DESC_91000112,"[Urteilsklinge] verringert den Cooldown um 30 % und erhöht den Schaden pro Einsatz um 5,8 %. Dieser Effekt kann bis zu 10-mal gestapelt werden."
SKILL_DESC_91000113,[Urteilsklinge] verringert den Cooldown um 30 % und erhöht den Schaden pro Einsatz um 7 %. Dieser Effekt kann bis zu 10-mal gestapelt werden.
SKILL_DESC_91000114,"[Urteilsklinge] verringert den Cooldown um 30 % und erhöht den Schaden pro Einsatz um 8,4 %. Dieser Effekt kann bis zu 10-mal gestapelt werden."
SKILL_DESC_91000115,[Urteilsklinge] verringert den Cooldown um 30 % und erhöht den Schaden pro Einsatz um 10 %. Dieser Effekt kann bis zu 10-mal gestapelt werden.
SKILL_DESC_91000210,[Wundersames Licht] erhöht die Heilungsrate um 50 % und macht das Ziel 1 Sek. lang immun gegen Schaden.
SKILL_DESC_91000211,"[Wundersames Licht] erhöht die Heilungsrate um 50 % und macht das Ziel 1,2 Sek. lang immun gegen Schaden."
SKILL_DESC_91000212,"[Wundersames Licht] erhöht die Heilungsrate um 50 % und macht das Ziel 1,4 Sek. lang immun gegen Schaden."
SKILL_DESC_91000213,"[Wundersames Licht] erhöht die Heilungsrate um 50 % und macht das Ziel 1,7 Sek. lang immun gegen Schaden."
SKILL_DESC_91000214,"[Wundersames Licht] erhöht die Heilungsrate um 50 % und macht das Ziel 2,1 Sek. lang immun gegen Schaden."
SKILL_DESC_91000215,"[Wundersames Licht] erhöht die Heilungsrate um 50 % und macht das Ziel 2,5 Sek. lang immun gegen Schaden."
SKILL_DESC_91000310,[Feuernadel] wechselt das Ziel zum Gegner mit dem höchsten ANG und verringert seine Mana um 100.
SKILL_DESC_91000311,[Feuernadel] wechselt das Ziel zum Gegner mit dem höchsten ANG und verringert seine Mana um 120.
SKILL_DESC_91000312,[Feuernadel] wechselt das Ziel zum Gegner mit dem höchsten ANG und verringert seine Mana um 140.
SKILL_DESC_91000313,[Feuernadel] wechselt das Ziel zum Gegner mit dem höchsten ANG und verringert seine Mana um 170.
SKILL_DESC_91000314,[Feuernadel] wechselt das Ziel zum Gegner mit dem höchsten ANG und verringert seine Mana um 210.
SKILL_DESC_91000315,[Feuernadel] wechselt das Ziel zum Gegner mit dem höchsten ANG und verringert seine Mana um 250.
SKILL_DESC_91000410,[Keine Gnade] hebt alle negativen Effekte des Beschwörers auf und stellt bei einem Krit. Treffer 200 Mana wieder her.
SKILL_DESC_91000411,[Keine Gnade] hebt alle negativen Effekte des Beschwörers auf und stellt bei einem Krit. Treffer 240 Mana wieder her.
SKILL_DESC_91000412,[Keine Gnade] hebt alle negativen Effekte des Beschwörers auf und stellt bei einem Krit. Treffer 290 Mana wieder her.
SKILL_DESC_91000413,[Keine Gnade] hebt alle negativen Effekte des Beschwörers auf und stellt bei einem Krit. Treffer 350 Mana wieder her.
SKILL_DESC_91000414,[Keine Gnade] hebt alle negativen Effekte des Beschwörers auf und stellt bei einem Krit. Treffer 420 Mana wieder her.
SKILL_DESC_91000415,[Keine Gnade] hebt alle negativen Effekte des Beschwörers auf und stellt bei einem Krit. Treffer 500 Mana wieder her.
SKILL_DESC_91000510,[Zerschmettern] verringert den ANG des Ziels um 20 % und erhöht den von ihm erlittenen Körp. Schaden 10 Sek. lang um 10 %.
SKILL_DESC_91000511,[Zerschmettern] verringert den ANG des Ziels um 20 % und erhöht den von ihm erlittenen Körp. Schaden 10 Sek. lang um 12 %.
SKILL_DESC_91000512,[Zerschmettern] verringert den ANG des Ziels um 20 % und erhöht den von ihm erlittenen Körp. Schaden 10 Sek. lang um 14 %.
SKILL_DESC_91000513,[Zerschmettern] verringert den ANG des Ziels um 20 % und erhöht den von ihm erlittenen Körp. Schaden 10 Sek. lang um 17 %.
SKILL_DESC_91000514,[Zerschmettern] verringert den ANG des Ziels um 20 % und erhöht den von ihm erlittenen Körp. Schaden 10 Sek. lang um 21 %.
SKILL_DESC_91000515,[Zerschmettern] verringert den ANG des Ziels um 20 % und erhöht den von ihm erlittenen Körp. Schaden 10 Sek. lang um 25 %.
SKILL_DESC_91000610,[Zusammenstoß] verringert 10 Sek. lang den Massenkontrolle-Widerstand des Ziels um 250 und Körp. Blockieren um 200.
SKILL_DESC_91000611,[Zusammenstoß] verringert 10 Sek. lang den Massenkontrolle-Widerstand des Ziels um 250 und Körp. Blockieren um 240.
SKILL_DESC_91000612,[Zusammenstoß] verringert 10 Sek. lang den Massenkontrolle-Widerstand des Ziels um 250 und Körp. Blockieren um 290.
SKILL_DESC_91000613,[Zusammenstoß] verringert 10 Sek. lang den Massenkontrolle-Widerstand des Ziels um 250 und Körp. Blockieren um 350.
SKILL_DESC_91000614,[Zusammenstoß] verringert 10 Sek. lang den Massenkontrolle-Widerstand des Ziels um 250 und Körp. Blockieren um 420.
SKILL_DESC_91000615,[Zusammenstoß] verringert 10 Sek. lang den Massenkontrolle-Widerstand des Ziels um 250 und Körp. Blockieren um 500.
SKILL_DESC_91000710,[Schnellfeuer] erhöht den Schaden um {1} % und regeneriert pro Treffer {2} MP.
SKILL_DESC_91000711,[Schnellfeuer] erhöht den Schaden um 50 % und erhöht den vom Ziel erlittenen Körp. Schaden 10 Sek. lang um 12 %.
SKILL_DESC_91000712,[Schnellfeuer] erhöht den Schaden um 50 % und erhöht den vom Ziel erlittenen Körp. Schaden 10 Sek. lang um 14 %.
