KEY,ChineseTraditional
E_C19_Oct_Laudia01_01,那邊已經結束了。
E_C19_Oct_Laudia01_02,這裡也差不多了，唉…怪物是減少了不少，但還真是沒完沒了啊。
E_C19_Oct_Laudia01_03,只要魔族一直擴張勢力，就得繼續下去吧…辛苦你了。
E_C19_Oct_Laudia01_04,不會，我只是做我該做的事情罷了。
E_C19_Oct_Laudia01_05,這樣應該可以了，要不要先回去呢？
E_C19_Oct_Laudia01_06,今天可是勞蒂亞妳的生日呢。
E_C19_Oct_Laudia01_07,沒關係，就像你說的一樣，這也是我的職責所在。
E_C19_Oct_Laudia01_08,可是…
E_C19_Oct_Laudia01_09,真的沒關係，而且我還有其他地方要去。
E_C19_Oct_Laudia01_10,去哪裡？
E_C19_Oct_Laudia01_11,嗯，是一個小時候去過的地方…假如你不介意的話要不要一起去？
E_C19_Oct_Laudia01_12,感覺是個很特別的地方，那就打擾囉。
E_C19_Oct_Laudia01_13,原來有這樣的地方啊…
E_C19_Oct_Laudia01_14,這邊管理得很好嘛，是用來做儀式的地方嗎？
E_C19_Oct_Laudia01_15,不是那樣的，雖然是有在管理沒錯。
E_C19_Oct_Laudia01_16,就像小時候的祕密基地一樣…說來話長呢。
E_C19_Oct_Laudia01_17,如果您不介意的話還請您告訴我，我好想知道喔。
E_C19_Oct_Laudia01_18,其實是我很小的時候的事…
E_C19_Oct_Laudia01_19,你應該也有聽說過吧？關於沉睡在流動神殿裡的神龍的故事。
E_C19_Oct_Laudia01_20,啊，我聽過，小時候在睡前聽過很多次。
E_C19_Oct_Laudia01_21,因為我那個時候還小，不知道那件事是真實發生過的事，
E_C19_Oct_Laudia01_22,只是單純對在沙漠降下甘霖的美麗神龍感到憧憬罷了，
E_C19_Oct_Laudia01_23,還有在神龍大人甦醒的時候，還想過要為牠提供居住的環境，
E_C19_Oct_Laudia01_24,現在想想，其實這想法很荒謬。
E_C19_Oct_Laudia01_25,不過…那時只不過是小孩子而已嘛，萊雅絲大人若聽了這故事，應該會一笑置之吧。
E_C19_Oct_Laudia01_26,謝謝你這麼說。所以我為了找尋更好的地方才會來到這裡，
E_C19_Oct_Laudia01_27,本來還想說等神龍大人醒來之後可以一起玩，甚至還打掃了呢，
E_C19_Oct_Laudia01_28,但是等我再大一點之後發現了一件事。
E_C19_Oct_Laudia01_29,什麼事？
E_C19_Oct_Laudia01_30,對神龍大人來說，這裡太窄了。
E_C19_Oct_Laudia01_31,啊哈哈…也是啦。
E_C19_Oct_Laudia01_32,但是經過整頓的花，還有清潔溜溜的地板，讓人看了就神清氣爽。
E_C19_Oct_Laudia01_33,所以我只要一有空就會來這邊整理。
E_C19_Oct_Laudia01_34,原來如此…那麼每當生日一到，您就會來這邊是嗎？
E_C19_Oct_Laudia01_35,嗯，那倒也不是，只是最近很常拜訪萊雅絲大人，才讓我想起這件事，
E_C19_Oct_Laudia01_36,生日這天剛好有空，就想來這裡看看。
E_C19_Oct_Laudia01_37,啊，那麼來對地方了。
E_C19_Oct_Laudia01_38,萊、萊雅絲大人？！您怎麼會來這裡…
