KEY,"German"
E_C19_Jun_Fluss01_01,"Es ist kalt! Warum sollten wir früh am Morgen zu diesem schneebedeckten Berg kommen?!"
E_C19_Jun_Fluss01_02,"Hm? Rodina?!"
E_C19_Jun_Fluss01_03,"Guten Morgen, Mitra. Lange nicht gesehen."
E_C19_Jun_Fluss01_04,"Ich hörte, dass du im Ruhestand bist, aber ich hätte nicht erwartet, dich hier zu sehen."
E_C19_Jun_Fluss01_05,"Hm, hm, ich hätte nie gedacht, dich außerhalb des Imperialen Schießwettbewerbs zu sehen."
E_C19_Jun_Fluss01_06,"Was bringt dich hierher?"
E_C19_Jun_Fluss01_07,"Ich bin heute gekommen, um Fluss zu helfen."
E_C19_Jun_Fluss01_08,"Hm? Du auch?"
E_C19_Jun_Fluss01_09,"Meine Güte! Ich bin etwas spät dran. Ihr beide seid schon hier, also fehlt nur noch eine."
E_C19_Jun_Fluss01_10,"Hey! Was ist hier los? Ich bin hierhergekommen, weil es mir der Alte befohlen hat, aber er hat mir keine Details genannt ..."
E_C19_Jun_Fluss01_11,"Warte einen Moment. Oh, da ist sie ja!"
E_C19_Jun_Fluss01_12,"Entschuuuuuldigt! Kommt Luna zu spät?"
E_C19_Jun_Fluss01_13,"(So, so süß!)"
E_C19_Jun_Fluss01_14,"Oh nein. Was ist nur mit diesem Kind los? Was machen wir?"
E_C19_Jun_Fluss01_15,"Ihr alle werdet mir heute hierbei helfen!"
E_C19_Jun_Fluss01_16,"Wir werden die Rose der Unsterblichkeit finden, die nur auf diesem Berg wächst."
E_C19_Jun_Fluss01_17,"Luna. Kannst du dich an ihren Geruch erinnern und sie unter dem Schnee aufspüren?"
E_C19_Jun_Fluss01_18,"Okay! Luna kann auch durch den Schnee riechen! Oh! Das kann ich auch!"
E_C19_Jun_Fluss01_19,"Du brauchst anscheinend nur dieses Kind, um sie zu finden. Warum sind wir hier?"
E_C19_Jun_Fluss01_20,"So einfach ist das nicht. Ihr werdet es bald sehen. Macht euch bereit."
E_C19_Jun_Fluss01_21,"????"
E_C19_Jun_Fluss01_22,"Hier! Die Rose ist hier! Whaaa! Verschwindet! Monster!"
E_C19_Jun_Fluss01_23,"Los geht’s, Beeilung!"
E_C19_Jun_Fluss01_24,"Verflucht! Geht es dir gut, Kind?"
E_C19_Jun_Fluss01_25,"Hey, was ist das für ein Monster?"
E_C19_Jun_Fluss01_26,"Ich würde sagen, dass es wie ein Beschützer ist, der auf die Rose der Unsterblichkeit aufpasst."
E_C19_Jun_Fluss01_27,"Das ist ein Gegner, den wir besiegen müssen, wenn wir die Rose haben wollen. Hey, zeigt mir, was ihr draufhabt."
E_C19_Jun_Fluss01_28,"All das für eine Blume?"
E_C19_Jun_Fluss01_29,"Ganz schön dreist, das über die Rose zu sagen, die niemals ihre Schönheit verliert, auch nachdem sie gepflückt wurde."
E_C19_Jun_Fluss01_30,"Ich habe … zu Befehl."
E_C19_Jun_Fluss01_31,"Ich hätte wissen müssen, dass es Schwierigkeiten bedeutet, wenn der Alte mir etwas aufträgt ... Mist, das ist mühsam."
E_C19_Jun_Fluss01_32,"Luna wird auch kämpfen!"
E_C19_Jun_Fluss01_33,"Hm, hm, das sind wirklich die Besten des Imperiums."
E_C19_Jun_Fluss01_34,"Also dann, holen wir uns die nächste Rose!"
E_C19_Jun_Fluss01_35,"Der Abend desselben Tages."
E_C19_Jun_Fluss01_36,"Ich weiß nicht, wer du bist."
E_C19_Jun_Fluss01_37,"Ich weiß nur ... In den Geschichten meines Opas warst du immer eine gute Dame ..."
E_C19_Jun_Fluss01_38,"Durch dein Opfer können meine Familie und ich heute hier sein."
E_C19_Jun_Fluss01_39,"Ich werde dich vielleicht nicht treffen können,"
E_C19_Jun_Fluss01_40,"aber ich bewundere und respektiere dich dafür, was du getan hast."
E_C19_Jun_Fluss01_41,"Bitte, lass uns meinen Geburtstag gemeinsam feiern. Unsterbliche Dame ..."
E_C19_Jun_Shea01_01,"Heute ist es so weit, Mr. Schute!"
E_C19_Jun_Shea01_02,"Ja, Shea! Heute ist der Tag. Ich bin ganz schön nervös. Bist du bereit?"
