KEY,"Russian"
E_C19_Jun_Fluss01_01,"Как же холодно! Ну почему нам нужно забираться на эту снежную гору в такую рань?"
E_C19_Jun_Fluss01_02,"А? Дина?!"
E_C19_Jun_Fluss01_03,"Доброе утро, Митра. Давно не виделись."
E_C19_Jun_Fluss01_04,"Я слышала, что ты ушел в отставку, но не думала увидеть тебя здесь."
E_C19_Jun_Fluss01_05,"Хм, а я не думал встретить тебя где-то помимо Имперского соревнования стрелков."
E_C19_Jun_Fluss01_06,"Что ты здесь делаешь?"
E_C19_Jun_Fluss01_07,"Я здесь, чтобы помочь Флуссу."
E_C19_Jun_Fluss01_08,"А? И ты тоже?"
E_C19_Jun_Fluss01_09,"Ой-ой! Я чуть-чуть припозднился. Так, вы двое уже здесь, значит, ждем еще кое-кого."
E_C19_Jun_Fluss01_10,"Эй! А что вообще происходит? Я пришел сюда по приказу старика, но он не посвятил меня в подробности."
E_C19_Jun_Fluss01_11,"Имей терпение. Ага, вот и она!"
E_C19_Jun_Fluss01_12,"Прости-и-ите! Луна опоздала?"
E_C19_Jun_Fluss01_13,"(Ой, какая милая!)"
E_C19_Jun_Fluss01_14,"Так... А что здесь делает этот ребенок? Чем мы вообще будем заниматься?"
E_C19_Jun_Fluss01_15,"Сегодня вы все поможете мне в одном деле!"
E_C19_Jun_Fluss01_16,"Мы должны отыскать розу бессмертия, которая растет только на этой горе."
E_C19_Jun_Fluss01_17,"Так, Луна. Ты можешь вспомнить ее запах и учуять его под снегом?"
E_C19_Jun_Fluss01_18,"Ага! Снег не помеха для Луны! Луна все учует!"
E_C19_Jun_Fluss01_19,"Похоже, мелкая со всем справится в одиночку. Мы-то здесь зачем?"
E_C19_Jun_Fluss01_20,"Все не так просто. Вы в этом скоро убедитесь. Будьте начеку."
E_C19_Jun_Fluss01_21,"Хм?"
E_C19_Jun_Fluss01_22,"Здесь! Роза здесь! А-а-а! Уйди! Монстр!"
E_C19_Jun_Fluss01_23,"Вперед, нужно спешить!"
E_C19_Jun_Fluss01_24,"Ну и ну! Мелкая, ты как? В порядке?"
E_C19_Jun_Fluss01_25,"Эй, что это еще за монстр такой?"
E_C19_Jun_Fluss01_26,"Это что-то вроде стража, который охраняет розу бессмертия."
E_C19_Jun_Fluss01_27,"Это враг, которого мы непременно должны победить, чтобы получить розу. Ну, покажите, чего вы стоите."
E_C19_Jun_Fluss01_28,"И все это ради какого-то цветочка?"
E_C19_Jun_Fluss01_29,"Как грубо говорить такое о розе, которая никогда не теряет своей красоты даже после того, как ее сорвут."
E_C19_Jun_Fluss01_30,"Как скажешь."
E_C19_Jun_Fluss01_31,"Так и знал, что если старик о чем-то попросил, то жди беды... Что ж, придется попотеть."
E_C19_Jun_Fluss01_32,"Луна тоже будет сражаться!"
E_C19_Jun_Fluss01_33,"Хм, они и правда лучшие в империи."
E_C19_Jun_Fluss01_34,"Что ж, пойдемте поищем следующую розу!"
E_C19_Jun_Fluss01_35,"Вечером того же дня."
E_C19_Jun_Fluss01_36,"Я не знаю, кто вы."
E_C19_Jun_Fluss01_37,"Я лишь знаю... что вы добрая госпожа из истории, которую мне рассказывал дедушка..."
E_C19_Jun_Fluss01_38,"Благодаря вашему самопожертвованию моя семья и я все еще живы."
E_C19_Jun_Fluss01_39,"Возможно, мы больше не увидимся."
E_C19_Jun_Fluss01_40,"я восхищаюсь вами и почитаю вас всем сердцем."
