KEY,German
E_C19_Oct_Laudia01_01,Dort sind sie fertig.
E_C19_Oct_Laudia01_02,"Hier auch. Ha ... Es sind zwar weniger geworden, aber um all die Monster aufzuhalten, wird es ewig dauern."
E_C19_Oct_Laudia01_03,Der Einfluss der Dämonen wird nicht so schnell verschwinden ... Du hast hart gearbeitet.
E_C19_Oct_Laudia01_04,Selbstverständlich. Das bin ich diesem Land schuldig.
E_C19_Oct_Laudia01_05,Das wird fürs Erste reichen. Warumgeht Ihr nicht schon mal vor?
E_C19_Oct_Laudia01_06,Heute ist doch Euer Geburtstag.
E_C19_Oct_Laudia01_07,"Ach was. Diese Gelegenheit geht mich genauso an, wie dich."
E_C19_Oct_Laudia01_08,Aber ...
E_C19_Oct_Laudia01_09,Es ist wirklich in Ordnung. Ich muss sowieso irgendwohin.
E_C19_Oct_Laudia01_10,Wohin denn?
E_C19_Oct_Laudia01_11,Ein Ort aus meiner Kindheit ... Willst du mitkommen?
E_C19_Oct_Laudia01_12,"Es muss ein besonderer Ort sein. Wenn Ihr nichts dagegen habt, würde ich Euch gerne begleiten."
E_C19_Oct_Laudia01_13,Der Ort hier ...
E_C19_Oct_Laudia01_14,Es sieht sehr gepflegt aus. Wird es für Rituale verwendet?
E_C19_Oct_Laudia01_15,"Nein, so ein Ort ist es nicht. Ich kümmere mich nur darum."
E_C19_Oct_Laudia01_16,"Es ist ein geheimer Ort, den ich in meiner Jugend oft besucht habe ... Es ist eine lange Geschichte."
E_C19_Oct_Laudia01_17,"Wenn Ihr damit einverstanden seid, würde ich mir gerne die Geschichte anhören. Ich bin neugierig."
E_C19_Oct_Laudia01_18,"Nun, die Geschichte beginnt in meiner Kindheit ..."
E_C19_Oct_Laudia01_19,Du hast doch auch davon gehört? Die Geschichte vom schlafenden Drachengott am Schrein des Flusses.
E_C19_Oct_Laudia01_20,Natürlich. sie wurde mir oft als Gute-Nacht-Geschichte vor dem Schlafen vorgelesen.
E_C19_Oct_Laudia01_21,"Damals wusste ich jedoch nicht, dass es eine wahre Geschichte sei."
E_C19_Oct_Laudia01_22,"Ich sehne mich nach den einfachen Zeiten, wo ich dachte, dass der Drachengott derjenige ist, der es in der Wüste regnen lassen kann."
E_C19_Oct_Laudia01_23,"Daher wollte ich dem Drachengott einen Ort bieten, an dem er sich aufhalten kann, wenn er aufwacht."
E_C19_Oct_Laudia01_24,"Jetzt wo ich darüber nachdenke, hört es sich nach einer lächerlichen Geschichte an."
E_C19_Oct_Laudia01_25,"Nun ... Ihr wart nur ein Kind. Laias würde auch lachen, wenn sie es hört."
E_C19_Oct_Laudia01_26,Danke. Also habe ich einen guten Ort ausgesucht.
E_C19_Oct_Laudia01_27,"Daher habe ich hier angefangen aufzuräumen, weil ich mir dachte, dass der Drachengott mit mir spielen wird, wenn er aufwacht."
E_C19_Oct_Laudia01_28,Aber dann bin ich erwachsen geworden und mir wurde  mir klar.
E_C19_Oct_Laudia01_29,Was denn?
E_C19_Oct_Laudia01_30,Dieser Ort ist zu klein für einen Drachengott.
E_C19_Oct_Laudia01_31,Hahaha ... das stimmt.
E_C19_Oct_Laudia01_32,"Aber es ist wirklich schön, den gepflegten Boden und die hübschen Blumen zu sehen."
E_C19_Oct_Laudia01_33,"Also kümmere ich mich darum, wann immer ich Zeit habe."
E_C19_Oct_Laudia01_34,So ist es also ... Dann kommt Ihr jedes Jahr zu Eurem Geburtstag hierher?
E_C19_Oct_Laudia01_35,Hmm? Nein. Ich musste nur in letzter Zeit oft an Laias denken.
E_C19_Oct_Laudia01_36,"Außerdem hatte ich dank meines Geburtstags ein bisschen Zeit, also wollte ich unbedingt herkommen."
E_C19_Oct_Laudia01_37,"Oh, hier bin ich also richtig."
E_C19_Oct_Laudia01_38,"L, Laias ?! Wie seid Ihr ..."
E_C19_Oct_Laudia01_39,"Ich bin hier, weil ich Euch etwas sagen wollte."
E_C19_Oct_Laudia01_40,Dann werde ich euch mal alleine lassen.
E_C19_Oct_Laudia01_41,So ein Ort gab es also in Aegina. Kümmert Ich Euch alleine darum?
E_C19_Oct_Laudia01_42,"Ja, immer wenn ich Zeit habe."
E_C19_Oct_Laudia01_43,Ich spüre die klare Energie. Ihr habt Euch lange Zeit viel Mühe gegeben.
E_C19_Oct_Laudia01_44,"Ein schöner Ort. Wenn Ihr damit einverstanden sind, kann ich ab und zu vorbeikommen?"
E_C19_Oct_Laudia01_45,Natürlich. Wann immer Ihr wollt.
E_C19_Oct_Laudia01_46,"Vielen Dank. Und das, was ich vorhin sagen wollte."
E_C19_Oct_Laudia01_47,Ja. Ich höre.
E_C19_Oct_Laudia01_48,Alles Gute zum Geburtstag Laudia. Möge der Segen des Flusses mit Euch sein.
E_C19_Oct_Laudia01_49,"Und ... das ist zwar ungewohnt für mich, aber ..."
E_C19_Oct_Laudia01_50,Ihr habt gute Arbeit im Kampf gegen die Dämonen geleistet.
E_C19_Oct_Laudia01_51,Die Menschen können nun dank Euch wieder glücklich sein.
E_C19_Oct_Laudia01_52,"Als die Person, die sich um die Wüste kümmert, danke ich Euch vielmals."
E_C19_Oct_Laudia01_53,Ihr schmeichelt mir ... Vielen Dank.
E_C19_Oct_Laudia01_54,"Es tut mir leid, dass ich so plötzlich reingeplatzt bin. Einen schönen Tag wünsche ich Euch noch."
E_C19_Oct_Laudia01_55,"Nein, nicht doch. Ihr seid gekommen, um mich zu sehen. Ich sollte mich bedanken."
E_C19_Oct_Laudia01_56,Worüber habt ihr euch unterhalten?
E_C19_Oct_Laudia01_57,"Sie meinte, dass es ein wunderschöner Ort sei ... Sie möchte ihn ab und zu besuchen."
E_C19_Oct_Laudia01_58,"... Ich hätte nie gedacht, ein Kompliment von einem Drachengott zu bekommen, selbst als ich jung war."
E_C19_Oct_Laudia01_59,Dass sowas mir mal passiert ...
E_C19_Oct_Laudia01_60,Euer Traum ist wahr geworden ... als Laias diesen Ort besucht hat.
E_C19_Oct_Laudia01_61,"Ja ... es hat sich gelohnt, nicht aufzugeben und sich anzustrengen."
E_C19_Oct_Clause01_01,"Clause, alles Gute zum Geburtstag!!"
E_C19_Oct_Clause01_02,"Clause, alles Gute zum Geburtstag!!"
E_C19_Oct_Clause01_03,Das haben wir nur für dich gemacht. Ist es nicht schön?
E_C19_Oct_Clause01_04,"Hehe, Kasel hat es falsch geschrieben!"
E_C19_Oct_Clause01_05,Hallo! Du sollst dich nicht über mich lustig machen!
E_C19_Oct_Clause01_06,Haha! Beide sind sehr schön.
E_C19_Oct_Clause01_07,Ich danke euch sehr! Ihr seid die Besten!!
E_C19_Oct_Clause01_08,Damals konnten wir ihm als erstes gratulieren ...
E_C19_Oct_Clause01_09,Stimmt ...
E_C19_Oct_Clause01_10,Alles Gute zum Geburtstag Clause!
E_C19_Oct_Clause01_11,Wir sind stolz auf dich. Herzlichen Glückwünsch!
E_C19_Oct_Clause01_12,Haha. Vielen Dank!
E_C19_Oct_Clause01_13,"Ich werde mein Bestes tun, um euch nicht zu enttäuschen."
E_C19_Oct_Clause01_14,Sogar an seinem Geburtstag ist Clause ...
E_C19_Oct_Clause01_15,Das ist sein Charme. Haha! Alles Gute zum Geburtstag!
E_C19_Oct_Clause01_16,"Jetzt dürfte es gehen, oder?"
E_C19_Oct_Clause01_17,Ok. Dann lass uns ...
E_C19_Oct_Clause01_18,Frau Hauptmann! Was tut Ihr hier?
E_C19_Oct_Clause01_19,"Ich kam, um dich zu sehen. Du bist immer von vielen Freunden umgeben."
E_C19_Oct_Clause01_20,Dies sind der Brief und das Geschenk der Prinzessin.
E_C19_Oct_Clause01_21,"Herzlichen Glückwunsch, Clause."
E_C19_Oct_Clause01_22,Alles Gute zum Geburtstag!
E_C19_Oct_Clause01_23,"Ich habe eine Holzstatue vorbereitet, die genau wie du aussieht."
E_C19_Oct_Clause01_24,"Haha. Vielen Dank, Loman."
E_C19_Oct_Clause01_25,"Danke, Frau Hauptmann. Ich werde mich bei Eurer Hoheit persönlich bedanken."
E_C19_Oct_Clause01_26,Tu das. Das würde der Prinzessin gefallen.
E_C19_Oct_Clause01_27,Außerdem ...
E_C19_Oct_Clause01_28,Wollte ich dich heute zum Kommandat nennen ...
E_C19_Oct_Clause01_29,"Ha, hahaha! Ich weiß das zu schätzen, aber ich sollte es lieber ablehnen, Frau Hauptmann!"
E_C19_Oct_Clause01_30,Ich möchte jetzt erstmal aus dieser Position anderen Menschen helfen.
E_C19_Oct_Clause01_31,"Und ich denke auch, das es meine Aufgabe ist."
E_C19_Oct_Clause01_32,Ha ... Schon wieder gescheitert ...
E_C19_Oct_Clause01_33,"Oh, diesmal wolltet Ihr ..."
E_C19_Oct_Clause01_34,Er bist zu beliebt.
E_C19_Oct_Clause01_35,... Soll wir noch lein bisschen warten?
E_C19_Oct_Clause01_36,Na gut. Wir haben ja noch Zeit.
E_C19_Oct_Clause01_37,"Du ... siehst sehr glücklich aus, Bruder."
E_C19_Oct_Clause01_38,"Als wir jung waren, haben wir nur zu dritt seinen Geburtstag gefeiert."
E_C19_Oct_Clause01_39,Bist du etwa einsam?
E_C19_Oct_Clause01_40,Haha. Hast du meine Gedanken gelesen?
E_C19_Oct_Clause01_41,Aber es ist in Ordnung. Clause ist mein Bruder.
