KEY,French
E_C19_Nov_Aisha01_01,"Mademoiselle Aisha, je vous souhaite un joyeux anniversaire !"
E_C19_Nov_Aisha01_02,"Plus les jours passent, plus vous devenez ravissante. Mon cadeau paraît bien peu de chose auprès de votre beauté."
E_C19_Nov_Aisha01_03,Et ce jardin splendide servant de lieu de réception...
E_C19_Nov_Aisha01_04,Il convient tout à fait à la demoiselle de la famille Daphnel.
E_C19_Nov_Aisha01_05,"Vous me faites trop d’honneur. Je vous remercie tous d’être venus, malgré les occupations qui vous accaparent."
E_C19_Nov_Aisha01_06,"Voulez-vous m’accorder cette danse, mademoiselle Aisha ?"
E_C19_Nov_Aisha01_07,"Merci, mais d’autres invités m’attendent."
E_C19_Nov_Aisha01_08,M'accompagneriez-vous pour une promenade ?
E_C19_Nov_Aisha01_09,"Je n’ai pas d’autre choix que de refuser, car je dois continuer à accueillir les invités."
E_C19_Nov_Aisha01_10,Mais je vous remercie pour cette aimable proposition.
E_C19_Nov_Aisha01_11,Je n’ai guère le temps de souffler... C’est pour cela que je ne voulais pas de fête d’anniversaire.
E_C19_Nov_Aisha01_12,Si seulement mon père n’avait pas insisté pour organiser une fête aussi grandiose...
E_C19_Nov_Aisha01_13,"Ah, Prisci..."
E_C19_Nov_Aisha01_14,"Vous étiez donc là, mademoiselle Aisha ! Je vous adresse mes meilleurs vœux pour votre anniversaire !"
E_C19_Nov_Aisha01_15,M-Merci. Cela faisait longtemps que je ne vous avais pas vu.
E_C19_Nov_Aisha01_16,Avez-vous été surprise ? Toutes mes excuses. J’étais si heureux de vous voir que...
E_C19_Nov_Aisha01_17,"Cela ne fait rien. Comment allez-vous, depuis le temps ?"
E_C19_Nov_Aisha01_18,Ah... Vraiment... Je n’ai encore rien pu entendre de la personne à qui je souhaite réellement recevoir des félicitations...
E_C19_Nov_Aisha01_19,"Pourtant, c’est mon anniversaire, enfin..."
E_C19_Nov_Aisha01_20,"Seriez-vous lasse ? Cela n’est guère étonnant, vu le nombre de personnes présentes."
E_C19_Nov_Aisha01_21,Ce n’est pas grave. Ils sont tous ici afin de me féliciter pour mon anniversaire.
E_C19_Nov_Aisha01_22,Je me dois de les accueillir.
E_C19_Nov_Aisha01_23,"J’avais tant voulu passer un anniversaire tranquille, cette année..."
E_C19_Nov_Aisha01_24,"Tant pis. Cela fait partie de mes devoirs, après tout."
E_C19_Nov_Aisha01_25,"Elle doit être nerveuse, pourtant elle joue son rôle d’hôtesse sans faillir."
E_C19_Nov_Aisha01_26,Cette attitude est digne d’une noble demoiselle qu’elle est.
E_C19_Nov_Aisha01_27,Excusez-moi ! Aidez-moi un instant !
E_C19_Nov_Aisha01_28,Volontiers !
E_C19_Nov_Aisha01_29,"Mais Priscilla, avez-vous déjà adressé des félicitations à mademoiselle Aisha ?"
E_C19_Nov_Aisha01_30,"Pas encore. La demoiselle est occupée, et moi également..."
E_C19_Nov_Aisha01_31,Effectivement... C’est inévitable. Mademoiselle comprendra sûrement.
E_C19_Nov_Aisha01_32,Je l'espère...
E_C19_Nov_Aisha01_33,Je n’ai pas le choix... Puisque je ne peux pas écarter les invités pour lui adresser la parole.
E_C19_Nov_Aisha01_34,Le cadeau est prêt... Mais pourrais-je le lui offrir dans la journée ?
E_C19_Nov_Aisha01_35,Priscilla ! Par ici !
E_C19_Nov_Aisha01_36,J’y vais !
E_C19_Nov_Aisha01_37,Il se fait tard...
E_C19_Nov_Aisha01_38,Organiser une réception est une tâche ardue...
E_C19_Nov_Aisha01_39,"Ouh, vraiment ! Quand cette fête se terminera-t-elle, enfin !"
E_C19_Nov_Aisha01_40,Je me demande si mademoiselle va bien. Elle a l’air fatigué...
E_C19_Nov_Aisha01_41,"Cette journée fut réjouissante. La prochaine fois, je vous inviterai à la réception que j'organiserai dans mon manoir !"
E_C19_Nov_Aisha01_42,Merci. Soyez prudente sur la route de retour.
E_C19_Nov_Aisha01_43,"Ouf, c’est terminé. Je suis épuisée... Je peux enfin me reposer..."
E_C19_Nov_Aisha01_44,"Quelle heure est-il ? Il doit rester environ 30 minutes avant que sonne minuit, sans doute ?"
E_C19_Nov_Aisha01_45,"Un instant, il se fait donc si tard ?!"
E_C19_Nov_Aisha01_46,"Vous avez été parfaite. Le nettoyage peut attendre demain, alors reposons-nous, aujourd’hui."
E_C19_Nov_Aisha01_47,Bien qu'il ne reste que quelques minutes avant la fin de la journée...
E_C19_Nov_Aisha01_48,C’est compr... Pardon ? Quelle heure est-il ?
E_C19_Nov_Aisha01_49,Il doit rester 10 minutes avant minuit...
E_C19_Nov_Aisha01_50,Ma-Mademoiselle ! Accordez-moi un moment !
E_C19_Nov_Aisha01_51,"Priscilla ! Je te cherchais, justement ! tu sais quoi, je..."
E_C19_Nov_Aisha01_52,"Toutes mes excuses, mais pouvez-vous venir par ici un instant ?"
E_C19_Nov_Aisha01_53,Hein ?
E_C19_Nov_Aisha01_54,"Je suis navrée, vous devez être pourtant fatiguée."
E_C19_Nov_Aisha01_55,Mais il faut absolument que je vous dise quelque chose...
E_C19_Nov_Aisha01_56,"Cela ne fait rien, vraiment. Et comment vas-tu, Priscilla ? N’es-tu pas épuisée, toi aussi ?"
E_C19_Nov_Aisha01_57,"Je vais bien. Mis à part cela,"
E_C19_Nov_Aisha01_58,"joyeux anniversaire, mademoiselle. C’est bien peu de chose, mais..."
E_C19_Nov_Aisha01_59,J’ai voulu vous l’offrir avant la fin de cette journée.
E_C19_Nov_Aisha01_60,"Quoi que ce soit, j’apprécierai sûrement ! Puisque c’est un cadeau qui vient de toi !"
E_C19_Nov_Aisha01_61,C’est le meilleur présent que j’ai pu recevoir aujourd’hui. Je te remercie de tout mon cœur !
E_C19_Nov_May01_01,Lalala... Lala !
E_C19_Nov_May01_02,May paraît bien joyeuse.
E_C19_Nov_May01_03,C’est parce qu’il ne reste que quelques jours avant son anniversaire. Elle sera de plus en plus enjouée.
E_C19_Nov_May01_04,"Qu’est-ce que je peux bien lui offrir, cette année..."
E_C19_Nov_May01_05,Luna ! Il y a quelque chose que Luna veut tenter !
E_C19_Nov_May01_06,Luna veut lui offrir un «cadeau en catimini» !
E_C19_Nov_May01_07,Un «cadeau en catimini» ?
E_C19_Nov_May01_08,Oui ! Luna va t’expliquer...
E_C19_Nov_May01_09,J-2
E_C19_Nov_May01_10,"Ah, c’est adorable. Combien ça coûte ?"
E_C19_Nov_May01_11,Hmm... Je ferais mieux d’attendre et de l’acheter pour mon anniversaire !
E_C19_Nov_May01_12,Créer un feu d’artifice ? Wouah... Fascinant. Cela peut être amusant.
E_C19_Nov_May01_13,"Mais je n’ai pas le temps, pour l’instant..."
E_C19_Nov_May01_14,J-1
E_C19_Nov_May01_15,Ah... Wouah... Il me fait vraiment envie.
E_C19_Nov_May01_16,Voyons... L’état de mon portefeuille... ne me permet pas de l’acheter.
E_C19_Nov_May01_17,Quoi donc ?
E_C19_Nov_May01_18,"Salut, Luna ! Je parlais de ça."
E_C19_Nov_May01_19,Hum... Le veux-tu ? Et si Luna vendait les carottes ?
E_C19_Nov_May01_20,"Vendre les carottes ne suffira pas, je le crains..."
E_C19_Nov_May01_21,Hum...
E_C19_Nov_May01_22,"Ne t’inquiète pas. Il me suffira d’économiser un tout petit peu, en réduisant mon train de vie."
E_C19_Nov_May01_23,"Ou alors, puisque c’est mon anniversaire, je pourrais casser mon tire-lire..."
E_C19_Nov_May01_24,Hum ?
E_C19_Nov_May01_25,"Ah, ce n’est rien ! Mais où allais-tu ainsi, Luna ?"
E_C19_Nov_May01_26,Luna se rendait dans les bois ! Veux-tu accompagner Luna ?
E_C19_Nov_May01_27,Il faut que je retourne à ma boutique... Ce sera pour la prochaine fois.
E_C19_Nov_May01_28,Compris ! À la prochaine ! Au revoir !
E_C19_Nov_May01_29,Jour J
E_C19_Nov_May01_30,"Waah ! Il fait beau temps, aujourd’hui."
E_C19_Nov_May01_31,Je suis chanceuse !
E_C19_Nov_May01_32,"Excusez-moi, j’ai une lettre pour vous !"
E_C19_Nov_May01_33,Une lettre ?
E_C19_Nov_May01_34,"Il n’y a pas le nom de l’expéditeur, qui me l’a donc envoyée ?"
E_C19_Nov_May01_35,Hmm... Hein ? Une invitation... ?
E_C19_Nov_May01_36,Heeeein ?! Une invitation pour fabrication de feux d’artifice ?!
E_C19_Nov_May01_37,"Je souhaitais acheter le billet, aujourd’hui !"
E_C19_Nov_May01_38,"... Vraiment, qui cela peut-il être ?"
E_C19_Nov_May01_39,Lala... Lalala !
E_C19_Nov_May01_40,"C’était ici, n’est-ce pas ? Voyons voir..."
E_C19_Nov_May01_41,Félicitations ! Ceci est une récompense bonus
E_C19_Nov_May01_42,pour la personne qui fabrique le plus beau et le plus grand des feux d’artifice !
E_C19_Nov_May01_43,Ah... ?
E_C19_Nov_May01_44,J’ignorais qu’un tel événement était prévu.
E_C19_Nov_May01_45,"Bah, peu importe. Il a dû être organisé aujourd’hui."
E_C19_Nov_May01_46,Waah ! Merci !
E_C19_Nov_May01_47,"Puisque Juno se chargera de préparer le dîner, occupons-nous d’abord de..."
E_C19_Nov_May01_48,"Aaah ? Cette fois-ci, c’est un colis qui est arrivé ?"
E_C19_Nov_May01_49,L'expéditeur y a écrit... «Merci jour après jour !» ?
E_C19_Nov_May01_50,Je l’impression de connaître son identité... ou peut-être pas...
E_C19_Nov_May01_51,"Bon, qu’est-ce que c’est donc ?"
E_C19_Nov_May01_52,Ah...
E_C19_Nov_May01_53,Heeein ?!?!?!
E_C19_Nov_May01_54,"Je te souhaite la bienvenue, May ! Joyeux anniversaire !"
E_C19_Nov_May01_55,"May, bienvenue ! Joyeux anniversaire ! Luna t’a apporté les carottes !"
E_C19_Nov_May01_56,"Merci, Juno ! Et Luna, tu es là aussi ! Merci !"
E_C19_Nov_May01_57,"Écoute, May. Étais-tu heureuse, aujourd’hui ?"
E_C19_Nov_May01_58,Quoi ? Bien entendu ! Ce fut une journée débordante de bonheur !
E_C19_Nov_May01_59,Oui ! Tu a été heureuse ! Tant mieux !
E_C19_Nov_Requina01_1,"Huhuhu... C’est une belle matinée, aujourd’hui aussi !"
E_C19_Nov_Requina01_2,"Allons, mangeons rapidement, avant d’aller ouvrir la boutique !"
E_C19_Nov_Requina01_3,"Ah, c’est vrai. Il faut que je prie la déesse Lua pour que je puisse gagner beaucoup d’argent aujourd’hui aussi !"
E_C19_Nov_Requina01_4,"Puisque c’est mon anniversaire, les affaires marcheront mieux que d’habitude..."
E_C19_Nov_Requina01_5,"Bienvenue, bienvenue !"
E_C19_Nov_Requina01_6,"Bienvenue au bazar de Requina ! Aujourd’hui, c’est le jour de la vente de plantes médicinales !"
E_C19_Nov_Requina01_7,"Tous les types d’herbes sont présents, alors faites votre choix !"
E_C19_Nov_Requina01_8,Effet garanti ! Nous ne vendons que des traitements dont l’efficacité a été prouvée à travers des essais cliniques !
E_C19_Nov_Requina01_9,... Combien ces champignons coûtent-ils ?
E_C19_Nov_Requina01_10,"C’est 20,000 Or la sacoche !"
E_C19_Nov_Requina01_11,"Puisque ce sont des produits en promotion, nous vous offrons une sacoche de plus pour une sacoche achetée !"
E_C19_Nov_Requina01_12,"Si vous les consommez après les avoir bouillis, ils sont efficaces contre la toux et le nez bouché."
E_C19_Nov_Requina01_13,"Si vous les utilisez à l’état de poudre, cela peut provoquer l'asphyxie et la paralysie, alors prenez-y garde !"
E_C19_Nov_Requina01_14,... Compris. Je ferai attention.
E_C19_Nov_Requina01_15,Quel est le prix de ces herbes ?
E_C19_Nov_Requina01_16,"Ah, c’est 5,000 Or le bouquet."
E_C19_Nov_Requina01_17,"Après les avoir bouillies dans l’eau, broyez-les avant de les appliquer sur la plaie. Elles arrêteront l’hémorragie..."
E_C19_Nov_Requina01_18,"Si vous oubliez de les bouillir, non seulement le sang de la plaie se durcit,"
E_C19_Nov_Requina01_19,"mais aussi celui des autres parties de votre corps, alors faites attention !"
E_C19_Nov_Requina01_20,"Bonjour, Requina."
E_C19_Nov_Requina01_21,"Vous avez beaucoup de clients, aujourd’hui."
E_C19_Nov_Requina01_22,"Je suis ravie de vous voir, Mediana !"
E_C19_Nov_Requina01_23,Et dire que ma cliente VIP est venue en personne... Quelles sont les recherches qui vous ont menées ici ?
E_C19_Nov_Requina01_24,"Ahaha, je ne suis pas venue pour mes recherches."
E_C19_Nov_Requina01_25,"Tenez, c’est votre cadeau."
E_C19_Nov_Requina01_26,"Ooh, vous vous êtes souvenue donc de mon anniversaire ?"
E_C19_Nov_Requina01_27,Je vous remercie !!
E_C19_Nov_Requina01_28,Hum hum hum. Ce médicament est d’une couleur magnifique.
E_C19_Nov_Requina01_29,"Houhouhou, il est fait à base de champhideux de l’illusion que Yanne a chassés, il y a peu de temps."
E_C19_Nov_Requina01_30,"Savamment dosé, il fait un excellent anesthésiant. Parfait pour se défendre."
E_C19_Nov_Requina01_31,"Ah, mais s’il est utilisé abusivement, il peut provoquer des hallucinations. Alors il faut s’en servir avec prudence."
E_C19_Nov_Requina01_32,"Héhéhé, merci."
E_C19_Nov_Requina01_33,Je trouverai sûrement une utilité quelque part.
E_C19_Nov_Requina01_34,"Ah, puisque je suis là, j’aimerais en profiter pour commander les champignons et les herbes venimeux."
E_C19_Nov_Requina01_35,"En grande quantité, comme à l’accoutumée. Vous connaissez le point de livraison, n’est-ce-pas ?"
E_C19_Nov_Requina01_36,"Houhouhou... Bien entendu, chère cliente."
E_C19_Nov_Requina01_37,Nous nous retrouverons plus tard !
E_C19_Nov_Requina01_38,"Haaa, la prière est toujours entendue par la déesse le jour de l’anniversaire."
E_C19_Nov_Requina01_39,"Les affaires ont donné de bons résultats, et je suis de bonne humeur... Ce serait dommage de s’endormir ainsi !"
E_C19_Nov_Requina01_40,"Ce serait parfait si je faisais une expérience sur les poisons ! Malheureusement, je n’ai aucun malade à ma portée, c’est regrettable..."
E_C19_Nov_Requina01_41,"C’est ta fin, marchande de la mort."
E_C19_Nov_Requina01_42,Hein ?
E_C19_Nov_Requina01_43,Et dire que tu as osé vendre du poison à notre rival...
E_C19_Nov_Requina01_44,Nous avons échoué à cause de toi !
E_C19_Nov_Requina01_45,Pardon ? J’ai peur de ne pas comprendre une seule de vos paroles !
E_C19_Nov_Requina01_46,Raah ! Tais-toi !!
E_C19_Nov_Requina01_47,"Ah, ceci est... !!"
E_C19_Nov_Requina01_48,"Cela aussi, ça doit être un de tes poisons."
E_C19_Nov_Requina01_49,Meurs par ta propre invention !
E_C19_Nov_Requina01_50,Ah... C-Cette odeur...
E_C19_Nov_Requina01_51,Houhouhou... Inspirer le poison de plein gré...
