KEY,"Korean"
E_C19_August_Phillop01_01,"생신 축하드립니다! 필롭!"
E_C19_August_Phillop01_02,"생일 축하해요. 하핫."
E_C19_August_Phillop01_03,"고오~맙네! 바바리안 친구들!"
E_C19_August_Phillop01_04,"내가 또 술자리를 좋아하는지는 어떻게 알고, 껄껄!"
E_C19_August_Phillop01_05,"드워프의 왕이 말도 안 되는 주당이라는 소문은 파다하죠."
E_C19_August_Phillop01_06,"바바리안이 아니라면, 그 유명한 드워프의 주량을 누가 받아주겠습니까!"
E_C19_August_Phillop01_07,"생신 선물로 내가 사는 거니까, 맘껏 마셔요!"
E_C19_August_Phillop01_08,"이전에 돈을 잔뜩 벌었거든."
E_C19_August_Phillop01_09,"이 필롭을 우습게 보지 말라구!"
E_C19_August_Phillop01_10,"빈털터리가 된다고 해도 난 모르네? 껄껄껄"
E_C19_August_Phillop01_drink1,"1잔째"
E_C19_August_Phillop01_drink2,"5잔째"
E_C19_August_Phillop01_drink3,"13잔째"
E_C19_August_Phillop01_11,"트리나 언덕 너머에서, 악룡 부대가 35차로 쳐들어오는데!!!"
E_C19_August_Phillop01_12,"내가 이 도끼를 날려서!!! 두개골을 갈라버렸지!!"
E_C19_August_Phillop01_13,"멍청한 놈들, 혼비백산해서 도망가는 꼴이 얼마나 웃긴지!! 껄껄껄!!"
E_C19_August_Phillop01_14,"아까는 28차가 마지막이라 하셨지 않았습니까."
E_C19_August_Phillop01_15,"껄껄껄, 자네가 잘못들은 거겠지! 35차가 마지막이라네!"
E_C19_August_Phillop01_16,"음.. 주당이라는 소문은, 그냥 본인이 주장하는 이야기였던 건가 봐."
E_C19_August_Phillop01_17,"그런데 내가 그렇게 대승리를 하고 돌아왔는데!!"
E_C19_August_Phillop01_18,"내 딸들이 나에게 땀 냄새가 난다고 저리 가라고 하는 거야!!!"
E_C19_August_Phillop01_19,"어떻게 아비에게!! 엉엉엉!!"
E_C19_August_Phillop01_20,"가우, 이제 그만 돌아갈까?"
E_C19_August_Phillop01_21,"더 이상 드시면 안 될 것 같아. "
E_C19_August_Phillop01_22,"그.. 그래도 저렇게 우시는데... 혼자 두기가.."
E_C19_August_Phillop01_23,"잠깐!!!!!!!!"
E_C19_August_Phillop01_24,"깜짝이야!"
E_C19_August_Phillop01_25,"아직 중요한 얘기가 남아있다네!!"
E_C19_August_Phillop01_26,"이건 엄청난 비밀이니, 은밀히 얘기하겠네."
E_C19_August_Phillop01_27,"반드시, 자네들만 알고 있어야 해. "
E_C19_August_Phillop01_29,"트리나 언덕 너머에서, 악룡 부대가 41차로 쳐들어오는데,"
E_C19_August_Phillop01_30,"유노, 여기 계산이요."
E_C19_August_Phillop01_31,"많이 취하셨으니, 방으로 좀 부탁드릴게요."
E_C19_August_Phillop01_32,"어휴~~ 필롭! 또 이렇게 술을 많이 드셨어요?"
E_C19_August_Phillop01_33,"어서 정신 차리시고, 고국으로 돌아가셔야죠~!!"
E_C19_August_Phillop01_34,"그래, 처리해야 할 일들이 산더미이니 돌아가야지. 딸꾹!"
E_C19_August_Phillop01_35,"한 나라의 왕이란 정말 고달픈 거야!!"
E_C19_August_Phillop01_36,"생각해야 할 게 너무 많으니까 말야! 엉엉엉!!!"
E_C19_August_Phillop01_37,"다음에 다시 태어난다면, 왕은 절대 맡지 않겠어. 딸꾹!"
E_C19_August_Phillop01_38,"다시 태어나면...!!"
E_C19_August_Phillop01_39,"그래, 나는 노래를 잘 부르니까!!"
E_C19_August_Phillop01_40,"가수!!! 드워프 최고의 가수가 될 거야!!!"
E_C19_August_Phillop01_41,"어이쿠, 알겠어요, 알겠어."
E_C19_August_Phillop01_42,"유노! 여기 스테이크 하나만 더 줘요!"
E_C19_August_Phillop01_43,"네~ 가요~!"
E_C19_August_Phillop01_44,"어휴, 잠깐만 기다리세요. 술에는 손도 대지 마시구요!"
E_C19_August_Phillop01_45,"적을 쳐부숴라~~~ 드높여라~ 드워프의 긍지~~!!♬"
E_C19_August_Phillop01_46,"아후~~~~!"
E_C19_August_Phillop01_47,"시끄러워 죽겠네, 정말!"
E_C19_August_Phillop01_48,"저 영감탱이는 100년 전이나 지금이나 레파토리가 똑같다니까?!"
E_C19_August_Phillop01_49,"이거 먹고 꿈에서 실컷 노래나 불러!"
E_C19_August_Phillop01_50,"호오.. 이 고급진 술은 뭐지!!"
E_C19_August_Phillop01_51,"캬... 맛 죽이는구먼!!! 껄껄껄!!"
E_C19_August_Phillop01_52,"오우"
E_C19_August_Phillop01_53,"나는 드워프 최고의 남자, 필롭!"
E_C19_August_Phillop01_54,"광룡과 악룡은 모두 나의 밥!"
E_C19_August_Phillop01_55,"어떤 것으로든 까불어봤자"
E_C19_August_Phillop01_56,"내 머리가 더 단단하다!!!"
E_C19_August_Phillop01_57,"내 머리가 더 단단하다....."
E_C19_August_Phillop01_58,"일어나세요!!"
E_C19_August_Phillop01_59,"어휴.. 대체 무슨 꿈을 꾸시는 건지..."
E_C19_August_Phillop01_60,"zZZ..."
E_C19_August_Cleo01_01,"어젯밤"
E_C19_August_Cleo01_02,"로이! 오늘 며칠이야?"
E_C19_August_Cleo01_03,"그 정돈 스스로 봐라. 넌 언제까지 내가 대신 알려줄 거라 생각하는 거냐. "
E_C19_August_Cleo01_04,"오늘은 7월 30… 아니, 31일이군."
E_C19_August_Cleo01_05,"흠~ 그렇단 말이지~? 그래애~? 알았어!"
E_C19_August_Cleo01_06,"…나는 '스스로' 확인하라고 말했다. 네가 안 한 거야."
E_C19_August_Cleo01_07,"카셀, 프레이. 잠깐 시간 괜찮나."
E_C19_August_Cleo01_08,"무슨 일인가요?"
E_C19_August_Cleo01_09,"너희에게 부탁할 게 있다."
E_C19_August_Cleo01_10,"다음 날"
E_C19_August_Cleo01_11,"있잖아~ 프레이~"
E_C19_August_Cleo01_12,"오늘 말이야~ 무슨 날이게~?"
E_C19_August_Cleo01_13,"오늘이요?! 글쎄요~? 저는 잘 모르겠어요!"
E_C19_August_Cleo01_14,"맞아. 숲에 장작 좀 주우러 가야겠어요!"
E_C19_August_Cleo01_15,"흐흐흐~ 역시 프레이는 거짓말을 못하네~"
E_C19_August_Cleo01_16,"하여간 다들 요란이라니까~"
E_C19_August_Cleo01_17,"평범하게 축하해주면 될걸. 깜짝파티라니~"
E_C19_August_Cleo01_18,"뭐, 그 정도 수고는 들여줘야 천재 대마법사님의 생일 파티에 어울리지."
E_C19_August_Cleo01_19,"앗, 클레오."
E_C19_August_Cleo01_20,"카셀! 뒤에 그건 뭐야?"
E_C19_August_Cleo01_21,"스… 슬라임이에요! 슬라임 푸딩을 만들려고요!!"
E_C19_August_Cleo01_22,"프레이!! 슬라임 구해왔어!!"
E_C19_August_Cleo01_23,"푸풉, 둘 다 정말 귀여워라!"
E_C19_August_Cleo01_24,"다들 순조롭게 내 선물을 준비 중인가 보네~"
E_C19_August_Cleo01_25,"모르는 척 외출이라도 해볼까!"
E_C19_August_Cleo01_26,"(어라…?)"
E_C19_August_Cleo01_27,"얘들아! 나왔어~!"
E_C19_August_Cleo01_28,"돌아왔어요? 혹시 저녁 먹고 들어온 건가요?"
E_C19_August_Cleo01_29,"부르려고 해도 안 보여서 다들 먼저 먹었어요."
E_C19_August_Cleo01_30,"으응!?!?!"
E_C19_August_Cleo01_31,"클레오 몫은 따로 남겨 뒀으니까 잊지 말고 꼭 드셔야 해요!"
E_C19_August_Cleo01_32,"잠깐만! 먼저 먹었다니?!"
E_C19_August_Cleo01_33,"파티는??"
E_C19_August_Cleo01_34,"파티요? 파티할 일이 있나요…?"
E_C19_August_Cleo01_35,"그야 당연히 내…!!"
E_C19_August_Cleo01_36,"(아니지…? 프레이가 날 두고 먼저 밥을 먹었을 리 없는데?)"
E_C19_August_Cleo01_37,"(아하! 날 속이려고 일부러 먼저 먹었다고 한 거구나?)"
E_C19_August_Cleo01_38,"괜찮아, 프레이. 밖에서 먹고 왔어!"
E_C19_August_Cleo01_39,"그런가요? 그럼 치워둘게요."
E_C19_August_Cleo01_40,"으, 응!!"
E_C19_August_Cleo01_41,"(이렇게까지 하는데 예의상 놀라는 척은 해야겠지?)"
E_C19_August_Cleo01_42,"(어느 타이밍에 밝히려나? 지금일까?)"
E_C19_August_Cleo01_43,"… (지금인가!?)"
E_C19_August_Cleo01_44,"…!! (지금이구나!?)"
E_C19_August_Cleo01_45,"(뭐지…? 조금 있으면 자정인데?)"
E_C19_August_Cleo01_46,"(설마 다들 오늘이 내 생일인걸 모르는 건가…?)"
E_C19_August_Cleo01_47,"(그렇지만 로이는 내 생일을 알 텐데…? 다들 분명 내 생일인걸 알 텐데...)"
E_C19_August_Cleo01_75,"(또 그곳에서처럼 혼자…)"
E_C19_August_Cleo01_48,"…"
E_C19_August_Cleo01_49,"뭐야… 친구라더니…"
E_C19_August_Cleo01_50,"오늘 온종일 나 없이도 잘만 지내고..."
E_C19_August_Cleo01_51,"결국… 내 생일 같은 거 다들 아무래도 상관없는…"
E_C19_August_Cleo01_52,"생일 축하해요, 클레오!!!"
E_C19_August_Cleo01_53,"무… 무슨…"
E_C19_August_Cleo01_54,"클레오... 우는 거에요?! "
E_C19_August_Cleo01_55,"정말…! 클레오가 상처받을까 봐 걱정이라고 했는데!!"
E_C19_August_Cleo01_56,"그게… 클레오 사실은…"
E_C19_August_Cleo01_57,"8월 1일은 오늘이야."
E_C19_August_Cleo01_58,"내가 물어봤을 땐 31일이라며?!"
E_C19_August_Cleo01_59,"그러게 말했잖아. 날짜 정돈 스스로 확인하라고."
E_C19_August_Cleo01_60,"클레오의 생일은 로이가 미리 알려줬어요."
E_C19_August_Cleo01_61,"다 같이 모여서 축하해주고 싶었는데, 로이가 막아서…"
E_C19_August_Cleo01_62,"뭣… 뭐!?! 왜!?! 로이 너, 왜 그런 짓을 해!?"
E_C19_August_Cleo01_63,"…"
E_C19_August_Cleo01_64,"(옛날에 비하면 너는 외롭지 않으니 불안해하는 것 좀 그만하라고 해봤다.)"
E_C19_August_Cleo01_65,"(라고 말할 수는 없겠지…)"
E_C19_August_Cleo01_66,"나는 축하를 이런 식으로 표현하는 것밖에 못 배워서 말이다."
E_C19_August_Cleo01_67,"너!!!!!!!!!!! 이 자식이!!!!!!!!!!!"
E_C19_August_Cleo01_68,"진정해요, 클레오!!"
E_C19_August_Cleo01_69,"정말, 로이도 너무 했어요!!"
E_C19_August_Cleo01_70,"부끄럽더라도 다정하게 말해주세요!! 사과도 하시고요!"
E_C19_August_Cleo01_71,"흥."
E_C19_August_Cleo01_72,"꺄아악, 클레오!!"
E_C19_August_Cleo01_73,"다… 다 타요!! 진정해요!!"
E_C19_August_Cleo01_74,"구워버리겠어!!!!!!!! 내 생일상에 올릴 통구이로 만들어버리겠어!!!!!!!!!"
E_C19_Aug_Dosarta01_1,"오늘도 따분하네... 재밌는 일도 없고..."
E_C19_Aug_Dosarta01_2,"언니는 언제쯤 올까? 와준다고 했는데. 힝..."
E_C19_Aug_Dosarta01_3,"이번에도 허탕이군."
E_C19_Aug_Dosarta01_4,"에피가엘에게 어울릴 선물은 역시 세상에 존재하지 않는 건가... 하아..."
E_C19_Aug_Dosarta01_5,"음?"
E_C19_Aug_Dosarta01_6,"엘프!? 엘프가 왜 이런 곳에 있는 거지!?"
E_C19_Aug_Dosarta01_7,"응? ...아앗!!"
E_C19_Aug_Dosarta01_8,"안녕하세요~!! 와아! 유물을 만들러 오신거죠? 그쵸?"
E_C19_Aug_Dosarta01_9,"유물이라고?"
E_C19_Aug_Dosarta01_10,"그보다 너, 내가 누군지는 알고 말을 거는 거냐?"
E_C19_Aug_Dosarta01_11,"그럼요~! 다크엘프시잖아요! 저는 엘프 왕가의 공주 도자르타에요!"
E_C19_Aug_Dosarta01_12,"자, 그럼 맡겨주세요! 아주 멋진 유물을 만들어드릴게요!!"
E_C19_Aug_Dosarta01_13,"뭐 이런... 하아..."
E_C19_Aug_Dosarta01_14,"......"
E_C19_Aug_Dosarta01_15,"음, 이것도 마음에 안 드시나요? 그럼 이건요?"
E_C19_Aug_Dosarta01_16,"아니면 이것도 있어요! 아, 이것도 있고..."
E_C19_Aug_Dosarta01_17,"아니, 잠깐. 이제 됐다."
E_C19_Aug_Dosarta01_18,"(골치 아프군... 엘프는 다 그런 녀석들만 있을 거라 생각했는데...)"
