KEY,French
Sub1_Crow_1_1_1,C'est là que tout a commencé.
Sub1_Crow_1_1_2,C'était censé être une simple mission de routine.
Sub1_Crow_1_2_1,"Salut, le vieux !"
Sub1_Crow_1_2_2,Qu'est-il arrivé à ton uniforme ?
Sub1_Crow_1_2_3,Je le préfère comme ça. C'est bien plus confortable.
Sub1_Crow_1_2_4,"Bon, ça devrait aller."
Sub1_Crow_1_2_5,Je suppose que tu sais quelle est la mission du jour.
Sub1_Crow_1_2_6,"Comme d'hab, non ? Si c'est quelqu'un, on le tue, et si c'est quelque chose, on le vole ?"
Sub1_Crow_1_2_7,...
Sub1_Crow_1_2_8,"Dis donc, tu as l'air drôlement distant."
Sub1_Crow_1_2_9,Tu sais déjà que la mission commence dans 10 minutes.
Sub1_Crow_1_2_10,Ce serait bien que tu la passes en revue dans ta tête avant qu'on se mette au travail.
Sub1_Crow_1_2_11,"T'es bien trop sérieux, comme toujours !\nTout ce qu'on a à faire, c'est tirer, esquiver, tirer encore, puis se barrer."
Sub1_Crow_1_2_12,...
Sub1_Crow_1_2_13,Mission reçue à 23 h 10.
Sub1_Crow_1_2_14,"Destinataire : chef de la première escouade de l'unité du Chien, le sous-lieutenant Mitra."
Sub1_Crow_1_2_15,"Début de la mission à 23 h. Heure estimée d'arrivée à destination : 0 h. Récupérez l'objectif au point 3, puis livrez-le à l'unité de transport avant 1 h 10."
Sub1_Crow_1_2_16,"En cas d'échec, retournez au point initial avant 0 h 40 et attendez les ordres."
Sub1_Crow_1_2_17,Bien reçu.
Sub1_Crow_1_2_18,Allons-y.
Sub1_Crow_1_3_1,"Franchement, toutes ces missions dangereuses pour eux... on risque nos vies."
Sub1_Crow_1_3_2,On fait toujours tout leur sale boulot dans l'ombre. Pourquoi ils montrent jamais la moindre reconnaissance ?
Sub1_Crow_1_3_3,"Je ne suis pas en train de me plaindre, hein, mais on se tape littéralement tout le sale boulot."
Sub1_Crow_1_3_4,...
Sub1_Crow_1_3_5,Mais je peux tirer sur autant de gens que je veux...
Sub1_Crow_1_3_6,"Au fond, je dirais que ça compense."
Sub1_Crow_1_3_7,"Quand on parle avec Jacks, on commence à s'ouvrir à d'autres choses qu'au combat."
Sub1_Crow_1_3_8,"Oui, je n'aurais jamais cru que je me plaindrais de ça. C'est bizarre."
Sub1_Crow_1_3_9,Ce type est étrange. Il est constamment en train de m'appeler et de me faire venir chez lui.
Sub1_Crow_1_3_10,Il dit que c'est pour surveiller un éventuel stress post-traumatique dû à l'opération.
Sub1_Crow_1_3_11,Pansirone n'a jamais parlé de ça.
Sub1_Crow_1_3_12,"Parce qu'elle le fuit comme la peste ! On dirait que Jacks l'a laissé tomber, elle aussi."
Sub1_Crow_1_3_13,"Et puisqu'on en parle, arrête de m'envoyer en mission avec ce môme."
Sub1_Crow_1_3_14,Ce tordu a pété un câble la dernière fois et a tenté de tuer tout ce qui bougeait !\nMême nos alliés !
Sub1_Crow_1_3_15,Depuis quand tu te soucies de tes alliés ?
Sub1_Crow_1_3_16,"Je ne me soucie pas de mes alliés, mais de ma propre vie, oui. C'est bien ça le problème."
Sub1_Crow_1_3_17,Hmm...
Sub1_Crow_1_3_18,"Dans ce cas, je t'enverrai avec Kibera..."
Sub1_Crow_1_3_19,"Non, non, j'aime bien Pansirone, tu sais !"
Sub1_Crow_1_3_20,"Ou je pourrais faire équipe avec toi, le vieux. Comme maintenant."
Sub1_Crow_1_3_21,Étrange...
Sub1_Crow_1_3_22,"Des soldats lambda ne seraient pas en mesure de mener une telle opération à bien, mais je me demande pourquoi ils nous ont envoyés."
Sub1_Crow_1_3_23,"Tu n'es pas content ? Un duo d'as de la gâchette pour cette mission. D'ailleurs, à ce propos..."
Sub1_Crow_1_3_24,...
Sub1_Crow_1_3_25,"Hé, le vieux, tu m'écoutes ?"
Sub1_Crow_1_3_26,Nous y voilà.
Sub1_Crow_1_3_27,"Non mais, quel rabat-joie !"
Sub1_Crow_1_4_1,Identification de la cible...
Sub1_Crow_1_4_2,Cible confirmée.
Sub1_Crow_1_4_3,C'est moi ou ce pendentif vient d'étinceler ?
Sub1_Crow_1_4_4,"Tiens, c'est quoi ? Une potion ?"
Sub1_Crow_1_4_5,C'est... du sang.
