KEY,Spanish
E1_Pancironne_1_1_1,"Rápido, rápido, rápido, ráaaapido~"
E1_Pancironne_1_1_2,"Rápido, rápido, rápido, ráaaapido~"
E1_Pancironne_1_1_3,"Aaagh, qué aburrido..."
E1_Pancironne_1_1_4,¿Pero qué es tan difícil de cavar una parte de tierra?
E1_Pancironne_1_1_5,Ugh... Ya pasaron varios meses.
E1_Pancironne_1_1_6,Disculpe... Teniente Segundo.
E1_Pancironne_1_1_7,"Este... No han pasado ni 5 minutos desde que empezamos a trabajar en esta área, pero..."
E1_Pancironne_1_1_8,Además todos llevan días sin poder descansar...
E1_Pancironne_1_1_9,Y parece que en esta área no recibimos ninguna señal de energía...
E1_Pancironne_1_1_10,Si pudiese esperar algo...
E1_Pancironne_1_1_11,Hablas demasiado.
E1_Pancironne_1_1_12,Eh... ¡¿Disculpe... ?!
E1_Pancironne_1_1_13,¡Arde~!
E1_Pancironne_1_1_14,¡¡Uuaaagh!!
E1_Pancironne_1_1_15,Lo... ¡Lo siento!
E1_Pancironne_1_1_16,¡¡Qué fastidio!!
E1_Pancironne_1_1_17,¡¡Si ni siquiera tienes idea de lo cansado que es repetir las cosas!!
E1_Pancironne_1_1_18,¡En vez de eso ve y continúa cavando!
E1_Pancironne_1_1_19,"¡¡¡Rápido, rápido, rápido, ráaaapido~!!!"
E1_Pancironne_1_1_20,¡¡¡¡Uuaaaagh!!!!
E1_Pancironne_1_1_21,¿Quién se hubiese imaginado que nuestro nuevo superior sería alguien tan loca?
E1_Pancironne_1_1_22,Solo vine porque me dijeron que habría buen pago...
E1_Pancironne_1_1_23,El trabajo es así de cansado...
E1_Pancironne_1_1_24,Cavamos y cavamos y no salen ni hormigas...
E1_Pancironne_1_1_25,¡Aaaj! No puedo más.
E1_Pancironne_1_1_26,¡Vomitaré si tengo que ver tierra de nuevo!
E1_Pancironne_1_1_27,Uuagh... Solo quiero dormir...
E1_Pancironne_1_1_28,"No, ya enserio. ¡Solo desearía poder sentarme un momento!"
E1_Pancironne_1_1_29,¿Cuál es la diferencia entre esto y un campo de batalla?
E1_Pancironne_1_1_30,¡¡Preferiría ser enviado a un campo de batalla!!
E1_Pancironne_1_1_31,No... ¡No puedo soportarlo más!
E1_Pancironne_1_1_32,¡Moriremos si seguimos trabajando así!
E1_Pancironne_1_1_33,¡¡Vamos!!
E1_Pancironne_1_1_34,Sigue así...
E1_Pancironne_1_1_35,Estamos muertos.
E1_Pancironne_1_1_36,¿Jmmm~?
E1_Pancironne_1_1_37,Por... ¡Por favor déjenos descansar!
E1_Pancironne_1_1_38,¡Es demasiado cansado! ¡No podemos continuar!
E1_Pancironne_1_1_39,¡Si las cosas continuarán mejor envíenos de regreso al imperio!
