KEY,Vietnamese
Sub1_Viska_Title,Luật rừng
Sub1_Viska_1_1_1,Đúng là lũ Ác quỷ lại làm loạn nữa à?
Sub1_Viska_1_1_2,"Cậu vẫn chưa hay tin gì từ đoàn thám hiểm ư? Nghe đâu lũ Ác quỷ đầy uy lực đã xuất hiện và đang rình rập khắp nơi, sát hại mọi người."
Sub1_Viska_1_1_3,"Và không chỉ có thế... Có rất nhiều biến cố, đến nỗi ngày nào các Thánh hiệp sĩ ở Nhà thờ Lua cũng bị triệu hồi."
Sub1_Viska_1_1_4,Tớ thấy mấy tên lính quèn như mình chẳng thể nhúng tay vào chuyện đó...
Sub1_Viska_1_1_5,Vậy nên chúng ta mới nhận được lệnh của Demia từ đội Hiệp sĩ hộ vệ.
Sub1_Viska_1_1_6,Cô ấy bảo rằng trừ trường hợp bất khả kháng ra thì chúng ta nên tìm cách thoát thân.
Sub1_Viska_1_1_7,"Chứ sao. Một vài tên Ác quỷ cấp thấp như Xương ma hay Zombie thì mình miễn cưỡng đánh lại được,"
Sub1_Viska_1_1_8,nhưng bọn Thây ma di chuyển theo đội thì lại khác...
Sub1_Viska_1_1_9,Chúng ta cũng chẳng đời nào đánh bại được lũ Ác quỷ hạng cao.
Sub1_Viska_1_1_10,"Dù sao thì nếu lũ Ác quỷ xuất hiện, ta phải báo cáo trước cái đã."
Sub1_Viska_1_1_11,...!?... Đợi đã... Cậu nghe thấy gì không?
Sub1_Viska_1_1_12,Có người ở đó... Ai đó!?
Sub1_Viska_1_1_13,*Ngáp* Mình đánh hơi thấy nó rồi... Mình phải xuất phát thôi...
Sub1_Viska_1_1_14,Ồ? Lính chiến của Orvelia. Xin chào!
Sub1_Viska_1_1_15,Hử? Con bé đó sống quanh đây ư?
Sub1_Viska_1_1_16,"Này nhóc, em từ đâu đến đây? Ngoài này đầy rẫy lũ Ác quỷ tàn độc lắm. Em mau về nhà đi."
Sub1_Viska_1_1_17,Có cần ta dẫn về nhà không?
Sub1_Viska_1_1_18,"Hửm? Không, không cần vậy đâu. Dù sao thì..."
Sub1_Viska_1_1_19,...?
Sub1_Viska_1_1_20,Các anh đang gặp nguy hiểm ư?
Sub1_Viska_1_1_21,Vừa nãy anh mới nói là lũ Ác quỷ đang làm loạn còn gì? Anh cũng có thể phải bỏ mạng đấy?
Sub1_Viska_1_1_22,"Ừm, đây là việc của tụi anh..."
Sub1_Viska_1_1_23,"Nhắc đến chuyện này, ta sẽ tiết lộ cho các anh một tin tốt."
Sub1_Viska_1_1_24,Hãy nhìn về hướng bắc. Các anh có nhìn thấy gì không?
Sub1_Viska_1_1_25,"Hm...? Không, ta không nhìn thấy gì cả..."
Sub1_Viska_1_1_26,"Đợi đã, hình như có khói..."
Sub1_Viska_1_1_27,Chẳng phải đó là Làng Lime ở gần biển phía bắc sao?
Sub1_Viska_1_1_28,"Ồ, Làng Lime ở gần biển phía bắc ư? Tên làng nghe thật hấp dẫn."
Sub1_Viska_1_1_29,Dù sao thì làng đó cũng sắp sập rồi.
Sub1_Viska_1_1_30,Chúng sẽ sớm kéo đến đây thôi.
Sub1_Viska_1_1_31,Chính là đội quân Thây ma cấp thấp hùng hậu ấy.
Sub1_Viska_1_1_32,Thôi nào. Lũ Thây ma cấp thấp đó không thể nào đóng thuyền để vượt biển thế được...
Sub1_Viska_1_1_33,"Mà dù có thế, thì làm sao em biết được...?"
Sub1_Viska_1_1_34,!!!!
Sub1_Viska_1_1_35,"Nhìn kìa, chúng đã ở đây rồi."
Sub1_Viska_1_1_36,"Này ông, tốt hơn là ông nên bỏ chạy ngay đi!"
Sub1_Viska_1_1_37,Chúng thực sự đã vượt biển... Thế hải quân để làm gì!?
Sub1_Viska_1_1_38,Mau quay về thủ đô và báo cáo cho Demia!
