KEY,Spanish
E_C19_Feb_Lewisia01_01,Luna de sangre llena… ¿Era hoy?
E_C19_Feb_Lewisia01_02,"Ji, ji,"
E_C19_Feb_Lewisia01_03,¡tengo ganas de hacer algo extraordinario esta noche!
E_C19_Feb_Lewisia01_04,(Momentos más tarde)
E_C19_Feb_Lewisia01_05,"Lei… Ah, no, Lewisia. ¿Qué sucede…?"
E_C19_Feb_Lewisia01_06,"Hm hm. Llámame Lei, Gau. Pase lo que pase, yo también soy Lei."
E_C19_Feb_Lewisia01_07,De… de acuerdo. Te llamaré L-Lei como solía hacer.
E_C19_Feb_Lewisia01_08,Perfecto.
E_C19_Feb_Lewisia01_09,"¿Una invitación, Lewisia? ¿De qué se trata? Y tenemos a un joven amigo bárbaro aquí."
E_C19_Feb_Lewisia01_10,Una invitación enviada por ti. Ahora sí he visto todo.
E_C19_Feb_Lewisia01_11,"Phillop, Pavel. Me alegra verlos."
E_C19_Feb_Lewisia01_12,(Rey enano y hechicero del Dragón de hielo…)
E_C19_Feb_Lewisia01_13,"¿Soy la última en llegar, Lewisia?"
E_C19_Feb_Lewisia01_14,"Bienvenida, Lorraine."
E_C19_Feb_Lewisia01_15,(Sabia del bosque…)
E_C19_Feb_Lewisia01_16,"Ha pasado mucho tiempo, Lewisia."
E_C19_Feb_Lewisia01_17,"Mientras venía en camino, recordé que tu cumpleaños es en esta época del año."
E_C19_Feb_Lewisia01_18,¡El cumpleaños de Lei…!
E_C19_Feb_Lewisia01_19,Sí. Hoy es el día en el que puedo ver la luna de sangre.
E_C19_Feb_Lewisia01_20,Supongo que estoy descubriendo mi lado humano después de haber vivido tanto tiempo entre ellos.
E_C19_Feb_Lewisia01_21,"Sentí la necesidad repentina de recibir buenos deseos por mi cumpleaños, como lo hacen los humanos."
E_C19_Feb_Lewisia01_22,"Es curioso que hayas querido experimentar una tradición humana,"
E_C19_Feb_Lewisia01_23,"pero aquí hay un solo humano, este joven, entre tus invitados. ¡Ja, ja, ja!"
E_C19_Feb_Lewisia01_24,*Risa* Gau es alguien muy especial para mí.
E_C19_Feb_Lewisia01_25,"Durante el tiempo que pasé en el orfanato, vi cómo Gau cuidaba a los niños en sus cumpleaños."
E_C19_Feb_Lewisia01_26,Es… es un honor para mí el solo hecho de estar con los héroes que salvaron al mundo.
E_C19_Feb_Lewisia01_27,"Ja, ja, ja. Eres un alma tan pura. Puedo sentir que emanas la bendición de los elementales del hielo."
E_C19_Feb_Lewisia01_28,Eh… hum…
E_C19_Feb_Lewisia01_29,Es solo un muchacho joven con un largo camino por delante.
E_C19_Feb_Lewisia01_30,¿Por qué no comenzamos con el festejo?
E_C19_Feb_Lewisia01_31,"Oh, cierto."
E_C19_Feb_Lewisia01_32,"En nombre de los elfos y de los espíritus del bosque, felicitaciones a la ama del rojo puro."
E_C19_Feb_Lewisia01_33,"*Suspiro* Lorraine, por favor, guarda el tono formal para los eventos formales."
E_C19_Feb_Lewisia01_34,Estás incomodando a todos.
E_C19_Feb_Lewisia01_35,Oh… No era mi intención…
E_C19_Feb_Lewisia01_36,"Volveré al tono casual, entonces. Feliz cumpleaños, Lewisia. Esto es para ti."
E_C19_Feb_Lewisia01_37,Es una colección de gotas de rocío que contienen la energía de jóvenes elementales. Te ayudará con la recuperación de Mana.
E_C19_Feb_Lewisia01_38,"Ja, ja, ja. Lorraine tuvo la misma idea que yo."
E_C19_Feb_Lewisia01_39,"Pensé que una piedra de Mana con energía pura de Mana sería un buen regalo para Lewisia, y por eso le traje una."
E_C19_Feb_Lewisia01_40,"Felicidades, Lewisia. Toma."
E_C19_Feb_Lewisia01_41,Felicidades. Este es un cristal de nieve lleno de Mana de los dragones de hielo.
E_C19_Feb_Lewisia01_42,Creo que no necesito describir su valor.
E_C19_Feb_Lewisia01_43,"Ah… Hum… No pude preparar un regalo, pero feliz cumpleaños, Lei."
E_C19_Feb_Lewisia01_44,Ellos me conocen y saben cuándo cumplo años porque son viejos amigos.
E_C19_Feb_Lewisia01_45,"Cuando te invité, no esperaba un regalo. No debías haberte molestado."
E_C19_Feb_Lewisia01_46,"Solo quería festejar como ustedes, los humanos."
E_C19_Feb_Lewisia01_47,Pero…
E_C19_Feb_Lewisia01_48,¡Voy a recordar tu cumpleaños y a asegurarme de regalarte algo muy bonito el próximo año!
E_C19_Feb_Lewisia01_49,*Risa* Me parece bien. Gracias por tus palabras.
E_C19_Feb_Lewisia01_50,Vamos a comenzar esta fiesta de cumpleaños. ¡Disfruten la noche y sírvanse lo que gusten!
E_C19_Feb_Sonia01_01,¡Mirianne!
E_C19_Feb_Sonia01_02,¡Mirianne!
E_C19_Feb_Sonia01_03,Hum… ¿Dónde está?
E_C19_Feb_Sonia01_04,(¡Pum!)
E_C19_Feb_Sonia01_05,¿Mirianne?
E_C19_Feb_Sonia01_06,"Ups. ¡Oh, Sonia!"
E_C19_Feb_Sonia01_07,¿Por qué tienes tanta prisa?
E_C19_Feb_Sonia01_08,"Ah, abuelo. ¿Has visto a Mirianne?"
E_C19_Feb_Sonia01_09,¿Mirianne?
E_C19_Feb_Sonia01_10,Hum… No tengo idea.
E_C19_Feb_Sonia01_11,"Hmm… de acuerdo. ¡Gracias, abuelo!"
E_C19_Feb_Sonia01_12,"Este no es el tipo de uso que debería darle a mi poder, pero…"
E_C19_Feb_Sonia01_13,(Zumbido)
E_C19_Feb_Sonia01_14,…
E_C19_Feb_Sonia01_15,Lo encontré. La reacción eléctrica de la daga mágica de Mirianne…
E_C19_Feb_Sonia01_16,Es por aquí.
E_C19_Feb_Sonia01_17,¿Eh? ¿Qué hay en esta botella?
E_C19_Feb_Sonia01_18,¡!
E_C19_Feb_Sonia01_19,"*Tos, tos* ¿Qué es este polvo?"
E_C19_Feb_Sonia01_20,"Creo saber de qué se trata… Eh, Mirianne debe estar haciéndome una broma pesada."
E_C19_Feb_Sonia01_21,Una vez más…
E_C19_Feb_Sonia01_22,¡Urgh…! (Zumbido)
E_C19_Feb_Sonia01_23,¿Qué es este polvo? ¡Está interfiriendo con la detección de la señal!
E_C19_Feb_Sonia01_24,"La detección no funcionará, al menos no durante un período breve…"
E_C19_Feb_Sonia01_25,¿Hum? ¿Una nota?
E_C19_Feb_Sonia01_26,¡La atrapé!
E_C19_Feb_Sonia01_27,"¡Ja, ja, ja! ¡Valió la pena el esfuerzo por conseguir polvo de Yanadis!"
E_C19_Feb_Sonia01_28,"Ahora que no puede usar la detección, me pregunto cómo me encontrará."
E_C19_Feb_Sonia01_29,Mirianne… ¿Conque jugando a las escondidas de repente? ¿En qué estás pensando?
E_C19_Feb_Sonia01_30,"Bueno, como sea…"
E_C19_Feb_Sonia01_31,Tú te escondes y yo busco.
E_C19_Feb_Sonia01_32,"No puedo usar la detección, así que debería emplear otro método."
E_C19_Feb_Sonia01_33,"¡Te encontré, Mirianne!"
E_C19_Feb_Sonia01_34,¿Eeh…? ¿Tan pronto? ¿Cómo hiciste…?
E_C19_Feb_Sonia01_35,¿Te has olvidado?
E_C19_Feb_Sonia01_36,¡Llevo este anillo!
E_C19_Feb_Sonia01_37,…
E_C19_Feb_Sonia01_38,"¡Oh, eso es trampa!"
E_C19_Feb_Sonia01_39,¿Trampa? Pensé que las escondidas no tenían muchas reglas.
E_C19_Feb_Sonia01_40,"Te encontré, Mirianne. Yo gané, ¿no es así?"
E_C19_Feb_Sonia01_41,"… Ja, ja."
E_C19_Feb_Sonia01_42,"¡No, yo gané!"
E_C19_Feb_Sonia01_43,¡Sonia! ¡Feliz cumpleaños!
E_C19_Feb_Sonia01_44,"¡Sonia, cariño, feliz cumpleaños!/¡Feliz cumpleaños, Sonia!"
E_C19_Feb_Sonia01_45,¿Eh…?
E_C19_Feb_Sonia01_46,"Siempre te encontrabas viajando en esta época del año, y los niños no podían celebrar tu cumpleaños."
E_C19_Feb_Sonia01_47,Este año querían prepararte un gran festejo.
E_C19_Feb_Sonia01_48,Mirianne hizo un gran trabajo con la distracción mientras organizábamos todo.
E_C19_Feb_Sonia01_49,"¡Bien hecho, Mirianne!"
E_C19_Feb_Sonia01_50,"*Risita* ¡Gracias, abuelo!"
E_C19_Feb_Sonia01_51,Jugar a las escondidas con ella fue muy divertido.
E_C19_Feb_Sonia01_52,…
E_C19_Feb_Sonia01_53,Gracias.
E_C19_Feb_Dakaris01_01,Hmm... Hoy también será un buen día.
E_C19_Feb_Dakaris01_02,"Por cierto, la nota que estaba pegada frente a la puerta del cuarto..."
E_C19_Feb_Dakaris01_03,"Señor Dakaris, hoy no hay nada especial así que descansa en paz en el cuartel general."
E_C19_Feb_Dakaris01_04,Traeré un regalo que te pueda gustar~
E_C19_Feb_Dakaris01_05,Jojojo...
E_C19_Feb_Dakaris01_06,¿Regalo? No creo que sea necesario preparar algo tan elaborado como un regalo...
E_C19_Feb_Dakaris01_07,No se siente nada mal que me celebren el cumpleaños después de todo.
E_C19_Feb_Dakaris01_08,"Veamos entonces, esperaré tranquilamente..."
E_C19_Feb_Dakaris01_09,Mmm...
E_C19_Feb_Dakaris01_10,Siento como que algo hace falta.
E_C19_Feb_Dakaris01_11,Ajajaja... Es... ¿Así?
E_C19_Feb_Dakaris01_12,A mí me parece que todo está bien...
E_C19_Feb_Dakaris01_13,"No, no me refiero a la comida."
E_C19_Feb_Dakaris01_14,"Este, ¿que será? ¿Será... algo de sentimiento?"
E_C19_Feb_Dakaris01_15,Él puede comer comidas deliciosas cuando sea.
E_C19_Feb_Dakaris01_16,Ya parece que va a restaurantes famosos y deliciosos en su tiempo libre.
E_C19_Feb_Dakaris01_17,Aquella vez también hizo un recorrido por todos los restaurantes más famosos.
E_C19_Feb_Dakaris01_18,"Umm, sobre eso tienes razón."
E_C19_Feb_Dakaris01_19,"Ah, ¿entonces que tal un libro?"
E_C19_Feb_Dakaris01_20,Él es alguien que lee libros regularmente. ¿No le gustará si le damos un libro que sea interesante?
E_C19_Feb_Dakaris01_21,"Hmm, entonces tendremos de buscar un libro que creamos que él no haya leído, ¿no crees?"
E_C19_Feb_Dakaris01_22,"Me parece bien, por el momento la comida ya está lista así que llevémosla más tarde..."
E_C19_Feb_Dakaris01_23,¡Primero vayamos a buscar el libro!
E_C19_Feb_Dakaris01_24,¡Aaa! ¡Más despacio!
E_C19_Feb_Dakaris01_25,"Hmm, está bien."
E_C19_Feb_Dakaris01_26,Para una librería este es un ambiente inusual...
E_C19_Feb_Dakaris01_27,Parece que habrá algo.
E_C19_Feb_Dakaris01_28,¡Holaaa!
E_C19_Feb_Dakaris01_29,¿No hay alguien aquí?
E_C19_Feb_Dakaris01_30,Hmm... Qué raro...
E_C19_Feb_Dakaris01_31,"Mmm, que raro que no esté nadie..."
E_C19_Feb_Dakaris01_32,De todas formas no creo que sea un problema si solo echamos un vistazo.
E_C19_Feb_Dakaris01_33,Es un poco escalofriante... Pero... ¡Bueno!
E_C19_Feb_Dakaris01_34,Empecemos a buscar...
E_C19_Feb_Dakaris01_35,...
E_C19_Feb_Dakaris01_36,Para empezar encontré unos cuantos libros...
E_C19_Feb_Dakaris01_37,Hay de estos... Hay de aquellos...
E_C19_Feb_Dakaris01_38,"Sí, yo también traté de elegir libros difíciles e impresionantes,"
E_C19_Feb_Dakaris01_39,¿a quien podremos avisar para comprar estos libros?
E_C19_Feb_Dakaris01_40,...
E_C19_Feb_Dakaris01_41,¡Guau qué susto!
E_C19_Feb_Dakaris01_42,¡¿Ahh?!
E_C19_Feb_Dakaris01_43,¿¿¿...???
E_C19_Feb_Dakaris01_44,Disculpe... El pago...
E_C19_Feb_Dakaris01_45,Ajajajaja...
E_C19_Feb_Dakaris01_46,Ayy que pena...
E_C19_Feb_Dakaris01_47,Cie... cierto.
E_C19_Feb_Dakaris01_48,"Era buena persona,"
E_C19_Feb_Dakaris01_49,pero me asusté...
E_C19_Feb_Dakaris01_50,Cuando lo vi la primera vez pensé que era un no muerto...
E_C19_Feb_Dakaris01_51,Jajaja... ¡¿Verdad?! ¡¿No era solamente yo quien pensó eso verdad?!
E_C19_Feb_Dakaris01_52,Fiu...
E_C19_Feb_Dakaris01_53,Se miraba tan preocupado que hasta nos dio una pila de libros...
E_C19_Feb_Dakaris01_54,También nos rebajo los precios de los libros...
E_C19_Feb_Dakaris01_55,Ajajaja...
E_C19_Feb_Dakaris01_56,Mantengamos lo que pasó como un secreto entre nosotras...
E_C19_Feb_Dakaris01_57,Claro que sí.
E_C19_Feb_Dakaris01_58,Ajajaja...
E_C19_Feb_Dakaris01_59,"Señor Dakaris, ¡¡¡feliz cumpleaños!!!"
E_C19_Feb_Dakaris01_60,"Ohh, que gran banquete."
E_C19_Feb_Dakaris01_61,Muchas gracias.
E_C19_Feb_Dakaris01_62,"¡A ver señor, este es el regalo!"
E_C19_Feb_Dakaris01_63,Honestamente no sé que tipo de libro es...
E_C19_Feb_Dakaris01_64,Lo encontramos en una librería a dos callejones de aquí...
E_C19_Feb_Dakaris01_65,"Ahh, se refieren a esa librería."
E_C19_Feb_Dakaris01_66,"Hmm, el dueño de ese lugar es una persona muy buena..."
E_C19_Feb_Dakaris01_67,Es muy tímido por la cual siempre lleva puesta una capucha.
E_C19_Feb_Dakaris01_68,Ajajaja...
E_C19_Feb_Dakaris01_69,¿Hmm? ¿Ha pasado algo?
E_C19_Feb_Dakaris01_70,"Ah, ¡No es nada! Jajajaja..."
E_C19_Feb_Dakaris01_71,"Antes que nada, ¿empezamos a comer?"
E_C19_Feb_Dakaris01_72,Antes de que se enfríe...
E_C19_Feb_Dakaris01_73,"Ah, claro."
E_C19_Feb_Dakaris01_74,"Entonces, disfrutaré de esta comida con gratitud."
E_C19_Feb_Dakaris01_75,"Pero me sentiría solitario si como solo, ¿no quieren ustedes dos acompañarme?"
E_C20_Feb_Hanus01_1,¡¡Kara!!
E_C20_Feb_Hanus01_2,¿Adivina que día es hoy?
E_C20_Feb_Hanus01_3,Pip. Es el 5 de febrero.
E_C20_Feb_Hanus01_4,Examinando datos anteriores. Chequeando datos nuevos.
E_C20_Feb_Hanus01_5,Copiando datos de la batalla de Hanus.
E_C20_Feb_Hanus01_6,Es el día que renovaremos los datos de la batalla. Y...
E_C20_Feb_Hanus01_7,¡Correcto!
E_C20_Feb_Hanus01_8,Hmm. Qué alivio que Hanus está en Orvel...
E_C20_Feb_Hanus01_9,"En Orvelia casi no hay personas que usan armas,"
E_C20_Feb_Hanus01_10,es algo difícil encontrar datos adecuados a través de Kara.
E_C20_Feb_Hanus01_11,"Estoy segura de que después de que Hanus vino,"
E_C20_Feb_Hanus01_12,hemos incrementado 20.14% en victorias y evadido destrucciones por 0.4%.
E_C20_Feb_Hanus01_13,Por lo tanto hoy...
E_C20_Feb_Hanus01_14,"Entonces si recibimos los datos, ¡significa que la consquista de Kara en Orvel no habrá tenido ningún problema!"
E_C20_Feb_Hanus01_15,Está bien. Ama. Hoy...
E_C20_Feb_Hanus01_16,"Bien, ¡vamos Kara!"
E_C20_Feb_Hanus01_17,Con esto tendremos bastantes fondos de investigación. ¡Wuu!
E_C20_Feb_Hanus01_18,.....
E_C20_Feb_Hanus01_19,¿Quééé?
E_C20_Feb_Hanus01_20,¡No puede ser! ¡No está Hanus!
E_C20_Feb_Hanus01_21,¡Tenía un compromiso el día cinco de cada mes!
E_C20_Feb_Hanus01_22,Jaja... Aun así creo que hoy será algo difícil.
E_C20_Feb_Hanus01_23,La verdad es que el padre de Hanus me contactó hoy.
E_C20_Feb_Hanus01_24,Hanus me había dicho que quería volver a trabajar para su cumpleaños.
E_C20_Feb_Hanus01_25,Pero le dijeron que no de manera muy severa...
E_C20_Feb_Hanus01_26,Oh no... No puede ser...
E_C20_Feb_Hanus01_27,¿Eh? ¡Espera! ¡¿Hoy es el cumpleaños de Hanus?!
E_C20_Feb_Hanus01_28,"¿Cuántas veces le he dicho, Ama?"
E_C20_Feb_Hanus01_29,Creo que no me puso atención por estar muy emocionada sobre la noticia de la renovación.
E_C20_Feb_Hanus01_30,Qué lastima. Hanus también estaba preparando algunas cosas.
E_C20_Feb_Hanus01_31,"Disculpa, ¿podrías regresar la próxima vez?"
E_C20_Feb_Hanus01_32,Hmm... Aunque si no se puede ni modo...
E_C20_Feb_Hanus01_33,"No, no debe ser así..."
E_C20_Feb_Hanus01_34,"Estás diciendo que no sabes dónde está Hanus, ¿verdad?"
E_C20_Feb_Hanus01_35,Sí. Pero dijo que no tardaría en regresar.
E_C20_Feb_Hanus01_36,"¡Bueno! ¡Gracias, Veronica!"
E_C20_Feb_Hanus01_37,"¡¡Vamos, Kara!!"
E_C20_Feb_Hanus01_38,Ama. Este es el camino al laboratorio.
E_C20_Feb_Hanus01_39,¡Sí!
E_C20_Feb_Hanus01_40,"Es el cumpleaños de Hanus, no podemos ignorar esto."
E_C20_Feb_Hanus01_41,¡Quiero construir una arma para Hanus! ¿Qué tal te parece?
E_C20_Feb_Hanus01_42,Viendo su récord sobre los datos de su batalla
E_C20_Feb_Hanus01_43,su armadura necesitará un ajuste fino e inspección.
E_C20_Feb_Hanus01_44,Faltan alrededor de 13 horas para que sea medianoche.
E_C20_Feb_Hanus01_45,Pero me preocupa que no podamos terminar a tiempo.
E_C20_Feb_Hanus01_46,"No, no, sí podremos."
E_C20_Feb_Hanus01_47,Porque.... Jajaja...
E_C20_Feb_Hanus01_48,¡Te tenemos a ti Kara!
E_C20_Feb_Hanus01_49,¿...?
E_C20_Feb_Hanus01_50,Ja... Ya estoy cansada de que me traten como una niña.
E_C20_Feb_Hanus01_51,¡En ese lugar sí me hubieran dado reconocimiento!
