KEY,English
E_C19_Jun_Fluss01_01,It's cold! Why should we come to this snow mountain in this early morning!
E_C19_Jun_Fluss01_02,Huh? Rodina?!
E_C19_Jun_Fluss01_03,"Good morning, Mitra. Long time, no see."
E_C19_Jun_Fluss01_04,"I heard that you retired, but I didn't expect to see you here."
E_C19_Jun_Fluss01_05,"Hm hm, I wouldn't imagine running into you outside of the Empire Shooting Contest."
E_C19_Jun_Fluss01_06,What brings you here?
E_C19_Jun_Fluss01_07,I came here to help Fluss today.
E_C19_Jun_Fluss01_08,Huh? You too?
E_C19_Jun_Fluss01_09,"Oh, dear! I'm running a bit late. The two of you are here, so we're waiting for one more."
E_C19_Jun_Fluss01_10,"Hey! What is this about? I came here because the old man ordered me to, but I didn't get any of the details.."
E_C19_Jun_Fluss01_11,"Just wait a little bit. Oh, she's here!"
E_C19_Jun_Fluss01_12,Sooooorry! Is Luna late?
E_C19_Jun_Fluss01_13,"(So, so cute!)"
E_C19_Jun_Fluss01_14,"Oh, no. What's with this kid? What are we doing?"
E_C19_Jun_Fluss01_15,All of you will help me today to do this!
E_C19_Jun_Fluss01_16,We'll find the Immortal Rose which grows only on this snow mountain.
E_C19_Jun_Fluss01_17,"First, Luna? Can you remember its scent and find it under the snow?"
E_C19_Jun_Fluss01_18,"Okay! Luna can smell through the snow, too! Oh! I can smell there, too!"
E_C19_Jun_Fluss01_19,It seems that all you need is that kid to find it. Why are we here?
E_C19_Jun_Fluss01_20,It's not that simple. You will see soon enough. Get ready.
E_C19_Jun_Fluss01_21,????
E_C19_Jun_Fluss01_22,Here! The rose is here! Whaaa! Go away! Monster!
E_C19_Jun_Fluss01_23,"Let's go, hurry!"
E_C19_Jun_Fluss01_24,"Dang it! Kid, are you alright?"
E_C19_Jun_Fluss01_25,"Hey, what is that monster?"
E_C19_Jun_Fluss01_26,I would say it's like a guardian that protects the Immortal Rose.
E_C19_Jun_Fluss01_27,"It's an enemy we'll inevitably need to defeat to get the Rose. Hey, show me what you all got."
E_C19_Jun_Fluss01_28,We're doing all this just to get some flower?
E_C19_Jun_Fluss01_29,"It's quite rude to say that about the rose that never loses its beauty, even after its plucked."
E_C19_Jun_Fluss01_30,I have... your order.
E_C19_Jun_Fluss01_31,"I should have known there'd be trouble when the old man told me to go... Dang, this is a hassle."
E_C19_Jun_Fluss01_32,"Luna will fight, too!"
E_C19_Jun_Fluss01_33,"Hm hm, they really are the best in the Empire."
E_C19_Jun_Fluss01_34,"Now, then, let's go for the next rose!"
E_C19_Jun_Fluss01_35,Evening on the same day.
E_C19_Jun_Fluss01_36,I don't know who you are.
E_C19_Jun_Fluss01_37,I just... know you as a good lady from a story my grandpa told me...
E_C19_Jun_Fluss01_38,"With your sacrifice, our family and I were able to be here today."
E_C19_Jun_Fluss01_39,"I may not be able to meet you,"
E_C19_Jun_Fluss01_40,but I admire and respect you with all my heart.
E_C19_Jun_Fluss01_41,Please celebrate my birthday together. Immortal Lady...
E_C19_Jun_Shea01_01,"Today's the day, Mr. Schute!"
E_C19_Jun_Shea01_02,"Yes, Shea! Today is the day. I'm feeling pretty nervous. Are you ready?"
E_C19_Jun_Shea01_03,Of course! I made a promise with Mr. Schute last year!
E_C19_Jun_Shea01_04,"On the 16th birthday, I should sing a song at this square."
E_C19_Jun_Shea01_05,"Uh, ummm. F# is here, and G is..."
E_C19_Jun_Shea01_06,"Ouch, my ears! Haha, look at your fingers, shaking! Don't worry, we can just do it as we practiced."
E_C19_Jun_Shea01_07,But I get too nervous when I stand in front of a crowd.
E_C19_Jun_Shea01_08,"Calm down, Shea. We do have some time, so let's practice a bit more."
E_C19_Jun_Shea01_09,"Okay, let's go somewhere quiet."
E_C19_Jun_Shea01_10,I can sing whatever I want here!
E_C19_Jun_Shea01_11,"*Rustle*, *Flap*, *Flap*... *Rustle*"
E_C19_Jun_Shea01_12,Someone's coming!
E_C19_Jun_Shea01_13,I hear... this heavenly melody...
E_C19_Jun_Shea01_14,"This place is a bit creepy, but no one will be coming here, right, Mr. Schute?"
E_C19_Jun_Shea01_15,"Hmm, I feel strong demonic energy here, but it's good for building courage. Let's start!"
E_C19_Jun_Shea01_16,Let's begin!
E_C19_Jun_Shea01_17,*Thump*! *Clump*!
E_C19_Jun_Shea01_18,What! Someone's really coming!
E_C19_Jun_Shea01_19,It can't be...I hate ghosts! No way!
E_C19_Jun_Shea01_20,Just now... That song was a lullaby from my mother.
E_C19_Jun_Shea01_21,*Cough* Shea! Where are we? Is this a sandstorm?
E_C19_Jun_Shea01_22,"I'm sorry, Mr. Schute. I was looking for a place without any people and ended up here."
E_C19_Jun_Shea01_23,"Let's practice one last time! After this, let's go back to the square."
E_C19_Jun_Shea01_24,"*Thump*, *Flap*, *Flap* Kyaaa!"
E_C19_Jun_Shea01_25,Kyahh! D... Dragon?
E_C19_Jun_Shea01_26,"Hey, don't be afraid! I just wanted to know what the song is. Wait!"
E_C19_Jun_Shea01_27,What happened...? It's already night!
E_C19_Jun_Shea01_28,No one's here. Mr. Schute. I wanted to... *sob* play in front of many people...
