KEY,ChineseTraditional
Sub1_Dimael_1_1_1,100年前那個恥辱的日子...
Sub1_Dimael_1_1_2,是不能也不行遺忘的記憶，
Sub1_Dimael_1_1_3,世界變得寂靜無聲，所有東西都瀕臨破碎，
Sub1_Dimael_1_1_4,選擇與世界隔離的我們，無法獲得任何人的幫助，
Sub1_Dimael_1_1_5,他們手中的刀刃刺穿了我父母的胸口，
Sub1_Dimael_1_1_6,那一天我們面臨了慘敗的局面。
Sub1_Dimael_1_1_7,迪麥，沒時間了！這樣下去大家都會沒命的！
Sub1_Dimael_1_1_8,我們得先去要塞避難！
Sub1_Dimael_1_1_9,你先走！
Sub1_Dimael_1_1_10,看來得爭取時間撤退才行。
Sub1_Dimael_1_1_11,已經到極限了！
Sub1_Dimael_1_1_12,動作快一點，還得帶著尚未避難的人一起離開！
Sub1_Dimael_1_1_13,不行！若是不封鎖要塞入口，那個地方不久後也會被包圍！
Sub1_Dimael_1_1_14,拜託你聽話，我們可能就要沒命了！
Sub1_Dimael_1_1_15,反正是死路一條，那就和殺害我父母親的垃圾一起同歸於盡！
Sub1_Dimael_1_1_16,真是固執的傢伙！
Sub1_Dimael_1_1_17,那我也要留下，我無法丟下你不管。
Sub1_Dimael_1_1_18,我叫你趕快走！
Sub1_Dimael_1_2_1,你們是無法越過我跨入這個要塞的！
Sub1_Dimael_1_2_2,真是惡毒的傢伙。
Sub1_Dimael_1_2_3,念在你的勇氣難能可貴的份上，我就饒你一條命，快讓開吧。
Sub1_Dimael_1_2_4,廢話少說，快點放馬過來吧！
Sub1_Dimael_1_2_5,呵呵...這不是你這髒東西該說的話吧。
Sub1_Dimael_1_2_6,我們的族人...不會向區區的魔物屈服的。
Sub1_Dimael_1_2_7,真是遲鈍...整個陸地就要落入央格文大人的手中了。
Sub1_Dimael_1_2_8,背叛光明而躲在影子當中的背叛者們...
Sub1_Dimael_1_2_9,向黑暗臣服，順應自然吧！
