KEY,Thai
E_C19_July_Maria01_1,แล้ว เจ้าแน่ใจว่าจะได้ผลจริงๆ หรือ
E_C19_July_Maria01_2,*คิกคัก* แน่นอน อะไรที่ก็ตามเจ้าวางแผนไว้จะได้ผลด้วยดี
E_C19_July_Maria01_3,นางก็เป็นคนสำคัญและพิเศษสำหรับข้าเช่นกัน เจ้าก็รู้
E_C19_July_Maria01_4,ข้าไม่ล้อเล่นบ้าๆ กับนางหรอก ไม่เหมือนเจ้า
E_C19_July_Maria01_5,......
E_C19_July_Maria01_6,แต่ข้าก็ยังสงสัยอยู่เล็กน้อย เหตุใดเจ้าจึงไม่ร่วมฉลองกับนาง
E_C19_July_Maria01_7,ข้าคือดราโกนิคผู้สังหารและกินมังกรศักดิ์สิทธิ์ Oricana
E_C19_July_Maria01_8,ข้าไม่อยู่ในฐานะที่จะฉลองวันเกิดของคนที่สูงศักดิ์เช่นนั้นหรอก
E_C19_July_Maria01_9,*คิกคัก* เจ้าคิดเช่นนั้นจริงๆ เหรอ ทำไมล่ะ เจ้าออกจะน่ารักมิใช่หรือ
E_C19_July_Maria01_10,เงียบน่า
E_C19_July_Maria01_11,ข้าหมดธุระกับเจ้าแล้ว ข้าชำระสิ่งที่ติดค้างแล้ว ไปเสีย
E_C19_July_Maria01_12,*คิกคัก* ไม่มีทางที่ข้าจะจากไปตอนนี้หรอกนะ
E_C19_July_Maria01_13,ข้าพลาดสิ่งที่กำลังจะได้เห็นตอนนี้ไม่ได้หรอก จริงไหม
E_C19_July_Maria01_14,Morrah เจ้าไปไหนมา ข้าตามหาเจ้าทุกหนทุกแห่ง
E_C19_July_Maria01_15,ขออภัยด้วย ข้าแค่กำลังเอาของขวัญมาให้เจ้า
E_C19_July_Maria01_16,ของขวัญงั้นเหรอ
E_C19_July_Maria01_17,ข้าหวังว่าเจ้าจะชอบนะ
E_C19_July_Maria01_18,อั่ก…!
E_C19_July_Maria01_19,เดี๋ยวนะ! อะไรกันเนี่ย
E_C19_July_Maria01_20,Morrah หยุดนะ!
E_C19_July_Maria01_21,Maria...
E_C19_July_Maria01_22,เจ้าเป็นใครน่ะ...
E_C19_July_Maria01_23,ข้าเอง Oricana
E_C19_July_Maria01_24,ด้วยความช่วยเหลือจากร่างที่บรรจุวิญญาณของข้า
E_C19_July_Maria01_25,และเพื่อนของเจ้า
E_C19_July_Maria01_26,ข้าจึงได้ใช้เวลาเล็กน้อยกับเจ้า
E_C19_July_Maria01_27,Oricana...
E_C19_July_Maria01_28,สุขสันต์วันเกิดนะ
E_C19_July_Maria01_29,ข้าดีใจที่ได้บอกกับเจ้าต่อหน้า
E_C19_July_Maria01_30,ขอบคุณนะ Oricana
E_C19_July_Maria01_31,เอาล่ะ ยิ้มเถอะ ข้าอยากเห็นรอยยิ้มของเจ้านะ
E_C19_July_Maria01_32,ข้าจะคอยเฝ้าดูเจ้าเดินไปตามเส้นทางของเจ้า
E_C19_July_Maria01_33,รอคอยที่จะได้เห็นวันที่เจ้าพบกับความสุขในที่สุด
E_C19_July_Maria01_34,Oricana อย่าไปนะ ได้โปรด!
E_C19_July_Maria01_35,อ่า...!
E_C19_July_Maria01_36,เจ้าคือ...
E_C19_July_Maria01_37,อั่ก...
E_C19_July_Maria01_38,ปวดหัวจะตายอยู่แล้ว Maria อยู่ที่ไหน
E_C19_July_Maria01_39,Maria เจ้าโอเคไหม
E_C19_July_Maria01_40,แล้ว เจ้าชอบสิ่งที่ข้าเตรียมไว้ให้หรือเปล่า
E_C19_July_Maria01_41,......
E_C19_July_Maria01_42,Maria...?
