KEY,"Portuguese"
E_C19_Jan_Fray01_01,"Estou de volta aqui... Nesse ano, outra vez..."
E_C19_Jan_Fray01_02,"Isso não vai trazer nenhuma memória de volta, mas..."
E_C19_Jan_Fray01_03,"Você não é Frey, aquela que chamam de Sacerdotisa da Luz?"
E_C19_Jan_Fray01_04,"Grande Erudita Elidoriana, saudações da serva de Lua."
E_C19_Jan_Fray01_05,"Hahaha. Estou bem, graças a você."
E_C19_Jan_Fray01_06,"Você cresceu e já se tornou uma bela moça... Você era um bebezinho na primeira vez que te vi."
E_C19_Jan_Fray01_07,"Um bebê? Você..."
E_C19_Jan_Fray01_08,"Iris não te contou?"
E_C19_Jan_Fray01_09,"Eu fui a primeira pessoa a te encontrar sob a Árvore do Mundo."
E_C19_Jan_Fray01_10,"Eu... Tudo que me contaram é que fui encontrada sob a Árvore do Mundo."
E_C19_Jan_Fray01_11,"É estranho a Iris não ter te contado nada. Ainda consigo me lembrar daquele dia como se fosse ontem."
E_C19_Jan_Fray01_12,"Era um dia excepcionalmente quente em pleno inverno."
E_C19_Jan_Fray01_13,"Eu estava caminhando perto da Árvore do Mundo logo pela manhã."
E_C19_Jan_Fray01_14,"E... lá estava você, um anjo que reluzia em ouro."
E_C19_Jan_Fray01_15,"Um anjo?"
E_C19_Jan_Fray01_16,"Um anjo, de fato! Eu vi as raízes da Árvore do Mundo reluzindo com uma luz sagrada."
E_C19_Jan_Fray01_17,"Fui correndo em sua direção, e lá estava um adorável bebê reluzindo em ouro."
E_C19_Jan_Fray01_18,"Pensei que o bebê fosse um anjo, mas eu não via asa alguma."
E_C19_Jan_Fray01_19,"A aura em torno do bebê não era algo comum."
E_C19_Jan_Fray01_20,"......................................."
E_C19_Jan_Fray01_21,"Foi então que eu fui correndo chamar a Iris."
E_C19_Jan_Fray01_22,"Ouvi dizer que você foi levada ao orfanato do capitão dos Cavaleiros Sagrados."
E_C19_Jan_Fray01_23,"Sim. Fui criada por meu avô, Ricardo."
E_C19_Jan_Fray01_24,"Clause e Kasel estavam comigo também."
E_C19_Jan_Fray01_25,"Mas... por que a Sacerdotisa Iris não me contou nada sobre isso?"
E_C19_Jan_Fray01_26,"Deve haver alguma razão para isso."
E_C19_Jan_Fray01_27,"Tudo que Iris faz é mediado pela orientação de Lua."
E_C19_Jan_Fray01_28,"Entendo... Obrigada. Essa era a história que eu mais queria ouvir."
E_C19_Jan_Fray01_29,"É o mínimo que eu posso fazer. Lamento tê-la confundido em seu mais importante dia."
E_C19_Jan_Fray01_30,"Que a luz preencha... Ah, acho que os humanos dizem isso de forma diferente."
E_C19_Jan_Fray01_31,"Feliz aniversário, Frey."
E_C19_Jan_Fray01_32,"Obrigada..."
E_C19_Jan_Fray01_33,"..................................................."
E_C19_Jan_Fray01_34,"Não que eu queira reclamar."
E_C19_Jan_Fray01_35,"Mas... quem sou eu, Lua...?"
E_C19_Jan_Fray01_36,"...Já voltei."
E_C19_Jan_Fray01_37,"Serei capaz de encontrar você outra vez...?"
E_C19_Jan_Fray01_38,"Eu vou te encontrar, não importa o quanto você tenha mudado."
E_C19_Jan_Tanya01_01,"...Roi, você ainda é bom em esconder os seus rastros."
E_C19_Jan_Tanya01_02,"Mas você não vai conseguir me enganar."
E_C19_Jan_Tanya01_03,"..."
E_C19_Jan_Tanya01_04,"Por que você partiu, Roi...?"
E_C19_Jan_Tanya01_05,"Você partiu sem dizer uma palavra sequer..."
E_C19_Jan_Tanya01_06,"Alguns anos atrás"
E_C19_Jan_Tanya01_07,"*Huff, huff* Eles não desistem!"
E_C19_Jan_Tanya01_08,"Uh...!"
E_C19_Jan_Tanya01_09,"*Gemido*"
E_C19_Jan_Tanya01_10,"Como está o ferimento?"
E_C19_Jan_Tanya01_11,"...É só um arranhão."
E_C19_Jan_Tanya01_12,"Pelo menos limpe o sangue com isso."
E_C19_Jan_Tanya01_13,"..."
E_C19_Jan_Tanya01_14,"Você acha que eu gosto de te ajudar?"
E_C19_Jan_Tanya01_15,"Lembre-se, estamos em uma operação conjunta."
E_C19_Jan_Tanya01_16,"A perda de um membro da equipe pode comprometer toda a missão."
E_C19_Jan_Tanya01_17,"Humpf, não vem dar uma de mandão."
E_C19_Jan_Tanya01_18,"Fui eu quem mais trabalhei para conquistar nossa reputação."
E_C19_Jan_Tanya01_19,"Todo mundo sabe que você é uma grande assassina."
E_C19_Jan_Tanya01_20,"Mas as coisas dão errado às vezes. Como hoje."
E_C19_Jan_Tanya01_21,"Estanque o sangramento e vá embora. Eu vou encobrir os rastros."
E_C19_Jan_Tanya01_22,"Isso é uma ordem."
E_C19_Jan_Tanya01_23,"Você não vai parar de ficar insinuando que é o chefe, né?"
E_C19_Jan_Tanya01_24,"E eu não preciso do seu lenço. Pode pegá-lo de volta."
E_C19_Jan_Tanya01_25,"Então, só jogue ele fora quando voltar."
E_C19_Jan_Tanya01_26,"E descanse um pouco. É o seu aniversário."
E_C19_Jan_Tanya01_27,"...Como você?"
E_C19_Jan_Tanya01_28,"Por que estou relembrando disso...?"
E_C19_Jan_Tanya01_29,"Essa sensação estranha que ando tendo recentemente..."
E_C19_Jan_Tanya01_30,"É tudo culpa sua, Roi!"
E_C19_Jan_Loman01_01,"É a mesma coisa todo dia, hein?"
E_C19_Jan_Loman01_02,"Nem me fale. É o aniversário dele, caramba!"
E_C19_Jan_Loman01_03,"Bem lembrado. Aniversários deveriam ser empolgantes."
E_C19_Jan_Loman01_04,"Ouvi dizer que aniversários são importantes para você."
E_C19_Jan_Loman01_05,"Não era pra todo mundo estar cantando e comemorando?"
E_C19_Jan_Loman01_06,"Hum... Nós estamos, mas sinto que"
E_C19_Jan_Loman01_07,"Loman pode não gostar muito se nos importarmos tanto com isso."
E_C19_Jan_Loman01_08,"Qual é, ele é um cara rude, mas duvido que ele diga não a uma comemoração de aniversário."
E_C19_Jan_Loman01_09,"Da última vez, eu queria comprar um presente para a princesa, então pedi um adiantamento a ele."
E_C19_Jan_Loman01_10,"Ele nem me deu ouvidos. Disse para eu não misturar minha vida pública e privada."
E_C19_Jan_Loman01_11,"Hum... acho que ele estava certo dessa vez aí..."
E_C19_Jan_Loman01_12,"Eu não tinha muito dinheiro, então pedi de novo a ele, com um pouco mais de agressividade."
E_C19_Jan_Loman01_13,"Então, ele apontou sua lança para mim. Loman e eu lutamos até escurecer. Foi bem divertido."
E_C19_Jan_Loman01_14,"...Loman pode ter seus defeitos, mas você é tão ruim quanto ele."
E_C19_Jan_Loman01_15,"Muito bem! O Loman é um companheiro de armas. Eu vou dar início à comemoração."
E_C19_Jan_Loman01_16,"Espere!!"
E_C19_Jan_Loman01_17,"Hum? Você não é aquele (pobre) séquito de Sua Majestade, a Princesa?"
E_C19_Jan_Loman01_18,"Loman! Feliz Aniver..."
E_C19_Jan_Loman01_19,"Você ficou louco? Sua Majestade saiu do castelo! O que você está fazendo aqui?"
E_C19_Jan_Loman01_20,"Você não sabe como é perigoso lá fora?"
E_C19_Jan_Loman01_21,"(Algum tempo depois)"
E_C19_Jan_Loman01_22,"Eu não consegui terminar a primeira frase. Ele me expulsou..."
E_C19_Jan_Loman01_23,"*Suspiro* Eu te avisei."
E_C19_Jan_Loman01_24,"Parece que vocês não sabem nada sobre o Loman."
E_C19_Jan_Loman01_25,"Ele gosta de tudo em seus devidos conformes!"
E_C19_Jan_Loman01_26,"É só não dar motivos para ele implicar com você! Deixe-me cuidar disso."
E_C19_Jan_Loman01_27,"?????"
E_C19_Jan_Loman01_28,"Ei, Loman! Como vai?"
E_C19_Jan_Loman01_29,"Oh, Clause! Há quanto tempo. O que você...?"
E_C19_Jan_Loman01_30,"Ah! Eu acabei de eliminar alguns demônios na floresta."
E_C19_Jan_Loman01_31,"Terminei o meu dever de hoje!"
E_C19_Jan_Loman01_32,"É bom ouvir isso. Meu turno está quase acabando também."
E_C19_Jan_Loman01_33,"Oh? Então, que tal irmos a Juno beber alguma coisa?"
E_C19_Jan_Loman01_34,"E é seu aniversário! Você está de folga amanhã, não está?"
E_C19_Jan_Loman01_35,"Fico surpreso em saber que você se lembra do meu aniversário."
E_C19_Jan_Loman01_36,"Haha, obrigado!"
E_C19_Jan_Loman01_37,"Claro que lembro! A bebida é por minha conta hoje. Arrume suas coisas!"
E_C19_Jan_Loman01_38,"Eu vou, mas daqui a 3 minutos e 30 segundos."
E_C19_Jan_Loman01_39,"Não, eu devo adicionar mais 5 minutos para compensar o tempo em que caminhamos."
E_C19_Jan_Loman01_40,"Ah é? Eu vou esperar lá fora, então. Vá lá quando estiver pronto."
E_C19_Jan_Loman01_41,"O que vocês estão fazendo? Vamos lá, gente!"
E_C19_Jan_Loman01_42,"Uau... Desse jeito?"
E_C19_Jan_Loman01_43,"Não é à toa que as pessoas falam tão bem dele."
E_C19_Jan_Priscilla01_01,"Sejam bem-vindos à... Minha nossa!"
E_C19_Jan_Priscilla01_02,"Se não é a Senhorita Aisha!"
E_C19_Jan_Priscilla01_03,"Você conseguiu preparar o que eu te pedi?"
E_C19_Jan_Priscilla01_04,"Claro que sim! Do jeitinho que encomendou!"
E_C19_Jan_Priscilla01_05,"Minha senhora, se precisava de algo, era só ter me falado."
E_C19_Jan_Priscilla01_06,"Não! Você não vai fazer nada hoje, Priscilla!"
E_C19_Jan_Priscilla01_07,"Sem perguntas. Apenas obedeça!"
E_C19_Jan_Priscilla01_08,"Não se preocupe, começaremos com calma!"
E_C19_Jan_Priscilla01_09,"O que está acontecendo...?"
E_C19_Jan_Priscilla01_10,"Tada! Gosta desse, minha senhora?"
E_C19_Jan_Priscilla01_11,"Hum... A cor não combina muito com os olhos dela."
E_C19_Jan_Priscilla01_12,"Então, que tal esse mais exótico?"
E_C19_Jan_Priscilla01_13,"De qual continente é isso...? Haha..."
E_C19_Jan_Priscilla01_14,"É um pouco cedo demais, mas que tal um belo biquíni?"
E_C19_Jan_Priscilla01_15,"Um pouco cedo demais? Estamos no inverno!"
E_C19_Jan_Priscilla01_16,"Hahaha..."
E_C19_Jan_Priscilla01_17,"Guardei o melhor para o final. Gosta desse?"
E_C19_Jan_Priscilla01_18,"Uau! Priscilla, você está deslumbrante!"
E_C19_Jan_Priscilla01_19,"Esse! A gente vai ficar com esse! O que você acha?"
E_C19_Jan_Priscilla01_20,"Minha senhora, essas roupas extravagantes me impediriam de..."
E_C19_Jan_Priscilla01_21,"Ei, eu já não lhe disse? Sem perguntas!"
E_C19_Jan_Priscilla01_22,"Hum, pensei que eu poderia pedir um favor à minha senhora no meu aniversário..."
E_C19_Jan_Priscilla01_23,"Hã? D-digo... Essas roupas são seu presente de aniversário!"
E_C19_Jan_Priscilla01_24,"Você não gostou...?"
E_C19_Jan_Priscilla01_25,"Claro que gostei. É o vestido mais lindo que já usei na vida."
E_C19_Jan_Priscilla01_26,"Mas roupas assim podem atrapalhar quando eu tiver que proteger a senhora."
E_C19_Jan_Priscilla01_27,"Não estou dizendo que você tem que vesti-lo o tempo todo!"
E_C19_Jan_Priscilla01_28,"Você pode usá-lo em nossas pausas para o chá. Por favor?"
E_C19_Jan_Priscilla01_29,"Você é sempre tão boa para mim, Priscilla. Eu queria te dar algo, também."
E_C19_Jan_Priscilla01_30,"Haha. Você já me dá mais do que o necessário, minha senhora."
E_C19_Jan_Priscilla01_31,"Hã? O que é que eu lhe dou?"
E_C19_Jan_Priscilla01_32,"Todos os momentos que passo com você já são um presente."
E_C19_Jan_Priscilla01_33,"Então, esse vestido extravagante pode esperar até outra hora."
E_C19_Jan_Priscilla01_34,"*Suspiro* Tudo bem, tudo bem. Se você diz."
E_C19_Jan_Priscilla01_35,"Sinto muito, May. Voltaremos outra hora. Vamos, Priscilla!"
E_C19_Jan_Priscilla01_36,"Sim, minha senhora. Que tal aquela mistura com fragrância de rosas do Oriente para o chá da tarde?"
E_C19_Jan_Priscilla01_37,"Sim! Eu adoro o chá que você prepara!"
E_C19_Jan_Priscilla01_38,"E Feliz Aniversário, Priscilla!"
E_C19_Jan_Priscilla01_39,"Obrigada, minha senhora!"
E_C19_Jan_Priscilla01_40,"Eu também estou aqui, sabia...?"
E_C19_Jan_Priscilla01_41,"Mas você é nossa melhor cliente!"
E_C19_Jan_Priscilla01_42,"Feliz aniversário! E volte sempre!"
E_C19_Jan_Demia01_01,"Ei! Alguma sorte?"
E_C19_Jan_Demia01_02,"Não, nada."
E_C19_Jan_Demia01_03,"Eu juro ter visto ele vindo nessa direção."
E_C19_Jan_Demia01_04,"Vamos dar mais uma olhada!"
E_C19_Jan_Demia01_05,"Ufa, eles se foram, finalmente!"
E_C19_Jan_Demia01_06,"O que estou fazendo, me escondendo no meu próprio aniversário...?"
E_C19_Jan_Demia01_07,"Ah, sim. Tudo começou naquele dia..."
E_C19_Jan_Demia01_08,"Três anos atrás"
E_C19_Jan_Demia01_09,"Hum?"
E_C19_Jan_Demia01_10,"Atenção!"
E_C19_Jan_Demia01_11,"Hoje é o aniversário da Capitã! Vamos comemorar juntos!"
E_C19_Jan_Demia01_12,"Feliz aniversário, senhora!"
E_C19_Jan_Demia01_13,"Parabéns, senhora!"
E_C19_Jan_Demia01_14,"É o aniversário da Capitã! Juntem-se para a comemoração!"
E_C19_Jan_Demia01_15,"Parabéns, senhora!"
E_C19_Jan_Demia01_16,"Feliz aniversário, senhora!"
E_C19_Jan_Demia01_17,"Hahaha... Obrigada, pessoal."
E_C19_Jan_Demia01_18,"Sabíamos que você iria gostar, senhora."
E_C19_Jan_Demia01_19,"Você nunca vai se sentir só no seu aniversário, senhora. Nós vamos comemorar o seu aniversário todo ano."
E_C19_Jan_Demia01_20,"Feliz aniversário, Capitã!"
E_C19_Jan_Demia01_21,"Haha... Obrigada."
E_C19_Jan_Demia01_22,"Eu deveria saber que eles iriam exagerar..."
E_C19_Jan_Demia01_23,"É só um aniversário, não um feriado nacional ou algo assim..."
E_C19_Jan_Demia01_24,"Encontrei ela! A Capitã está aqui!"
E_C19_Jan_Demia01_25,"Princesa! Clause! Loman! Nós encontramos a Capitã!"
E_C19_Jan_Demia01_26,"Urgh!"
E_C19_Jan_Demia01_27,"Aí está você, Demia."
E_C19_Jan_Demia01_28,"Feliz aniversário. A nação inteira tem sorte por ter você."
E_C19_Jan_Demia01_29,"Você é muito generosa com seus elogios, Vossa Alteza."
E_C19_Jan_Demia01_30,"Aí está você, Capitã! Estávamos procurando você por toda parte."
E_C19_Jan_Demia01_31,"Vamos dar início à comemoração do aniversário da Capitã!"
E_C19_Jan_Demia01_32,"Juntem-se!"
E_C19_Jan_Demia01_33,"Hahaha... Obrigada, pessoal."
E_C19_Jan_Demia01_34,"Parece que estou presa aqui... de novo..."
