KEY,Thai
Sub1_Rephy_1_1_1,ผู้นำทางแห่งดวงดาวสีน้ำเงิน
Sub1_Rephy_1_1_2,ทุกชีวิตมีวิญญาณเป็นสิ่งที่คอยขับเคลื่อนอยู่
Sub1_Rephy_1_1_3,ถึงแม้ชีวิตจะดับสูญไป
Sub1_Rephy_1_1_4,แต่จิตวิญญาณยังคงอยู่ในโลกแห่งแสงนี้
Sub1_Rephy_1_1_5,วิญญาณทุกดวงจะหวนคืนไปสู่ปิตุภูมิแห่งวิญญาณ
Sub1_Rephy_1_1_6,ดวงดาวสีน้ำเงิน
Sub1_Rephy_1_1_7,ในสวนของ Asiphia ราชินีแห่งดวงดาวสีน้ำเงิน
Sub1_Rephy_1_1_8,ดวงวิญญาณหลับใหลอย่างสงบในสวนแห่งการพักผ่อน
Sub1_Rephy_1_1_9,เฝ้ารอจนกว่า Lua จะเรียกอีกครั้ง
Sub1_Rephy_1_1_10,เพื่อกลับไปสู่โลกแห่งแสง
Sub1_Rephy_1_1_11,แน่นอน ไม่ใช่วิญญาณทุกดวงกลับไปได้สำเร็จ
Sub1_Rephy_1_1_12,มีแต่เฉพาะวิญญาณบริสุทธิ์ที่ข้ามสะพานแสงดาวไปได้เท่านั้น
Sub1_Rephy_1_1_13,ที่จะสามารถไปสู่ดวงดาวสีน้ำเงินได้
Sub1_Rephy_1_1_14,วิญญาณที่หาทางไปสะพานแสงดาวไม่เจอ
Sub1_Rephy_1_1_15,จะถูกความมืดกลืนกิน
Sub1_Rephy_1_1_16,นั่นคือเหตุผลที่จำเป็นต้องมีผู้นำทางวิญญาณ
Sub1_Rephy_1_1_17,เพื่อช่วยให้วิญญาณไม่หลงทาง
Sub1_Rephy_1_1_18,ด้วยตะเกียงที่ส่องสว่างไปทั่วเนินเขาแห่งม่านหมอก...
Sub1_Rephy_1_1_19,.............................................
Sub1_Rephy_1_1_20,เจ้าฟังอยู่มั้ยเนี่ย
Sub1_Rephy_1_1_21,Rephy... Rephy! Rephy!
Sub1_Rephy_1_2_1,หา ข้าไม่ได้หลับนะ ข้าเปล่า!
Sub1_Rephy_1_2_2,Rephy! ทำงี้ได้ไง!? กี่ครั้งแล้วที่เป็นแบบนี้?
Sub1_Rephy_1_2_3,ข้ากำลังเล่าถึงงานที่สำคัญที่สุดในชนเผ่า Tamian ของเรา แต่เจ้าก็สัปหงกไปซะงั้น...
Sub1_Rephy_1_2_4,อะไรนะ ไม่เลย! Rephy ฟังอยู่ตลอดเวลา!
Sub1_Rephy_1_2_5,เราสามารถใช้ตะเกียงของพระเจ้าที่ผู้พิทักษ์แห่งดวงดาวสีน้ำเงินมอบให้เรา
Sub1_Rephy_1_2_6,เพื่อจุดเนินเขาแห่งม่านหมอก... ให้ลุกเป็นไฟ ใช่มั้ย
Sub1_Rephy_1_2_7,เจ้าพูดอะไรของเจ้ากันเนี่ย
Sub1_Rephy_1_2_8,ฟังให้ดีนะ! เราจุดตะเกียงที่เนินเขาแห่งม่านหมอกให้เป็นเหมือนไฟสัญญาณที่ส่องสว่าง!
Sub1_Rephy_1_2_9,สะพานแสงดาวก็จะส่องสว่างอีกครั้ง และวิญญาณที่หลงทางจะสามารถหาทางไปสู่ดวงดาวสีน้ำเงินได้...
Sub1_Rephy_1_2_10,ฟรี้... ฟรี้...
Sub1_Rephy_1_2_11,หลับอีกแล้วเหรอ...
Sub1_Rephy_1_2_12,*เฮ้อ...* ทำไมนักปราชญ์ถึงเลือกเจ้าเด็กไร้ความรับผิดชอบแบบนี้มาเป็นผู้สืบทอดก่อนที่ตัวเองจะออกไปดวงดาวสีน้ำเงินด้วยนะ...
Sub1_Rephy_1_2_13,ข้าทำอะไรผิดไปเหรอ... ทำไมท่านต้องให้ข้าเป็นคนดูแลเจ้าเด็กนี่ด้วย
Sub1_Rephy_1_2_14,เอ๋ *ฟุดฟิด* นั่นมัน... ข้าได้กลิ่นอะไรบางอย่าง! เฮ้! ข้าได้กลิ่นอะไรตุตุ!
Sub1_Rephy_1_2_15,เจ้ากล้าดียังไง!? ข้าไม่มีกลิ่นตัวนะ! ข้าเพิ่งอาบน้ำเมื่อเดือนที่แล้วเอง...
Sub1_Rephy_1_2_16,ไม่... เดี๋ยวนะ กลิ่นนี้มันคือ...!
Sub1_Rephy_1_2_17,กลิ่นแห่งความมืด... ใช่แล้ว ข้าได้กลิ่นที่น่าขนลุกขนพอง!
Sub1_Rephy_1_2_18,พวกมันคือดวงวิญญาณที่มืดมน!
Sub1_Rephy_1_2_19,Rephy! หยุดเดี๋ยวนี้! เจ้าไปคนเดียวไม่ได้นะ!
Sub1_Rephy_1_3_1,กลิ่นที่ร้ายกาจนั่น... ดวงวิญญาณที่มืดมนพวกนั้น พวกมันคือปีศาจ!
Sub1_Rephy_1_3_2,พวกมันกล้ามาบุกเมืองแห่งผู้พิทักษ์ตะเกียงได้ยังไงกัน
Sub1_Rephy_1_3_3,วิญญาณแห่งพงไพรได้โปรดช่วยข้าด้วย!
Sub1_Rephy_1_4_1,ฮี่ฮี่! ทีนี้พวกเจ้ารู้ฤทธิ์ของผู้นำทางวิญญาณ Rephy แล้วสินะ! เป็นไงล่ะ
Sub1_Rephy_1_4_2,เจ้า!?
Sub1_Rephy_1_4_3,.....................................
Sub1_Rephy_1_4_4,เจ้าเป็นชาว Tamian... ทำไมเจ้าถึงกลายเป็นดวงวิญญาณที่มืดมนได้!?
Sub1_Rephy_1_4_5,ไปด้วยกันเถอะ... วิญญาณแห่งแสง... พวกเราทุกคน...
Sub1_Rephy_1_4_6,ไปสู่... ขุมนรกที่มืดมิด...
Sub1_Rephy_1_4_7,ไม่มีทาง! เจ้าได้ยินข้ามั้ย ตื่นสิ!
Sub1_Rephy_1_4_8,ทางนี้! ตามตะเกียงนี้มา! อย่าเข้าไปใกล้ความมืด!
Sub1_Rephy_1_5_1,เกิดอะไรขึ้นที่นี่กันแน่
Sub1_Rephy_1_5_2,ไม่มีใครสามารถเข้าเมืองแห่งผู้พิทักษ์ตะเกียงในป่า Ellidora ได้หากไม่ได้รับอนุญาตจากพวกเรา... แต่พวกปีศาจมาที่นี่ได้ยังไงกัน
Sub1_Rephy_1_5_3,ดวงวิญญาณที่มืดมนนั้นเป็นสมาชิกชนเผ่าของเรารึ
Sub1_Rephy_1_5_4,ใช่แล้ว...
Sub1_Rephy_1_5_5,ข้า... ช่วยเขาไว้ไม่ได้ ข้าได้แต่บอกให้เขาออกมาจากความมืด...
Sub1_Rephy_1_5_6,และข้าก็จุดตะเกียงของพระเจ้า... ทำไมมันถึงไม่ได้ผล
Sub1_Rephy_1_5_7,เจ้าบอกข้าเองว่าวิญญาณทุกดวงจะข้ามสะพานแสงดาวได้อย่างปลอดภัยเมื่อเราจุดตะเกียง!
Sub1_Rephy_1_5_8,Rephy... ใจเย็นก่อน เพียงแค่ตะเกียงของพระเจ้าไม่พอหรอก
Sub1_Rephy_1_5_9,ข้าบอกเจ้าแล้วว่าเราต้องจุดตะเกียงที่เนินเขาแห่งม่านหมอกเพื่อให้พวกเขาหาแสงเจออีกครั้ง
Sub1_Rephy_1_5_10,งั้น... หากข้าจุดตะเกียงที่เนินเขาแห่งม่านหมอก...
Sub1_Rephy_1_5_11,วิญญาณทุกดวงจะหวนคืนไปสู่ดวงดาวสีน้ำเงิน ปิตุภูมิแห่งวิญญาณ ใช่มั้ย
Sub1_Rephy_1_5_12,แน่นอน เจ้า... เจ้าฟังข้าอยู่ตลอดเวลาเลย ใช่มั้ย
Sub1_Rephy_1_5_13,สถานที่ที่มืดมิดที่สุดแถวๆ สะพานแสงดาวคือเนินเขาแห่งม่านหมอก
Sub1_Rephy_1_5_14,หากวิญญาณดวงใดหลงเข้าไปในที่แห่งนั้น วิญญาณนั้นจะกลายเป็นดวงวิญญาณที่มืดมนเหมือนที่เจ้าเห็น
Sub1_Rephy_1_5_15,เฮ้อ โล่งอกไปที
Sub1_Rephy_1_5_16,ชั่วขณะหนึ่ง ข้าเกือบจะนึกว่าเรื่องราวเกี่ยวกับตะเกียงของพระเจ้าเป็นเรื่องที่แต่งขึ้นมาซะแล้ว
Sub1_Rephy_1_5_17,เจ้ากล้าดียังไง!? ตะเกียงของพระเจ้าเป็นสมบัติที่ล้ำค่าที่สุดของชนเผ่า Tamian เลยนะ!
Sub1_Rephy_1_5_18,นี่คือหน้าที่ศักดิ์สิทธิ์ที่ได้รับมอบหมายมาจากมังกรเทพเจ้า Giacobini ผู้พิทักษ์แห่งดวงดาวสีน้ำเงิน!
Sub1_Rephy_1_5_19,เราต้องจุดตะเกียงให้สะพานแสงดาวส่องสว่างเพื่อนำทางวิญญาณแห่งแสงไปสู่ดวงดาวสีน้ำเงิน
Sub1_Rephy_1_5_20,ตอนนี้ข้าเข้าใจแล้ว ว้าว มิสเตอร์ Giaco เจ้ารู้ไปหมดทุกเรื่องเลย!
Sub1_Rephy_1_5_21,เฮ้อ... ข้าเริ่มจะปวดหัว ข้าไม่ควรพูดมาก
Sub1_Rephy_1_5_22,แต่ข้ายังประหลาดใจเล็กน้อย... แม้กระทั่งวิญญาณของชาว Tamian ก็ถูกความมืดแปดเปื้อนได้...
Sub1_Rephy_1_5_23,ข้าว่าเราใกล้จะถึงเนินเขาแห่งม่านหมอกแล้ว... ให้ตายสิ
Sub1_Rephy_1_5_24,ถึงเวลาแล้ว อะแฮ่ม! ข้า ผู้นำแห่งชนเผ่า Tamian ขอสั่งผู้นำทางวิญญาณ Rephy!
Sub1_Rephy_1_5_25,จ้า จ้า Rephy ฟังอยู่ มีอะไรเหรอ
Sub1_Rephy_1_5_26,ข้าขอสั่งให้เจ้าค้นหาที่ตั้งของเนินเขาแห่งม่านหมอกในโลกแห่งนี้และจุดตะเกียงของพระเจ้าเพื่อทำให้ที่แห่งนั้นสว่างไสว
Sub1_Rephy_1_5_27,จงเดินทางออกจากเมืองแห่งผู้พิทักษ์ตะเกียงในบัดดล
Sub1_Rephy_1_5_28,โอเค งั้นข้าไปละ บาย!
Sub1_Rephy_1_5_29,เดี๋ยวสิ! เจ้าไม่ได้จะออกไปเที่ยวนะ Rephy! เจ้าไม่เคยออกจากเมืองของเราซะด้วยซ้ำ!
Sub1_Rephy_1_5_30,ให้ข้าพูดถึงอันตรายของโลกภายนอกก่อนสิ
Sub1_Rephy_1_5_31,เจ้าไม่ควรเดินตามใครสุ่มสี่สุ่มห้า... อยู่ให้ห่างจากคนแปลกหน้า เก็บเงินไว้ในกระเป๋าข้างใน...
Sub1_Rephy_1_5_32,จ้า... จ้า... ฟรี้...
Sub1_Rephy_1_5_33,และเจ้าไม่ควรเข้าใกล้เมือง Orvel ที่นั่นมีแต่วิญญาณชั่วร้ายเต็มไปหมด
Sub1_Rephy_1_5_34,และคนที่เจ้าไว้ใจได้คือนักปราชญ์ Lorraine เพียงผู้เดียว... เอาล่ะ! ไหนลองทวนที่ข้าพูดซิ!
Sub1_Rephy_1_5_35,เหรอ งั้นก็... นักปราชญ์... นักปราชญ์ Rephy จะไป... ตามหาเนินเขาแห่งม่านหมอก!
Sub1_Rephy_1_5_36,ไปที่เมือง Orvel... เต็มไปด้วยผู้คนที่เชื่อใจได้!
Sub1_Rephy_1_5_37,เห็นมั้ย ข้าพร้อมออกเดินทางแล้ว! แล้วเจอกัน!
Sub1_Rephy_1_5_38,โอเค ดูแลตัวเองด้วย Rephy! เจ้าเป็นนักปราชญ์แห่งเผ่า Tamian นะ!
Sub1_Rephy_1_5_39,อะไรนะ เดี๋ยว! เจ้าพูดว่า Orvel เหรอเมื่อกี้!?
Sub1_Rephy_1_5_40,ไม่! เจ้าควรไปหานักปราชญ์ Lorraine!
Sub1_Rephy_1_5_41,เขา... ไปซะแล้ว
Sub1_Rephy_1_5_42,ขอให้ผู้พิทักษ์แห่งดวงดาวสีน้ำเงิน... ราชินี... และบรรพบุรุษของเรา... ดูแลเจ้าเด็กนั่นด้วย
Sub1_Rephy_2_1_1,ว้าว! นี่มันเมือง Orvel สินะ!
Sub1_Rephy_2_1_2,ใหญ่มาก! มีคนเต็มไปหมด!
Sub1_Rephy_2_1_3,วิญญาณก็เยอะไม่แพ้กัน! เอ๋ วิญญาณแห่งแสง... วิญญาณที่มืดมน... วิญญาณสีเทา...
Sub1_Rephy_2_1_4,ว้าว! สมกับเป็นเมืองหลวงจริงๆ!
Sub1_Rephy_2_1_5,เฮ้... เจ้าตรงนั้นน่ะ ข้าไม่เคยเห็นเผ่าแบบเจ้ามาก่อน เจ้ามาทำอะไรที่ Orvel
Sub1_Rephy_2_1_6,หา ข้าเป็นชาว Tamian เจ้าไม่รู้จักชนเผ่า Tamian หรือไง
Sub1_Rephy_2_1_7,พวกเราเป็นผู้นำทางวิญญาณ เมื่อเจ้าตาย ข้าจะนำทางเจ้าไปสู่ดวงดาวสีน้ำเงิน
Sub1_Rephy_2_1_8,อะไรนะ เจ้ามันพิลึกคนจริงๆ เจ้าขนฟู เจ้ากำลังจะบอกว่าเจ้าอยากให้ข้าตายเหรอ
Sub1_Rephy_2_1_9,เจ้าจะพูดอะไรก็ระวังหน่อยนะ โดยเฉพาะในช่วงเวลาแห่งความโกลาหลแบบนี้ เจ้ามีใบผ่านทางใช่มั้ย
Sub1_Rephy_2_1_10,ใบผ่านทางอะไรเหรอ กินได้มั้ย
Sub1_Rephy_2_1_11,เจ้าไม่รู้เหรอว่าใบผ่านทางคืออะไร ลูกผสมแบบเจ้าควรจะมีใบผ่านทางทุกคน เจ้าน่าสงสัยมาก! ตามข้ามาเดี๋ยวนี้!
Sub1_Rephy_2_1_12,โอเค ไม่ รอเดี๋ยว! ผู้นำของเราบอกข้าว่าอย่าเดินตามคนแปลกหน้า
Sub1_Rephy_2_1_13,งั้นก็ลาก่อนนะ!
Sub1_Rephy_2_1_14,ด-เดี๋ยว! หยุดนะ เจ้าขนฟู!
Sub1_Rephy_2_1_15,นั่นไง มนุษย์หูแมวตัวสีแดง! ข้าไม่เคยเห็นลูกผสมมาก่อน! ว้าว! แมวกล้ามโต!
Sub1_Rephy_2_1_16,โว้ว! เย็นมาก! มีน้ำออกมาจากหินกลมๆ นี้ด้วย! นี่คือ... เวทมนตร์ของแฟรี่วารีเหรอ
Sub1_Rephy_2_1_17,ฮ่าฮ่าฮ่า! Orvel ช่างเป็นเมืองที่มหัศจรรย์จริงๆ! เอ๋ แล้วนี่อะไร
Sub1_Rephy_2_1_18,(กระซิบ) ตรงนั้น... มันคือตัวอะไร ลูกผสมเหรอ หรือสัตว์เลี้ยงแบบใหม่
