KEY,Korean
E1_Pancironne_1_1_1,빨리~ 빨리~ 빨리~ 빨리~
E1_Pancironne_1_1_2,빨리~ 빨리~ 빨리~ 빨리~
E1_Pancironne_1_1_3,"하아암, 지루해…"
E1_Pancironne_1_1_4,땅 하나 파는 게 뭐가 힘들다고 이렇게 질질 끄는 거야?
E1_Pancironne_1_1_5,씨잉.. 벌써 몇 달 째냐구.
E1_Pancironne_1_1_6,저… 소위님. 
E1_Pancironne_1_1_7,저어… 이 구역은 작업 개시한 지 5분도 지나지 않았습니다만…
E1_Pancironne_1_1_8,또 다들 며칠째 쉬지 못한 것도 있고…
E1_Pancironne_1_1_9,아무래도 에너지 신호가 전혀 잡히지 않는 지역이다 보니..
E1_Pancironne_1_1_10,조금만 더 기다려주시…
E1_Pancironne_1_1_11,말이 많네?
E1_Pancironne_1_1_12,예..옛..?!
E1_Pancironne_1_1_13,타버려라~!
E1_Pancironne_1_1_14,으아아아!!
E1_Pancironne_1_1_15,죄… 죄송합니다!
E1_Pancironne_1_1_16,짜증 나!!
E1_Pancironne_1_1_17,같은 말하는 게 얼마나 힘든 일인 줄도 모르면서!!
E1_Pancironne_1_1_18,그거 말할 시간에 가서 땅이나 파!
E1_Pancironne_1_1_19,빨리~ 빨리~ 빨리~ 빨리~!!!!!!!!
E1_Pancironne_1_1_20,으아악!!!!
E1_Pancironne_1_1_21,하필 또 부임한 상관이 저런 상또라이일 줄이야!
E1_Pancironne_1_1_22,두둑이 챙겨준대서 큰맘 먹고 왔더니 하아..
E1_Pancironne_1_1_23,일은 드럽게 힘들고..
E1_Pancironne_1_1_24,파도 파도 개미 하나 안 나오고..
E1_Pancironne_1_1_25,웩! 도저히 못 하겠다.
E1_Pancironne_1_1_26,이제 흙만 봐도 토할 거 같아!
E1_Pancironne_1_1_27,흐아… 자게 해줘….
E1_Pancironne_1_1_28,아니 제발 잠깐만이라도 앉게 해줘!!
E1_Pancironne_1_1_29,여기가 전쟁터랑 다를 게 뭐야?
E1_Pancironne_1_1_30,아니 차라리 전쟁터로 돌려보내 줘!!
E1_Pancironne_1_1_31,더.. 더 이상 못 참아!
E1_Pancironne_1_1_32,이렇게 일하다간 죽고 말 거야!
E1_Pancironne_1_1_33,가자!!
E1_Pancironne_1_1_34,또 저러네..
E1_Pancironne_1_1_35,우린 다 죽었다.
E1_Pancironne_1_1_36,흐응~?
E1_Pancironne_1_1_37,우.. 우리를 쉬게 해주십시오!
E1_Pancironne_1_1_38,도저히 힘들어서 못하겠습니다!
E1_Pancironne_1_1_39,이럴 거면 우리를 제국으로 돌려보내 주십쇼!
E1_Pancironne_1_1_40,"소위님이 지시한 구역을 전부 파보아도, 나오는 건 아무것도 없습니다!"
E1_Pancironne_1_1_41,이건 상관의 능력에 문제가 있는 것 아니겠습니까!
E1_Pancironne_1_1_42,꺄-하?
E1_Pancironne_1_1_43,맞아!! 아무리 군인이라지만 성과도 없는 일에 우리를 그만 혹사시키십쇼!
E1_Pancironne_1_1_44,"그래도 우리 말을 들어주지 않는다면, "
E1_Pancironne_1_1_45,이.. 이 방법밖에 없습니다!
E1_Pancironne_1_1_46,히.. 재미 좀 보겠네~?
E1_Pancironne_1_2_1,자!! 먼저 죽고 싶은 사람 손~~!
E1_Pancironne_1_3_1,으아아아악!!!!
E1_Pancironne_1_3_2,"헤헤, 방금 꺼 어땠어~?"
E1_Pancironne_1_3_3,내 엉덩이가 불타고 있어!!
E1_Pancironne_1_3_4,아픈 애들은 주사를 맞아야지~!
E1_Pancironne_1_3_5,짜잔! 능력에 문제 있는 판시로네표 특제 처방전!
E1_Pancironne_1_3_6,계속 계속 계속 나가신다~~!
E1_Pancironne_1_3_7,꺄하하~!
E1_Pancironne_1_3_8,살려줘!!!!
E1_Pancironne_1_4_1,하운드 부대 해체로부터 두 달 후.
E1_Pancironne_1_4_2,결국 하운드 부대는 해체되었군.
E1_Pancironne_1_4_3,"어느 정도 납득은 가는 결정이다만,"
E1_Pancironne_1_4_4,이대로 흩어지기엔 꽤나 아까운 인재들이다.
E1_Pancironne_1_4_5,특히 수장은 더더욱.
E1_Pancironne_1_4_6,군 상부에선 지금의 그가 위험하다 판단한 듯합니다.
E1_Pancironne_1_4_7,"가장 소중한 것을 잃은 사람이라면, 아무래도 눈에 뵈는 게 없지 않겠습니까."
E1_Pancironne_1_4_8,"복수에 눈먼 자를 어떻게 사용하는지에 따라 위험일지, 이득일지는 달라졌겠지."
E1_Pancironne_1_4_9,"오히려 내 눈엔, 상부 놈들이 그가 두려워 제 발 저리는 것으로밖에 안 보이는군."
E1_Pancironne_1_4_10,무언가 심상치 않은 향기가 밀려오는걸.
E1_Pancironne_1_4_11,...
E1_Pancironne_1_4_12,"그리고, 아무리 생각해도 아까워."
E1_Pancironne_1_4_13,...조만간 내가 직접 그를 만나보는 편이 좋겠군.
E1_Pancironne_1_4_14,예?…
E1_Pancironne_1_4_15,조사를 지시한 나머지 부대원들의 행방은 어떻게 되었나.
E1_Pancironne_1_4_16,아아 옙.
E1_Pancironne_1_4_17,"추적 결과, 키베라 소위는 이드리안 보좌관의 명으로 오르벨리아에 넘어갔습니다."
E1_Pancironne_1_4_18,이유는 자세하게 알 수 없지만 사적인 문제로 보였습니다.
E1_Pancironne_1_4_19,"알아본 바로는, 본래 제국인도 아니고"
E1_Pancironne_1_4_20,부대의 임무가 아니라면 이곳에 남아있을 이유가 전혀 없는 자이기에.
E1_Pancironne_1_4_21,사후 위험성이 적다 판단하여 본국을 떠날 때도 군에서 별도 조치를 하지 않은 듯합니다.
E1_Pancironne_1_4_22,"베랄타의 아름다움을 알아볼 몇 안 되는 자였는데, 아쉽군."
E1_Pancironne_1_4_23,미트라 소위는 현재 행방불명 상태. 
E1_Pancironne_1_4_24,원체도 사고를 많이 치기로 유명해서 군에서 추적 중이라 들었습니다.
E1_Pancironne_1_4_25,그 하얀 머리는 뭐 뻔히 보이네. 후후.
E1_Pancironne_1_4_26,문제는… 이 자입니다. 
E1_Pancironne_1_4_27,하하하. 진짜 이 부대는 유쾌해.
E1_Pancironne_1_4_28,하나같이 날 실망시키지 않는단 말야.
E1_Pancironne_1_4_29,그래. 판시로네 소위는 본래 있던 사단으로 돌아간 건가.
E1_Pancironne_1_4_30,그렇습니다. 말씀하신 대로 하운드 해체 후 기계 사단으로 복직 처리된 모양입니다.
E1_Pancironne_1_4_31,하지만 이 자는.. 그...
E1_Pancironne_1_4_32,현재 그 어떠한 임무에도 투입이 어려운 실정이라 보고 받았습니다. 
E1_Pancironne_1_4_33,워낙에 성격이...
E1_Pancironne_1_4_34,알 만하네.
E1_Pancironne_1_4_35,"확실히 하운드 부대의 수장이었던 그자가, "
E1_Pancironne_1_4_36,그녀를 통제할 수 있는 유일한 억제제였을 테니.
E1_Pancironne_1_4_37,"고삐가 풀려버린 마당에, 어디로 튈 지 모르는 난폭함을 그 누가 받아낼 수 있을까.. 후후"
E1_Pancironne_1_4_38,"게다가 자기가 하고 싶은 것만 하겠다며, 행패를 부리고 있는 마당이라 합니다."
E1_Pancironne_1_4_39,수뇌부에서는 굉장히 불편한 기색을 내비치고 있고..
E1_Pancironne_1_4_40,그렇다고 불명예제대를 시키기에는 그자의 능력이 너무나도 위험하기에..
E1_Pancironne_1_4_41,"뭐, 황실에서까지 고민할 거리는 아니지만 말입니다."
E1_Pancironne_1_4_42,"군은 괜한 위험을 만드느니, 차라리 아군으로 안고 있는 것이 낫다 판단했군."
E1_Pancironne_1_4_43,"으음, 그런 것 같습니다."
E1_Pancironne_1_4_44,"알아본 바로는, 난전에 강제 투입하는 방향으로 결정한 듯합니다."
E1_Pancironne_1_4_45,그것마저도 거부한다면.. 최후에는 제거겠지요.
E1_Pancironne_1_4_46,...
E1_Pancironne_1_4_47,과연 그게 최선일까.
E1_Pancironne_1_4_48,단발성 소모품으로 쓰기엔 너무나 아까운 인재야.
E1_Pancironne_1_4_49,하지만 아무래도 마땅한 방법이 없지 않겠습니까.
E1_Pancironne_1_4_50,…음
E1_Pancironne_1_4_51,마침 좋은 생각이 떠오르는걸.
E1_Pancironne_2_1_0,하운드 부대 해체로부터 반년 후.
E1_Pancironne_2_1_1,꺄하하하!! 이거 완전 재밌잖아!
E1_Pancironne_2_1_2,아하하하하!
E1_Pancironne_2_1_3,꺄하하하!!! 다음 꺼!! 다음 꺼~~!!
E1_Pancironne_2_1_4,"미소를 흘리는 장소가 적절치 않아 보이네, 레이디."
E1_Pancironne_2_1_5,아!!! 깜짝이야!!!
E1_Pancironne_2_1_6,"아, 실례."
E1_Pancironne_2_1_7,군에 몸 담고 있는 이에게 레이디라는 단어도 적절치 않았던 것 같군.
E1_Pancironne_2_1_8,뭐야??!
E1_Pancironne_2_1_9,황실에서 그대에게 새로운 임무를 제안하러 온 자이지.
E1_Pancironne_2_1_10,아하? 황실~?
E1_Pancironne_2_1_11,관.심.없.어~!
E1_Pancironne_2_1_12,"흠, 자네가 솔깃할만한 임무일 텐데."
E1_Pancironne_2_1_13,응! 계속 찾아오는 쓸모없는 애들도 그렇게 얘기했어!
E1_Pancironne_2_1_14,그리고 엉덩이에 불꽃 세례도 열 방씩 맞고 갔어! 힛.
E1_Pancironne_2_1_15,나 진짜 진짜 중요한 일하구 있어서 아~주 바쁘거든?
E1_Pancironne_2_1_16,방해하지 말아 줄래?
E1_Pancironne_2_1_17,…아하하!! 꺄하하하!!!
E1_Pancironne_2_1_18,"오호라, 이 책. 최근에 읽어서 나도 잘 알고 있네만."
E1_Pancironne_2_1_19,꺄하하! 꺄하하!!
E1_Pancironne_2_1_20,28권을 읽고 있군?
E1_Pancironne_2_1_21,아하하하!! 꺄핫!!
E1_Pancironne_2_1_22,"30권이 마지막인데,\n주인공이 제 발에 걸려 사망하는 그야말로 충격 반전인 결말로 끝이 나지."
E1_Pancironne_2_1_23,아핫……………
E1_Pancironne_2_1_24,………………
E1_Pancironne_2_1_25,꺅!!! 그걸 말하면 어떡해!
E1_Pancironne_2_1_26,한참 재밌었는데.. 씨이!
E1_Pancironne_2_1_27,재미 없어져 버렸어!
E1_Pancironne_2_1_28,방해하지 말라고 했쟈나!!
E1_Pancironne_2_1_29,그 대신 더 재미있는 이야기를 들어보는 건 어떤가?
E1_Pancironne_2_1_30,관심 없어 관심 없어 관심 없어!!!!!!
E1_Pancironne_2_1_31,너도 불꽃 세례나 처맞아!
E1_Pancironne_2_2_1,한번 들어보면 후회하지 않을 텐데.
E1_Pancironne_2_2_2,진짜 싫어!
E1_Pancironne_2_2_3,후후. 그 아름다운 불꽃.
E1_Pancironne_2_2_4,"구미를 당길 정도로 매력적이긴 하지만,"
E1_Pancironne_2_2_5,과연 그 열기가 나에게까지 닿을 수 있을까.
E1_Pancironne_2_2_6,와!! 진짜 전부 홀라당 태워버릴 꺼야!
E1_Pancironne_2_2_7,나중에 무릎 꿇어도 안 봐줘!
E1_Pancironne_2_3_1,죽어!! 죽으라고!!!
E1_Pancironne_2_3_2,타버려!!
E1_Pancironne_2_4_1,진짜 더럽게 안 죽네!
E1_Pancironne_2_4_2,짜증 나 짜증 나 짜증 나!
E1_Pancironne_2_4_3,후후. 자네와의 무도회는 충분히 즐긴 것 같으니
E1_Pancironne_2_4_4,슬슬 본론을 꺼낼 때가 왔군.
E1_Pancironne_2_5_1,"과연, 흠잡을 데 없는 실력."
E1_Pancironne_2_5_2,이 재능을 아깝게 낭비할 수는 없지.
E1_Pancironne_2_5_3,으 열받아!
E1_Pancironne_2_5_4,기계 사단에서 수행해야 하는 임무를 전부 거부한다 들었네.
E1_Pancironne_2_5_5,딴소리하지 마!
E1_Pancironne_2_5_6,"그렇다면, 발굴 관련 건은 어떤가."
E1_Pancironne_2_5_7,"해체된 부대에서 많이 해왔을 임무이니, 무난히 수행할 거라 생각되네만."
E1_Pancironne_2_5_8,와하? 나에 대해서 뒷조사 좀 꽤 했나 보네?
E1_Pancironne_2_5_9,기분 나쁘게.
E1_Pancironne_2_5_10,후후. 자네의 마음을 얻기 위해서 꽤 노력했다네.
E1_Pancironne_2_5_11,흐응. 그런다고 들어줄 거 같아?
E1_Pancironne_2_5_12,착.각하지 말아줄래~?
E1_Pancironne_2_5_13,이젠 뭐가 됐든 간에 다 관심 없다구.
E1_Pancironne_2_5_14,군에서는 이런 자네의 행동들을 매우 곤란해하고 있어.
E1_Pancironne_2_5_15,"그럼에도 그들에 협조하지 않는다면, 이후 그들이 어떻게 나올지는 본인이 더 잘 알 거야."
E1_Pancironne_2_5_16,모~~르~~겠~~는~~데~~에?
E1_Pancironne_2_5_17,에베베~~
E1_Pancironne_2_5_18,의지와는 상관없는 임무에 강제 투입되겠지.
E1_Pancironne_2_5_19,와 그건 확실히 별로다.
E1_Pancironne_2_5_20,"최악의 경우엔, 통제 불능인 병사를 제거하려 들지도 모르고."
E1_Pancironne_2_5_21,차라리 제거하라구 해!
E1_Pancironne_2_5_22,아쉽게도 그건 내가 바라지 않아.
