KEY,"ChineseTraditional"
CS_CHE_H1_1_001,"梅伊姊姊～～！！我來找妳玩囉！"
CS_CHE_H1_1_002,"蘿蔔糖果呢？你有蘿蔔糖果嗎？！"
CS_CHE_H1_1_003,"蘿蔔糖果？第一次聽到有這種糖果呢...巧克力的倒是有啦..."
CS_CHE_H1_1_004,"巧克力也很好吃！"
CS_CHE_H1_1_005,"嚼嚼...咦？那邊那位長得很高的姊姊是誰呀？生面孔呢！"
CS_CHE_H1_1_006,"啊，你是說雅妮姊姊嗎？"
CS_CHE_H1_1_007,"她呀～是很了不起的人喔！姊姊甚至被稱為屠龍者呢！"
CS_CHE_H1_1_008,"從前有隻邪惡又瘋狂的惡龍叫做史拜爾塔，姊姊一個人就打敗牠了呢！"
CS_CHE_H1_1_009,"惡...惡龍嗎？那有多可怕呀?"
CS_CHE_H1_1_010,"這隻龍本來身為世界的守護者,但卻因不明原因墮落而變得瘋狂。"
CS_CHE_H1_1_011,"梅伊，之前你拜託我帶來的龍鱗、龍皮，還有其他材料我都放在外面囉！"
CS_CHE_H1_1_012,"真是謝謝你啦！嘻嘻～"
CS_CHE_H1_1_013,"啊～龍就是那個超巨大蜥蜴獸是吧？那我知道是什麼樣的怪獸了！高個子姊姊真是太帥啦！！"
CS_CHE_H1_1_014,"喂喂！這種話你可最好別讓對街的鐵匠聽到啊！"
CS_CHE_H1_1_015,"嘿嘿，金大哥人很好啦，他不會怎樣的。"
CS_CHE_H1_1_016,"但是呀～姊姊！你看這些商店好像跟平常看起來有什麼不一樣耶！姊姊的衣服也是..."
CS_CHE_H1_1_017,"是啊，為了今晚的萬聖節，在服裝剪裁上我也是下了些功夫。"
CS_CHE_H1_1_018,"我可是發揮了久違的實力喔！"
CS_CHE_H1_1_019,"以這手工實力來看，別說在商店賣了，都可以當知名裁縫師了吧！"
CS_CHE_H1_1_020,"哈哈，其實製作衣服是我的興趣啦～"
CS_CHE_H1_1_021,"噢～太可愛了！"
CS_CHE_H1_1_022,"我的呢？我也要一件！"
CS_CHE_H1_1_023,"啊！倒是有做幾件符合露娜你身材的小尺寸衣服喔，要穿穿看嗎？"
CS_CHE_H1_1_024,"要啊！給我給我！"
CS_CHE_H1_1_025,"知道啦～等我一下，我去拿幾件過來。"
CS_CHE_H1_1_027,"耶～～～"
CS_CHE_H1_1_028,"梅伊姊姊！發生什麼事了嗎？"
CS_CHE_H1_1_030,"...沒有回話，要走進去看看嗎？"
CS_CHE_H1_1_031,"欸？什麼都看不到呀！"
CS_CHE_H1_1_032,"暗黑之力？噢不...這個感覺不太一樣..."
CS_CHE_H1_1_034,"...高個子姊姊，這該不會是..."
CS_CHE_H1_1_035,"...嗯，應該就是你我想的那樣。"
CS_CHE_H1_1_036,"啊～我們掉下去啦！！！"
CS_CHE_H1_2_001,"...嗯？這裡是？"
CS_CHE_H1_2_002,"唉呀，好痛...頭撞到啦！"
CS_CHE_H1_2_003,"但是梅伊姊姊是跑去哪兒啦？...啊！"
CS_CHE_H1_2_004,"只有暈厥而已嗎？還好她的身體看來沒有受什麼重傷。"
CS_CHE_H1_2_005,"梅伊姊姊！起來呀！在這種地方睡覺會感冒啦！"
CS_CHE_H1_2_006,"嗯...呃...雅妮姊姊...?露娜...？"
CS_CHE_H1_2_007,"這裡是哪裡？我明明是來拿衣服的呀..."
CS_CHE_H1_2_008,"剛剛我打開衣櫥想要拿衣服，但是有6件衣服不見了，我找著找著就..."
CS_CHE_H1_2_009,"先等等，這些話就留著以後再說，怎麼莫名有不祥的預感啊..."
CS_CHE_H1_3_001,"從這個身套南瓜的怪物開始，就覺得好像有點怪怪的，好像不是尋常的亡靈吶。"
CS_CHE_H1_3_002,"跟往常看見的那些怪物感覺不太一樣呢..."
CS_CHE_H1_3_003,"高個子姊姊，我可以去揍扁那邊那隻壞傢伙嗎？"
CS_CHE_H1_3_004,"雖然他們的大頭是蠻可愛的啦！"
CS_CHE_H1_3_005,"把怪物揍扁後可以放在梅伊姊姊的店裡當裝飾品展示呢！"
CS_CHE_H1_3_006,"哈哈，我已經有南瓜飾品了啦！這個就不用了吧..."
CS_CHE_H1_3_007,"無論怎麼說，他們也是敵人，也只能打倒他們了。"
CS_CHE_H1_4_001,"噓，先停下來，那個..."
CS_CHE_H1_4_002,"...那是什麼？"
CS_CHE_H1_4_003,"我也不知那確切上來說究竟是什麼...應該是取人類的型態而化作的惡靈吧..."
CS_CHE_H1_4_004,"好像還有另外一個奇怪的點耶？"
CS_CHE_H1_4_006,"咦？那是什麼呀？"
CS_CHE_H1_4_007,"哈哈哈...其實那件衣服就是本來在找的衣服之一..."
CS_CHE_H1_4_008,"嗯...是以埃伊納沙漠的木乃伊亡靈為主題嗎..."
CS_CHE_H1_4_009,"他身上只有繃帶耶！是哪裡受傷了嗎？"
CS_CHE_H1_4_010,"哈哈哈哈..."
CS_CHE_H1_4_011,"但是我還是不知道他究竟是誰？為什麼要穿我的衣服..."
CS_CHE_H1_4_012,"感覺上也散發出與其他那些惡靈般相似的氣息..."
