KEY,"Spanish"
CONVERSATION_TU_256_1,"¡Alto ahí! A partir de aquí es área restringida."
CONVERSATION_TU_256_2,"Solo se permite la entrada de personal autorizado."
CONVERSATION_TU_256_3,"Yo soy Kasel, aprendiz de caballero."
CONVERSATION_TU_256,"Noto algo de tensión en el aire... ¿Pasó algo por aquí?"
CONVERSATION_TU_257,"Parece que aún no has escuchado las noticias. Se ha descubierto una antigua bóveda subterránea. "
CONVERSATION_TU_257_1,"Se especula que la bóveda perteneció a una antigua familia real. Hemos formado un grupo de investigación,"
CONVERSATION_TU_257_2,"pero la repentina aparición de monstruos nos ha causado ya muchos problemas. "
CONVERSATION_TU_258,"¿Perdon? Entonces, ¿qué pasa con todos los escuderos que han sido dejados de lado?"
CONVERSATION_TU_259,"Con excepción de los aprendices la mayoría de los caballeros fueron enviados a luchar contra los monstruos."
CONVERSATION_TU_260,"Todos los asuntos relacionados con los caballeros quedan suspendidos hasta que se calme la situación."
CONVERSATION_TU_261,"Kasel, ¿no sería mejor regresar ya?"
CONVERSATION_TU_262,"No creo que podamos ver a los caballeros."
CONVERSATION_TU_263,"Mmm..."
CONVERSATION_TU_264,"Aun siendo un simple aprendiz yo también deseo ayudar."
CONVERSATION_TU_265,"¿Qué no hay algo que yo pueda hacer?"
CONVERSATION_TU_266,"Ahora que lo mencionas, estamos buscando a caballeros con habilidades para combatir monstruos."
CONVERSATION_TU_266_1,"Con tantos nuevos reclutas los caballeros deberían poder regresar a sus deberes en breve."
CONVERSATION_TU_266_2,"El emperador incluso ha prometido recompensar grandemente a quien logre derrotar a los monstruos,"
CONVERSATION_TU_266_3,"no dejes pasar esta oportunidad para poder luchar. "
CONVERSATION_TU_267,"Vamos a ver. ¿Cuántos días quedan para que termine mi servicio?"
CONVERSATION_TU_268,"¡Solamente siete años más! ¡Yahooooo!"
CONVERSATION_TU_269,"El primer año me pareció eterno..."
CONVERSATION_TU_270,"Han sido ya 13 años. ¡Increíble!"
CONVERSATION_TU_271,"¿Una torre antigua? Qué interesante..."
CONVERSATION_TU_272,"¡Guau! ¡Humanos! ¿Son humanos, no?"
CONVERSATION_TU_273,"¡¡No pensé que viviría para ver uno!!"
CONVERSATION_TU_274,"Deja de manosearnos."
CONVERSATION_TU_275,"¡Aay! Lo siento."
CONVERSATION_TU_276,"Ha sido muy aburrido estar aquí sentada en soledad durante 13 años..."
CONVERSATION_TU_277,"Ni siquiera mis amigos y familia vienen a charlar."
CONVERSATION_TU_278,"¡Estaba tan feliz de encontrar gente de verdad, que hablan y todo! "
CONVERSATION_TU_279,"¿Has estado bien, Dosarta?"
CONVERSATION_TU_280,"¡¿Hermana?! ¡No puedo creer que estás aquí junto con estos humanos!"
CONVERSATION_TU_281,"¡Siento que gané la lotería! "
CONVERSATION_TU_282,"¿Hermana?"
CONVERSATION_TU_283,"¿Tú también eres la princesa de los elfos?"
CONVERSATION_TU_284,"Sí. Como miembros de la Familia Real de los Elfos, protegemos la Torre de los Desafíos, tomamos turnos cada 20 años."
CONVERSATION_TU_285,"Guau. Veinte años... Es una eternidad."
CONVERSATION_TU_286,"Aaah... Eso serían como 2 años humanos."
CONVERSATION_TU_287,"Dosarta, me gustaría presentarte al Héroe de la espada sagrada."
CONVERSATION_TU_288,"¿Lo dices en serio? Solías amar las historias de la espada sagrada cuando eras niña."
CONVERSATION_TU_289,"Espera... Significa que..."
CONVERSATION_TU_290,"Sí. Llego la hora de abrir la Torre de los Desafíos."
CONVERSATION_TU_291,"Así estos guerreros seguirán dándonos visitas. "
CONVERSATION_TU_292,"¡¡No la volveré a pasar mal!! ¡¡Yey!!"
CONVERSATION_TU_293,"¡Probablemente seamos los elfos más afortunados con vida!"
CONVERSATION_TU_294,"Pudiste conocer al héroe de la espada sagrada con el cual solías soñar y yo ya no estaré aburrida en el trabajo."
CONVERSATION_TU_295,"Supongo..."
CONVERSATION_TU_296,"¿Podrías explicar al héroe acerca de la Torre de los Desafíos?"
CONVERSATION_TU_297,"Seguro. Empecemos ya mismo."
CONVERSATION_TU_298,"La Torre de los Desafíos fue construida antes de que se escribiera la historia."
CONVERSATION_TU_299,"No se sabe exactamente que raza la descubrió primero."
CONVERSATION_TU_300,"Pero sabemos que su nombre viene del infinito número de desafíos que deben ser sobrepasados para alcanzar la cima."
CONVERSATION_TU_301,"Los retadores descubrieron poderosos artefactos que fueron sellados dentro de la torre."
CONVERSATION_TU_302,"Estas noticias se difundieron rápidamente, "
CONVERSATION_TU_303,"y muchos más vinieron a la torre para descubrir otros artefactos."
CONVERSATION_TU_304,"Sin embargo,"
CONVERSATION_TU_305,"los artefactos estaban bajo una maldición,"
CONVERSATION_TU_306,"la maldición amplificaba los deseos de cualquiera que los tocase. "
CONVERSATION_TU_307,"Se armaron contiendas entre aquellos que deseaban poseer más artefactos."
CONVERSATION_TU_308,"Se dice que fue un verdadero pandemonio, algunos corrían gritando '¡Mi precioso!'."
CONVERSATION_TU_309,"Eventualmente, todos los artefactos fueron destruidos,"
CONVERSATION_TU_310,"y aquellos que enloquecieron por los artefactos nunca dejaron la torre."
CONVERSATION_TU_311,"Qué miedito..."
CONVERSATION_TU_312,"Mi familia decidió finalmente restringir el acceso a la Torre de los Desafíos."
CONVERSATION_TU_313,"Aseguramos la entrada y no se le permitió a nadie ingresar."
CONVERSATION_TU_314,"Miembros de la Familia Real protegimos la Torre de los Desafíos en relevos. "
CONVERSATION_TU_315,"Cuando los demonios invadieron hace ya un siglo,"
CONVERSATION_TU_316,"el Rey Kyle de Orvelia vino a la Torre de los Desafíos,"
CONVERSATION_TU_317,"solicitando acceso porque necesitaba de gran poder para vencer a los demonios."
