KEY,Japanese
Sub1_Prisila_1_1_1,不安の色で光る黄金色の瞳...
Sub1_Prisila_1_1_2,私、ここで死ぬのですね。
Sub1_Prisila_1_1_3,10歳ぐらいに見える、幼い子どもの口から出るはずの言葉じゃなかった
Sub1_Prisila_1_1_4,落ち着く気配のない少女の不安な視線に
Sub1_Prisila_1_1_5,思わず下唇を噛んでいたことに気づく
Sub1_Prisila_1_1_6,こんな小さな手を持つ少女の運命にすべてが変わる
Sub1_Prisila_1_1_7,そんな現実に虚しさや悲しさまでも覚え始めていた
Sub1_Prisila_1_1_8,ご安心を、万事上手く行きますから。
Sub1_Prisila_1_1_9,口癖のように発したその言葉
Sub1_Prisila_1_1_10,自分についてきてくれた者たちに
Sub1_Prisila_1_1_11,まるで呪文のように呟いていた、あの言葉
Sub1_Prisila_1_1_12,安心していい、万事上手く行く。
Sub1_Prisila_1_1_13,少女はぼうっと、ただ馬車から降りる彼女を見つめるだけ
Sub1_Prisila_1_1_14,外には暴雨のような雨が降っていた
Sub1_Prisila_1_1_15,これからお嬢様にお仕えするために参りました。プリシラです。
Sub1_Prisila_1_1_16,少女の方を振り返りながら、彼女は簡単で感情のない口調でそう話す
Sub1_Prisila_1_1_17,だが、その言葉からはしっかりと信頼というものが感じられたのだ
Sub1_Prisila_1_1_18,あ、ありがとう...
Sub1_Prisila_1_1_19,思わず頷いてしまう少女
Sub1_Prisila_1_1_20,少女を置いたまま、彼女は馬車を降りる
Sub1_Prisila_1_1_21,どれほど時間が経ったのだろう
Sub1_Prisila_1_1_22,キィーン！
Sub1_Prisila_1_1_23,馬車を揺るがす金切り声
Sub1_Prisila_1_1_24,聞こえるはずの悲鳴は雨の音に流されてしまう
Sub1_Prisila_1_1_25,またしばらくの時間が流れ、いつの間にか雨の音も止んでいた
Sub1_Prisila_1_1_26,かたんー
Sub1_Prisila_1_1_27,全身を雨に濡らした姿の彼女が再び馬車に身を乗せる
Sub1_Prisila_1_1_28,そして、少女は泣き出してしまった
Sub1_Prisila_1_1_29,ありがとう、ありがとう...
Sub1_Prisila_1_1_30,自分の前で泣き崩れるか弱い少女を
Sub1_Prisila_1_1_31,戸惑いながら見つめていた彼女は...
Sub1_Prisila_1_1_32,静かに手をのばしては少女を抱きしめる
Sub1_Prisila_1_1_33,少女の体は小さく、その泣き声もまた小さかった
Sub1_Prisila_1_1_34,大丈夫です、これから私がずっとお嬢様のお側にいます。
Sub1_Prisila_2_1_1,ゲェェ―
Sub1_Prisila_2_1_2,魔物の嫌な悲鳴が響き渡る
Sub1_Prisila_2_1_3,ドロッとした気持ち悪い魔物の血が頭の上で飛び散る
Sub1_Prisila_2_1_4,美しい純白色のハルバードもその血で汚れ、元の色を失ってしまった
Sub1_Prisila_2_1_5,軍で最も必要な者は誰だ？
Sub1_Prisila_2_1_6,自らの考えを持たない者。
Sub1_Prisila_2_1_7,自らを一人の人格体と思わない者。
Sub1_Prisila_2_1_8,...君は自分がどっちの人間だと思うか答えてみろ。
Sub1_Prisila_2_1_9,自分の考えを持つ者。
Sub1_Prisila_2_1_10,信念を持つ者。
Sub1_Prisila_2_1_11,自らのことを人格体として扱い、
Sub1_Prisila_2_1_12,仲間を危険な状況にさらした者。
Sub1_Prisila_2_1_13,プリシラ少佐、私の目には君がそんな者に見えるが。
Sub1_Prisila_2_1_14,選択は君次第だ。
Sub1_Prisila_2_1_15,君か、それとも君に従う者全員を
Sub1_Prisila_2_1_16,不幸にさせるかを選択したまえ。
Sub1_Prisila_2_1_17,...あの野郎...
Sub1_Prisila_2_1_18,お、来たぞ！
Sub1_Prisila_2_1_19,隊長、ここっす！
Sub1_Prisila_2_1_20,小さくプリシラの姿が見え始めると、兵士たちは遠くからも手を振りながら彼女の復帰を喜んでいた
Sub1_Prisila_2_1_21,だが彼らの多くは、疲れた様子で床に寝ていたり
Sub1_Prisila_2_1_22,負傷者の仲間の面倒を見ていたり
Sub1_Prisila_2_1_23,命を失った者の墓を作るための場所を探していた
Sub1_Prisila_2_1_24,...誰のための場所だ？
Sub1_Prisila_2_1_25,エレックスっす。
Sub1_Prisila_2_1_26,土でしっかり埋めて置かないとカラスの餌になってしまう
Sub1_Prisila_2_1_27,必ず戻り、祖国へ遺骸を持ち帰ってやる―
Sub1_Prisila_2_1_28,そう約束しながら作った墓がもう数十か所に増えた
Sub1_Prisila_2_1_29,いつものことだった
Sub1_Prisila_2_1_30,最初、部隊には80人ほどの兵士が存在していたが
Sub1_Prisila_2_1_31,戦闘の延長を重ねるたびに兵士の数は減り続け
Sub1_Prisila_2_1_32,そこに新しい者が追加されることはなかった
Sub1_Prisila_2_1_33,より難しい戦場へ
Sub1_Prisila_2_1_34,より命がけになる戦場へ―
Sub1_Prisila_2_1_35,最初は討伐ほどでしかなかった戦闘が
Sub1_Prisila_2_1_36,回数を重ねるほど生き残るための戦闘に変わっていく
Sub1_Prisila_2_1_37,大丈夫か、皆。
Sub1_Prisila_2_1_38,大丈夫っすよ、これぐらい。
Sub1_Prisila_2_1_39,俺たちは百戦の戦士じゃないっすか！
Sub1_Prisila_2_1_40,笑い交じりの返事が返ってきたが
Sub1_Prisila_2_1_41,会話を繋げられる言葉は思い浮かべず
Sub1_Prisila_2_1_42,ただ、彼らを黙って見つめていた
Sub1_Prisila_2_1_43,今返事を返した兵士も
Sub1_Prisila_2_1_44,額のところに長めの切り傷ができ、頭に包帯を巻いていたのだ
Sub1_Prisila_2_1_45,どうも実力より口が先に成長したようだ。
Sub1_Prisila_2_1_46,ハハ、まあそうっすね...
Sub1_Prisila_2_1_47,頭をかきながら気まずそうに笑う彼らを見ていると
Sub1_Prisila_2_1_48,胸のどこかに痛みを覚えてしまう
Sub1_Prisila_2_1_49,今回の地域は結構荒いっすね...
Sub1_Prisila_2_1_50,この前みたいに途中にあっちこっちから奴らが飛び出たりしないっすかね。
Sub1_Prisila_2_1_51,また100年前みたいに...
Sub1_Prisila_2_1_52,おいおい、んな気味の悪い話はやめとけよ。
Sub1_Prisila_2_1_53,ブ――――
Sub1_Prisila_2_1_54,1回、長く鳴り出し
Sub1_Prisila_2_1_55,続いて短く2回、また長く1回鳴り響く音―
Sub1_Prisila_2_1_56,敵出現、それも相当な数だという意味だ
Sub1_Prisila_2_1_57,ほら、お前がんなこと言うからよ！
Sub1_Prisila_2_1_58,別に俺のせいじゃねえし！
Sub1_Prisila_2_1_59,想定外のことだった
Sub1_Prisila_2_1_60,事前調査の時にも
Sub1_Prisila_2_1_61,知られていなかった予想せぬ出来事
Sub1_Prisila_2_1_62,しかし、
Sub1_Prisila_2_1_63,なぜこういうことが起きたのかは分かっていた
Sub1_Prisila_2_1_64,誰かが意図的に罠を作っている
Sub1_Prisila_2_1_65,誰かによって作られた、故意の罠...
Sub1_Prisila_2_1_66,また、軍の高位から動かないまま
Sub1_Prisila_2_1_67,自分を見下していたあの男の声が聞こえるようだ
Sub1_Prisila_2_1_68,君という上官に従ったせいで兵士たちが苦労することになる。
Sub1_Prisila_2_1_69,今後の支援は一切ないと思え。
Sub1_Prisila_2_1_70,我が軍には裏切り者にまで気を使えるほどの余力はない。
Sub1_Prisila_2_1_71,...最初から全員死なせるつもりで送り出したくせに
Sub1_Prisila_2_1_72,ちくしょー、また来るのかー
Sub1_Prisila_2_1_73,笑い交じりでそう呟けるぐらい、少しは余裕が残っているように見えても
Sub1_Prisila_2_1_74,本当は知っている、その手が微かに震えていることを
Sub1_Prisila_2_1_75,立ち上がり、列を整う兵士たちの前に立ち
Sub1_Prisila_2_1_76,プリシラが静かに口を開く
Sub1_Prisila_2_1_77,...今までのことに感謝を言おう
Sub1_Prisila_2_1_78,なんすか、急に。
Sub1_Prisila_2_1_79,隊長もしっかりしてくださいよー
Sub1_Prisila_2_1_80,血を浴びすぎてめまいがするとか？
Sub1_Prisila_2_1_81,そうそう、俺も気になってたんだよ。魔族の血だしな。
Sub1_Prisila_2_1_82,そういえば俺も熱が...
Sub1_Prisila_2_1_83,冗談言ってる暇がありゃ水汲みでもして来いよ。
Sub1_Prisila_2_1_84,なあ、今回は結構数が多いみてえだぞ？
