KEY,"English"
E_C19_August_Phillop01_01,"Happy birthday, Phillop!"
E_C19_August_Phillop01_02,"Happy birthday. Haha."
E_C19_August_Phillop01_03,"Thank you, my barbarian friends!"
E_C19_August_Phillop01_04,"How did you know that I like to drink with people? Haha!"
E_C19_August_Phillop01_05,"Oh, I'm pretty sure everyone knows that the dwarven king is quite the heavy drinker."
E_C19_August_Phillop01_06,"If it's not us barbarians, then who would dare to drink with the dwarven king?"
E_C19_August_Phillop01_07,"This is my treat! Please drink all you want!"
E_C19_August_Phillop01_08,"I have more than enough cash! I can pay for almost anything!"
E_C19_August_Phillop01_09,"Now now, don't underestimate the dwarven king, my friends!"
E_C19_August_Phillop01_10,"If I drink seriously, you might go bankrupt! I hope you're prepared!"
E_C19_August_Phillop01_drink1,"1st round"
E_C19_August_Phillop01_drink2,"5th round"
E_C19_August_Phillop01_drink3,"13th round"
E_C19_August_Phillop01_11,"So this Draconic Army marched in from the other side of Trina Hills! Their 35th attempt, I believe!"
E_C19_August_Phillop01_12,"And you know what I did?! Let me tell you what I did! I chucked this axe!!! And it crooshed rite through da skulls!"
E_C19_August_Phillop01_13,"You should have seen their faces! They ran away like chickens!! Ehehehe!"
E_C19_August_Phillop01_14,"I thought you said the 28th attack was the last one."
E_C19_August_Phillop01_15,"Hahaha! Guess somebody wasn't listening! 35th was da last one!"
E_C19_August_Phillop01_16,"Hm... Seems that the heavy drinker title was more of a self-proclaimed title."
E_C19_August_Phillop01_17,"So I came home right? From such a victory. A victory so huge!"
E_C19_August_Phillop01_18,"My daughters told me to goooo awwway! They said I was too sweaty and smelly!"
E_C19_August_Phillop01_19,"How could they! I'm their father!! Wah!!"
E_C19_August_Phillop01_20,"Hey Gau, let's leave."
E_C19_August_Phillop01_21,"I don't think he should drink anymore."
E_C19_August_Phillop01_22,"B-but he's crying... We can't just leave him-"
E_C19_August_Phillop01_23,"Waaaaittt!!!"
E_C19_August_Phillop01_24,"What the!"
E_C19_August_Phillop01_25,"I have one more... important story to tell you!"
E_C19_August_Phillop01_26,"This is a big secret. I'm gonna say it quietly."
E_C19_August_Phillop01_27,"I'm only telling this to you, my friends."
E_C19_August_Phillop01_29,"So the Draconic Army marched in from the other side of Trina Hills! It was their 41st attack on us!"
E_C19_August_Phillop01_30,"Hey Juno, here's the payment."
E_C19_August_Phillop01_31,"Could you take him to a room? He's very drunk at the moment."
E_C19_August_Phillop01_32,"Gosh! Phillop! You drank too much again!"
E_C19_August_Phillop01_33,"Wake up! You should go back to your kingdom!"
E_C19_August_Phillop01_34,"Yesssssss. So much work to do!! Must *hic*! Go back!"
E_C19_August_Phillop01_35,"It's so hard to be a kiiing!"
E_C19_August_Phillop01_36,"Have to use my brain all the time! *sobs*"
E_C19_August_Phillop01_37,"Next life, I don't want to *hic* be a king!"
E_C19_August_Phillop01_38,"Singing!"
E_C19_August_Phillop01_39,"Yes, I love singing! Next life, I will sing!"
E_C19_August_Phillop01_40,"Singer!!! I shall become the best dwarf singer!!!"
E_C19_August_Phillop01_41,"Yeah yeah, whatever."
E_C19_August_Phillop01_42,"Hey Juno! Can you give us one more steak?!"
E_C19_August_Phillop01_43,"I'm coming!"
E_C19_August_Phillop01_44,"You stay here for a while. Don't you dare drink anymore!"
E_C19_August_Phillop01_45,"Smash the enemies! Stand proud! The pride of the dwarves!!♬"
E_C19_August_Phillop01_46,"Ughh dammit!"
