KEY,Spanish
E_C19_Oct_Laudia01_01,He acabado con ese lado.
E_C19_Oct_Laudia01_02,Yo con este también. Fiu... Aunque se han reducido en números siguen habiendo muchos monstruos.
E_C19_Oct_Laudia01_03,Y seguirá así mientras los demonios incrementen sus poderes... Debes estar cansado.
E_C19_Oct_Laudia01_04,Está bien. Solo estoy haciendo mi trabajo.
E_C19_Oct_Laudia01_05,"Creo que es suficiente, ¿qué tal si te vas a descansar?"
E_C19_Oct_Laudia01_06,Hoy es tu cumpleaños.
E_C19_Oct_Laudia01_07,Está bien. Este también es mi trabajo.
E_C19_Oct_Laudia01_08,Pero...
E_C19_Oct_Laudia01_09,Enserio estoy bien. Aparte hay un lugar a donde pienso ir.
E_C19_Oct_Laudia01_10,¿Un lugar a donde piensas ir?
E_C19_Oct_Laudia01_11,"Sí. Es un lugar a donde iba desde pequeña... Si no te molesta, ¿quieres venir conmigo?"
E_C19_Oct_Laudia01_12,"Parece que es un lugar especial. Entonces, con tu permiso."
E_C19_Oct_Laudia01_13,No sabía que había un lugar así...
E_C19_Oct_Laudia01_14,Es un lugar bien cuidado. ¿Es usado para ceremonias?
E_C19_Oct_Laudia01_15,No exactamente. Aunque sí estoy cuidándolo.
E_C19_Oct_Laudia01_16,Es como una base secreta que usaba cuando era niña... Pero es una larga historia.
E_C19_Oct_Laudia01_17,"Quisiera escucharla, si no te molesta."
E_C19_Oct_Laudia01_18,"Bueno, se trata de cuando era muy pequeña..."
E_C19_Oct_Laudia01_19,"Has escuchado sobre la historia de la Diosa Dragón que duerme en el templo de la corriente, ¿no?"
E_C19_Oct_Laudia01_20,"Ah, sí. Lo escuché como historia de dormir."
E_C19_Oct_Laudia01_21,"Por ser tan pequeña, nunca me imaginé que fuera verdad."
E_C19_Oct_Laudia01_22,Tan solo la admiré pensando que era una hermosa diosa que traía lluvia al desierto.
E_C19_Oct_Laudia01_23,Y pensé que debía construir un lugar donde se pudiera quedar cuando se despertara.
E_C19_Oct_Laudia01_24,Ahora que lo pienso no tiene sentido.
E_C19_Oct_Laudia01_25,"Bueno... Eras pequeña. Aunque Laias escuche esta historia, seguro solo lo dejará pasar."
E_C19_Oct_Laudia01_26,Gracias. Buscaba un buen lugar y llegué hasta aquí.
E_C19_Oct_Laudia01_27,Empecé a limpiar pensando en divertirme con la Diosa Dragón.
E_C19_Oct_Laudia01_28,Pero lo comprendí después de que crecí.
E_C19_Oct_Laudia01_29,¿Qué?
E_C19_Oct_Laudia01_30,Este es un lugar muy pequeño para la Diosa Dragón.
E_C19_Oct_Laudia01_31,Ajaja... Sí.
E_C19_Oct_Laudia01_32,Pero las flores acomodadas en línea y el piso reluciente lucen bien.
E_C19_Oct_Laudia01_33,Por eso vengo a cuidarlas cuando tengo tiempo.
E_C19_Oct_Laudia01_34,Ya veo... ¿Entonces vienes aquí cada cumpleaños?
E_C19_Oct_Laudia01_35,"¿Qué? No. Es solo que últimamente he tenido que ver a Laias seguido, y de paso."
E_C19_Oct_Laudia01_36,Quería venir aprovechando el tiempo libre que me ha dado mi cumpleaños.
E_C19_Oct_Laudia01_37,"Ah, has llegado."
E_C19_Oct_Laudia01_38,¡¿Laias?! Pero cómo es que...
E_C19_Oct_Laudia01_39,He venido porque tengo algo que decirte.
E_C19_Oct_Laudia01_40,Entonces los dejaré solos un rato. Hablen.
E_C19_Oct_Laudia01_41,No sabía que había un lugar así en Aegina. ¿Es un lugar que tú misma cuidas?
E_C19_Oct_Laudia01_42,"Sí, vengo cada que tengo tiempo a cuidarla."
E_C19_Oct_Laudia01_43,"Viendo que tiene una energía pura, se ve que te has esforzado mucho en mantenerlo."
E_C19_Oct_Laudia01_44,Es un lugar precioso. ¿Te molesta si vengo a visitar de vez en cuando?
E_C19_Oct_Laudia01_45,Claro que no. Venga cuando guste.
E_C19_Oct_Laudia01_46,Gracias. Y acerca de lo que tenía que decir...
E_C19_Oct_Laudia01_47,Sí. Diga.
E_C19_Oct_Laudia01_48,"Feliz cumpleaños, Laudia. Que la bendición de la corriente te acompañe."
E_C19_Oct_Laudia01_49,Y... Es un poco repentino pero.
E_C19_Oct_Laudia01_50,Gracias por esforzarte tanto en combatir a los demonios.
E_C19_Oct_Laudia01_51,"Por gran parte, fue por ti que las personas pudieran recuperar sus sonrisas."
E_C19_Oct_Laudia01_52,"Como la guardiana del desierto, te doy las gracias."
E_C19_Oct_Laudia01_53,Es un elogio excesivo... Gracias.
E_C19_Oct_Laudia01_54,Perdón por interrumpir tu descanso. Espero que tengas un buen día.
E_C19_Oct_Laudia01_55,Para nada. Ha venido hasta aquí personalmente a felicitarme.
E_C19_Oct_Laudia01_56,¿De qué hablaron?
E_C19_Oct_Laudia01_57,Me felicitó por tan hermoso lugar... Quiere visitarlo de vez en cuando.
E_C19_Oct_Laudia01_58,Ni cuando era pequeña me imaginaba que me felicitara la Diosa Dragón de las historias...
E_C19_Oct_Laudia01_59,Que algo así pase...
E_C19_Oct_Laudia01_60,"Que Laias haya venido, tu sueño de pequeña se ha hecho realidad."
E_C19_Oct_Laudia01_61,Sí... Hice bien en no darme por vencida y seguir esforzándome.
E_C19_Oct_Clause01_01,"¡¡Clause, feliz cumpleaños!!"
E_C19_Oct_Clause01_02,"¡¡Felicidades, Clause!!"
E_C19_Oct_Clause01_03,"Lo hicimos nosotros. Está bonito, ¿no?"
E_C19_Oct_Clause01_04,"Jeje, Kasel está escrito mal."
E_C19_Oct_Clause01_05,¡Hmph! ¡Dijiste que no me molestarías con eso!
E_C19_Oct_Clause01_06,¡Jaja! ¡Los dos están muy bonitos!
E_C19_Oct_Clause01_07,¡Muchas gracias! ¡¡Son los mejores!!
E_C19_Oct_Clause01_08,En ese entonces éramos los primeros en felicitarlo...
E_C19_Oct_Clause01_09,Sí...
E_C19_Oct_Clause01_10,"¡Feliz cumpleaños, Clause!"
E_C19_Oct_Clause01_11,Eres el orgullo de Orvel. ¡Felicidades!
E_C19_Oct_Clause01_12,Jaja. ¡¡Gracias!!
E_C19_Oct_Clause01_13,Me esforzaré para no decepcionarlos.
E_C19_Oct_Clause01_14,"Ay Clause, sigues siendo igual hasta en tu cumpleaños."
E_C19_Oct_Clause01_15,Aunque eso te hace más encantador. ¡Juju! ¡Feliz cumpleaños!
E_C19_Oct_Clause01_16,Yo creo que ya es tiempo ¿no?
E_C19_Oct_Clause01_17,Sí. Entonces ahora...
E_C19_Oct_Clause01_18,¡Capitana! ¿Qué la trae hasta aquí?
E_C19_Oct_Clause01_19,Vine a verte a ti. Veo que sigues teniendo muchos amigos.
E_C19_Oct_Clause01_20,Traigo un regalo y una carta escrita a mano por la princesa.
E_C19_Oct_Clause01_21,"Felicidades, Clause."
E_C19_Oct_Clause01_22,¡Muchas felicidades!
E_C19_Oct_Clause01_23,"He preparado una estatua de madera que se parece a ti, por favor tómala."
E_C19_Oct_Clause01_24,"Jaja. Gracias, Loman."
E_C19_Oct_Clause01_25,"Gracias a usted también, capitana. Le daré las gracias a la princesa en persona."
E_C19_Oct_Clause01_26,Sí. La princesa estará feliz.
E_C19_Oct_Clause01_27,Y...
E_C19_Oct_Clause01_28,Estaba pensando que hoy es un día perfecto para darte el puesto de comandante de caballeros...
E_C19_Oct_Clause01_29,"¡Ja, jajaja! ¡Disculpe pero esta vez también tendré que solo tomar su intención, capitana!"
E_C19_Oct_Clause01_30,Quiero seguir ayudando a gente en mi puesto de ahora.
E_C19_Oct_Clause01_31,Lo considero mi trabajo.
E_C19_Oct_Clause01_32,Haa... Otra vez he fallado...
E_C19_Oct_Clause01_33,Rayos... Esta vez la capitana...
E_C19_Oct_Clause01_34,Clause es muy popular.....
E_C19_Oct_Clause01_35,¿Esperamos un poco más?
E_C19_Oct_Clause01_36,Sí. Todavía tenemos mucho tiempo.
E_C19_Oct_Clause01_37,Clause... Se ve muy contento.
E_C19_Oct_Clause01_38,Cuando éramos pequeños solo éramos tres festejando su cumpleaños.
E_C19_Oct_Clause01_39,¿Estás triste?
E_C19_Oct_Clause01_40,Jaja. Me has descubierto.
E_C19_Oct_Clause01_41,Pero está bien. Clause es mi hermano.
E_C19_Oct_Clause01_42,Aunque sí me pone un poco triste que ahora pasamos menos tiempo juntos.
E_C19_Oct_Clause01_43,Es verdad...
E_C19_Oct_Clause01_44,Jajaja... Este cumpleaños también estuve muy ocupado.
E_C19_Oct_Clause01_45,Pero creo que no he visto a Kasel y a Frey... ¿Estarán ocupados?
E_C19_Oct_Clause01_46,No hace mucho que Kasel se hizo aprendiz de caballero...
E_C19_Oct_Clause01_47,Y Frey también debe estar muy ocupada aprendiendo algunas cosas.
E_C19_Oct_Clause01_48,Pues sí. Ellos también ya son adultos.
E_C19_Oct_Clause01_49,Eran solo niños cuando me dieron esto...
E_C19_Oct_Clause01_50,"¡Eh, Clause!"
E_C19_Oct_Clause01_51,¿Por qué estás solo? ¿Y Kasel y Frey?
E_C19_Oct_Clause01_52,¡Hace rato parecían estar buscándote!
E_C19_Oct_Clause01_53,¿Qué dices?
E_C19_Oct_Clause01_54,"Pensé que obviamente estarían juntos, pero veo que no se cruzaron en el camino."
E_C19_Oct_Clause01_55,¡Ve a buscarlos! Seguramente todavía te están esperando.
E_C19_Oct_Clause01_56,¡¡Diablos...!!
E_C19_Oct_Clause01_57,¡Clause!\n¡¡Clause!!
E_C19_Oct_Clause01_58,¡¡Ustedes...!! ¿¡Me estuvieron esperando aquí todo este tiempo!?
