KEY,"French"
GRADE_WHITE1,"Blanc"
GRADE_GREEN1,"Vert"
GRADE_BLUE1,"Bleu"
GRADE_PURPLE1,"Violet"
GRADE_ORANGE1,"Orange"
GRADE_WHITE2,"Commun"
GRADE_GREEN2,"[64ff64]Inhabituel"
GRADE_BLUE2,"[0096FF]Rare"
GRADE_PURPLE2,"[FF32FF]Héroïque"
GRADE_ORANGE2,"[FF8200]Légendaire"
GRADE_RED2,"[E25050]Antique"
EQUIPITEM_GRADE_40,"Équipement Antique"
LOCATION_CHAPTER1_NAME,"Plaines Lamus"
LOCATION_CHAPTER2_NAME,"Forêt Elidora"
LOCATION_CHAPTER3_NAME,"Montagnes Drago"
LOCATION_CHAPTER4_NAME,"Forêt Krad"
LOCATION_CHAPTER5_NAME,"Plaines Sicrakam"
LOCATION_CHAPTER6_NAME,"Désert Aegina"
LOCATION_CHAPTER7_NAME,"Montagnes enneigées Ballutua"
LOCATION_CHAPTER8_NAME,"Volcan Dragia"
LOCATION_CHAPTER9_NAME,"Marais de Gargoss"
LOCATION_ORVEL_NAME,"Orvel"
LOCATION_ORVIS_NAME,"Continent Orbis"
LOCATION_TOWN_ORVEL_NAME,"Château Orvel"
BOSS_DUNGEON_CHAPTER1_BOSS0,"Lac des Fées"
BOSS_DUNGEON_CHAPTER1_BOSS1,"Plaines Lamus - Base Sud"
BOSS_DUNGEON_CHAPTER1_BOSS2,"Base de Roche-Montagne"
BOSS_DUNGEON_CHAPTER1_BOSS3,"Plaines Lamus - Base Nord"
BOSS_DUNGEON_CHAPTER2_BOSS0,"Forêt Elidora - Entrée"
BOSS_DUNGEON_CHAPTER2_BOSS1,"Rivière Adern - Base Centrale"
BOSS_DUNGEON_CHAPTER2_BOSS2,"Rivière Adern - Base Amont"
BOSS_DUNGEON_CHAPTER2_BOSS3,"Forêt Elidora - Base Nord"
BOSS_DUNGEON_CHAPTER3_BOSS0,"Vallée des Roches"
BOSS_DUNGEON_CHAPTER3_BOSS1,"Base - Enfant-du-Marais"
BOSS_DUNGEON_CHAPTER3_BOSS2,"Base - Cri-de-Sang"
BOSS_DUNGEON_CHAPTER3_BOSS3,"Base - Vallée Gel-Glacé"
BOSS_DUNGEON_CHAPTER4_BOSS0,"Plaines des Regrets"
BOSS_DUNGEON_CHAPTER4_BOSS1,"Base - Cimetière des Pleurs"
BOSS_DUNGEON_CHAPTER4_BOSS2,"Base - Tempête du Deuil"
